databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	faction	subtitle	cost	requires	provides	fighting	power	body	rarity	designators	text
redwedding_bonebreaker_jun_rw	Bonebreaker Jun	shadowfist/red-wedding/Shadowfist-RedWedding-BonebreakerJun.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Four Monarchs	Thunder Dome Champion	4	{mon}{mon}{mon}	{mon}	7			Rare	bonebreaker jun thunder dome champion	Unique. Toughness: 1. You may play Faceoff Events at -1 cost. Unturn Bonebreaker Jun at the end of a Faceoff he was involved in.
redwedding_bouncing_benji_rw	Bouncing Benji	shadowfist/red-wedding/Shadowfist-RedWedding-BouncingBenji.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Architects of the Flesh	Mass-Produced Abomination	1	{arc}{arc}	{arc}	1			Common	bouncing benji mass produced abomination	+1 damage. Reload: discard a card.
redwedding_brass_monkey_rw	Brass Monkey	shadowfist/red-wedding/Shadowfist-RedWedding-BrassMonkey.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Jammers	Simian Automaton	4	{jam}{jam}{tek}{tek}	{jam}{tek}	6			Uncommon	brass monkey simian automaton	Opponents cannot intercept Brass Monkey unless they pay one Power for each interceptor they declare against him. Reload: 2
redwedding_bribery_rw	Bribery	shadowfist/red-wedding/Shadowfist-RedWedding-Bribery.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Eaters of the Lotus	Event	0	{lot}{lot}					Common	bribery	Give an opponent 1 Power and target a Character he or she controls with a printed numerical Fighting of 5 or less :: Take control of target until the end of the turn.
redwedding_broken_wheel_brigade_rw	Broken Wheel Brigade	shadowfist/red-wedding/Shadowfist-RedWedding-BrokenWheelBrigade.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Ascended	Netherworld Soldiers	2		{asc}	2			Common	broken wheel brigade netherworld soldier	Discard an Event, State, or Edge to reduce damage inflicted on this card from a single source by 1.
redwedding_buddhist_monk_rw	Buddhist Monk	shadowfist/red-wedding/Shadowfist-RedWedding-BuddhistMonk.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Guiding Hand	Martial Artist	2		{han}{chi}	2			Common	buddhist monk martial artist	+X Fighting. X = the number of Power-generating Sites you control minus two. X cannot be less than 0.
redwedding_buromil_scout_rw	BuroMil Scout	shadowfist/red-wedding/Shadowfist-RedWedding-BuroMilScout.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Architects of the Flesh	Recon Soldier	1	{arc}	{arc}	1			Common	buro mil scout recon soldier	While BuroMil Scout is attacking, other attackers inflict +1 damage.
redwedding_butterfly_armor_rw	Butterfly Armor	shadowfist/red-wedding/Shadowfist-RedWedding-ButterflyArmor.jpg	default	State	Red Wedding	redwedding	playerNDeck	Four Monarchs	Thunder State	1	{mon}{mon}{mon}					Uncommon	butterfly armor thunder	If subject Character is unturned, it may attack without turning once during your Main Shot. If subject is unturned at the beginning of any player's turn, it takes 2 damage, which cannot be reduced or redirected.
redwedding_cassandra_rw	Cassandra	shadowfist/red-wedding/Shadowfist-RedWedding-Cassandra.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Unaligned	Netherworld Seer	2			2			Uncommon	cassandra netherworld seer	Unique. Turn to look at the top 5 cards of your deck. You may put as many of these cards as you wish on the bottom of your deck in any order, and return the rest to the top of your deck in any order.
redwedding_chamberlain_rw	Chamberlain	shadowfist/red-wedding/Shadowfist-RedWedding-Chamberlain.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Four Monarchs	Skin and Darkness Zealot	5	{mon}{mon}{mag}	{mon}	7			Rare	chamberlain skin darkness zealot	Unique. Assassinate. Heals when a Unique Character is smoked. Once during your Main Shot, if Chamberlain is unturned, he may attack a Character with a Fighting of 5 or higher without turning.
redwedding_chi_detachment_rw	Chi Detachment	shadowfist/red-wedding/Shadowfist-RedWedding-ChiDetachment.jpg	default	State	Red Wedding	redwedding	playerNDeck	Magic	State	1	{mag}{mag}{mag}					Common	chi detachment	Play on a Character during any player's Main Shot. Subject provides no resources and its rules text is considered blank.
redwedding_chizu_rw	Chizu	shadowfist/red-wedding/Shadowfist-RedWedding-Chizu.jpg	default	State	Red Wedding	redwedding	playerNDeck	Jammers	State	1	{jam}					Uncommon	chizu	Play on a <Netherworld> Site you control. All cards that are {chi} or {mag} have blank rules text while at this location. Reload: 1
redwedding_contest_of_arms_rw	Contest of Arms	shadowfist/red-wedding/Shadowfist-RedWedding-ContestOfArms.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Four Monarchs	Event	1	{mon}					Uncommon	contest arm	Toast It. Faceoff. Turn a Character you control and target an opponent's Character with Fighting no lower than two less than yours. The winner may return an Event from his or her smoked pile to hand.
redwedding_corrupt_bookie_rw	Corrupt Bookie	shadowfist/red-wedding/Shadowfist-RedWedding-CorruptBookie.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Ascended	Pledged Hood Gambler	2	{asc}	{asc}	2			Uncommon	corrupt bookie pledged hood gambler	When a Faceoff effect is generated, gain one Power and predict who will win. If your prediction is correct, gain one Power. If incorrect, or if there is no winner, smoke this card.
redwedding_dark_traveler_rw	Dark Traveler	shadowfist/red-wedding/Shadowfist-RedWedding-DarkTraveler.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Unaligned	Netherworld Hero	2			2			Common	dark traveler netherworld hero	+2 Fighting for each Feng Shui Site in your smoked pile.
redwedding_demonic_plague_rw	Demonic Plague	shadowfist/red-wedding/Shadowfist-RedWedding-DemonicPlague.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Eaters of the Lotus	Event	0	{lot}{lot}					Common	demonic plague	Limited. Inflict one damage on target Character. During your turn, you may return exactly one"Demonic Plague"to your hand when a Character you control is smoked by an opponent.
redwedding_diamond_beach_rw	Diamond Beach	shadowfist/red-wedding/Shadowfist-RedWedding-DiamondBeach.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Feng Shui Site	Netherworld Feng Shui Site					1	5	Common	diamond beach netherworld	Toughness: 2
redwedding_dr_jeanmarc_ngubane_rw	Dr. Jean-Marc Ngubane	shadowfist/red-wedding/Shadowfist-RedWedding-DrJeanMarcNgubane.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Architects of the Flesh	Buro Scientist Double Agent	3	{arc}{arc}	{arc}{mon}{mag}{tek}	4			Rare	dr jean marc ngubane buro scientist double agent	Unique. Turn to unturn target {arc} Character or turn target {mon} Character.
redwedding_dr_timbul_damiri_rw	Dr. Timbul Damiri	shadowfist/red-wedding/Shadowfist-RedWedding-DrTimbulDamiri.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Purists	Fugue Sorcerer	2	{pur}{pur}	{pur}{mag}	1			Uncommon	dr timbul damiri fugue sorcerer	Unique. Turn this card and choose another Character :: Sacrifice that Character. If the sacrifice is successful, return the Character to play under its owner's control at the same location. If it was turned, it enters play turned.
redwedding_dragon_graveyard_rw	Dragon Graveyard	shadowfist/red-wedding/Shadowfist-RedWedding-DragonGraveyard.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Feng Shui Site	Netherworld Feng Shui Site					1	8	Common	dragon graveyard netherworld	Gain 1 Power when 3 or more combat damage is inflicted on this card. If this card is in your hand when an opponent's effect attempts to look at your hand or force you to discard, you may discard it to cancel that effect and gain 2 Power.
redwedding_echo_cancellation_rw	Echo Cancellation	shadowfist/red-wedding/Shadowfist-RedWedding-EchoCancellation.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Purists	Event	1	{pur}					Uncommon	echo cancellation	Limited. Play when an opponent plays a non-Event, non-foundation card with the same title as a card he or she controls or has in his or her smoked pile :: Cancel and smoke the played card.
redwedding_escher_hotel_rw	Escher Hotel	shadowfist/red-wedding/Shadowfist-RedWedding-EscherHotel.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Feng Shui Site	Netherworld Feng Shui Site					1	8	Rare	escher hotel netherworld	Unique. All Sites you control are considered to be in the front row. (Back-row Sites are also still considered to be back-row Sites.) This does not allow your back-row Sites other than Escher Hotel to be attacked.
redwedding_evil_whispers_rw	Evil Whispers	shadowfist/red-wedding/Shadowfist-RedWedding-EvilWhispers.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Eaters of the Lotus	Event	0	{lot}{lot}{mag}					Common	evil whisper	Limited. Play when an opponent spends 2 or more Power at one time :: Gain 1 Power.
redwedding_exile_village_rw	Exile Village	shadowfist/red-wedding/Shadowfist-RedWedding-ExileVillage.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Unaligned	Battleground Site	1				0	6	Uncommon	exile village battleground	Any player who seizes this Site gains 1 Power. If this card is in your front row, it generates one Power during your Establishing Shot if you have more different faction resources in your pool than any other player.
redwedding_fakhiraldin_rw	Fakhir-al-Din	shadowfist/red-wedding/Shadowfist-RedWedding-FakhirAlDin.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Four Monarchs	Fire Warlord	5	{mon}{mon}	{mon}{chi}	8			Rare	fakhir al din fire warlord	Unique. Toughness: 1 against damaged Characters. When Fakhir-al-Din enters play, inflict two damage on all other Characters.
redwedding_fire_sword_rw	Fire Sword	shadowfist/red-wedding/Shadowfist-RedWedding-FireSword.jpg	default	State	Red Wedding	redwedding	playerNDeck	Four Monarchs	State	2	{mon}{mag}					Uncommon	fire sword	Weapon. Subject Character gains +2 Fighting and +2 damage.
redwedding_frag_the_g_rw	Frag the G!	shadowfist/red-wedding/Shadowfist-RedWedding-FragTheG.jpg	default	Edge	Red Wedding	redwedding	playerNDeck	Jammers	Edge	1	{jam}					Uncommon	frag g	Limited. When an opponent's Site becomes turned, inflict 1 damage on it.
redwedding_friends_in_low_places_rw	Friends in Low Places	shadowfist/red-wedding/Shadowfist-RedWedding-FriendsInLowPlaces.jpg	default	Edge	Red Wedding	redwedding	playerNDeck	Jammers	Edge	2	{jam}{dra}					Rare	friend low place	Limited. Gain 1 Power when an opponent plays a 0-cost Event.
redwedding_green_sage_rw	Green Sage	shadowfist/red-wedding/Shadowfist-RedWedding-GreenSage.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Guiding Hand	Tough Old Monk	3	{han}{han}	{han}{chi}	1			Uncommon	green sage tough old monk	Toughness: 2. All other Characters you control at this location gain Toughness: 1
redwedding_gus_andropolous_rw	Gus Andropolous	shadowfist/red-wedding/Shadowfist-RedWedding-GusAndropolous.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Dragons	IKTV Reporter	2	{dra}{dra}{dra}	{dra}	3			Rare	gus andropolous iktv reporter	Unique. Independent. When he turns to attack, you may look at the hand of his target's controller. When an opponent looks at your hand or forces you to discard, you may look at that player's hand and force him or her to discard a card.
redwedding_helix_mine_rw	Helix Mine	shadowfist/red-wedding/Shadowfist-RedWedding-HelixMine.jpg	default	State	Red Wedding	redwedding	playerNDeck	Architects of the Flesh	State	0	{arc}					Common	helix mine	Subject Character inflicts -1 damage. If this card is in your hand when an opponent's effect attempts to look at your hand or force you to discard, you may discard this card to smoke a Character he or she controls.
redwedding_ho_chen_pr	Ho Chen	shadowfist/red-wedding/Shadowfist-RedWedding-HoChen.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Seven Masters	Master of the Flawless Strike	5	{sev}{sev}	{sev}{chi}{mag}	7			Promo	ho chen master flawless strike	Unique. Superleap against opponents who have 3 or more cards in their hand. Once per turn, you may discard a card to do X damage to target Character about to enter combat with Ho Chen. X= the cost of the discarded card.
redwedding_ice_pavilion_rw	Ice Pavilion	shadowfist/red-wedding/Shadowfist-RedWedding-IcePavilion.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Four Monarchs	Netherworld Feng Shui Site	2	{mon}{mon}	{mon}{mag}		1	7	Rare	ice pavilion netherworld	Unique. All Characters at this location gain Regenerate.
redwedding_ice_tigers_rw	Ice Tigers	shadowfist/red-wedding/Shadowfist-RedWedding-IceTigers.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Four Monarchs	Netherworld Spirits	3	{mon}	{mon}	4			Common	ice tiger netherworld spirit	Prior to combat, you may turn Ice Tigers to inflict 2 damage on a Character that is about to enter combat with another Character you control.
redwedding_iktv_special_report_rw	IKTV Special Report	shadowfist/red-wedding/Shadowfist-RedWedding-IKTVSpecialReport.jpg	default	Event	Red Wedding	redwedding	playerNDeck	High Tech	Event	0	{tek}					Common	iktv special report	Limited. Play when an opponent plays a Unique Character, takes control of a Character, or plays a Character at reduced cost :: Gain 2 Power.
redwedding_information_warfare_rw	Information Warfare	shadowfist/red-wedding/Shadowfist-RedWedding-InformationWarfare.jpg	default	Event	Red Wedding	redwedding	playerNDeck	High Tech	Event	1	{tek}{tek}{tek}					Uncommon	information warfare	Play when an opponent declares an attack. Change the target of one attacker to any legal target.
redwedding_jan_zvireci_rw	Jan Zvireci	shadowfist/red-wedding/Shadowfist-RedWedding-JanZvireci.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Ascended	Pledged Lackey	3	{asc}{asc}{asc}	{asc}	3			Rare	jan zvireci pledged lackey	Unique. Turn and choose an opponent, who cannot respond with Events :: Look at that player's hand and remove an Event. Until the end of the turn, you may play that card, ignoring resource conditions. Return it to its owner's hand at end of turn if you did not play it.
redwedding_jormungandr_rw	Jormungandr	shadowfist/red-wedding/Shadowfist-RedWedding-Jormungandr.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Ascended	Reascended Snake	5	{asc}{asc}{asc}{tek}{tek}	{asc}	8			Rare	jormungandr reascended snake	Unique. Assassinate. Toughness: 2 while attacking a target controlled by an opponent with more Power than you. Heals at the beginning of any turn if you have at least 1 Power.
redwedding_jueding_shelun_rw	Jueding Shelun	shadowfist/red-wedding/Shadowfist-RedWedding-JuedingShelun.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Eaters of the Lotus	Ghost Sorcerer	4	{lot}{lot}	{lot}{mag}	6			Rare	jueding shelun ghost sorcerer	Unique. During your Main Shot you may return to play a single one-cost Character that requires or provides resources.
redwedding_kauhuhu_rw	Kauhuhu	shadowfist/red-wedding/Shadowfist-RedWedding-Kauhuhu.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Ascended	Reascended Shark	5	{asc}{asc}{asc}{tek}{tek}	{asc}	8			Rare	kauhuhu reascended shark	Unique. Mobility. Independent. Gains Toughness: 1 until the end of the turn when a Character at his location is smoked.
redwedding_leaping_tiger_troupe_rw	Leaping Tiger Troupe	shadowfist/red-wedding/Shadowfist-RedWedding-LeapingTigerTroupe.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Guiding Hand	Shaolin Acrobats	4	{han}	{han}	4			Uncommon	leaping tiger troupe shaolin acrobat	Superleap. Draw a card for every different faction resource in your pool when this card comes into play.
redwedding_little_grasshopper_rw	Little Grasshopper	shadowfist/red-wedding/Shadowfist-RedWedding-LittleGrasshopper.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Guiding Hand	Energetic Kid	1		{han}{chi}	1			Common	little grasshopper energetic kid	You cannot play States on this card. +1 damage while you control any <Master> Characters.
redwedding_lodge_machinations_rw	Lodge Machinations	shadowfist/red-wedding/Shadowfist-RedWedding-LodgeMachinations.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Ascended	Event	2	{asc}{asc}{asc}					Rare	lodge machination	Cannot be played during an attack or if you control any <Pledged> cards. Choose a Power-generating Site you control and an opponent's Site. They must either be both Feng Shui or both non-Feng Shui :: Reveal both Sites. If both Sites are in play, each player takes control of the other's Site. (Place them in any legal position.)
redwedding_loyalty_officer_rw	Loyalty Officer	shadowfist/red-wedding/Shadowfist-RedWedding-LoyaltyOfficer.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Architects of the Flesh	Buro Soldier	2		{arc}	2			Common	loyalty officer buro soldier	Characters you control cannot have the target of their attack changed. You may discard this card to cancel an effect that would take control of any Characters you control.
redwedding_mad_scientist_rw	Mad Scientist	shadowfist/red-wedding/Shadowfist-RedWedding-MadScientist.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Jammers	Unorthodox Techie	1		{jam}{tek}	1			Common	mad scientist unorthodox techie	
redwedding_mano_a_mano_rw	Mano a Mano	shadowfist/red-wedding/Shadowfist-RedWedding-ManoAMano.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Dragons	Event	1	{dra}{dra}					Uncommon	mano	Faceoff. Turn a Character you control and target an opponent's Character with Fighting no lower than two less than yours. The winner may inflict X damage on any Character controlled by the loser. X = the printed Fighting of the winner's Character.
redwedding_monkey_vs_robot_rw	Monkey vs. Robot	shadowfist/red-wedding/Shadowfist-RedWedding-MonkeyVsRobot.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Jammers	Event	1	{jam}					Uncommon	monkey v robot	Faceoff. Turn a Character you control and target an opponent's Character with Fighting no lower than two less than yours. The winner may inflict 5 damage on any Site.
redwedding_morphic_spirit_rw	Morphic Spirit	shadowfist/red-wedding/Shadowfist-RedWedding-MorphicSpirit.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Purists	Sorcerous Construct	2		{pur}	2			Common	morphic spirit sorcerous construct	Toughness: 1 while you have at least two different faction resources in your pool. +1 Fighting if you have three, or +2 Fighting if you have four or more.
redwedding_napalm_belcher_rw	Napalm Belcher	shadowfist/red-wedding/Shadowfist-RedWedding-NapalmBelcher.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Architects of the Flesh	Netherworld Abomination	4	{arc}{arc}{tek}	{arc}{tek}	4			Uncommon	napalm belcher netherworld abomination	Toughness: 1. Turn to inflict 2 damage on all Characters and Sites at target location.
redwedding_never_surrender_rw	Never Surrender	shadowfist/red-wedding/Shadowfist-RedWedding-NeverSurrender.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Dragons	Event	0	{dra}{dra}					Uncommon	never surrender	Limited. Play when an opponent burns a Site you control :: Put this card into your burned-for-victory pile. Gain 3 Power if that opponent is now as close or closer to victory than you.
redwedding_ninja_six_rw	Ninja Six	shadowfist/red-wedding/Shadowfist-RedWedding-NinjaSix.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Unaligned	Enigmatic Agent	3			4			Rare	ninja six enigmatic agent	Unique. Stealth. At the start of your turn you may add or remove a designator from Ninja Six until the beginning of your next turn.
redwedding_official_harassment_rw	Official Harassment	shadowfist/red-wedding/Shadowfist-RedWedding-OfficialHarassment.jpg	default	State	Red Wedding	redwedding	playerNDeck	Ascended	State	0	{asc}					Common	official harassment	Play on a Character. Turn and maintain a Character you control :: Turn subject, and it cannot unturn.
redwedding_ogre_rw	Ogre	shadowfist/red-wedding/Shadowfist-RedWedding-Ogre.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Eaters of the Lotus	Ancient Monster	3		{lot}	3			Common	ogre ancient monster	+2 damage to <Netherworld> Sites. Play at no cost when an opponent steals Power from you or takes control of a Character you own.
redwedding_orange_sage_rw	Orange Sage	shadowfist/red-wedding/Shadowfist-RedWedding-OrangeSage.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Guiding Hand	Wise Monk	3	{han}{han}	{han}{chi}	2			Uncommon	orange sage wise monk	Turn to return a card that is neither {han} nor {chi} from your smoked pile to your hand.
redwedding_ornamental_garden_rw	Ornamental Garden	shadowfist/red-wedding/Shadowfist-RedWedding-OrnamentalGarden.jpg	default	State	Red Wedding	redwedding	playerNDeck	Guiding Hand	State	1	{han}{han}{han}					Uncommon	ornamental garden	Subject Site generates an additional Power if it is in the front row. Any damage inflicted on subject is doubled.
redwedding_paradigm_recoding_rw	Paradigm Recoding	shadowfist/red-wedding/Shadowfist-RedWedding-ParadigmRecoding.jpg	default	State	Red Wedding	redwedding	playerNDeck	Purists	State	1	{pur}{pur}{pur}					Uncommon	paradigm recoding	You control subject Edge.
redwedding_paradox_rw	Paradox	shadowfist/red-wedding/Shadowfist-RedWedding-Paradox.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Purists	Void Entity	2	{pur}{pur}{pur}		2			Rare	paradox void entity	Unique. Uncopyable. Turn and shuffle Paradox into your deck :: Search your deck and set aside a card. Reshuffle, and put that card on top of your deck.
redwedding_paradox_garden_rw	Paradox Garden	shadowfist/red-wedding/Shadowfist-RedWedding-ParadoxGarden.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Purists	Site	2		{pur}		1	5	Common	paradox garden	Turn to look at the top card of your deck. You may put it on the bottom.
redwedding_peacock_summit_rw	Peacock Summit	shadowfist/red-wedding/Shadowfist-RedWedding-PeacockSummit.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Feng Shui Site	Feng Shui Site					1	6	Uncommon	peacock summit	+2 Body for each different faction resource in your pool.
redwedding_police_station_rw	Police Station	shadowfist/red-wedding/Shadowfist-RedWedding-PoliceStation.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Unaligned	Cop Site	1				0	10	Uncommon	police station cop	Turn and maintain and target a <Cop> Character :: target gains +2 Fighting.  Turn and target a <Hood> Character or Site :: inflict 2 non-combat damage on target.
redwedding_rebecca_dupress_rw	Rebecca Dupress	shadowfist/red-wedding/Shadowfist-RedWedding-RebeccaDupress.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Ascended	Pledged Mastermind	3	{asc}{asc}{asc}	{asc}{asc}	3			Rare	rebecca dupress pledged mastermind	Unique. You may play States on her at -3 cost. Gain 1 Power when you seize a <Netherworld> Feng Shui Site.
redwedding_red_dragon_troupe_rw	Red Dragon Troupe	shadowfist/red-wedding/Shadowfist-RedWedding-RedDragonTroupe.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Eaters of the Lotus	Sinister Acrobats	3	{lot}	{lot}	4			Common	red dragon troupe sinister acrobat	Cannot be intercepted by damaged Characters.
redwedding_redglare_chapel_rw	RedGlare Chapel	shadowfist/red-wedding/Shadowfist-RedWedding-RedGlareChapel.jpg	default	Site	Red Wedding	redwedding	playerNDeck	High Tech	Netherworld Site	2	{tek}			1	6	Rare	red glare chapel netherworld	Unique. Turn to unturn"Reverend RedGlare". Turn to inflict 1 damage on every other turned Site.
redwedding_reluctant_hero_rw	Reluctant Hero	shadowfist/red-wedding/Shadowfist-RedWedding-ReluctantHero.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Dragons	Netherworld Outcast	3	{dra}	{dra}	4			Common	reluctant hero netherworld outcast	Independent. Once per turn, you may unturn this card when an attack you declared fails.
redwedding_reverend_redglare_rw	Reverend RedGlare	shadowfist/red-wedding/Shadowfist-RedWedding-ReverendRedGlare.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Ascended	Netherworld Mercenary	3	{asc}		3			Rare	reverend red glare netherworld mercenary	Unique. Choose a designator when Reverend RedGlare enters play. Turn to inflict 3 damage on target Character that has the chosen designator.
redwedding_reverend_zebediah_paine_rw	Reverend Zebediah Paine	shadowfist/red-wedding/Shadowfist-RedWedding-ReverendZebediahPaine.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Unaligned	Demon Hunter	3			4			Uncommon	reverend zebediah paine demon hunter	Unique. Cannot be sacrificed. Assassinate against <Demon> Characters. Pay 2 Power to return him to play. You cannot return "Reverend Zebediah Paine" to play more than once per turn.
redwedding_ring_of_ice_rw	Ring of Ice	shadowfist/red-wedding/Shadowfist-RedWedding-RingOfIce.jpg	default	State	Red Wedding	redwedding	playerNDeck	Four Monarchs	State	0	{mon}					Rare	ring ice	Unique. Schtick. Subject Character gains +1 Fighting. Turn to smoke a State on a card you control. If you control "Ring of Silver", turn this card to smoke any State.
redwedding_ring_of_silver_rw	Ring of Silver	shadowfist/red-wedding/Shadowfist-RedWedding-RingOfSilver.jpg	default	State	Red Wedding	redwedding	playerNDeck	Dragons	State	1	{dra}					Rare	ring silver	Unique. Schtick. Turn to give subject Character Guts until the end of the turn. If you control "Ring of Ice", subject gains Guts, and you may turn this card to unturn subject.
redwedding_robbing_the_kong_rw	Robbing the Kong	shadowfist/red-wedding/Shadowfist-RedWedding-RobbingTheKong.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Chi	Event	2	{chi}{chi}					Rare	robbing kong	Play when you join an attack. If target attacker you control reduces a Feng Shui Site's Body to 0 by inflicting combat damage this attack, you may seize that Site.
redwedding_scrappy_kid_rw	Scrappy Kid	shadowfist/red-wedding/Shadowfist-RedWedding-ScrappyKid.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Dragons	Martial Arts Prodigy	1	{dra}	{dra}	1			Common	scrappy kid martial art prodigy	Independent. Cannot inflict more than 1 damage. Cannot be intercepted.
redwedding_secret_pact_rw	Secret Pact	shadowfist/red-wedding/Shadowfist-RedWedding-SecretPact.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Unaligned	Event	0						Uncommon	secret pact	One-Shot. Play during your Main Shot. You must have at least two resources each from two different factions in your pool to play this card. Draw four cards, gain 2 Power, or return a card from your smoked pile to your hand.
redwedding_secrets_of_shaolin_rw	Secrets of Shaolin	shadowfist/red-wedding/Shadowfist-RedWedding-SecretsOfShaolin.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Guiding Hand	Event	0	{han}					Common	secret shaolin	Play during any Main Shot in response to a 0-cost Event :: Cancel that Event.
redwedding_shamanistic_punk_rw	Shamanistic Punk	shadowfist/red-wedding/Shadowfist-RedWedding-ShamanisticPunk.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Eaters of the Lotus	Hood Sorcerer	1		{lot}{mag}	1			Common	shamanistic punk hood sorcerer	+1 damage to <Cop> and <Police> cards. -1 damage to <Demon> and <Spirit> cards.
redwedding_shell_game_rw	Shell Game	shadowfist/red-wedding/Shadowfist-RedWedding-ShellGame.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Ascended	Event	0	{asc}					Uncommon	shell game	Target player reveals the top three cards of his or her deck. The player to his or her left puts one on the bottom of the deck, and target puts the other two into his or her hand.
redwedding_silver_jet_rw	Silver Jet	shadowfist/red-wedding/Shadowfist-RedWedding-SilverJet.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Four Monarchs	Secret Warrior	5	{mon}{mon}	{mon}{dra}	8			Rare	silver jet secret warrior	Unique. Independent. Toughness: 1. When you declare Silver Jet as an attacker, name a card, which cannot be played in response :: The attack target's controller must show you his or her hand and discard all cards with that title.
redwedding_skin_and_darkness_zealots_rw	Skin and Darkness Zealots	shadowfist/red-wedding/Shadowfist-RedWedding-SkinAndDarknessZealots.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Four Monarchs	Netherworld Horrors	3	{mon}{mag}	{mon}	4			Common	skin darkness zealot netherworld horror	Assassinate. When Skin and Darkness Zealots enter combat with a Character, treat that Character's rules text as if it were blank until the end of combat.
redwedding_slo_mo_vengeance_rw	Slo Mo Vengeance	shadowfist/red-wedding/Shadowfist-RedWedding-SloMoVengeance.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Dragons	Event	X	{dra}					Uncommon	slo mo vengeance	Play during any Main Shot. Play X Weapon or <Gun> States at no cost from your smoked pile onto a Character you control.
redwedding_snowfall_rw	Snowfall	shadowfist/red-wedding/Shadowfist-RedWedding-Snowfall.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Four Monarchs	Event	2	{mon}{mon}					Uncommon	snowfall	All Characters cease attacking.
redwedding_sonic_reducer_rw	Sonic Reducer	shadowfist/red-wedding/Shadowfist-RedWedding-SonicReducer.jpg	default	State	Red Wedding	redwedding	playerNDeck	Jammers	State	1	{jam}{tek}					Uncommon	sonic reducer	Unique. Weapon. Turn to turn target Character at subject Character's location and inflict X damage to it. X = one-half target's Fighting (round up).
redwedding_spin_doctoring_rw	Spin Doctoring	shadowfist/red-wedding/Shadowfist-RedWedding-SpinDoctoring.jpg	default	Edge	Red Wedding	redwedding	playerNDeck	Ascended	Edge	2	{asc}{asc}{asc}					Uncommon	spin doctoring	Once per turn, when a Character you control that requires resources is smoked, you must return a random card from your smoked pile to your hand.
