databaseId	name	imageUrl	cardBack	type	action	clues	cluesFixed	code	concealed	concealedId	cost	deckbuilderQuantity	doom	encounterNumber	encounterSet	enemyDamage	enemyEvade	enemyFight	enemyHorror	exceptional	faction	free	hasBonded	health	healthPerInvestigator	myriad	numberInPack	packName	parallelContent	permanent	reaction	sanity	setUuid	shroud	side	skillAgility	skillCombat	skillIntellect	skillWild	skillWillpower	stage	starting	subtype	tabooId	tabooName	tabooXp	text	traits	unique	uses	vengeance	victoryPoints	xp
07136	Fish Street Bridge	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-FishStreetBridge-2.webp	multi_sided	Location	0		0	07136	0			0		14	In Too Deep					0	Mythos.	0	0		0	0	136	In Too Deep	0	0	0		itd		B							0		0	None	0		Innsmouth. Coastal. Midtown.	0				
07137	First National Grocery	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-FirstNationalGrocery.webp	multi_sided	Location	1	2	0	07137	0			0		15	In Too Deep					0	Mythos.	0	0		0	0	137	In Too Deep	0	0	0		itd	3	A							0		0	None	0	<b>Forced</b> - After you enter this location from a connecting location: Place 1 barrier between both locations.  [action]: <b>Parley.</b> Test your lowest skill (2). If you succeed, remove 1 barrier between this location and a connecting location.	Innsmouth. Midtown.	0			1	
07137	First National Grocery	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-FirstNationalGrocery-2.webp	multi_sided	Location	0		0	07137	0			0		15	In Too Deep					0	Mythos.	0	0		0	0	137	In Too Deep	0	0	0		itd		B							0		0	None	0		Innsmouth. Midtown.	0				
07138	Innsmouth Harbour	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-InnsmouthHarbour.webp	multi_sided	Location	1	1	0	07138	0			0		16	In Too Deep					0	Mythos.	0	0		0	0	138	In Too Deep	0	0	1		itd	1	A							0		0	None	0	[reaction] After you enter this location: Move to The House on Water Street.  [action][action]: <b>Parley.</b> Remove 1 barrier between this location and a connecting location.	Innsmouth. Coastal.	0				
07138	Innsmouth Harbour	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-InnsmouthHarbour-2.webp	multi_sided	Location	0		0	07138	0			0		16	In Too Deep					0	Mythos.	0	0		0	0	138	In Too Deep	0	0	0		itd		B							0		0	None	0		Innsmouth. Coastal.	0				
07139	Innsmouth Square	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-InnsmouthSquare.webp	multi_sided	Location	1	1	0	07139	0			0		17	In Too Deep					0	Mythos.	1	0		0	0	139	In Too Deep	0	0	0		itd	4	A							0		0	None	0	<b>Forced</b> - After this location is revealed: Spawn the set-aside Innsmouth Shoggoth at this location, exhausted.  [action]: <b>Parley.</b> Move 1 barrier between this location and a connecting location so it is between this location and a different connecting location.  [fast] If the investigators control 2 or more keys, as a group: <b>Parley.</b> Read <b>Flashback V</b> in the Campaign Guide.	Innsmouth. Midtown.	0			1	
07139	Innsmouth Square	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-InnsmouthSquare-2.webp	multi_sided	Location	0		0	07139	0			0		17	In Too Deep					0	Mythos.	0	0		0	0	139	In Too Deep	0	0	0		itd		B							0		0	None	0		Innsmouth. Midtown.	0				
07140	Gilman House	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-GilmanHouse.webp	multi_sided	Location	1	2	0	07140	0			0		18	In Too Deep					0	Mythos.	0	0		0	0	140	In Too Deep	0	0	0		itd	3	A							0		0	None	0	<b>Forced</b> - After this location is revealed: Randomly choose 1 of the set-aside facedown keys and place it on this location without looking at it.  [action]: <b>Parley.</b> Test [combat] (2) or [agility] (2). If you succeed, remove 1 barrier between this location and a connecting location.	Innsmouth. Midtown.	0				
07140	Gilman House	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-GilmanHouse-2.webp	multi_sided	Location	0		0	07140	0			0		18	In Too Deep					0	Mythos.	0	0		0	0	140	In Too Deep	0	0	0		itd		B							0		0	None	0		Innsmouth. Midtown.	0				
07141	Marsh Refinery	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-MarshRefinery.webp	multi_sided	Location	1	1	1	07141	0			0		19	In Too Deep					0	Mythos.	1	0		0	0	141	In Too Deep	0	0	0		itd	3	A							0		0	None	0	[fast] If you control 1 or more keys: Move to a connecting location.  [action] Discard an asset you control: <b>Parley.</b> Remove 1 barrier between this location and a connecting location.	Innsmouth. Coastal. Midtown.	0				
07141	Marsh Refinery	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-MarshRefinery-2.webp	multi_sided	Location	0		0	07141	0			0		19	In Too Deep					0	Mythos.	0	0		0	0	141	In Too Deep	0	0	0		itd		B							0		0	None	0		Innsmouth. Coastal. Midtown.	0				
07142	Railroad Station	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-RailroadStation.webp	multi_sided	Location	1	0	0	07142	0			0		20	In Too Deep					0	Mythos.	0	0		0	0	142	In Too Deep	0	0	0		itd	1	A							0		0	None	0	<b>Forced</b> - After you enter this location, if it is flooded: Test [agility] (2). If you fail, take 1 damage.  [action]: <b>Resign.</b> You escape the submerged town.	Innsmouth.	0				
07142	Railroad Station	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-RailroadStation-2.webp	multi_sided	Location	0		0	07142	0			0		20	In Too Deep					0	Mythos.	0	0		0	0	142	In Too Deep	0	0	0		itd		B							0		0	None	0		Innsmouth.	0				
07143	Desolate Coastline	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-DesolateCoastline.webp	multi_sided	Location	0	1	1	07143	0			0		21	In Too Deep					0	Mythos.	0	0		0	0	143	In Too Deep	0	0	0		itd	2	A							0		0	None	0	Card effects cannot place barriers between Desolate Coastline and connecting locations.	Innsmouth. Coastal.	0				
07143	Desolate Coastline	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-DesolateCoastline-2.webp	multi_sided	Location	0		0	07143	0			0		21	In Too Deep					0	Mythos.	0	0		0	0	143	In Too Deep	0	0	0		itd		B							0		0	None	0		Innsmouth. Coastal.	0				
07144	Innsmouth Shoggoth	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-InnsmouthShoggoth.webp	Encounter Card	Enemy	0		0	07144	0			0		22	In Too Deep	2	2	3	2	0	Mythos.	0	0	4	0	0	144	In Too Deep	0	0	0		itd									0		0	None	0	Hunter. Massive.  Innsmouth Shoggoth gets +2 [per_investigator] health.  When Innsmouth Shoggoth moves via its hunter keyword, it ignores all barriers.  <b>Forced</b> - After Innsmouth Shoggoth moves: Remove each barrier it moved through.	Monster. Shoggoth. Elite.	0			1	
07145	Ravager from the Deep	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-RavagerFromTheDeep.webp	Encounter Card	Enemy	0		0	07145	0			0		23	In Too Deep	2	1	2	1	0	Mythos.	0	0	4	0	0	145	In Too Deep	0	0	0		itd									0		0	None	0	Hunter.  While its location is flooded, Ravager from the Deep gets +1 fight and +1 evade (+2 fight and +2 evade instead if its location is fully flooded).  <b>Forced</b> - After Ravager from the Deep engages you: Test [combat] (2). If you fail, place 1 barrier between your location and the connecting location to the west.	Humanoid. Monster. Deep One.	0				
07146	Emerging Deep One	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-EmergingDeepOne.webp	Encounter Card	Enemy	0		0	07146	0			0		25	In Too Deep	1	1	3	1	0	Mythos.	0	0	2	0	0	146	In Too Deep	0	0	0		itd									0		0	None	0	Hunter.  <b>Revelation</b> - Emerging Deep One enters play exhausted and unengaged unless its location is fully flooded.  <b>Forced</b> - After Emerging Deep One engages you, if your location is flooded: It attacks you.	Humanoid. Monster. Deep One.	0				
07147	Deep One Invasion	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-DeepOneInvasion.webp	Encounter Card	Treachery	0		0	07147	0			0		28	In Too Deep					0	Mythos.	0	0		0	0	147	In Too Deep	0	0	0		itd									0		0	None	0	<b>Revelation</b> - Shuffle the encounter discard pile into the encounter deck. For each location to the east of your location (on the same row), discard cards from the top of the encounter deck until a [[Deep One]] enemy with the hunter keyword is discarded and spawn that enemy at that location.	Scheme.	0				
07148	Pulled Back	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-PulledBack.webp	Encounter Card	Treachery	0		0	07148	0			0		29	In Too Deep					0	Mythos.	0	0		0	0	148	In Too Deep	0	0	0		itd									0		0	None	0	<b>Revelation</b> - Test [willpower] (3). If you fail, move to the connecting location to the east, ignoring all barriers. Then place each key you control on your location.	Terror.	0				
07149	Inundated	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-Inundated.webp	Encounter Card	Treachery	0		0	07149	0			0		31	In Too Deep					0	Mythos.	0	0		0	0	149	In Too Deep	0	0	0		itd									0		0	None	0	<b>Revelation</b> - Place 1 barrier between this location and each connecting location with no barriers between them. If no barriers are placed by this effect, Inundated gains surge.	Hazard.	0				
07150	Joe Sargent: Rattletrap Bus Driver	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-JoeSargentRattletrapBusDriver.webp	Encounter Card	Asset	0		0	07150	0		0	0		34	In Too Deep					0	Neutral.	1	0	1	0	0	150	In Too Deep	0	0	0	2	itd									0		0	None	0	Uses (3 tickets).  <b>Forced</b> - When Joe Sargent leaves play: Remove him from the game.  [fast] Spend 1 ticket: Move to a connecting location that is not fully flooded.	Ally. Hybrid.	1	3			
07151	Teachings of the Order	arkham-horror-living-card-game/in-too-deep/ArkhamHorrorLivingCardGame-InTooDeep-TeachingsOfTheOrder.webp	Player Card	Asset	0		0	07151	0			1		35	In Too Deep					0	Neutral.	1	0		0	0	151	In Too Deep	0	1	0		itd									0		0	None	0	Permanent.  [fast] Exhaust Teachings of the Order and choose one effect you have not yet chosen this campaign:  - Remove all [curse] tokens from the chaos bag.  - Remove a flood token from a non-[[Sanctum]] location.  - Defeat a non-[[Elite]] enemy at your location.	Item. Tome.	0				
07152	Keen Eye	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-KeenEye.webp	Player Card	Asset	0		0	07152	0		2	2								0	Guardian.	1	0		0	0	152	Devil Reef	0	0	0		def				1	1				0		0	None	0	[fast] Spend 2 resources: You get +1 [intellect] until the end of the phase.  [fast] Spend 2 resources: You get +1 [combat] until the end of the phase.	Talent.	0				0
07153	Radiant Smite	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-RadiantSmite.webp	Player Card	Event	0		0	07153	0		1	2								0	Guardian.	0	0		0	0	153	Devil Reef	0	0	0		def				1			1		0		0	None	0	<b>Fight.</b> You may use [willpower] instead of [combat] for this attack. When you initiate this attack, search the chaos bag for up to 3 [bless] tokens, and seal them here. For each [bless] token sealed on Radiant Smite, you get +1 skill value and deal +1 damage for this attack. If this attack defeats the attacked enemy, return the sealed tokens to the token pool. Otherwise, release them.	Spell. Spirit. Blessed.	0				1
07154	The Truth Beckons	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-TheTruthBeckons.webp	Player Card	Event	0		0	07154	0		1	2								0	Seeker.	0	0		0	0	154	Devil Reef	0	0	0		def			1		1				0		0	None	0	Play only if you are not engaged with an enemy.  <b>Move.</b> Choose an unrevealed location. Move (one location at a time) along the shortest path toward that location, until you enter that location. End this effect if you reveal a location, if an enemy engages you, or if your movement is blocked.	Insight.	0				0
07155	Gaze of Ouraxsh	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-GazeOfOuraxsh.webp	Player Card	Event	0		0	07155	0		2	2								0	Seeker.	0	0		0	0	155	Devil Reef	0	0	0		def			1	1					0		0	None	0	Reveal 7 random chaos tokens from the chaos bag. Deal a total of 1 damage plus 1 additional damage for each [curse] or [auto_fail] token revealed, divided as you choose among enemies at your location. This action does not provoke attacks of opportunity.	Spell. Cursed.	0				2
07156	Priest of Two Faiths	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-PriestOfTwoFaiths.webp	Player Card	Asset	0		0	07156	0		1	2								0	Rogue.	0	0	2	0	0	156	Devil Reef	0	0	1	2	def			1						0		0	None	0	[reaction] After Priest of Two Faiths enters play: Add 3 [bless] tokens to the chaos bag.  <b>Forced</b> - At the end of the upkeep phase: You must either add 1 [curse] token to the chaos bag or discard Priest of Two Faiths.	Ally. Blessed. Cursed.	0				1
07157	Under Surveillance	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-UnderSurveillance.webp	Player Card	Event	0		0	07157	0		3	2								0	Rogue.	0	0		0	0	157	Devil Reef	0	0	0		def			1		1				0		0	None	0	Attach to your location. Limit 1 per location.  <b>Forced</b> - After a non-[[Elite]] enemy enters attached location, discard Under Surveillance: Automatically evade that enemy and discover 1 clue at attached location. That enemy does not ready during the next upkeep phase.	Tactic. Trap.	0				1
07158	Blood Pact	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-BloodPact.webp	Player Card	Asset	0		0	07158	0		2	2								0	Mystic.	1	0		0	0	158	Devil Reef	0	0	0		def				1			1		0		0	None	0	[fast] Add 1 doom to Blood Pact: You get +2 [willpower] for this skill test. (Limit once per test.)  [fast] Add 1 doom to Blood Pact: You get +2 [combat] for this skill test. (Limit once per test.)	Spell. Pact.	0				0
07159	Abyssal Tome	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-AbyssalTome.webp	Player Card	Asset	1		0	07159	0		2	2								0	Mystic.	0	0		0	0	159	Devil Reef	0	0	0		def				1	1				0		0	None	0	[action] Exhaust Abyssal Tome: <b>Fight.</b> You may use either [intellect] or [willpower] for this attack, instead of [combat]. When you initiate this attack, you may place 1 doom on Abyssal Tome (to a maximum of 3). You get +1 skill value and deal +1 damage for this attack for each doom on Abyssal Tome.	Item. Tome.	0				2
07160	Butterfly Effect	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-ButterflyEffect.webp	Player Card	Event	0		0	07160	0		0	2								0	Survivor.	0	0		0	0	160	Devil Reef	0	0	0		def						1			0		0	None	0	Fast. Play when a chaos token with a symbol is revealed during a skill test at your location <i>(before resolving its effects)</i>.  You or the performing investigator may either commit a card to this skill test, or return a card they committed to this test to their hand.	Paradox. Blessed. Cursed.	0				1
07161	Third Time's a Charm	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-ThirdTimesACharm.webp	Player Card	Event	0		0	07161	0		1	2								0	Survivor.	0	0		0	0	161	Devil Reef	0	0	0		def			1	1			1		0		0	None	0	Fast. Play when a skill test at your location begins.  Twice during this test, when an investigator reveals a chaos token, they may cancel it, return it to the chaos bag, and reveal a new chaos token.	Spirit.	0				2
07162	Manipulate Destiny	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-ManipulateDestiny.webp	Player Card	Event	0		0	07162	0		1	2								0	Neutral.	0	0		0	0	162	Devil Reef	0	0	0		def						1			0		0	None	0	Reveal tokens from the chaos bag until you reveal a [curse], [auto_fail], [bless], or [elder_sign] token. If you revealed...  - ...a [curse] or [auto_fail] token, deal 2 damage to an enemy at your location.  - ...a [bless] or [elder_sign] token, heal 2 damage from an investigator or [[Ally]] asset at your location.  This action does not provoke attacks of opportunity.	Spell.	0				2
07163	Devil Reef	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-DevilReef.webp	multi_sided	Scenario	0		0	07163	0			0		1	Devil Reef					0	Mythos.	0	0		0	0	163	Devil Reef	0	0	0		def		A							0		0	None	0	Easy / Standard  [skull]: -X. X is the number of keys the investigators control.  [cultist]: -2. If you fail and this is an attack or evasion attempt against a [[Deep One]] enemy, it engages you. (If it is already engaged with you, it disengages first, then re-engages you.)  [tablet]: -3. If you fail and you are not in a vehicle, take 1 damage.  [elder_thing]: -4. If you fail and your location has a key on it, take 1 horror.		0				
07163	Devil Reef	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-DevilReef-2.webp	multi_sided	Scenario	0		0	07163	0			0		1	Devil Reef					0	Mythos.	0	0		0	0	163	Devil Reef	0	0	0		def		B							0		0	None	0	Hard / Expert  [skull]: -X. X is 1 more than the number of keys the investigators control.  [cultist]: -3. If this is an attack or evasion attempt against a [[Deep One]] enemy, it engages you. (If it is already engaged with you, it disengages first, then re-engages you.)  [tablet]: -4. If you are not in a vehicle, take 1 damage.  [elder_thing]: -5. If your location has a key on it, take 1 horror.		0				
07164	Secrets of the Sea (v. I)	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-SecretsOfTheSeaVI.webp	multi_sided	Agenda	0		0	07164	0			0	9	2	Devil Reef					0	Mythos.	0	0		0	0	164	Devil Reef	0	0	0		def		A						1	0		0	None	0	As an additional cost for you to move from one [[Ocean]] location to another while not in a vehicle, you must spend 2 actions.  <b>Forced</b> - When your turn begins, if you are at a fully flooded location, you struggle for air: When your turn ends, if you did not enter an unflooded location, partially flooded location, or a vehicle during your turn, take 5 direct damage.		0				
07164	The Terror of Devil Reef: Grasping Abomination	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-TheTerrorOfDevilReefGraspingAbomination.webp	multi_sided	Enemy	0		0	07164	0			0		2	Devil Reef	2	3	3	2	0	Mythos.	0	0	6	0	0	164	Devil Reef	0	0	0		def		B							0		0	None	0	<b>Spawn</b> - Fishing Vessel's location.  Hunter. Massive. Retaliate.  The Terror of Devil Reef cannot enter [[Cave]] locations.  The Terror of Devil Reef gets +3 [per_investigator] health.	Monster. Elite.	1			1	
07165	Secrets of the Sea (v. II)	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-SecretsOfTheSeaVII.webp	multi_sided	Agenda	0		0	07165	0			0	9	3	Devil Reef					0	Mythos.	0	0		0	0	165	Devil Reef	0	0	0		def		A						1	0		0	None	0	As an additional cost for you to move from one [[Ocean]] location to another while not in a vehicle, you must spend 2 actions.  <b>Forced</b> - When your turn begins, if you are at a fully flooded location, you struggle for air: When your turn ends, if you did not enter an unflooded location, partially flooded location, or a vehicle during your turn, take 5 direct damage.		0				
07165	The Terror of Devil Reef: Writhing in the Deep	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-TheTerrorOfDevilReefWrithingInTheDeep.webp	multi_sided	Enemy	0		0	07165	0			0		3	Devil Reef	2	3	3	2	0	Mythos.	0	0	6	0	0	165	Devil Reef	0	0	0		def		B							0		0	None	0	<b>Spawn</b> - Fishing Vessel's location.  Hunter. Massive. Retaliate.  The Terror of Devil Reef cannot enter [[Cave]] locations.  <b>Forced</b> - When The Terror of Devil Reef would be defeated: Instead, remove all damage from it and exhaust it. It cannot ready for the remainder of the round <i>(including the upkeep phase)</i>.	Monster. Elite.	1				
07166	The Devil of the Depths	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-TheDevilOfTheDepths.webp	multi_sided	Agenda	0		0	07166	0			0	9	4	Devil Reef					0	Mythos.	0	0		0	0	166	Devil Reef	0	0	0		def		A						2	0		0	None	0	As an additional cost for you to move from one [[Ocean]] location to another while not in a vehicle, you must spend 2 actions.  <b>Forced</b> - When your turn begins, if you are at a fully flooded location, you struggle for air: When your turn ends, if you did not enter an unflooded location, partially flooded location, or a vehicle during your turn, take 5 direct damage.		0				
07166	Triumph of the Waves	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-TriumphOfTheWaves.webp	multi_sided	Agenda	0		0	07166	0			0		4	Devil Reef					0	Mythos.	0	0		0	0	166	Devil Reef	0	0	0		def		B							0		0	None	0	Record in your Campaign Log <i>the tide has grown stronger</i>.  <b>(→R1)</b>		0				
07167	Reef of Mysteries	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-ReefOfMysteries.webp	multi_sided	Act	0		0	07167	0			0		5	Devil Reef					0	Mythos.	1	0		0	0	167	Devil Reef	0	0	0		def		A						1	0		0	None	0	Keys can only be claimed from [[Y'ha-nthlei]] locations using the [fast] ability on those locations.  <b>Objective</b> - Find and claim as many of the following keys as you can from [[Y'ha-nthlei]] locations (purple, white, and black). If you control all 3 of these keys, advance.		0				
07167	Secrets Uncovered	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-SecretsUncovered.webp	multi_sided	Act	0		0	07167	0			0		5	Devil Reef					0	Mythos.	0	0		0	0	167	Devil Reef	0	0	0		def		B							0		0	None	0	<b>(→R1)</b>		0				
07168	Churning Waters	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-ChurningWaters.webp	multi_sided	Location	1	0	0	07168	0			0		6	Devil Reef					0	Mythos.	0	0		0	0	168	Devil Reef	0	0	0		def	6	A							0		0	None	0	[action] If you are in the Fishing Vessel: <b>Resign.</b> Each investigator in the Fishing Vessel resigns. Remove Fishing Vessel from the game. Each resigning investigator places each of their purple, black, or white keys on the current act. All other investigators are left to fend for themselves.	Ocean.	0				
07168	Churning Waters	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-ChurningWaters-2.webp	multi_sided	Location	0		0	07168	0			0		6	Devil Reef					0	Mythos.	0	0		0	0	168	Devil Reef	0	0	0		def		B							0		0	None	0	Churning Waters enters play fully flooded <i>(even while it is unrevealed)</i>.	Ocean.	0				
07169	Lonely Isle	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-LonelyIsle.webp	multi_sided	Location	0	0	0	07169	0			0		7	Devil Reef					0	Mythos.	0	0		0	0	169	Devil Reef	0	0	0		def	5	A							0		0	None	0	<b>Forced</b> - After Lonely Isle is revealed: Put 2 random set-aside Tidal Tunnels into play, each adjacent to Lonely Isle (but not to one another).	Ocean. Island.	0				
07169	Devil Reef	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-DevilReef-3.webp	multi_sided	Location	0		0	07169	0			0		7	Devil Reef					0	Mythos.	0	0		0	0	169	Devil Reef	0	0	0		def		B							0		0	None	0		Ocean. Island.	0				
07170	Hidden Cove	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-HiddenCove.webp	multi_sided	Location	0	0	0	07170	0			0		8	Devil Reef					0	Mythos.	0	0		0	0	170	Devil Reef	0	0	0		def	3	A							0		0	None	0	<b>Forced</b> - After you reveal Hidden Cove: Put 1 set-aside Tidal Tunnel into play adjacent to Hidden Cove, then put 1 set-aside Unfathomable Depths into play adjacent to that Tidal Tunnel.	Ocean. Island.	0				
07170	Devil Reef	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-DevilReef-4.webp	multi_sided	Location	0		0	07170	0			0		8	Devil Reef					0	Mythos.	0	0		0	0	170	Devil Reef	0	0	0		def		B							0		0	None	0		Ocean. Island.	0				
07171	Waveworn Island	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-WavewornIsland.webp	multi_sided	Location	0	0	0	07171	0			0		9	Devil Reef					0	Mythos.	0	0		0	0	171	Devil Reef	0	0	0		def	4	A							0		0	None	0	<b>Forced</b> - After you reveal Waveworn Island: Increase its flood level. Put 1 random set-aside Unfathomable Depths and 2 random set-aside Tidal Tunnels into play, each adjacent to Waveworn Island (but not to one another).	Ocean. Island.	0				
07171	Devil Reef	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-DevilReef-5.webp	multi_sided	Location	0		0	07171	0			0		9	Devil Reef					0	Mythos.	0	0		0	0	171	Devil Reef	0	0	0		def		B							0		0	None	0		Ocean. Island.	0				
07172	Salt Marshes	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-SaltMarshes.webp	multi_sided	Location	1	0	0	07172	0			0		10	Devil Reef					0	Mythos.	0	0		0	0	172	Devil Reef	0	0	0		def	4	A							0		0	None	0	[action] If you control the purple key: Look at the revealed side of any Tidal Tunnels or Unfathomable Depths location in play. (Group limit once per game.)  <b>Forced</b> - After you reveal Salt Marshes: Increase its flood level. Put 1 random set-aside Tidal Tunnel into play adjacent to Salt Marshes.	Ocean. Island.	0				
07172	Devil Reef	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-DevilReef-6.webp	multi_sided	Location	0		0	07172	0			0		10	Devil Reef					0	Mythos.	0	0		0	0	172	Devil Reef	0	0	0		def		B							0		0	None	0		Ocean. Island.	0				
07173	Black Reef	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-BlackReef.webp	multi_sided	Location	0	0	0	07173	0			0		11	Devil Reef					0	Mythos.	0	0		0	0	173	Devil Reef	0	0	0		def	2	A							0		0	None	0	<b>Forced</b> - After you reveal Black Reef: Increase its flood level. Put 2 random set-aside Tidal Tunnels into play, each adjacent to Black Reef (but not to one another). Then, put 1 random set-aside Unfathomable Depths into play adjacent to both of those Tidal Tunnels.	Ocean. Island.	0				
07173	Devil Reef	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-DevilReef-7.webp	multi_sided	Location	0		0	07173	0			0		11	Devil Reef					0	Mythos.	0	0		0	0	173	Devil Reef	0	0	0		def		B							0		0	None	0		Ocean. Island.	0				
07174a	Bootlegger's Hideaway	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-BootleggersHideaway.webp	multi_sided	Location	1	1	0	07174a	0			0		12	Devil Reef					0	Mythos.	0	0		0	0	174	Devil Reef	0	0	0		def	4	A							0		0	None	0	<b>Forced</b> - After Bootlegger's Hideaway is revealed: Randomly choose 1 of the set-aside facedown keys and place it on Bootlegger's Hideaway without looking at it.  [action] If you control the white key: Draw 3 cards. (Group limit once per game.)	Cave.	0			1	
07174a	Tidal Tunnel	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-TidalTunnel.webp	multi_sided	Location	0		0	07174a	0			0		12	Devil Reef					0	Mythos.	0	0		0	0	174	Devil Reef	0	0	0		def		B							0		0	None	0		Cave.	0				
07174b	Bootlegger's Hideaway	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-BootleggersHideaway-2.webp	multi_sided	Location	1	1	0	07174b	0			0		13	Devil Reef					0	Mythos.	0	0		0	0	174	Devil Reef	0	0	0		def	4	A							0		0	None	0	<b>Forced</b> - After Bootlegger's Hideaway is revealed: Randomly choose 1 of the set-aside facedown keys and place it on Bootlegger's Hideaway without looking at it.  [action] If you control the black key: Gain 5 resources. (Group limit once per game.)	Cave.	0			1	
07174b	Tidal Tunnel	arkham-horror-living-card-game/devil-reef/ArkhamHorrorLivingCardGame-DevilReef-TidalTunnel-2.webp	multi_sided	Location	0		0	07174b	0			0		13	Devil Reef					0	Mythos.	0	0		0	0	174	Devil Reef	0	0	0		def		B							0		0	None	0		Cave.	0				
