cardid,name,cost,color,threshold,type,traits,unique,faction,text,attack,defense,setcode,source,rarity,pve,aionly,socketed,number,block,released,ingame,original,aaprint,reprint,aa,version,banned,notcollectable,artist,guid
2956,Ripple of Janai'ngo,6,S,SS,Troop,Chaostouched,0,,"<b>Deploy</b> - Put each opposing non-Chaostouched troop with cost [(<b style=""color: #28e628"">1</b>)] or less into its controller's hand.<p><p><b>Assault</b> - When a troop you control attacks, if this is in your hand, increase the bolded number by 1.",5,6,tournaments,VIP Tournament,p,0,0,0,0,0,1,1,2955,0,0,1,0,,0,Martin De Diego Saba,62587c1a-f784-4f00-b09f-3553696b95f3
2957,Naagaan Lapidary,3,S,S,Troop,Necrotic Mage,0,Underworld,"<b>SOCKETABLE MAJOR</b><p><p>When this deals combat damage to an opposing champion, you may void this. If you do, gain control of target opposing troop. It gets all socketed powers of this.",2,2,hf,,r,0,0,2,192,0,1,1,0,2958,0,0,0,,0,Michael Berube,0fd015be-8a39-4ee8-b25c-90a8e08b27d8
2958,Naagaan Lapidary,3,S,S,Troop,Necrotic Mage,0,Underworld,"<b>SOCKETABLE MAJOR</b><p><p>When this deals combat damage to an opposing champion, you may void this. If you do, gain control of target opposing troop. It gets all socketed powers of this.",2,2,collector,,p,0,0,2,0,0,1,1,2957,0,0,1,0,,0,Michael Berube,7953af92-e7dd-474f-b026-8ac5297a946d
2959,Stratolith,7,S,SS,Troop,Prodigen,0,,"Troops you control have <b>Flight</b>.<p> <p>[ONE-SHOT] [SAPPHIRE], While this is in your hand: [(2)] [ARROWR] Target troop you control gets +1[ATK]/+1[DEF] and <b>Flight</b> this turn.",4,7,hf,,r,0,0,0,199,0,1,1,0,0,0,0,0,,0,Bruno Biazotto,92d11cae-c1b9-42f3-a28c-7e938743ea50
2960,Diligent Counselor,4,S,SS,Troop,Human Mage,0,Ardent,"<b>Spellshield</b><p><p>When three or more opposing troops attack, draw a card.",3,4,hf,,r,0,0,0,174,0,1,1,0,0,0,0,0,,0,Micah Epstein,1237719e-d932-404c-af7b-5bcfb13b0e79
2961,Wrong Turn,4,RS,RS,Basic Action,,0,,"Put up to two target troops into their controller's hand. They get ""At the end of your turn, if this is in your hand, discard this"" until the start of your next turn.",,,hf,,u,0,0,0,271,0,1,1,0,0,0,0,0,,0,Alex Allen,14c98150-2a8b-4deb-9a87-68132cd28870
2962,Empress of Ice,3,S,S,Troop,Elemental Queen,0,,"<b>Flight</b><p><p>When you gain [SAPPHIRE], exhaust target opposing card.<p><p>[SAPPHIRE][SAPPHIRE][SAPPHIRE][SAPPHIRE][SAPPHIRE]: Opposing cards don't ready during their controller's ready step.",2,4,hf,,l,0,0,0,179,0,1,1,0,0,0,0,0,,0,Rayden Chen,fec74717-e310-497a-9455-b98df35b7e38
2963,Psychic Ascension,15,S,SS,Basic Action,,0,,"When you play an action, if this is in your deck or hand, this gets cost -[(1)].",,,hf,,l,0,0,0,195,0,1,1,0,0,0,0,0,,0,Phu Thieu,8b34cba3-c770-44b9-901c-6a00a87ce9d5
2964,Bowie Starlight,5,DS,DS,Troop,Human Warrior,1,Ardent,"<b>Deploy</b> - Summon <b>Starlight</b>.<p> <p>When Bowie Starlight attacks, draw a card.<p> <p>When a <b>Starlight</b> you control attacks, draw a card.",3,3,hf,,l,0,0,0,253,0,1,1,0,0,0,0,0,,0,Ganna Lakisova,d0b9f995-4444-447a-bd22-fbb9e0e58003
2965,Kismet's Curio,0,,,Resource,,0,,Gain a charge.<p><p>Create a <b>Kismet's Whim</b> and put it into your hand.,,,hf,,r,0,0,0,1,0,1,1,0,0,0,0,0,,0,Thomas Babbey,d93856c9-6882-48a1-a7e1-26d265e1a185
2966,Crackling Torment,3,B,B,Basic Action,,0,,Look at target champion's hand. Choose a revealed card. They discard that card. <p> <p>Gain a charge.,,,hf,,c,0,0,0,37,0,1,1,0,0,0,0,0,,0,Sebastian Ciaffaglio,f7ffe566-bc93-4a87-824c-a8ad9a9a6e33
2967,Dusk Scout,2,B,B,Troop,Necrotic Ranger,0,Underworld,This can't be blocked by [ARDENT] troops.,2,2,hf,,c,0,0,0,47,0,1,1,0,0,0,0,0,,0,Bo Peng,60574785-fa78-4b47-9bd9-ffe59f41e4f8
2968,Duskwing Maiden,4,B,B,Troop,Necrotic Ranger,0,Underworld,<b>Flight</b>,3,2,hf,,c,0,0,0,48,0,1,1,0,0,0,0,0,,0,Tomasz Jedruszek,9fe72829-f341-4ed2-aa14-5017df6d3679
2969,Chimera Strike,3,D,D,Quick Action,,0,,Target troop gets +[ATK] equal to its [DEF] this turn.,,,hf,,c,0,0,0,84,0,1,1,0,0,0,0,0,,0,Tamires Para,17d2094e-9ed1-464f-bd31-d419ec3dcc02
2970,Strider Scout,1,D,D,Troop,Coyotle Rogue,0,Ardent,<b>Swiftstrike</b><p><p>[DIAMOND][DIAMOND][DIAMOND]: +1[ATK]/+1[DEF].,1,1,hf,,c,0,0,0,111,0,1,1,0,0,0,0,0,,0,Giby Joseph,1e732759-1700-4bd0-a208-f94943b90541
2971,Cleansing Touch,2,D,D,Quick Action,,0,,"Revert target card. If you control that card, create a <b>Valor</b> and put it into your hand.",,,hf,,c,0,0,0,86,0,1,1,0,0,0,0,0,,0,Jaggu Dada,629d9031-c8e2-4c19-aa99-7c39506c3300
2972,Mortartrike Driver,3,R,R,Troop,Dwarf Ranger,0,Underworld,<b>Underworld Allegiance</b>: <b>Deploy</b> - This gets <b>Rage 2</b> and <b>Speed</b>.,1,3,hf,,c,0,0,0,150,0,1,1,0,0,0,0,0,,0,Cesar Pasqualinotto,9ebf9197-14bb-495f-8cf5-7ce2b730035c
2973,Mama Yeti,4,R,R,Troop,Yeti,0,,"<b>Crush</b>, <b>Speed</b><p> <p><b>Deckbuilding:</b> You may include one copy of this in your deck for each copy of <b>Baby Yeti</b> in your deck.",5,5,hf,,u,0,0,0,148,0,1,1,0,0,0,0,0,,0,Lee Setiawan,87d0ab0b-d529-4956-bf32-34d676dec21f
2974,Crackling Magma,2,R,R,Quick Action,,0,,Deal 1 damage to each opposing troop without <b>Flight</b>.<p> <p>Gain a charge.,,,hf,,c,0,0,0,130,0,1,1,0,0,0,0,0,,0,Firat Solhan,b601e00c-0ece-448d-9030-7436b1d8a05f
2975,Mechanized Aerialist,6,S,SS,Troop,Dwarf Robot,0,Underworld,"<b>Flight</b><p> <p><b>Assault</b> - When a troop you control attacks, if this is in your hand, this gets cost -[(1)].",3,4,hf,,c,0,0,0,189,0,1,1,0,0,0,0,0,,0,Alexander Kozachenko,9e322476-6977-4747-a7a9-c6bf2ffb6e69
2976,Crackling Tide,2,S,S,Quick Action,,0,,Put target troop into its controller's hand.<p><p>Gain a charge.,,,hf,,c,0,0,0,171,0,1,1,0,0,0,0,0,,0,Jose Vega,0306e19d-a345-45c9-94a7-eaa83af315c6
2977,Retreat!,1,S,S,Quick Action,,0,,Put target card you control into your hand.,,,hf,,c,0,0,0,196,0,1,1,0,0,0,0,0,,0,Tamires Para,978e9c74-a746-4821-aa61-353de6674237
2978,Horned Giraffe,4,W,W,Troop,Beast,0,,<b>Skyguard</b>,2,4,hf,,c,0,0,0,221,0,1,1,0,0,5644,0,0,,0,Alan Mayoral,94983c9c-702e-4941-886c-8ab2d9b15337
2979,Gift of the Manti,2,W,W,Quick Action,,0,,Target troop gets +2[ATK]/+2[DEF] and <b>Spellshield</b> this turn.,,,hf,,c,0,0,0,218,0,1,1,0,2980,0,0,0,,0,Ilya Shkipin,248cf58a-f877-433d-ac8f-f6e7b0b065f0
2980,Gift of the Manti,2,W,W,Quick Action,,0,,Target troop gets +2[ATK]/+2[DEF] and <b>Spellshield</b> this turn.,,,promo,Night of Bells 2016,p,0,0,0,0,0,1,1,2979,0,0,1,0,,0,Ilya Shkipin,14d9cb8e-f05a-4e73-b520-30bb5f9092fd
2981,Dread Harvest,2,W,W,Constant,,0,,"<b>Deploy</b> - Put a random <b>Wild Shard</b> from your deck into your hand.<p> <p>When you gain [WILD], summon a <b>Dreadling</b>.",,,hf,,c,0,0,0,214,0,1,1,0,2982,0,0,0,,0,Aleksander Karcz,ddad2eae-53b2-48d4-bdd6-d09a7d984463
2982,Dread Harvest,2,W,W,Constant,,0,,"<b>Deploy</b> - Put a random <b>Wild Shard</b> from your deck into your hand.<p> <p>When you gain [WILD], summon a <b>Dreadling</b>.",,,promo,Haunted Harvest 2016,p,0,0,0,0,0,1,1,2981,0,0,1,0,,0,Anton Kokarev,a8d9f63b-626b-4953-b1dd-f96cca6c2b15
2983,Dread Launcher,3,,,Artifact,,0,,"[BASIC]: [(1)], [ACT] [ARROWR] Summon a <b>Dreadling</b>.",,,hf,,c,0,0,0,14,0,1,1,0,0,0,0,0,,0,Henri Maxime Chiasso,abd8a40e-0235-4586-bd84-58c573030cce
2984,Sentry of Nulzann,1,,,"Artifact, Troop",Construct,0,,Your socketed troops in all zones have cost -[(1)].,0,3,hf,,c,0,0,0,23,0,1,1,0,0,0,0,0,,0,Alvaro Estrada,5f739a0a-1225-4e79-acf0-ac33d75bdc95
2985,Ardent Decree,1,,,Artifact,,0,,"<b>Deploy</b> - Gain [DIAMOND], [RUBY] or [WILD].<p> <p>[BASIC]: [(1)], Sacrifice this [ARROWR] Create a <b>Valor</b> and put it into your hand.",,,hf,,c,0,0,0,10,0,1,1,0,0,0,0,0,,0,Jakub Rebelka,cfae2c46-9d9a-45c8-b777-635cd4b42a91
2986,Primal Prism,0,,,Resource,,0,,Choose one: Gain a threshold of your choice; or gain a charge.,,,hf,,c,0,0,0,2,0,1,1,0,0,5577,0,0,,0,Shen Fei,dba6e690-b036-4e12-ba42-7be1a4de476d
2987,Underworld Decree,1,,,Artifact,,0,,"<b>Deploy</b> - Gain [BLOOD], [SAPPHIRE] or [WILD].<p> <p>[BASIC]: [(2)], Sacrifice this [ARROWR] Summon two <b>Dreadlings</b>.",,,hf,,c,0,0,0,28,0,1,1,0,0,0,0,0,,0,Jakub Rebelka,e67db2ea-17c8-42aa-85a0-d459458cf9cb
2988,Verdant Mill,1,W,W,Constant,Outpost,0,,"Exhaust one or more troops you control [ARROWR] Add a conquest counter to this for each troop exhausted this way.<p> <p>When you play a resource, if there are five or more conquest counters on this, summon a <b>Wild Child</b>.",,,hf,,u,0,0,0,249,0,1,1,0,0,0,0,0,,0,Alyn Spiller,9478d079-41e1-4c71-a90f-3cbd39ae0ca3
2989,Double Trouble,5,W,WWW,Quick Action,,0,,Up to two target troops get +4[ATK]/+4[DEF] this turn.,,,hf,,u,0,0,0,213,0,1,1,0,0,0,0,0,,0,Kurt Jakobi,399639bd-f874-4a2a-b061-0c78c0103ce1
2990,Chaos Gate,6,,,Artifact,Chaostouched,0,,"At the start of your turn, void all cards.",,,hf,,r,0,0,0,12,0,1,1,0,0,0,0,0,,0,Martin De Diego Saba,4d084491-c1be-481d-9e7a-704976eb91f8
2991,Dragon Valley Reserve,2,R,R,Basic Action,Wine,0,,Each champion draws two cards.,,,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Tatiana Vetrova,4da94b08-bbf2-43e8-96b4-0afab33ab09c
2992,Hellcannon,6,,,Artifact,,0,,"When a troop you control dies, add an ammo counter to this.<p> <p>[ACT], Remove five ammo counters from this [ARROWR] This deals 5 damage to each opposing champion.",,,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Yuriy Chemezov,7f5f9327-0ab7-42af-89d1-477b301b652d
2993,Bloodstone,0,,,Resource,,0,,Gain [BLOOD].<p><p>Gain a charge.<p><p>This deals 1 damage to each opposing champion for each Vampire you control. Gain 1 health for each damage dealt this way.,,,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Kip Ayers,452ced33-880a-4a3f-9cf6-0f56c23b948a
2994,Dread Banner,3,B,BB,Constant,,0,,"At the start of your turn, summon a <b>Dreadling</b>.",,,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Henri Maxime Chiasso,16a4633a-e98f-4b14-a5cd-5de5bd2deb97
2995,Starlight,3,DS,DS,Troop,Great Wolf,1,Ardent,Starlight has +1[ATK]/+1[DEF] in all zones for each card in your hand.,1,1,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Ganna Lakisova,5366790c-a30f-4de3-8b97-1fc47dad9b54
2996,Sacred Banner,4,D,DD,Constant,,0,,"At the start of your turn, create a <b>Valor</b> and put it into your hand.",,,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Henry Peters,148a69b8-515f-44e4-af0c-19813c7abdb3
2997,Burning Banner,4,R,RR,Constant,,0,,Troops you control have +1[ATK] and <b>Speed</b>.,,,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Henry Peters,d1913431-a5bc-4013-a3ce-f1f907d0c563
2998,Arcane Banner,5,S,SS,Constant,,0,,"At the start of your turn, draw a card.",,,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Bruce Brenneise,36c55c35-c5bb-4feb-91fe-2f7b51ad3f62
2999,Dreadling,1,,,"Artifact, Troop",Robot Shroomkin Spider,0,,"<b>Speed</b><p><p>Must attack.<p><p>At the end of your turn, sacrifice this.",1,1,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Anton Kokarev,8d28ba78-a4cd-45a1-b9e3-47557fd42f26
3000,Mending Banner,2,W,WW,Constant,,0,,"At the start of your turn, gain 1 health.",,,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Kalen Chock,02ba7ac9-fbff-4637-9f02-bd24bcbac120
3001,Barbed Rampart,1,,,"Artifact, Troop",Wall,0,,<b>Defensive</b>,4,1,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Yuriy Chemezov,2d66df3c-0102-48c7-b939-4d11e0c7b7a6
3002,Unbound One,9,B,BBB,Troop,Necrotic,0,Underworld,"<b>Flight</b>, <b>Invincible</b><p><p>Other troops you control have +3[ATK].<p><p>When this deals damage, revert it.",6,6,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Polar Engine Studio,ff2e4426-6038-4251-991a-6a433d04a7eb
3003,Valor,1,,,Basic Action,,0,,Target troop gets +1[ATK]/+1[DEF] and <b>Valorous</b>.,,,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Jessica Schultz,522d91fe-6009-4ff8-892b-807454782633
3004,Battlement Spearman,5,R,R,Troop,Orc Cleric,0,Ardent,"When this blocks, it deals 1 damage to target attacking troop.",3,5,hf,,c,0,0,0,125,0,1,1,0,0,0,0,0,,0,Toma Gas,26d79ec5-a98a-4197-ad99-d9867c5f0d58
3005,Blazing Hammer,4,R,RR,Basic Action,,0,,Deal 4 damage to target champion or troop.,,,hf,,c,0,0,0,127,0,1,1,0,0,0,0,0,,0,Jonny Klein,257e84b9-2109-4234-992f-f0194b3240e5
3006,Shackles of Malice,1,B,B,Constant,,0,,"At the start of your turn, lose 2 health. Add an offering counter to this. Then, if there are four or more offering counters on this, remove all offering counters from this and it transforms into a <b>Malice Demon</b>.",,,hf,,r,0,0,0,64,0,1,1,0,0,0,0,0,,0,Micah Epstein,4cb4077d-636e-4920-8162-299614631364
3007,Ozawa's Wish,2,D,DD,Quick Action,,0,,"Put target artifact, constant, or troop with cost [(3)] or less from your crypt into play.",,,hf,,r,0,0,0,103,0,1,1,0,0,0,0,0,,0,David Lecossu,e0bfc238-3443-4738-a452-6ba2f18463cb
3008,Paradigm Shift,3,S,SS,Basic Action,,0,,"Put target troop into its controller's hand. It gets ""<b>Deploy</b> - Each opposing champion puts a troop from their hand into play.""",,,hf,,r,0,0,0,193,0,1,1,0,0,0,0,0,,0,Martin De Diego Saba,f0904fdf-712e-472d-b877-98e3a92a486a
3009,Puck's Daydream,2,W,WW,Constant,,0,,"When a troop you control deals damage to a champion, gain [L0][R1].",,,hf,,r,0,0,0,230,0,1,1,0,0,0,0,0,,0,Ayran Oberto,79de7dfd-d80f-4b81-9150-0d194f31840b
3010,Emberleaf Merlot,4,R,R,Basic Action,Wine,0,,Deal 1 damage to each opposing champion for each card in opposing hands.,,,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,John Derek Murphy,64413695-d17c-4252-a428-79d7e70c57bb
3011,Ashwood Zinfandel,1,R,R,Basic Action,Wine,0,,Target troop gets <b>Crush</b> and +1[ATK] for each Wine in your crypt.,,,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Concept Art House,b228adf4-46d4-421f-86ab-d0cabb379d9a
3012,Kismet's Whim,1,,,Basic Action,,0,,"Transform target card you control into a random artifact, constant, or troop with the same cost.",,,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Thomas Babbey,f6dcb689-cf90-4925-a8d6-3326bfaf25c9
3013,Ayotochi Gatekeeper,2,R,R,Troop,Orc Warrior,0,Ardent,<b>Crush</b>,2,1,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Sebastian Ciaffaglio,36a0e77c-463b-4072-aa91-f6c573af18f1
3014,Smitebringer,3,R,RR,Troop,Orc Mage,0,Ardent,"This deals double damage.<p><p>This can't be blocked by troops with [ATK] less than <b style=""color: #28e628"">1</b>.<p><p><b>Assault</b> - When a troop you control attacks, if this is in your hand, increase the bolded number by 1.",2,2,hf,,r,0,0,0,158,0,1,1,0,0,0,0,0,,0,GrozNes,202288a0-d159-4ddc-b131-cf0c930b795e
3015,Windbourne Overseer,5,S,SS,Troop,Necrotic Mage,0,Underworld,"<b>Flight</b><p><p>When an [UNDERWORLD] troop enters play under your control, bury the top card of each opposing champion's deck for each [UNDERWORLD] troop you control.",3,5,hf,,r,0,0,0,205,0,1,1,0,0,0,0,0,,0,Xavier Ribeiro,8232941c-7513-44c1-bd8c-31a71e6e06bd
3016,Dreamweaver Ancient,5,W,WW,Troop,Coyotle Spirit,0,Ardent,"<b>Crush</b>, <b>Speed</b><p> <p>When this deals damage to an opposing champion, summon a random wild troop with cost equal to the damage dealt.",4,3,hf,,l,0,0,0,215,0,1,1,0,0,0,0,0,,0,Bruno Biazotto,2c0343df-49a5-4608-a910-f5c6e3cc32cd
3017,Llama,2,D,D,Troop,Beast,0,,,2,2,token,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Melvin Chan,aa6baac4-481e-4c6d-aa15-5426f76feabb
3020,Rizzix,3,SB,SB,Troop,Vennen Warrior,1,Underworld,<b>Unblockable</b><p> <p>Play this only if there are three or more cards in the same crypt.,4,4,hf,,r,0,0,0,266,0,1,1,2764,2764,0,0,0,,0,Rafael Teruel,70e4a25b-63bf-4d86-b43f-6071ae1a6ae7
3021,Baby Yeti,1,R,R,Troop,Yeti,0,,<b>Speed</b>,1,1,hf,,c,0,0,0,123,0,1,1,380,732,0,0,0,,0,Lee Setiawan,3a9e0e31-47db-49f6-905c-3c02803ff39e
3233,Pyresoul Summoner,,,,Champion,Human Warlock,0,Ardent,"[BASIC] [DIAMOND][RUBY]: [4] [ARROWR] Create a <b>Phantom</b> and put it into your hand. Create a <b>Blaze Elemental</b> and put it into your hand.<p><p>[DIAMOND][RUBY]: When an Elemental or a Spirit enters your hand, choose one at random: It gets cost -[(1)]; or It gets <b>Rage 1</b>.",,22,aiarena,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,NULL,7a28af0a-1f2e-4de5-9aaf-c0795ef2cde2
3234,Prestigitator,,,,Champion,Human Mage,0,Ardent,"[BASIC] [SAPPHIRE]: [3] [ARROWR] Put a random action from your deck into your hand.<p><p>When you play an action, if you have ten or more actions in your crypt, create a random action with cost [(1)] that you meet the threshold requirements to play and put it into your hand.",,16,aiarena,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,NULL,6c7dbfda-c78c-480e-8aa5-cb8436cec1cb
3235,Duplicitous Duke,,,,Champion,Necrotic Warlock,0,Underworld,"[BASIC] [RUBY][RUBY]: [4] [ARROWR] Summon a copy of target troop you control. It gets ""Must attack"". It gets <b>Speed</b>. It gets ""When combat ends, void this.""<p><p>When you play a Necrotic, gain a charge.",,22,aiarena,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,NULL,d43ae91e-cca6-49d6-a3a5-d2673b35604d
3236,Brood Count,,,,Champion,Vennen Warrior,0,Underworld,"[BASIC] [BLOOD][BLOOD]: [5] [ARROWR] Summon a random sapphire Vennen.<p><p>If a non-Spider would deal damage to an opposing champion, create a <b>Spiderling Egg</b> for each damage that would be dealt and put them into that champion's deck instead.",,24,aiarena,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,NULL,cdcc3711-cee9-4714-bd9b-e5bf7e47c4ed
3237,Poet of Gla'aki,,,,Champion,Chaostouched,0,,"[BASIC] [SAPPHIRE][BLOOD]: [3] [ARROWR] Bury the top three cards of each opposing champion's deck. Summon an <b>Eldritch Shriek</b> for each troop buried this way.<p>[SAPPHIRE][SAPPHIRE][BLOOD][BLOOD]: At the start of your turn, put a random card in an opposing crypt into your hand. It loses all thresholds.",,23,aiarena,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,NULL,c7de97a3-0800-4e0c-98af-631b620e76ff
3238,Eternal Sage,,,,Champion,Eternal,0,,[BASIC]: [3] [ARROWR] Create a random multishard card and put it into your hand.<p><p>When you play a card that is:<p>[RUBY]:Deal 1 damage to each opposing troop.<p>[BLOOD]:Bury the top 5 cards of each opposing champion's deck.<p>[DIAMOND]: Gain 4 health.<p>[SAPPHIRE]: Exhaust target opposing troop. It can't ready during its controller's next ready step.<p>[WILD]: Target troop gets +3[ATK]/+3[DEF] this turn.,,25,aiarena,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,NULL,90ce6513-05b1-4e27-9a39-2fa03bbf63a4
3239,Takahiro,0,B,BBB,Champion,Shin'hare Warlock,0,Underworld,"[BASIC] [BLOOD][BLOOD]: [3], Sacrifice a troop [ARROWR] Draw a card. Gain 3 health.",,18,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,3131ea04-9878-4143-b3ef-e64867c9bb4b
3240,Gorn of the Hell Pits,0,B,B,Champion,Orc Warrior,0,Ardent,[BASIC] [BLOOD]: [4] [ARROWR] Target troop gets <b>Rage 1</b>.,,21,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,fb871351-bffa-4f2a-8668-27f1ec73991e
3241,Paragon of Thought,0,,,Champion,Avatar of Thought,0,,"[BASIC]: [1] [ARROWR] Create a random action that you meet the threshold requirements to play and put it into your hand.<p><p>When you play an action, summon a random troop of the same shards and with the same cost as that action.",,30,hf,,g,0,1,0,0,0,1,1,0,0,0,0,0,,1,NULL,b01b5824-473f-4aa5-b013-3fa8778520b8
3242,Renner,0,B,B,Champion,Necrotic Rogue,0,Underworld,[BASIC] [BLOOD]: [5] [ARROWR] Put the top card of each opposing champion's deck into your hand. The thresholds of that card all become [BLOOD].,,24,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,96108a08-f9fb-4297-be9f-541c70938cf6
3243,Bloodspinner Zorath,0,B,B,Champion,Vennen Cleric,0,Underworld,[BASIC] [BLOOD][BLOOD]: [5] [ARROWR] Summon a <b>Dread Banner</b>.,,22,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,b0ec0835-1727-4bdf-91af-b92f05a7fee6
3244,Bishop Elijah,0,D,D,Champion,Human Warlock,0,Ardent,[BASIC] [DIAMOND]: [4] [ARROWR] Put target troop with cost [(2)] or less from your crypt into your hand.,,21,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,dcd5b98f-9eea-46ea-8be1-84dc54e6736a
3245,Ada the Apparitionist,0,D,DDD,Champion,Necrotic Warlock,0,Underworld,[BASIC] [DIAMOND][DIAMOND]: [6] [ARROWR] Summon two <b>Phantoms</b>.,,23,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,872a73f1-0f37-455d-94bd-81c790d97f4e
3246,Marshal Josephina,0,D,D,Champion,Human Warrior,0,Ardent,"[BASIC] [DIAMOND]: [4] [ARROWR] Target troop gets ""This can't block"" and ""This can't attack"" until the start of your next turn.",,22,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,074ed771-680a-460e-be8c-0f90bb49d495
3247,Two Tomahawks,0,D,DD,Champion,Coyotle Warrior,0,Ardent,[BASIC] [DIAMOND][DIAMOND]: [6] [ARROWR] Summon a <b>Sacred Banner</b>.,,21,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,041d905e-c728-4097-aa2e-a9bf816e4978
3248,Sharpshooter Sahas,0,R,R,Champion,Necrotic Ranger,0,Underworld,[BASIC] [RUBY]: [5] [ARROWR] Draw two cards. Discard a card at random.,,24,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,b7d3b4fc-7ac6-45b6-8502-b8ed04d3fa86
3249,Lysander,0,R,R,Champion,Elf Ranger,0,Ardent,"[BASIC] [RUBY], If an opposing champion was dealt damage this turn: [4] [ARROWR] Create a <b>Valor</b> and put it into your hand.",,21,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,b0483d96-84f9-4d1d-ba2e-012d90771317
3250,Haraza the Incinerator,0,R,RR,Champion,Orc Mage,0,Ardent,[BASIC] [RUBY][RUBY]: [7] [ARROWR] Summon a <b>Burning Banner</b>.,,23,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,070c2363-a2bf-440d-a935-06ec3b1dfb02
3251,Angus the Arsonist,0,R,RRR,Champion,Dwarf Ranger,0,Underworld,[BASIC] [RUBY][RUBY]: [4] [ARROWR] Deal 3 damage to each opposing champion.,,17,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,419f9117-0619-48d9-b814-63c5441e7326
3252,Malzok,0,S,S,Champion,Vennen Rogue,0,Underworld,[BASIC] [SAPPHIRE]: [3] [ARROWR] Stun target exhausted troop.,,22,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,165594bf-a3ee-4cbd-9e3d-fac87abd68b0
3253,Blue Sparrow,0,S,SSS,Champion,Coyotle Mage,0,Ardent,"[BASIC] [SAPPHIRE][SAPPHIRE]: [3] [ARROWR] Draw a card, then choose and discard a card.",,21,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,4648a607-dbf0-48e4-baae-e9069e05db8c
3254,Kentigern Slate,0,S,S,Champion,Dwarf Warlock,0,Underworld,"[BASIC] [SAPPHIRE], While you have three or more artifacts in your crypt: [4] [ARROWR] Summon a <b>War Bot</b>.",,24,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,36c0b7a8-eeb5-41a8-afda-4b97154a72bc
3255,Nineveh,0,S,SS,Champion,Human Mage,0,Ardent,[BASIC] [SAPPHIRE][SAPPHIRE]: [9] [ARROWR] Summon an <b>Arcane Banner</b>.,,24,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,036fa0ef-65a5-4efb-89ed-63e5084caf65
3256,Grandfather Elk,0,W,WWW,Champion,Coyotle Warlock,0,Ardent,[BASIC] [WILD][WILD]: [4] [ARROWR] Target troop gets +3[ATK]/+3[DEF] and <b>Crush</b> this turn.,,22,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,860de14c-eda2-4e3b-9ab6-5e4262bf233b
3257,Lady Mariko,0,W,WW,Champion,Shin'hare Cleric,0,Underworld,[BASIC] [WILD][WILD]: [4] [ARROWR] Summon a <b>Mending Banner</b>.,,23,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,c5cbe116-f4d1-4067-a90e-eb27d14fbd03
