databaseId	name	imageUrl	cardBack	type	set	rarity	cost	keywords	inspiration	stage	subtitle	text	loadGroupId
SD01D-SR01	Applejack (SD01 5)	my-little-pony/sd01/MyLittlePony-SD01-ApplejackSD015.jpg	default	Character	SD01	SR	1	Earth Pony / Applejack	1			|Farewell| Reveal the top 2 cards of the Deck, choose 1 <Applejack> or <Apple Bloom> from them, add it to hand, move the rest to Retirement Area.	playerNDeck
SD01D-SR02	Winona (SD01 2)	my-little-pony/sd01/MyLittlePony-SD01-WinonaSD012.jpg	default	Character	SD01	SR	1	Dog / Winona / Pet	1			|Appear| Choose 1 <Applejack> in your Adventure Area, it gets +1 Inspiration until the end of turn.	playerNDeck
SD01D-U01	Applejack (SD01 6)	my-little-pony/sd01/MyLittlePony-SD01-ApplejackSD016.jpg	default	Character	SD01	U	3	Earth Pony / Applejack	4			|Adventure| While there is any untapped Scene in your Scene Area, this Character gets +2 Inspiration.	playerNDeck
SD01D-U02	Applejack (SD01 7)	my-little-pony/sd01/MyLittlePony-SD01-ApplejackSD017.jpg	default	Character	SD01	U	4	Earth Pony / Applejack	6				playerNDeck
SD01D-U03	Apple Bloom (SD01 3)	my-little-pony/sd01/MyLittlePony-SD01-AppleBloomSD013.jpg	default	Character	SD01	U	2	Earth Pony / Apple Bloom	3			|Appear| Choose 1 <Winona> in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
SD01D-U04	Winona (SD01 3)	my-little-pony/sd01/MyLittlePony-SD01-WinonaSD013.jpg	default	Character	SD01	U	3	Dog / Winona / Pet	4			|Adventure| [Tap] Choose 1 Scene in your Scene Area, untap it.	playerNDeck
SD01E-C01	Rainbow Dash (SD01 3)	my-little-pony/sd01/MyLittlePony-SD01-RainbowDashSD013.jpg	default	Character	SD01	C	1	Pegasus / Rainbow Dash	1			|Appear| This Character gets +2 Inspiration until the end of turn.	playerNDeck
SD01E-C02	Rainbow Dash (SD01 4)	my-little-pony/sd01/MyLittlePony-SD01-RainbowDashSD014.jpg	default	Character	SD01	C	4	Pegasus / Rainbow Dash	6				playerNDeck
SD01E-C03	Rainbow Dash (SD01 5)	my-little-pony/sd01/MyLittlePony-SD01-RainbowDashSD015.jpg	default	Character	SD01	C	2	Pegasus / Rainbow Dash	4				playerNDeck
SD01E-C04	Scootaloo (SD01 2)	my-little-pony/sd01/MyLittlePony-SD01-ScootalooSD012.jpg	default	Character	SD01	C	3	Pegasus / Scootaloo	5				playerNDeck
SD01E-C05	Tank (SD01 1)	my-little-pony/sd01/MyLittlePony-SD01-TankSD011.jpg	default	Character	SD01	C	1	Turtle / Tank / Pet	2				playerNDeck
SD01-ER07	Canterlot Tower	my-little-pony/sd01/MyLittlePony-SD01-CanterlotTower.jpg	default	Scene	SD01	ER	-	Everyday	-			|Inspo Boost| Your <Twilight Sparkle> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER07star	Canterlot Tower*	my-little-pony/sd01/MyLittlePony-SD01-CanterlotTower-2.jpg	default	Scene	SD01	ER*	-	Everyday	-			|Inspo Boost| Your <Twilight Sparkle> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER07-2star	Canterlot Tower**	my-little-pony/sd01/MyLittlePony-SD01-CanterlotTower-3.jpg	default	Scene	SD01	ER*	-	Everyday	-			|Inspo Boost| Your <Twilight Sparkle> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER08	Ponyville Suburb	my-little-pony/sd01/MyLittlePony-SD01-PonyvilleSuburb.jpg	default	Scene	SD01	ER	-	Everyday	-			|Inspo Boost| Your <Fluttershy> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER08star	Ponyville Suburb*	my-little-pony/sd01/MyLittlePony-SD01-PonyvilleSuburb-2.jpg	default	Scene	SD01	ER*	-	Everyday	-			|Inspo Boost| Your <Fluttershy> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER08-2star	Ponyville Suburb**	my-little-pony/sd01/MyLittlePony-SD01-PonyvilleSuburb-3.jpg	default	Scene	SD01	ER*	-	Everyday	-			|Inspo Boost| Your <Fluttershy> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER09	Ponyville Street	my-little-pony/sd01/MyLittlePony-SD01-PonyvilleStreet.jpg	default	Scene	SD01	ER	-	Everyday	-			|Inspo Boost| Your <Pinkie Pie> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER09star	Ponyville Street*	my-little-pony/sd01/MyLittlePony-SD01-PonyvilleStreet-2.jpg	default	Scene	SD01	ER*	-	Everyday	-			|Inspo Boost| Your <Pinkie Pie> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER09-2star	Ponyville Street**	my-little-pony/sd01/MyLittlePony-SD01-PonyvilleStreet-3.jpg	default	Scene	SD01	ER*	-	Everyday	-			|Inspo Boost| Your <Pinkie Pie> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER10	Road at Sweet Apple Acres	my-little-pony/sd01/MyLittlePony-SD01-RoadAtSweetAppleAcres.jpg	default	Scene	SD01	ER	-	Everyday	-			|Inspo Boost| Your <Applejack> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER10star	Road at Sweet Apple Acres*	my-little-pony/sd01/MyLittlePony-SD01-RoadAtSweetAppleAcres-2.jpg	default	Scene	SD01	ER*	-	Everyday	-			|Inspo Boost| Your <Applejack> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER10-2star	Road at Sweet Apple Acres**	my-little-pony/sd01/MyLittlePony-SD01-RoadAtSweetAppleAcres-3.jpg	default	Scene	SD01	ER*	-	Everyday	-			|Inspo Boost| Your <Applejack> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER11	Stairs of Cloudsdale	my-little-pony/sd01/MyLittlePony-SD01-StairsOfCloudsdale.jpg	default	Scene	SD01	ER	-	Everyday	-			|Inspo Boost| Your <Rainbow Dash> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER11star	Stairs of Cloudsdale*	my-little-pony/sd01/MyLittlePony-SD01-StairsOfCloudsdale-2.jpg	default	Scene	SD01	ER*	-	Everyday	-			|Inspo Boost| Your <Rainbow Dash> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER11-2star	Stairs of Cloudsdale**	my-little-pony/sd01/MyLittlePony-SD01-StairsOfCloudsdale-3.jpg	default	Scene	SD01	ER*	-	Everyday	-			|Inspo Boost| Your <Rainbow Dash> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER12	Manehattan Streets	my-little-pony/sd01/MyLittlePony-SD01-ManehattanStreets.jpg	default	Scene	SD01	ER	-	Everyday	-			|Inspo Boost| Your <Rarity> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER12star	Manehattan Streets*	my-little-pony/sd01/MyLittlePony-SD01-ManehattanStreets-2.jpg	default	Scene	SD01	ER*	-	Everyday	-			|Inspo Boost| Your <Rarity> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01-ER12-2star	Manehattan Streets**	my-little-pony/sd01/MyLittlePony-SD01-ManehattanStreets-3.jpg	default	Scene	SD01	ER*	-	Everyday	-			|Inspo Boost| Your <Rarity> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
SD01E-SPR01	Hoofshake Buzzer!	my-little-pony/sd01/MyLittlePony-SD01-HoofshakeBuzzer.jpg	default	Event	SD01	SPR	2	-	-			Choose 1 <Rainbow Dash> in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
SD01E-SPR02	Rushing Rescue	my-little-pony/sd01/MyLittlePony-SD01-RushingRescue.jpg	default	Event	SD01	SPR	2	-	-			Draw 1 card, choose 1 <Rainbow Dash> in your Adventure Area, it gets +1 Inspiration until the end of turn.	playerNDeck
SD01E-SPR03	Training Accident	my-little-pony/sd01/MyLittlePony-SD01-TrainingAccident.jpg	default	Event	SD01	SPR	2	-	-			Choose 1 Character with Inspiration 3 or less in Rival's Adventure Area to Retire.	playerNDeck
SD01E-SPR04	Prank Sneeze Powder	my-little-pony/sd01/MyLittlePony-SD01-PrankSneezePowder.jpg	default	Item	SD01	SPR	3	-	-			While in your turn, adorned Character gets +2 Inspiration.	playerNDeck
SD01E-SR01	Rainbow Dash (SD01 6)	my-little-pony/sd01/MyLittlePony-SD01-RainbowDashSD016.jpg	default	Character	SD01	SR	4	Pegasus / Rainbow Dash	5			|Appear| If there is any <Tank> in your Adventure Area, choose 1 Character with Inspiration 4 or less in Rival's Adventure Area to Retire.	playerNDeck
SD01E-SR02	Tank (SD01 2)	my-little-pony/sd01/MyLittlePony-SD01-TankSD012.jpg	default	Character	SD01	SR	2	Turtle / Tank / Pet	3			|Adventure| [Tap] Choose 1 <Rainbow Dash> in your Adventure Area, it gets +1 Inspiration until the end of turn.	playerNDeck
SD01E-U01	Rainbow Dash (SD01 7)	my-little-pony/sd01/MyLittlePony-SD01-RainbowDashSD017.jpg	default	Character	SD01	U	2	Pegasus / Rainbow Dash	3			|Adventure| When this Character Intervenes the Plan, draw 1 card.	playerNDeck
SD01E-U02	Rainbow Dash (SD01 8)	my-little-pony/sd01/MyLittlePony-SD01-RainbowDashSD018.jpg	default	Character	SD01	U	3	Pegasus / Rainbow Dash	5				playerNDeck
SD01E-U03	Scootaloo (SD01 3)	my-little-pony/sd01/MyLittlePony-SD01-ScootalooSD013.jpg	default	Character	SD01	U	2	Pegasus / Scootaloo	4			|Farewell| Choose 1 Character with Inspiration 1 or less in Rival's Adventure Area to Retire.	playerNDeck
SD01E-U04	Tank (SD01 3)	my-little-pony/sd01/MyLittlePony-SD01-TankSD013.jpg	default	Character	SD01	U	3	Turtle / Tank / Pet	4			|Appear| Choose 1 <Rainbow Dash> in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
SD01F-C01	Rarity (SD01 3)	my-little-pony/sd01/MyLittlePony-SD01-RaritySD013.jpg	default	Character	SD01	C	4	Unicorn / Rarity	5			|Farewell| Choose 1 Character with Inspiration 1 or less in Rival's Adventure Area to Retire.	playerNDeck
SD01F-C02	Rarity (SD01 4)	my-little-pony/sd01/MyLittlePony-SD01-RaritySD014.jpg	default	Character	SD01	C	5	Unicorn / Rarity	7				playerNDeck
SD01F-C03	Rarity (SD01 5)	my-little-pony/sd01/MyLittlePony-SD01-RaritySD015.jpg	default	Character	SD01	C	1	Unicorn / Rarity	2				playerNDeck
SD01F-C04	Sweetie Belle (SD01 2)	my-little-pony/sd01/MyLittlePony-SD01-SweetieBelleSD012.jpg	default	Character	SD01	C	1	Unicorn / Sweetie Belle	2				playerNDeck
SD01F-C05	Opal (SD01 1)	my-little-pony/sd01/MyLittlePony-SD01-OpalSD011.jpg	default	Character	SD01	C	2	Cat / Opal / Pet	4				playerNDeck
SD01F-SPR01	Tailor-made	my-little-pony/sd01/MyLittlePony-SD01-TailorMade.jpg	default	Event	SD01	SPR	2	-	-			Choose 1 <Rarity> with Inspiration 3 or less in your Adventure Area, it won't Retire in Contact until the end of turn.	playerNDeck
SD01F-SPR02	Dress for Competition	my-little-pony/sd01/MyLittlePony-SD01-DressForCompetition.jpg	default	Event	SD01	SPR	1	-	-			Only use when there is any <Rarity> in your Adventure Area. Draw 1 card.	playerNDeck
SD01F-SPR03	Steam Therapy	my-little-pony/sd01/MyLittlePony-SD01-SteamTherapy.jpg	default	Event	SD01	SPR	2	-	-			Choose 1 Event with Cost of Force of Harmony 3 or less in your Retirement Area, add it to Hand.	playerNDeck
SD01F-SPR04	Dress Form	my-little-pony/sd01/MyLittlePony-SD01-DressForm.jpg	default	Item	SD01	SPR	1	-	-			While in Rival's turn, adorned Character gets +2 Inspiration.	playerNDeck
SD01F-SR01	Rarity (SD01 6)	my-little-pony/sd01/MyLittlePony-SD01-RaritySD016.jpg	default	Character	SD01	SR	3	Unicorn / Rarity	4			|Farewell| Choose 1 Event ot Item in your Retirement Area, add it to Hand.	playerNDeck
SD01F-SR02	Opal (SD01 2)	my-little-pony/sd01/MyLittlePony-SD01-OpalSD012.jpg	default	Character	SD01	SR	3	Cat / Opal / Pet	4			|Appear| Choose 1 <Rarity> in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
SD01F-U01	Rarity (SD01 7)	my-little-pony/sd01/MyLittlePony-SD01-RaritySD017.jpg	default	Character	SD01	U	2	Unicorn / Rarity	3			|Farewell| Draw 1 card.	playerNDeck
SD01F-U02	Rarity (SD01 8)	my-little-pony/sd01/MyLittlePony-SD01-RaritySD018.jpg	default	Character	SD01	U	4	Unicorn / Rarity	6				playerNDeck
SD01F-U03	Sweetie Belle (SD01 3)	my-little-pony/sd01/MyLittlePony-SD01-SweetieBelleSD013.jpg	default	Character	SD01	U	3	Unicorn / Sweetie Belle	4			|Farewell| Choose 1 Event with Cost of Force of Harmony 3 or less in your Retirement Area, add it to Hand.	playerNDeck
SD01F-U04	Opal (SD01 3)	my-little-pony/sd01/MyLittlePony-SD01-OpalSD013.jpg	default	Character	SD01	U	2	Cat / Opal / Pet	3			|Appear| Choose 1 <Rarity> in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
SD01-GR01	Twilight Sparkle (SD01 8)	my-little-pony/sd01/MyLittlePony-SD01-TwilightSparkleSD018.jpg	default	Character	SD01	GR	7	Unicorn / Twilight Sparkle	8			|Preplan| Choose 1 Character with Cost of Force of Harmony 3 or less in Rival's Adventure Area to Retire.	playerNDeck
SD01-GR02	Fluttershy (SD01 9)	my-little-pony/sd01/MyLittlePony-SD01-FluttershySD019.jpg	default	Character	SD01	GR	7	Pegasus / Fluttershy	8			|Preplan| Choose 1 Character in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
SD01-GR03	Pinkie Pie (SD01 8)	my-little-pony/sd01/MyLittlePony-SD01-PinkiePieSD018.jpg	default	Character	SD01	GR	2	Earth Pony / Pinkie Pie	3			|Preplan| All Characters in your Adventure Area get +1 Inspiration untul the end of turn.	playerNDeck
SD01-GR04	Applejack (SD01 8)	my-little-pony/sd01/MyLittlePony-SD01-ApplejackSD018.jpg	default	Character	SD01	GR	3	Earth Pony / Applejack	3			|Adventure| [Tap] All Characters in your Adventure Area get +1 Inspiration until the end of turn.	playerNDeck
SD01-GR05	Rainbow Dash (SD01 9)	my-little-pony/sd01/MyLittlePony-SD01-RainbowDashSD019.jpg	default	Character	SD01	GR	2	Pegasus / Rainbow Dash	3			|Farewell| Reveal the top 2 cards of the Deck, choose 1 <Rainbow Dash> or <Scootaloo> from them, add it to hand, move the rest to Retirement Area.	playerNDeck
SD01-GR06	Rarity (SD01 9)	my-little-pony/sd01/MyLittlePony-SD01-RaritySD019.jpg	default	Character	SD01	GR	5	Unicorn / Rarity	5			|Adventure| Other Characters in your Adventure Area get +1 Inspiration.	playerNDeck
SD01-SPR01	Friends From Other Side	my-little-pony/sd01/MyLittlePony-SD01-FriendsFromOtherSide.jpg	default	Event	SD01	SPR	1	-	-			Reveal the top 2 cards of the Deck, choose 1 <Fluttershy> or <Pet> from them, add it to Hand, move the rest to Retirement Area.	playerNDeck
SD01-SPR02	Friendly Rabbits	my-little-pony/sd01/MyLittlePony-SD01-FriendlyRabbits.jpg	default	Event	SD01	SPR	3	-	-			Until the end of turn, each time Rival's Character Retires in Contact, draw 1 card.	playerNDeck
SD01-SPR03	Friendship Report	my-little-pony/sd01/MyLittlePony-SD01-FriendshipReport.jpg	default	Event	SD01	SPR	2	-	-			Only use when there is any <Twilight Sparkle> or <Spike> in your Adventure Area. Draw 2 cards.	playerNDeck
SD01-SPR04	Way to the Top	my-little-pony/sd01/MyLittlePony-SD01-WayToTheTop.jpg	default	Event	SD01	SPR	2	-	-			Reveal the top 3 cards of the deck, choose 1 Character from them, add it to Hand, move the rest to Retirement Area.	playerNDeck
SD01-SPR05	Time for Class	my-little-pony/sd01/MyLittlePony-SD01-TimeForClass.jpg	default	Event	SD01	SPR	2	-	-			Choose 1 Character in your Adventure Area, it gets +1 Inspiration until the end of turn.	playerNDeck
SD01-SPR06	Meteor Shower	my-little-pony/sd01/MyLittlePony-SD01-MeteorShower.jpg	default	Event	SD01	SPR	2	-	-			Choose 1 Item with Cost of Force of Harmony 2 or less in your Retirement Area, add it to Hand.	playerNDeck
SD01-SPR07	Funny Glasses	my-little-pony/sd01/MyLittlePony-SD01-FunnyGlasses.jpg	default	Item	SD01	SPR	3	-	-			Only adorn <Pinkie Pie>. When adorned Character Retires in Contact, move this Item to Retirement Area instead.	playerNDeck
SD01-SPR08	Today's Homework	my-little-pony/sd01/MyLittlePony-SD01-TodaysHomework.jpg	default	Item	SD01	SPR	2	-	-			Only adorn <Twilight Sparkle> or <Spike>. Adorned Character gains "|Adventure| [Tap] Draw 1 card."	playerNDeck
SD01-SPR09	Delivered Letter	my-little-pony/sd01/MyLittlePony-SD01-DeliveredLetter.jpg	default	Item	SD01	SPR	2	-	-			Adorned Character gains "|Farewell| Draw 2 cards."	playerNDeck
SD01-SPR10	Cure for Poison Joke	my-little-pony/sd01/MyLittlePony-SD01-CureForPoisonJoke.jpg	default	Item	SD01	SPR	4	-	-			When adorned Character Retires in Contact, choose 1 Character in your Adventure Area, it gets +3 Inspiration until the end of turn.	playerNDeck
SD01-SR01	Twilight Sparkle (SD01 9)	my-little-pony/sd01/MyLittlePony-SD01-TwilightSparkleSD019.jpg	default	Character	SD01	SR	3	Unicorn / Twilight Sparkle	4			|Adventure| [Tap] Draw 1 card, discard 1 card.	playerNDeck
SD01-SR02	Fluttershy (SD01 10)	my-little-pony/sd01/MyLittlePony-SD01-FluttershySD0110.jpg	default	Character	SD01	SR	5	Pegasus / Fluttershy	6			|Adventure| [Tap] Choose 1 <Pet> in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
SD01-SR03	Pinkie Pie (SD01 9)	my-little-pony/sd01/MyLittlePony-SD01-PinkiePieSD019.jpg	default	Character	SD01	SR	1	Earth Pony / Pinkie Pie	1			|Adventure| [Tap] Choose 1 Character adorned with Item in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
SD01-SR04	Applejack (SD01 9)	my-little-pony/sd01/MyLittlePony-SD01-ApplejackSD019.jpg	default	Character	SD01	SR	2	Earth Pony / Applejack	3			|Preplan| Choose 1 <Applejack> in your Retirement Area, add it to Hand.	playerNDeck
SD01-SR05	Rainbow Dash (SD01 10)	my-little-pony/sd01/MyLittlePony-SD01-RainbowDashSD0110.jpg	default	Character	SD01	SR	4	Pegasus / Rainbow Dash	6				playerNDeck
SD01-SR06	Rarity (SD01 10)	my-little-pony/sd01/MyLittlePony-SD01-RaritySD0110.jpg	default	Character	SD01	SR	6	Unicorn / Rarity	7			|Preplan| Choose 1 Character in your Adventure Area, it gets +1 Inspiration until the end of turn.	playerNDeck
SD01-U01	Twilight Sparkle (SD01 10)	my-little-pony/sd01/MyLittlePony-SD01-TwilightSparkleSD0110.jpg	default	Character	SD01	U	4	Unicorn / Twilight Sparkle	5			|Appear| Reveal the top card of the Deck, if it is Event, draw 2 cards.	playerNDeck
SD01-U02	Fluttershy (SD01 11)	my-little-pony/sd01/MyLittlePony-SD01-FluttershySD0111.jpg	default	Character	SD01	U	5	Pegasus / Fluttershy	5			|Appear| Choose 1 <Pet> in your Adventure Area, it gets +3 Inspiration until the end of turn.	playerNDeck
SD01-U03	Pinkie Pie (SD01 10)	my-little-pony/sd01/MyLittlePony-SD01-PinkiePieSD0110.jpg	default	Character	SD01	U	4	Earth Pony / Pinkie Pie	5			|Farewell| Choose 1 Item with Cost of Force of Harmony 2 or less in your Retirement Area, add it to Hand.	playerNDeck
SD01-U04	Applejack (SD01 10)	my-little-pony/sd01/MyLittlePony-SD01-ApplejackSD0110.jpg	default	Character	SD01	U	1	Earth Pony / Applejack	2				playerNDeck
SD01-U05	Rainbow Dash (SD01 11)	my-little-pony/sd01/MyLittlePony-SD01-RainbowDashSD0111.jpg	default	Character	SD01	U	3	Pegasus / Rainbow Dash	4			|Preplan| Draw 2 cards.	playerNDeck
SD01-U06	Rarity (SD01 11)	my-little-pony/sd01/MyLittlePony-SD01-RaritySD0111.jpg	default	Character	SD01	U	2	Unicorn / Rarity	3			|Farewell| Choose 1 Event with Cost of Force of Harmony 3 or less in your Retirement Area, add it to Hand.	playerNDeck
SD01-U07	Zecora (SD01 1)	my-little-pony/sd01/MyLittlePony-SD01-ZecoraSD011.jpg	default	Character	SD01	U	1	Zebra / Zecora	2				playerNDeck
PR01-01	Twilight Sparkle (PR01 1)	my-little-pony/pr/MyLittlePony-PR-TwilightSparklePR011.jpg	default	Character	PR	PR	7	Unicorn / Twilight Sparkle	8				playerNDeck
PR01-02	Fluttershy (PR01 1)	my-little-pony/pr/MyLittlePony-PR-FluttershyPR011.jpg	default	Character	PR	PR	2	Pegasus / Fluttershy	3				playerNDeck
PR01-03	Pinkie Pie (PR01 1)	my-little-pony/pr/MyLittlePony-PR-PinkiePiePR011.jpg	default	Character	PR	PR	4	Earth Pony / Pinkie Pie	5				playerNDeck
PR01-04	Applejack (PR01 1)	my-little-pony/pr/MyLittlePony-PR-ApplejackPR011.jpg	default	Character	PR	PR	6	Earth Pony / Applejack	7				playerNDeck
PR01-05	Rainbow Dash (PR01 1)	my-little-pony/pr/MyLittlePony-PR-RainbowDashPR011.jpg	default	Character	PR	PR	3	Pegasus / Rainbow Dash	4				playerNDeck
PR01-06	Rarity (PR01 1)	my-little-pony/pr/MyLittlePony-PR-RarityPR011.jpg	default	Character	PR	PR	5	Unicorn / Rarity	6				playerNDeck
BP02-C01	Twilight Sparkle (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP021.jpg	default	Character	BP02	C	3	Unicorn / Twilight Sparkle	4			|Preplan| If there are 2 or more Events in your Retirement Area, move this Character to Adventure Area.	playerNDeck
BP02-C02	Twilight Sparkle (BP02 2)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP022.jpg	default	Character	BP02	C	6	Unicorn / Twilight Sparkle	8				playerNDeck
BP02-C03	Fluttershy (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP021.jpg	default	Character	BP02	C	3	Pegasus / Fluttershy	4			|Preplan| If the are 2 or more <Pet> in your Retirement Area, move this Charater to Adventure Area.	playerNDeck
BP02-C04	Fluttershy (BP02 2)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP022.jpg	default	Character	BP02	C	1	Pegasus / Fluttershy	2				playerNDeck
BP02-C05	Pinkie Pie (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP021.jpg	default	Character	BP02	C	6	Earth Pony / Pinkie Pie	7			|Adventure| While there is any face-up Scene in your Scene Area, this Character gets +2 Inspiration in your turn.	playerNDeck
BP02-C06	Pinkie Pie (BP02 2)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP022.jpg	default	Character	BP02	C	3	Earth Pony / Pinkie Pie	5				playerNDeck
BP02-C07	Applejack (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP021.jpg	default	Character	BP02	C	3	Earth Pony / Applejack	4			|Preplan| If there is any untapped Scene in your Scene Area, move this Character to Adventure Area.	playerNDeck
BP02-C08	Applejack (BP02 2)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP022.jpg	default	Character	BP02	C	7	Earth Pony / Applejack	9				playerNDeck
BP02-C09	Rainbow Dash (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP021.jpg	default	Character	BP02	C	3	Pegasus / Rainbow Dash	4			|Preplan| If the are 2 or more <Pegasus> in your Retirement Area, move this Charater to Adventure Area.	playerNDeck
BP02-C10	Rainbow Dash (BP02 2)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP022.jpg	default	Character	BP02	C	2	Pegasus / Rainbow Dash	4				playerNDeck
BP02-C11	Rarity (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP021.jpg	default	Character	BP02	C	5	Unicorn / Rarity	6			|Adventure| While there is any Plan in your Story Area, this Character gets +2 Inspiration in your turn.	playerNDeck
BP02-C12	Rarity (BP02 2)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP022.jpg	default	Character	BP02	C	5	Unicorn / Rarity	7				playerNDeck
BP02-C13	Spike (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-SpikeBP021.jpg	default	Character	BP02	C	3	Dragon / Spike	1			|Farewell| If there is any <Spike> in your Retirement Area, move the top card of your Deck to Story Area, it becomes the Plan.	playerNDeck
BP02-C14	Spike (BP02 2)	my-little-pony/bp02/MyLittlePony-BP02-SpikeBP022.jpg	default	Character	BP02	C	2	Dragon / Spike	4				playerNDeck
BP02-C15	Apple Bloom (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-AppleBloomBP021.jpg	default	Character	BP02	C	3	Earth Pony / Apple Bloom	4			|Adventure| This Character gets +1 Inspiration for each <Sweetie Belle> or <Scootaloo> in your Adventure Area.	playerNDeck
BP02-C16	Sweetie Belle (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-SweetieBelleBP021.jpg	default	Character	BP02	C	3	Unicorn / Sweetie Belle	4			|Adventure| This Character gets +1 Inspiration for each <Apple Bloom> or <Scootaloo> in your Adventure Area.	playerNDeck
BP02-C17	Scootaloo (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-ScootalooBP021.jpg	default	Character	BP02	C	3	Pegasus / Scootaloo	4			|Adventure| This Character gets +1 Inspiration for each <Apple Bloom> or <Sweetie Belle> in your Adventure Area.	playerNDeck
BP02-C18	Discord (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-DiscordBP021.jpg	default	Character	BP02	C	7	Draconequis / Discord / Villian	9				playerNDeck
BP02-C19	Zecora (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-ZecoraBP021.jpg	default	Character	BP02	C	6	Zebra / Zecora	8				playerNDeck
BP02-C20	Granny Smith (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-GrannySmithBP021.jpg	default	Character	BP02	C	5	Earth Pony / Granny Smith	7				playerNDeck
BP02-C21	Filthy Rich (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-FilthyRichBP021.jpg	default	Character	BP02	C	4	Earth Pony / Filthy Rich	6				playerNDeck
BP02-C22	Diamond Tiara (BP02 1)	my-little-pony/bp02/MyLittlePony-BP02-DiamondTiaraBP021.jpg	default	Character	BP02	C	3	Earth Pony / Diamond Tiara	5				playerNDeck
BP02-C23	Pound Cake	my-little-pony/bp02/MyLittlePony-BP02-PoundCake.jpg	default	Character	BP02	C	2	Pegasus / Pound Cake	4				playerNDeck
BP02-C24	Pumpkin Cake	my-little-pony/bp02/MyLittlePony-BP02-PumpkinCake.jpg	default	Character	BP02	C	1	Unicorn / Pumpkin Cake	2				playerNDeck
BP02-CR01	Twilight Sparkle (BP02 3)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP023.jpg	default	Character	BP02	CR	5	Unicorn / Twilight Sparkle	6			|Appear| Reveal the top 3 cards of your deck, choose 1 card from them, add it to Hand, move the rest to Retirement Area.	playerNDeck
BP02-xCR01	Twilight Sparkle (BP02 3star)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP023star.jpg	default	Character	BP02	CR	5	Unicorn / Twilight Sparkle	6			|Appear| Reveal the top 3 cards of your deck, choose 1 card from them, add it to Hand, move the rest to Retirement Area.	playerNDeck
BP02-CR02	Fluttershy (BP02 3)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP023.jpg	default	Character	BP02	CR	6	Pegasus / Fluttershy	8			|Adventure| This Character gets +1 Inspiration for each <Pet> in your Adventure Area.	playerNDeck
