databaseId	name	imageUrl	cardBack	type	rarity	number	faction	health	vp	weak	strong	text	packName	set	loadGroupId
Past_and_Future_013	Visit From the Past	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-VisitFromThePast.jpg	default	Event	Common	13						Change your Actions - Discard {X}{X}{X} from your hand. Pick up any card in your play area and place it back into your hand.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_014	Reborn in the Future	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-RebornInTheFuture.jpg	default	Event	Common	14						{JKP} Two Timelines, Two People - Select one of your Level 2 or higher Scouts/Knights. Remove the top Level card and place it in your Ally Zone to make a new Scout pile. You now have another copy of that Scout/Knight in play.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_015	Learn Beryl's Secrets	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-LearnBerylsSecrets.jpg	default	Event	Common	15						{JKP} Pick any Target - Win indicates that your Scouts/Knights may use their attacks to target the same Monster or Villain on this Turn. They do not need to do a combined attack to target a single Monster or Villain.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_016	Fond Memories	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-FondMemories.jpg	default	Event	Common	16						Warm Feelings - Until the end of your Turn, you win all of your challenges that result in a tie.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_017	Free Power	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-FreePower.jpg	default	Event	Common	17						Defense Event - The defending Monster or Villain gains the use of up to {X}{X}{X}, which can only be used to power Defense Abilities.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_018	Unexpected Attack	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-UnexpectedAttack.jpg	default	Event	Common	18						{JKP} Defense Event - Win reduces the attacking Scout/Knight to 20 remaining Health and prevents the Scout/Knight attack.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_019	Distracted By a Kiss	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-DistractedByAKiss.jpg	default	Event	Common	19						{JKP} Defense Event - Play before Location takes effect. Win creates an illusion that cinfuses the Scout/Knight. You can now change the position of any number of Locations you have in play.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_020	Vicious Queen	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-ViciousQueen.jpg	default	Event	Common	20						Defense Event - You can transfer some or all of the damage delivered to the target Monster or Villain to your Scouts/Knights. You cannot reduce any Scout/Knight to 0 Health.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_021	Fooled By the Enemy	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-FooledByTheEnemy.jpg	default	Event	Common	21						{JKP} Defense Event - Win prevents attack. Attacking opponent must select one of his or her own Monsters or Villains. That target receives 40 damage. If the target us defeated, the Victory Points are awarded to you.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_022	Serena's House	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-SerenasHouse.jpg	default	Location	Common	22						Attacking Scout/Knight cannot attack or rejuvenate on the attacking opponent's next Turn..	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_023	Crown Game Arcade	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-CrownGameArcade.jpg	default	Location	Common	23						Discard 1 Power card from yyour hand to draw 2 cards from the top of your deck.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_024	Hall of Clocks	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-HallOfClocks.jpg	default	Location	Common	24						Monster or Villain ignores 10 damage from each attack. Monster or Villain attack damage is also increased by 10 damage.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_025	Fire-Reading Room	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-FireReadingRoom.jpg	default	Location	Common	25						Attacking Scout/Knight must discard 2 attached Power cards immediately (attacking opponent's choice).	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_026	Airport	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-Airport.jpg	default	Location	Common	26						{JKP} Win allows you to discard any 2 Items in play (your choice).	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_027	Dream Realm	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-DreamRealm.jpg	default	Location	Common	27						{JKP} Win allows you ti discard any Person in play (your choice).	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_028	Ski Resort	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-SkiResort.jpg	default	Location	Common	28						{JKP} Win prevents attack.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_029	Beach	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-Beach.jpg	default	Location	Common	29						{JKP} Win indicates that Monster does not discard attached Power cards after the cards are used to power attack or defense abilities.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_030	Tokyo Tower	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-TokyoTower.jpg	default	Location	Common	30						The Monster or Villain in Tokyo Tower cannot be selected as the target of any Person's ability.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_031	Shaneera	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-Shaneera.jpg	default	Monster	Uncommon	31	Negaverse	20	2	Mind	Soul	{D} Hypnotize - The top 3 cards of the attacking opponent's deck are removed from the game. Anyone may look at these cards. / {A} Nibble: 20	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_032	Dark Moon Soldiers	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-DarkMoonSoldiers.jpg	default	Monster	Uncommon	32	Dark Moon	70	2	Mind	Body	{JKP} {D} Duck and Cover - Win avoids attack. / {A} Powered Assault: ? - Discard the top 5 cards from your deck. Deliver 30 damage for each Power card discarded.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_033	Princess Diamond	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-PrincessDiamond.jpg	default	Item	Uncommon	33						{JKP} Money is Power - Select 1 Monster or Villain. Win forces that target's Location, or up to 3 Power cards attached to that target, to the discard pile. Princess Diamond can only be used once each Turn.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_034	Crystal and Wand	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-CrystalAndWand.jpg	default	Event	Uncommon	34						{JKP} Absorbs all Power! - All Power cards in play are discarded (including yours). Discard Crystal and Wand after use.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_035	While the Cat's Away...	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-WhileTheCatsAway.jpg	default	Location	Uncommon	35						Defense Event - Discard target Monster or Villain immediately upon attack. Select a Monster from your discard pile and play it into your Enemy Zone now. The new Monster is now the target of the attack.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_036	Things Fall Apart	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-ThingsFallApart.jpg	default	Location	Uncommon	36						Defense Event - The attacking opponent must discard his or her hand. For every 2 cards discarded, you may draw 1 card from your deck (round down) and place it into your hand.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_037	Alone	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-Alone.jpg	default	Location	Uncommon	37						Defense Event - Use against a combined attack. Only 1 Scout/Knight (your choice) will deliver the damage of the combined attack. That Scout/Knight is now the sole target for the Monster/Villain attack.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_038	Crossroads Jr. High	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-CrossroadsJrHigh.jpg	default	Location	Uncommon	38						Draw a number of cards equal to the number of Persons you have in your PIE Zone (up to a maximum of 5 cards).	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_039	Hot Springs	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-HotSprings.jpg	default	Location	Uncommon	39						Select any Monster or Villain in play (other than the target). The selected Monster or Villain removes 50 damage now.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_040	Moon Princess, Level 2	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-MoonPrincessLevel2.jpg	default	Scout/Knight	Uncommon	40		90				{D} Target Monster does not gain a Strong Against Soul benefit for the remainder of your Turn. / {S}{S} {A} Moon Energy Attack: 30 / {S}{S}{S} {A} Enhanced Moon Attack: 40	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_041	Mercury Princess, Level 2	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-MercuryPrincessLevel2.jpg	default	Scout/Knight	Uncommon	41		80				{D} Target Monster does not gain a Strong Against Mind benefit for the remainder of your Turn. / {JKP} {D} Confusion - Win prevents Monster or Villain from attacking Mercury Princess. / {M}{M} {A} Mercury Energy Attack: 30	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_042	Mars Princess, Level 2	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-MarsPrincessLevel2.jpg	default	Scout/Knight	Uncommon	42		110				{D} Target Monster does not gain a Strong Against Soul benefit for the remainder of your Turn. / {S}{S} {A} Mars Energy Attack: 30	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_043	Jupiter Princess, Level 2	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-JupiterPrincessLevel2.jpg	default	Scout/Knight	Uncommon	43		120				{D} Target Monster does not gain a Strong Against Body benefit for the remainder of your Turn. / {B}{B} {A} Jupiter Energy Attack: 30	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_044	Venus Princess, Level 2	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-VenusPrincessLevel2.jpg	default	Scout/Knight	Uncommon	44		100				{D} Target Monster does not gain a Strong Against Mind benefit for the remainder of your Turn. / {M}{M} {A} Venus Energy Attack: 30	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_045	Young Rini, Level 1	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-YoungRiniLevel1.jpg	default	Scout/Knight	Uncommon	45		20				{JKP}{JKP} {D} One win means Young Rini avoids the attack. Two wins means she also removes 10 damage. / {S}{S}{S} {A} Crystal Defense Blast: 40	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_046	Body/Mind	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-BodyMind.jpg	default	Power	Rare	46						Body Power/Mind Power - Declare this card as a Body Power or a Mind Power immediately. You may change your decision at the beginning of each of your Turns.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_047	Body/Soul	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-BodySoul.jpg	default	Power	Rare	47						Body Power/Soul Power - Declare this card as a Body Power or a Soul Power immediately. You may change your decision at the beginning of each of your Turns.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_048	Soul/Mind	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-SoulMind.jpg	default	Power	Rare	48						Soul Power/Mind Power - Declare this card as a Mind Power or a Soul Power immediately. You may change your decision at the beginning of each of your Turns.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_049	Mind/Body/Soul	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-MindBodySoul.jpg	default	Power	Rare	49						Body Power/Mind Power/Soul Power - Declare this card as a Body Power, Mind Power, or Soul Power immediately. You may change your decision at the beginning of each of your Turns.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_050	Greg Urawa	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-GregUrawa.jpg	default	Person	Rare	50						See the Future - Select 1 Monster. Discard {X}{X}{X} attached to Greg. One Scout/Knight can ignore that Monster's Attack Abilities during an attack or combined attack this Turn. Greg can only be used once each Turn.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_051	Four Sisters	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-FourSisters.jpg	default	Person	Rare	51						Former Enemies, Now Friends - Select 1 Monster or Villain. Discard {X}{X}{X} attached to Four Sisters. One Scout/Knight can ignore that Monster's or Villain's Defense Abilities during an attack (not combined attack) this Turn. Can only be used once each Turn.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_052	Dark Crystal	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-DarkCrystal.jpg	default	Item	Rare	52						Pure Evil Energy! - Once the Dark Crystal is used, and until your next Turn, add 30 to your Monsters' attack damages and add 60 to your Villains' attack damages. Discard Dark Crystal after use.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_053	Human Shield	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-HumanShield.jpg	default	Event	Rare	53						{JKP}{JKP} Defense Event - Two wins prevent attack, and 1 of the attacking opponent's Scouts/Knights must be discarded (opponent's choice, the attacking Scout/Knight card cannot be discarded).	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_054	Princess Rini, Level 2	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-PrincessRiniLevel2.jpg	default	Scout/Knight	Rare	54		40				{JKP}{JKP} {D} One win means Princess Rini avoids the attack. Two wins means she also removes 20 damage. / {S}{S} {A} Hidden Crystal Blast: 50	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_055	Queen Serenity, Level 1	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-QueenSerenityLevel1.jpg	default	Scout/Knight	Rare	55		60				{S}{S} {A} Crystal Blast: 50	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_056	Earth Prince, Level 2	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-EarthPrinceLevel2.jpg	default	Scout/Knight	Rare	56		80				{D} Knight Armor - Earth Prince ignores 20 damage from each attack. / {B}{B} {A} Sword Attack: 60	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_057	Young Alan & Ann	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-YoungAlanAnn.jpg	default	Villain	Rare	57	Doom Tree	150	3			{X} {D} Spread Hatred - Discard {X}. Remove any Person in play from the game (your choice). / {A} Bite and Kick: 30	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_058	Doom Tree	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-DoomTree.jpg	default	Villain	Rare	58	Doom Tree	180	4			{X}+ {D} Massive Energy Drain - For every {X} discarded, all of the attacking opponent's Scouts/Knights must discard 1 Power card (opponent's choice). / {A} Branch Attack: 60	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_059	Young Princes	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-YoungPrinces.jpg	default	Villain	Rare	59	Dark Moon	120	3			{JKP} {D} Too Innocent to Harm - Win prevents attack. / {A} Riteous Anger: 40 - For every Droid you discard from your Enemy Zone, increase damage by 20.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_060	Doom Phantom	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-DoomPhantom.jpg	default	Villain	Rare	60	Dark Moon	170	4			{JKP}{JKP}{JKP} {D} Evil Absorption Shield - Each win forces 1 Person or Item in play to the discard pile (your choice). / {X}+ {A} Black Void Energy: 20 - For every Power card you discard from anywhere in your Enemy Zone, increase damage by 20.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_061	Nurse Rini	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-NurseRini.jpg	default	Person	Ultra-Rare	61						Heal or Hurt? - Choose a Scout/Knight in your Ally Zone. Discard the top card from your deck. If it is a Power card, remove 40 damage. Otherwise, add 20 damage. Each Scout/Knight can be chosen once a Turn.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_062	Crystal Time Key	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-CrystalTimeKey.jpg	default	Item	Ultra-Rare	62						{JKP} Travel Back in Time! - Discard {X}{X}{X} from hand. Win allows you to place any one of your defeated 1 Victory Point Monsters into your hand. The opponent loses the associated Victory Points. Remove Crystal Time Key from game after use.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_063	Birthday Party	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-BirthdayParty.jpg	default	Event	Ultra-Rare	63						I Want Presents - Search your deck for Item cards until you have an equal amount of cards to the opponent with the greatest number of Item cards displayed in their PIE Zone. Place the Item cards in your PIE Zone. Shuffle deck.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_064	Angry Luna	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-AngryLuna.jpg	default	Location	Ultra-Rare	64						Defense Event - All of the opponent's Scouts/Knights, excluding the attacker, receives 20 damage immediately.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_065	Moon Kingdom	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-MoonKingdom.jpg	default	Location	Ultra-Rare	65						Monster in Moon Kingdom can only be attacked with combined attacks.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_066	Negaverse	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-Negaverse.jpg	default	Location	Ultra-Rare	66						When Monster in the Negaverse is attacked, you can replace the Monster with any Villain you have in your hand that is worth 3 or 4 Victory Points.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_067	Portal of Time	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-PortalOfTime.jpg	default	Location	Ultra-Rare	67						If you discard 2 Power cards from your hand, you do not need to discard any Defense Events you play during the remainder of this Turn. Return Defense Events to your hand at the end of the attacking opponent's Turn.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_068	Crystal Tokyo	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-CrystalTokyo.jpg	default	Location	Ultra-Rare	68						Monster in Crystal Tokyo cannot be attacked with combined attacks.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_069	Neo Queen Serenity, Level 3	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-NeoQueenSerenityLevel3.jpg	default	Scout/Knight	Ultra-Rare	69		120				{D} Target Monster or Villain does not gain Location Bonus, nor Strong Against Soul benefit for remainder of your Turn. / {X} {A} Force of Goodness: 30 / {X}{X}{X} {A} Imperium Crystal Blast: 70	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_070	King Endymion, Level 3	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-KingEndymionLevel3.jpg	default	Scout/Knight	Ultra-Rare	70		120				{D} Knight Armor - King Endymion ignores 30 damage from each attack. / {B} {A} Sword Attack: 60	Past and Future	Past_and_Future	playerNDeck
JKP_000_jan	Jan	sailor-moon-tcg/jkp/SailorMoonTcg-JKP-Jan.jpg	default	Token	Fixed							JAN	JKP	JKP	playerNJkp
JKP_000_ken	Ken	sailor-moon-tcg/jkp/SailorMoonTcg-JKP-Ken.jpg	default	Token	Fixed							KEN	JKP	JKP	playerNJkp
JKP_000_pon	Pon	sailor-moon-tcg/jkp/SailorMoonTcg-JKP-Pon.jpg	default	Token	Fixed							PON	JKP	JKP	playerNJkp
