databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	klass	level	attack	hp	type2	text	rarity	number
Set3_brownkitty	Brown Kitty	maple-story/set-3/MapleStory-Set3-BrownKitty.jpg	default	Item	Set 3	Set3	playerNDeck	Thief	10			Pet Kitty	Hungry -- When your turn starts, put the top card of your deck face down under this Pet. (A Pet can have up to 3 cards under it.) Cat's Meow -- When Brown Kitty has 3 cards under it, look at them. Put 1 card into your hand and the others on the bottom of your deck in any order. / 40TTT Crafty -- Play a Thief card of your level or less.	U	3033
Set3_callofthewild	Call of the Wild	maple-story/set-3/MapleStory-Set3-CallOfTheWild.jpg	default	Tactic	Set 3	Set3	playerNDeck	Thief	40			Strategy	If you have a monster, destroy 1 of your opponent's monsters. If you have an item, destroy 1 of your opponent's items. / OS: Loot -- If your opponent has 3 or more cards in hand, he or she chooses one and discards it.	C	3034
Set3_captain	Captain	maple-story/set-3/MapleStory-Set3-Captain.jpg	default	Monster	Set 3	Set3	playerNDeck	Thief	70	70	40	Water Scoundrel	Tough -- Character actions don't damage Captain. / 70TT Slash -- Do 20 damage to a character or monster.	U	3035
Set3_destroyallmonsters	Destroy All Monsters	maple-story/set-3/MapleStory-Set3-DestroyAllMonsters.jpg	default	Tactic	Set 3	Set3	playerNDeck	Thief	60			Strategy	Destroy all monsters. / OS: Super Spy -- Draw 2 cards. Then discard all but 2 cards from your hand.	R	3036
Set3_disorder	Disorder	maple-story/set-3/MapleStory-Set3-Disorder.jpg	default	Tactic	Set 3	Set3	playerNDeck	Thief	35			Skill	Destroy up to 2 monsters that have attack 30 or less. / OS: Pilfer -- Return an item card from your discard pile to your hand.	U	3037
Set3_halfmoonzamadar	Halfmoon Zamadar	maple-story/set-3/MapleStory-Set3-HalfmoonZamadar.jpg	default	Item	Set 3	Set3	playerNDeck	Thief	32			Weapon	Get +20 on damage you do with one of your character actions each turn. / 20TT Stab -- Do 10 damage to a character or monster.	C	3038
Set3_keaton	Keaton	maple-story/set-3/MapleStory-Set3-Keaton.jpg	default	Character	Set 3	Set3	playerNStarting	Thief			200	Hermit	20 Quest -- Draw a card. / 20T Equip 30 -- Play an item of level 30 or less. / 50T Feeding Frenzy -- Put cards from the top of your deck face down under one of your Pets until that Pet has 3 cards under it.	U	3039
Set3_kru	Kru	maple-story/set-3/MapleStory-Set3-Kru.jpg	default	Monster	Set 3	Set3	playerNDeck	Thief	68	60	50	Water Scoundrel	Loot -- If your opponent has 3 or more cards in hand, he or she chooses one and discards it. / 60TT Spawn 70 -- Play a monster of level 70 or less.	C	3040
Set3_lordpirate	Lord Pirate	maple-story/set-3/MapleStory-Set3-LordPirate.jpg	default	Monster	Set 3	Set3	playerNDeck	Thief	70	30	120	Boss	70TT Hook -- Lord Pirate does 30 damage to a character or monster. / 80TTT Kidnap -- Remove one of your opponent's monsters or items from the game. When Lord Pirate is destroyed, return that card to its player's hand.	R	3041
Set3_miniyeti	Mini Yeti	maple-story/set-3/MapleStory-Set3-MiniYeti.jpg	default	Item	Set 3	Set3	playerNDeck	Thief	30			Pet Beast	Hungry -- When your turn starts, put the top card of your deck face down under this Pet. (A Pet can have up to 3 cards under it.) Auto-loot -- When Mini Yeti has 3 cards under it, reveal them. You may play 1 item revealed this way and put the others on the bottom of your deck in any order. / OS: Get Treasure -- When your turn ends, draw a card for each monster you destroyed this turn.	U	3042
Set3_pinboom	Pinboom	maple-story/set-3/MapleStory-Set3-Pinboom.jpg	default	Monster	Set 3	Set3	playerNDeck	Thief	22	0	10	Water Flora	Rooted -- Pinboom can't attack characters. Spike Burst -- When Pinboom is destroyed, do 40 damage to a character or monster. / 40T Spawn / Equip 30 -- Play a monster or item of level 30 or less.	C	3043
Set3_squid	Squid	maple-story/set-3/MapleStory-Set3-Squid.jpg	default	Monster	Set 3	Set3	playerNDeck	Thief	94	80	90	Water-Fish Beast	Toxic Ink Cloud -- Whenever your opponent does a character action, do 10 damage to that character. This damage can't be prevented. / OS: Rouge's Revenge -- If you have 3 or more Thief cards under your character, destroy a non-Boss monster.	R	3044
Set3_zombiemushroom	Zombie Mushroom	maple-story/set-3/MapleStory-Set3-ZombieMushroom.jpg	default	Monster	Set 3	Set3	playerNDeck	Thief	24	40	10	Undead Mushroom	50T Spawn / Think Fast 40 -- Play a monster or tactic of level 40 or less.	C	3045
Set3_bain	Bain	maple-story/set-3/MapleStory-Set3-Bain.jpg	default	Monster	Set 3	Set3	playerNDeck	Warrior	90	60	80	Dog	Flame Bark -- When you play Bain, do +40 damage to one of your opponent's monsters. If this damage destroys that monster, Bain gets +40 attack this turn. / 70WW Smash -- Do 30 damage to a monster.	R	3046
Set3_battlefury	Battle Fury	maple-story/set-3/MapleStory-Set3-BattleFury.jpg	default	Tactic	Set 3	Set3	playerNDeck	Warrior	20			Strategy	One of your monsters gets Fierce this turn. (It attacks twice this turn.) / 60WW Think Fast / Equip 50 -- Play a tactic of level 50 or less.	C	3047
Set3_beetle	Beetle	maple-story/set-3/MapleStory-Set3-Beetle.jpg	default	Monster	Set 3	Set3	playerNDeck	Warrior	72	50	60	Pest	Chitin -- Whenever Beetle would be damaged, prevent 10 of that damage. / 20W Spawn 30 -- Play a monster of level 30 or less.	C	3048
Set3_bloctopus	Blocktopus	maple-story/set-3/MapleStory-Set3-Blocktopus.jpg	default	Monster	Set 3	Set3	playerNDeck	Warrior	35	20	30	Toy Guardian	Escape -- If your opponent makes you discard Bloctopus, you may play it instead of putting it into your discard pile. / OS: Scout -- Reveal the top card of your deck. If it's a monster card, put it into your hand. Otherwise, put it back.	U	3049
Set3_firetusk	Fire Tusk	maple-story/set-3/MapleStory-Set3-FireTusk.jpg	default	Monster	Set 3	Set3	playerNDeck	Warrior	36	30	30	Elephant	Relentless 10 -- Whenever Fire Tusk destroys a monster, do 10 damage to your opponent's character. / 80WW Spawn / Equip 120 -- Play a monster or item of level 120 or less.	C	3050
Set3_greencornian	Green Cornian	maple-story/set-3/MapleStory-Set3-GreenCornian.jpg	default	Monster	Set 3	Set3	playerNDeck	Warrior	100	70	100	Dragon Beast	Relentless 70 -- Whenever Green Cornian destroys a monster, do 70 damage to your opponent's character. / OS: Revive Dragon -- Return a Dragon from your discard pile to your hand.	R	3051
Set3_jrcerebes	Jr. Cerebes	maple-story/set-3/MapleStory-Set3-JrCerebes.jpg	default	Monster	Set 3	Set3	playerNDeck	Warrior	43	30	50	Dog	OS: Crush -- Do 20 damage to a monster.	C	3052
Set3_kiriviva	Kiri Viva	maple-story/set-3/MapleStory-Set3-KiriViva.jpg	default	Character	Set 3	Set3	playerNStarting	Warrior			240	Knight	20 Quest -- Draw a card. / 30WW Gear Up -- Play an Armor, Shield, or Weapon of your level or less. / 40W Spawn 50 -- Play a monster of level 50 or less.	R	3053
Set3_petjrbalrog	Pet Jr. Balrog	maple-story/set-3/MapleStory-Set3-PetJrBalrog.jpg	default	Item	Set 3	Set3	playerNDeck	Warrior	30			Pet Balrog	Hungry -- When your turn starts, put the top card of your deck face down under this Pet. (A Pet can have up to 3 cards under it.) Flog -- Whenever one of your monsters attacks, you may put 1 card at random from under Pet Jr. Balrog into your discard pile. If that card was a monster, add its attack value to the monster's attack this turn. / 90WWW Spawn Unlimited -- Play a monster.	R	3054
Set3_petpanda	Pet Panda	maple-story/set-3/MapleStory-Set3-PetPanda.jpg	default	Item	Set 3	Set3	playerNDeck	Warrior	20			Pet Bear	Hungry -- When your turn starts, put the top card of your deck face down under this Pet. (A Pet can have up to 3 cards under it.) Friendly -- When Pet Panda has 3 cards under it, reveal them. You may play 1 non-Boss monster revealed this way and put the others on the bottom of your deck in any order. / OS: Drink Potion -- You get +HP equal to your level.	U	3055
Set3_pig	Pig	maple-story/set-3/MapleStory-Set3-Pig.jpg	default	Monster	Set 3	Set3	playerNDeck	Warrior	7	10	20	Boar	Delicious -- When Pig is destroyed, put 1 card from the top of your deck face down under each of your Pets that has fewer than 3 cards under it. / 60WW Spawn 80 -- Play a monster of level 80 or less.	U	3056
Set3_puppy	Puppy	maple-story/set-3/MapleStory-Set3-Puppy.jpg	default	Item	Set 3	Set3	playerNDeck	Warrior	10			Pet Dog	Hungry -- When your turn starts, put the top card of your deck face down under this Pet. (A Pet can have up to 3 cards under it.) Dog's Life -- When Puppy has 3 cards under it, get +30 HP and put those cards on the bottom of your deck in any order / 40WW Spawn 50 -- Play a monster of level 50 or less.	C	3057
Set3_redslime	Red Slime	maple-story/set-3/MapleStory-Set3-RedSlime.jpg	default	Monster	Set 3	Set3	playerNDeck	Warrior	55	60	70	Goo	Splatter -- When you play Red Slime, flip a coin. If you lose, return it to your hand, and you can't play another Red Slime this turn. / 20WW Misplace -- Destroy this card. Then destroy an item.	U	3058
Set3_ruin	Ruin	maple-story/set-3/MapleStory-Set3-Ruin.jpg	default	Tactic	Set 3	Set3	playerNDeck	Warrior	50			Strategy	Destroy up to 2 items. / 40W Think Fast 40 -- Play a tactic of level 40 or less.	U	3059
Set3_watchhog	Watch Hog	maple-story/set-3/MapleStory-Set3-WatchHog.jpg	default	Item	Set 3	Set3	playerNDeck	Warrior	70			Boar Mount	Once a turn, you may prevent all damage from a character action, monster attack, or tactic. / 60W Spawn 70 -- Play a monster of level 70 or less.	R	3060
Set4_arrowcrafting	Arrow Crafting	maple-story/set-4/MapleStory-Set4-ArrowCrafting.jpg	default	Tactic	Set 4	Set4	playerNDeck	Bowman	60			Strategy	Reveal the top card of your deck. Do damage to a character or monster equal to that card's level rounded up to the nearest 10. Then put the card back. / 30BB Improvise -- Discard a card from your hand. Then do 30 damage to a character or monster.	R	4001
Set4_athenapierce	Athena Pierce	maple-story/set-4/MapleStory-Set4-AthenaPierce.jpg	default	Monster	Set 4	Set4	playerNDeck	Bowman	80	40	150	NPC Boss	70BBB Fatal Attack -- For each Bowman card under your character, do 20 damage to a character or monster.	R	4002
Set4_athenasdeatharrow	Athena's Death Arrow	maple-story/set-4/MapleStory-Set4-AthenasDeathArrow.jpg	default	Tactic	Set 4	Set4	playerNDeck	Bowman	90			Strategy	Do 100 damage to a character or monster. This damage can't be prevented. / OS: Athena Team Up -- Do 20 damage to a character or monster. If you're level 60 or more, you may play Athena Pierce.	R	4003
Set4_heroicpentagon	Heroic Pentagon	maple-story/set-4/MapleStory-Set4-HeroicPentagon.jpg	default	Item	Set 4	Set4	playerNDeck	Bowman	40			Jewelry	When you play Heroic Pentagon, draw a card. Whenever you would take 50 or more damage all at once, you may destroy Heroic Pentagon and prevent that damage. / 60BB Tricky Shot -- Do 20 damage to a character or monster.	U	4004
Set4_jrreaper	Jr.Reaper	maple-story/set-4/MapleStory-Set4-JrReaper.jpg	default	Item	Set 4	Set4	playerNDeck	Bowman	10			Pet Undead Spook	Hungry -- When your turn starts, put the top card of your deck face down under this Pet. (A Pet can have up to 3 cards under it.) Death Cord -- When Jr. Reaper has 3 cards under it, reveal them. Put any Spooks revealed this way into your hand and the others on the bottom of your deck in any order. / 50B Spawn  70 -- Play a monster of level 70 or less.	R	4005
Set4_killabee	Killa Bee	maple-story/set-4/MapleStory-Set4-KillaBee.jpg	default	Monster	Set 4	Set4	playerNDeck	Bowman	25	30	30	Flying Pest	40B Spawn / Equip 30 -- Play a monster or item of level 30 or less.	C	4006
Set4_masterchronos	Master Chronos	maple-story/set-4/MapleStory-Set4-MasterChronos.jpg	default	Monster	Set 4	Set4	playerNDeck	Bowman	46	30	40	Flying Undead Spook	Possess -- When you play Master Chronos, choose one of your opponent's monsters. That monster does damage equal to its attack to itself. / OS: Revive Spook -- Return a Spook from your discard pile to your hand.	U	4007
Set4_mia	Mia	maple-story/set-4/MapleStory-Set4-Mia.jpg	default	Monster	Set 4	Set4	playerNDeck	Bowman	5	10	20	Human NPC	NPC Quest -- Mia or another of your monsters attacks. Reward -- You get +10 HP. / 20BB Spawn 30 -- Play a monster of level 30 or less.	C	4008
Set4_nightghost	Nightghost	maple-story/set-4/MapleStory-Set4-Nightghost.jpg	default	Monster	Set 4	Set4	playerNDeck	Bowman	60	40	30	Flying Undead Spook	Stealthy -- Monsters can't attack Nightghost. / 70BB Think Fast 90 -- Play a tactic of level 90 or less.	C	4009
Set4_spidervenomearrings	Spider Venom Earrings	maple-story/set-4/MapleStory-Set4-SpiderVenomEarrings.jpg	default	Item	Set 4	Set4	playerNDeck	Bowman	15			Jewelry	When your turn ends, do 10 damage to each monster you damaged this turn. Then do 10 damage to each character you damaged this turn. / 50BB Equip 50 -- Play an item of level 50 or less.	U	4010
Set4_squabble	Squabble	maple-story/set-4/MapleStory-Set4-Squabble.jpg	default	Tactic	Set 4	Set4	playerNDeck	Bowman	40			Strategy	Choose 2 monsters. Each does damage equal to its attack to the other. / 60BB Spawn / Think Fast 60 -- Play a monster or tactic of level 60 or less.	C	4011
Set4_warbow	War Bow	maple-story/set-4/MapleStory-Set4-WarBow.jpg	default	Item	Set 4	Set4	playerNDeck	Bowman	10			Weapon	Get +10 on damage you do with one of your character actions each turn. / 20B Easy Shot -- Do 10 damage to a character or monster.	C	4012
Set4_wonky	Wonky	maple-story/set-4/MapleStory-Set4-Wonky.jpg	default	Monster	Set 4	Set4	playerNDeck	Bowman	40	20	40	Fairy NPC	NPC Quest -- Your opponent has no monsters when your turn ends. Reward -- Return a monster of level 30 or less from your discard pile to your hand. / 30BBB Multi Spawn 30 -- Play any number of monsters with combined levels of 30 or less.	R	4013
Set4_woodentargetdummy	Wooden Target Dummy	maple-story/set-4/MapleStory-Set4-WoodenTargetDummy.jpg	default	Monster	Set 4	Set4	playerNDeck	Bowman	51	0	100	Dummy	Shield 100 -- Wooden Target Dummy prevents 100 damage to your character instead of 10. Immobile -- Wooden Target Dummy can't attack. / 80B Spawn 100 -- Play a monster of level 100 or less.	U	4014
Set4_zozo	Zozo	maple-story/set-4/MapleStory-Set4-Zozo.jpg	default	Character	Set 4	Set4	playerNStarting	Bowman			210	Ranger	10 Quest -- Draw a card. / 30B Weapon Expert -- Do 10 damage to a character or monster. If you have a Weapon, do 30 damage instead. / 40BB Spawn / Equip 40 -- Play a monster or item of level 40 or less.	U	4015
Set4_braddock	Braddock	maple-story/set-4/MapleStory-Set4-Braddock.jpg	default	Character	Set 4	Set4	playerNStarting	Magician			190	Ice/Lightning Mage	10M Peer -- Look at the top card of your deck. Put it back on the top or the bottom of your deck. / 10 Quest -- Draw a card. / 50MM Spawn / Think Fast 50 -- Play a monster or tactic of level 50 or less.	U	4016
Set4_buyandsell	Buy and Sell	maple-story/set-4/MapleStory-Set4-BuyAndSell.jpg	default	Tactic	Set 4	Set4	playerNDeck	Magician	30			Strategy	Choose a player. That player shuffles his or her hand into his or her deck, then draws the same number of cards plus one. / 60MM Spawn / Equip 70 -- Play a monster or item of level '70 or less.	U	4017
Set4_carta	Carta	maple-story/set-4/MapleStory-Set4-Carta.jpg	default	Monster	Set 4	Set4	playerNDeck	Magician	70	60	60	Human NPC	NPC Quest -- Damage your opponent's character. Reward -- Look at the top card of your deck. Put it back on the top or bottom of your deck. / OS: Amaze -- Name a card. Reveal the top card of your deck. If you named that card, put it into your hand and do 40 damage to a character or monster.	R	4018
Set4_chainlightning	Chain Lightning	maple-story/set-4/MapleStory-Set4-ChainLightning.jpg	default	Tactic	Set 4	Set4	playerNDeck	Magician	60			Skill	Choose 3 different characters and/or monsters. Do 60 damage to the first, then do 40 damage to the second, then do 20 damage to the third. / 40MM Scorch -- Do 20 damage to a character.	U	4019
Set4_cloto	Cloto	maple-story/set-4/MapleStory-Set4-Cloto.jpg	default	Monster	Set 4	Set4	playerNDeck	Magician	20	20	20	Human NPC	NPC Quest -- You have Nella and Lakelis when your turn ends. Reward -- Search your deck for a Boss and play it. Then shuffle your deck. / 30M Spawn 30 -- Play a monster of level 30 or less.	R	4020
Set4_grendelthereallyold	Grendel the Really Old	maple-story/set-4/MapleStory-Set4-GrendelTheReallyOld.jpg	default	Monster	Set 4	Set4	playerNDeck	Magician	80	30	120	NPC Boss	70MM Research -- Draw a card. / 80MMM Arcane Knowledge -- Play a tactic card from your discard pile. Then put it on the bottom of your deck.	R	4021
Set4_grendelsabsorb	Grendel's Absorb	maple-story/set-4/MapleStory-Set4-GrendelsAbsorb.jpg	default	Tactic	Set 4	Set4	playerNDeck	Magician	80			Strategy	If you have fewer cards in hand than your opponent, draw cards until you have the same number of cards as your opponent. Then your opponent chooses and discards as many cards from his or her hand you drew / OS: Grendel Team Up -- Draw a card. If you're level 60 or more, you may play Grendel the Really Old.	R	4022
Set4_holyarrow	Holy Arrow	maple-story/set-4/MapleStory-Set4-HolyArrow.jpg	default	Tactic	Set 4	Set4	playerNDeck	Magician	10			Skill	Do 30 damage to a character or monster. If that monster is Undead, destroy it. / 70M Think Fast 90 -- Play a tactic of level 90 or less.	C	4023
Set4_lakelis	Lakelis	maple-story/set-4/MapleStory-Set4-Lakelis.jpg	default	Monster	Set 4	Set4	playerNDeck	Magician	30	30	20	Human NPC	NPC Quest -- You have a boss when your turn ends. Reward -- Draw a card for each boss that each player has. / 80M Spawn 100 -- Play a monster of level 100 or less.	U	4024
Set4_mateon	Mateon	maple-story/set-4/MapleStory-Set4-Mateon.jpg	default	Monster	Set 4	Set4	playerNDeck	Magician	41	10	40	Mechanical Alien	Genius -- When you play Mateon, draw a card. / OS: Quest -- Draw a card.	U	4025
Set4_metalwand	Metal Wand	maple-story/set-4/MapleStory-Set4-MetalWand.jpg	default	Item	Set 4	Set4	playerNDeck	Magician	18			Wand	Whenever you play a tactic, do 10 damage to a character or monster. / 40MM Think Fast / Equip 40 -- Play a tactic or item of level 40 or less.	C	4026
Set4_nella	Nella	maple-story/set-4/MapleStory-Set4-Nella.jpg	default	Monster	Set 4	Set4	playerNDeck	Magician	10	10	20	Human NPC	NPC Quest -- You attack with Cloto or Lakelis. Reward -- Nella gets +20 attack this turn. / 10M Buff a Friend -- One of your monsters that attacks this turn gets +10 attack until end of turn.	C	4027
Set4_partyquest	Party Quest	maple-story/set-4/MapleStory-Set4-PartyQuest.jpg	default	Tactic	Set 4	Set4	playerNDeck	Magician	50			Strategy	For each monster you have, draw a card. / OS: Quest -- Draw a card.	C	4028
Set4_sanddwarf	Sand Dwarf	maple-story/set-4/MapleStory-Set4-SandDwarf.jpg	default	Monster	Set 4	Set4	playerNDeck	Magician	32	30	40	Sand Dwarf	50MM Spawn / Think Fast 50 -- Play a monster or tactic of level 50 or less.	C	4029
Set4_serasmirror	Sera's Mirror	maple-story/set-4/MapleStory-Set4-SerasMirror.jpg	default	Item	Set 4	Set4	playerNDeck	Magician	70			Treasure	Whenever you play a card, you may destroy Sera's Mirror. If you do, search your deck for another card with that card's name and play it. Then shuffle your deck. / OS: Conjure -- Return another Magician card from under your character to your hand.	R	4030
Set4_bonefish	Bone Fish	maple-story/set-4/MapleStory-Set4-BoneFish.jpg	default	Monster	Set 4	Set4	playerNDeck	Thief	92	120	120	Undead Fish	Confused -- Bone Fish can't attack on the turn you play it. / OS: Dazed -- On your opponent's next turn, all of his or her monsters are Confused.	R	4031
Set4_boomer	Boomer	maple-story/set-4/MapleStory-Set4-Boomer.jpg	default	Monster	Set 4	Set4	playerNDeck	Thief	27	30	20	Bomb	Short Fuse -- Whenever a monster damages Boomer, flip a coin. If you win, destroy that monster and Boomer. / 80T Spawn 100 -- Play a monster of level 100 or less.	U	4032
Set4_chipmunk	Chipmunk	maple-story/set-4/MapleStory-Set4-Chipmunk.jpg	default	Monster	Set 4	Set4	playerNDeck	Thief	40	30	30	Pest	Loot -- If your opponent has 3 or more cards in hand, he or she chooses one and discards it. / OS: Loot -- If your opponent has 3 or more cards in hand, he or she chooses one and discards it.	C	4033
Set4_cody	Cody	maple-story/set-4/MapleStory-Set4-Cody.jpg	default	Monster	Set 4	Set4	playerNDeck	Thief	10	20	10	Human NPC	NPC Quest -- Play at least one item on your turn. Reward -- On your opponent's next turn, all of your monsters are Tough. / 20T Spawn 20 -- Play a monster of level 20 or less.	C	4034
Set4_darklord	Dark Lord	maple-story/set-4/MapleStory-Set4-DarkLord.jpg	default	Monster	Set 4	Set4	playerNDeck	Thief	80	70	130	NPC Boss	60T Stealthy Blow -- Choose one: Do 40 damage to a character or your opponent discards a card at random from his or her hand. / 90TTT Shadow Rip -- Destroy a monster or item.	R	4035
Set4_darklordsstrike	Dark Lord's Strike	maple-story/set-4/MapleStory-Set4-DarkLordsStrike.jpg	default	Tactic	Set 4	Set4	playerNDeck	Thief	50			Strategy	Destroy a non-Boss monster. Then do damage equal to its attack to its player. / OS: Dark Lord Team Up -- Draw a card. Then discard a card from your hand. If you're level 60 or more, you may play Dark Lord.	R	4036
Set4_deathteddy	Death Teddy	maple-story/set-4/MapleStory-Set4-DeathTeddy.jpg	default	Monster	Set 4	Set4	playerNDeck	Thief	85	80	80	Undead Toy Bear	Leader 20 -- Each of your other Toy, Bear, and Undead monsters gets +20 attack and +20 HP. Tough -- Character actions don't damage Death Teddy. / 50TTT Spawn 60 -- Play a monster of level 60 or less.	R	4037
Set4_diamonddagger	Diamond Dagger	maple-story/set-4/MapleStory-Set4-DiamondDagger.jpg	default	Item	Set 4	Set4	playerNDeck	Thief	50			Weapon	For each item you have, get +10 damage you do with one of your character actions each turn. / 70T Equip 100 -- Play an item of level 100 or less.	R	4038
Set4_eurekthealchemist	Eurek the Alchemist	maple-story/set-4/MapleStory-Set4-EurekTheAlchemist.jpg	default	Monster	Set 4	Set4	playerNDeck	Thief	40	30	30	Human NPC	NPC Quest -- You have an item when your turn ends. Reward -- Do 30 damage to a character or monster. / 40TTT Master Equip X -- Play an item of your level or less. If you have 4 or more items, do 30 damage to a character.	U	4039
Set4_michi	Michi	maple-story/set-4/MapleStory-Set4-Michi.jpg	default	Character	Set 4	Set4	playerNStarting	Thief			200	Assassin	10T Stab -- Do 10 damage to a character or monster. / 20 Quest -- Draw a card. / 40TT Mixed Luck -- Flip a coin. If you win, choose an action under your character. When you would do that action this turn, you may do it 3 times instead.	U	4040
Set4_mithrilwristband	Mithril Wristband	maple-story/set-4/MapleStory-Set4-MithrilWristband.jpg	default	Item	Set 4	Set4	playerNDeck	Thief	20			Jewelry	Whenever your opponent plays a tactic, get +30 HP. / 30T Stab -- Do 10 damage to a character or monster.	U	4041
Set4_moonbunny	Moon Bunny	maple-story/set-4/MapleStory-Set4-MoonBunny.jpg	default	Monster	Set 4	Set4	playerNDeck	Thief	45	50	20	Rabbit	60TT Sneak 50 -- Play a card of level 50 or less.	C	4042
Set4_powerelixir	Power Elixir	maple-story/set-4/MapleStory-Set4-PowerElixir.jpg	default	Item	Set 4	Set4	playerNDeck	Thief	90			Potion	When your turn ends, you may destroy Power Elixir. If you do, get +HP equal to your level and draw cards until you have 5 cards in hand. / OS: Drink Potion -- You get +HP equal to your level.	U	4043
Set4_tripletippedzamadar	Triple-Tipped Zamadar	maple-story/set-4/MapleStory-Set4-TripleTippedZamadar.jpg	default	Item	Set 4	Set4	playerNDeck	Thief	17			Weapon	One of your monsters gets +10 attack each turn. If you have another Weapon, that monster gets +20 attack instead. / 40T Spawn 40 -- Play a monster of level 40 or less.	C	4044
Set4_vogensforge	Vogen's Forge	maple-story/set-4/MapleStory-Set4-VogensForge.jpg	default	Tactic	Set 4	Set4	playerNDeck	Thief	35			Strategy	Choose one: Destroy an item, or play an item of your level or less from your discard pile. / OS: Spy -- Draw a card. Then discard a card from your hand.	C	4045
Set4_balrogsdance	Balrog's Dance	maple-story/set-4/MapleStory-Set4-BalrogsDance.jpg	default	Tactic	Set 4	Set4	playerNDeck	Warrior	35			Strategy	One of your monsters gets +30 attack this turn. Whenever it damages your opponent's character this turn, destroy one of that opponent's items. / OS: Dances with Balrogs Team Up -- Get +20 HP. If you're level 60 or more, you may play Dances with Balrogs.	R	4046
Set4_crystalboar	Crystal Boar	maple-story/set-4/MapleStory-Set4-CrystalBoar.jpg	default	Monster	Set 4	Set4	playerNDeck	Warrior	40	30	30	Ice Boar	Stupefy -- When you play Crystal Boar, your opponent can't play tactics next turn. / 30WW Spawn 40 -- Play a monster of level 40 or less.	C	4047
Set4_danceswithbalrog	Dances With Balrog	maple-story/set-4/MapleStory-Set4-DancesWithBalrog.jpg	default	Monster	Set 4	Set4	playerNDeck	Warrior	80	40	160	NPC Boss	90WWW MegaSpawn -- Search your deck for a non-Boss monster and play it. Then shuffle your deck.	R	4048
Set4_ericsson	Ericsson	maple-story/set-4/MapleStory-Set4-Ericsson.jpg	default	Monster	Set 4	Set4	playerNDeck	Warrior	35	30	30	Human NPC	NPC Quest -- Ericsson or another of your monsters is destroyed. Reward -- Do 30 damage to a monster or character. / 80W Spawn 100 -- Play a monster of level 100 or less.	U	4049
Set4_icegolem	Ice Golem	maple-story/set-4/MapleStory-Set4-IceGolem.jpg	default	Monster	Set 4	Set4	playerNDeck	Warrior	60	40	60	Ice Guardian	Shield 30 -- Ice Golem prevents 30 damage to your character instead of 10. / 20W Whack -- Do 10 damage to a monster.	U	4050
Set4_relaxer	Relaxer	maple-story/set-4/MapleStory-Set4-Relaxer.jpg	default	Item	Set 4	Set4	playerNDeck	Warrior	10			Chair	When your turn ends, if you didn't play any tactic or item cards this turn other than this card, get +20 HP. / 40WW Refresh -- You get +10 HP.	C	4051
Set4_rexton	Rexton	maple-story/set-4/MapleStory-Set4-Rexton.jpg	default	Monster	Set 4	Set4	playerNDeck	Warrior	95	80	80	Fire Beast	Fire Snort -- When you play Rexton, it gets +40 attack until the end of turn. / OS: Gusto -- For the next non-Boss monster you play this turn, get +HP equal to that monster's HP.	R	4052
Set4_shammos	Shammos	maple-story/set-4/MapleStory-Set4-Shammos.jpg	default	Monster	Set 4	Set4	playerNDeck	Warrior	50	40	40	Troll NPC	NPC Quest -- You have 4 or more monsters in your discard pile when your turn ends. Reward -- Return a monster card from your discard pile to your hand. / 50W Spawn 60 -- Play a monster of level 60 or less.	U	4053
Set4_shawnsdescent	Shawn's Descent	maple-story/set-4/MapleStory-Set4-ShawnsDescent.jpg	default	Tactic	Set 4	Set4	playerNDeck	Warrior	30			Strategy	Look at the top 5 cards of your deck. You may reveal a monster card from among them and put it into your hand. Put the others on the bottom of your deck in any order. / 70WW Think Fast / Equip 70 -- Play a tactic or item of level 70 or less.	C	4054
Set4_streetslime	Street Slime	maple-story/set-4/MapleStory-Set4-StreetSlime.jpg	default	Monster	Set 4	Set4	playerNDeck	Warrior	19	10	10	Goo	Burble -- Street Slime gets +10 attack and +10 HP for each of your other Goo in play or in your discard pile. / 50WW Stick Together -- Monsters that attack this turn each get +10 attack for each Goo you have when you attack.	U	4055
Set4_taurospear	Taurospear	maple-story/set-4/MapleStory-Set4-Taurospear.jpg	default	Monster	Set 4	Set4	playerNDeck	Warrior	75	70	50	Bull Human	Prevail -- When Taurospear is destroyed, return it to your hand. / OS: Expert Scout -- If you're level 70 or more, reveal the top 2 cards of your deck. If they're both monsters, draw them. Otherwise put them back in any order.	R	4056
Set4_theshining	The Shining	maple-story/set-4/MapleStory-Set4-TheShining.jpg	default	Item	Set 4	Set4	playerNDeck	Warrior	60			Weapon	Whenever one of your monsters is destroyed, do damage equal to its attack to a character. / OS: Shining Cleave -- Until your next turn starts, whenever one of your monsters is destroyed, do damage equal to its attack to a character.	R	4057
Set4_tucker	Tucker	maple-story/set-4/MapleStory-Set4-Tucker.jpg	default	Character	Set 4	Set4	playerNStarting	Warrior			240	Page	10 Quest -- Draw a card. / 20W Refresh -- You get +10 HP. / 30W NPC Spawn -- Play an NPC of your level or less. It gets +20 HP until your next turn starts.	U	4058
Set4_wildkargo	Wild Kargo	maple-story/set-4/MapleStory-Set4-WildKargo.jpg	default	Monster	Set 4	Set4	playerNDeck	Warrior	62	60	70	Beast	30WW Spawn / Equip 30 -- Play a monster or item of level 30 or less.	C	4059
