databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	scare	rarity	text
Premiere_oogies_turn_to_boogie	Oogie's turn to boogie	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-OogiesTurnToBoogie.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Uncommon	Search 3, Oogie, Sandy Claws OR If Oogie and Sandy Claws are in Oogie�s Lair in your Halloweentown, draw until you have 7 cards in your hand.
Premiere_organ_donor	Organ Donor	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-OrganDonor.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Uncommon	Each player, starting with the Pumpkin King and continuing clockwise around the table, may choose to discard Finklestein (or 3 other Characters) from his own Halloweentown, and then play 1 Creation from hand for free.
ChristmasTown_parasols	Parasols	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-Parasols.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	2	Rare	Place this Surprise on the table as part of your Halloweentown. Each of your opponents can only affect your Characters in play (or the cards in your hand) one time during each of his Player Turns. The card text on Parasols is inactive on Days 10 through 12.
ChristmasTown_pauly	Pauly the Elf	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-PaulyTheElf.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	0	Common	If Pauly is played to the Hangar, you may immediately Move 2 Cards.
ChristmasTown_penguin_rally	Penguin Rally	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-PenguinRally.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Rare	Search 6, Penguins OR If Weary Willy and Languid Larry are both in your Christmas Town, every player must immediately draw cards (or discard cards) until they have exactly 4 cards in their hands.
Premiere_public_transportation	Public Transportation	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-PublicTransportation.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Common	Each player targets a Character belonging to the player on his left and moves the Character to an adjacent Locale. Characters at the same Locale as the Mayor are not affected by this Surprise.
Premiere_pull_yourself_together	Pull Yourself Together	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-PullYourselfTogether.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Common	Search 6, Sally OR During an opponent�s turn, play this card to ignore a card that affects one of your Characters in play. You may play this card for free if your Sally is in play.
Premiere_pumpkin_patch	Pumpkin Patch	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-PumpkinPatch.jpg	default	Locale	Premiere	Premiere	playerNLocale	6	Rare	FUNCTION: Place 1 Character (who is at this Locale) face down beneath this Locale to Add 6p
Premiere_putrid_playmates	Putrid Playmates	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-PutridPlaymates.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Rare	Search 6, Corpse Kid, Mummy Boy OR If Corpse Kid and Mummy Boy are at the same Locale in your Halloweentown, Add
ChristmasTown_ravenous_fiend	Ravenous Fiend	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-RavenousFiend.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Rare	Search 6, Eager Anaconda OR Discard your Eager Anaconda from play, and then discard an opponent�s Creation from play.
Premiere_reaper	Reaper	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-Reaper.jpg	default	Character	Premiere	Premiere	playerNDeck	3	Rare	When the Reaper is played, every player must discard 1 Character from his own hand or from his own Halloweentown.
ChristmasTown_renowned_talents	Renowned Talents	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-RenownedTalents.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	Search 6, Jack OR If Jack is in your Halloweentown, move an opponent�s Character to an adjacent Locale. If your Jack has the Alias �Master of Fright,� Draw 2 Cards.
Premiere_road_kill	Road Kill	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-RoadKill.jpg	default	Creations	Premiere	Premiere	playerNDeck	3	Common	If the Decomposing Guy is in your Halloweentown when you play Road Kill, Draw 2 Cards.
ChristmasTown_ruptured_berry	Ruptured Berry	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-RupturedBerry.jpg	default	Creations	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	If your Jack is at his House when this Creation is played, you may Move 2 Cards. This Creation does not count when determining if you have �the most Creations.� �Making Christmas� cannot lower the Cost of this Creation.
Premiere_sackful_of_mischief	Sackful of Mischief	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-SackfulOfMischief.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Ultra-Rare	Allow the opponent to your right to cut your Main Deck. Afterwards, flip the top card of the deck face up. If the card is a Creation that is not yet in your Halloweentown, you may play it for free. Otherwise, discard it.
ChristmasTown_safety_in_numbers	Safety in Numbers	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SafetyInNumbers.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Common	Place this card on the table as part of your Halloweentown. During an opponent�s turn, if your Lock, Shock, or Barrel are about to be discarded from play, you may return him or her to your hand instead.
ChristmasTown_sally3	Sally - Restless Spirit	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SallyRestlessSpirit.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	2	Ultra-Rare	HEX: Once during your turn, you may move Sally to an adjacent Locale.
Premiere_sally1	Sally - Shy Creature	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-SallyShyCreature.jpg	default	Character	Premiere	Premiere	playerNDeck	2	Common	During your turn, if Sally is at the same Locale as Jack, you may discard her from play to draw 3 cards.
Premiere_sally2	Sally - Skilled Alchemist	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-SallySkilledAlchemist.jpg	default	Character	Premiere	Premiere	playerNDeck	2	Ultra-Rare	HEX: Once during your turn, if Sally is at her Room, you may discard 1 card from your hand to Draw 1 Card.
ChristmasTown_sallys_arm	Sally's Arm	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SallysArm.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	-1 Cost at Sally�s Room.  Sally�s Arm satisfies any card text that requires Sally to be in play at a particular Locale.
ChristmasTown_sallys_leg	Sally's Leg	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SallysLeg.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	-1 Cost at Sally�s Room.  Sally�s Leg satisfies any card text that requires Sally to be in play at a particular Locale.
Premiere_sallys_room	Sally's Room	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-SallysRoom.jpg	default	Locale	Premiere	Premiere	playerNLocale	2	Common	FUNCTION: Add 2p and Move 3 Cards
ChristmasTown_same_routine	Same Routine	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SameRoutine.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Promo Card	During the Start Phase, play this card to perform the Pumpkin King�s chosen activity one additional time (paying for it separately each time). You cannot play this card if you are the Pumpkin King.
Premiere_sandy_claws	Sandy Claws	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-SandyClaws.jpg	default	Character	Premiere	Premiere	playerNDeck	0	Uncommon	Must be played to the Tree Circle or Tree House. Can only move if Lock, Shock, and Barrel are in play.  Cannot be discarded from play.
Premiere_sandy_claws_outfit	Sandy Claws Outfit	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-SandyClawsOutfit.jpg	default	Creations	Premiere	Premiere	playerNDeck	6	Common	-3 Cost if Jack and Sally are at the same Locale in your Halloweentown.
ChristmasTown_santa_claus	Santa Claus	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SantaClaus.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	0	Common	HEX: Once during your turn, you may Search 6, Elves. Cannot be played if your Sandy Claws is in play (and vice versa).
ChristmasTown_santas_house	Santa's House	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SantasHouse.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	1	Uncommon	BONUS: While Santa is here, Santa�s Workshop and each of your Christmas Town Factories require 1 less Christmas Character to become Active.
ChristmasTown_santas_workshop	Santa's Workshop	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SantasWorkshop.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	5	Ultra-Rare	BONUS: At the start of the End Phase, if you have no cards left in your hand, Draw 4 Cards.
Premiere_sax_player	Sax Player	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-SaxPlayer.jpg	default	Character	Premiere	Premiere	playerNDeck	1	Common	When the Sax Player is played, if another Character at his Locale has the word �Player� in his name, Draw 1 Card.
Premiere_say_it_twice	Say It Twice	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-SayItTwice.jpg	default	Surprises	Premiere	Premiere	playerNDeck	2	Rare	Search 6, Big Witch, Little Witch OR If the Big Witch and Little Witch are at one of your active Locales, you may perform one of the Functions at that Locale as an extra Function this turn.
Premiere_scared_stiff	Scared Stiff	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ScaredStiff.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Rare	Search 3, Jack OR If your Jack in play has the Alias �Master of Fright,� discard an opponent�s Character with a Scare Number of 1.
Premiere_scary_bed	Scary Bed	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ScaryBed.jpg	default	Locale	Premiere	Premiere	playerNLocale	3	Ultra-Rare	FUNCTION: Place up to 2 cards from your hand face down beneath the Scary Bed, and then Add 2p for each card you just placed.
ChristmasTown_scary_staircase	Scary Staircase	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-ScaryStaircase.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	2	Uncommon	FUNCTION: Discard up to 2 cards from your hand, and then draw 3 cards for every card you just discarded.
Premiere_scary_teddy	Scary Teddy	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ScaryTeddy.jpg	default	Creations	Premiere	Premiere	playerNDeck	4	Uncommon	This Creation is -1 Cost for each of the following Characters in your Halloweentown: Corpse Dad, Devil, and Wolfman
Premiere_scorpion_surprise	Scorpion Surprise	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ScorpionSurprise.jpg	default	Creations	Premiere	Premiere	playerNDeck	4	Uncommon	This Creation is -1 Cost for each Character in your Halloweentown with the word �Hyde� in his name.
Premiere_search_lights	Search Lights	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-SearchLights.jpg	default	Surprises	Premiere	Premiere	playerNDeck	3	Uncommon	Search 6, 1 Card OR Place this card on the table as part of your Halloweentown. While this card is in play, you may play the card �Fire!� at -2 Cost.
ChristmasTown_series_of_experiments	Series of Experiments	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SeriesOfExperiments.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	Search 5, Jack, Finklestein OR If Jack and Finklestein are both in your Halloweentown, Search 6, Creations with a Scare Number of 1
ChristmasTown_sewing_hut	Sewing Hut	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SewingHut.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	3	Uncommon	FUNCTION: Add 1p for every Active Locale in your Halloweentown (not including this Locale).
Premiere_shadow_on_the_moon	Shadow on the Moon	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ShadowOnTheMoon.jpg	default	Surprises	Premiere	Premiere	playerNDeck	-1	Ultra-Rare	Cost = 2. Stack this Surprise on an opponent�s Character. You may play this card for free if your Oogie is in play.
Tournament_shock2	Shock - Bossy Trick-or-Treater	nightmare-before-christmas/tournament/NightmareBeforeChristmas-Tournament-ShockBossyTrickOrTreater.jpg	default	Character	Tournament	Tournament	playerNDeck	1	Fixed	HEX: Once during your turn, after Shock moves to a Locale, you may discard 1 card from your hand to Add 1p
Premiere_shock1	Shock - Little Hag	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ShockLittleHag.jpg	default	Character	Premiere	Premiere	playerNDeck	1	Common	Whenever Shock leaves the same Locale as Lock and/or Barrel, you may move them to her new Locale for free.
ChristmasTown_shock3	Shock - Mad Schemer	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-ShockMadSchemer.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	May travel between Holiday Towns. During your turn, you may discard 1 card from your hand to Search 3, Mission of Menace
ChristmasTown_siamese_shadow	Siamese Shadow	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SiameseShadow.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	2	Common	-1 Cost at the Graveyard.
ChristmasTown_skating_pond	Skating Pond	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SkatingPond.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	2	Common	BONUS: Whenever you perform a Function, you may discard 1 card from your hand to Move 2 different Characters once each.
Premiere_skeletal_reindeer	Skeletal Reindeer	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-SkeletalReindeer.jpg	default	Creations	Premiere	Premiere	playerNDeck	6	Uncommon	-2 Cost if Dr. Finkelstein is in your Laboratory. -1 Cost if Igor is in your Laboratory.  These effects are cumulative.
Tournament_snake_and_spider	Snake & Spider Stew	nightmare-before-christmas/tournament/NightmareBeforeChristmas-Tournament-SnakeSpiderStew.jpg	default	Creations	Tournament	Tournament	playerNDeck	6	Fixed	-5 Cost if Oogie and Sandy are in Oogie�s Lair in your Halloweentown.
ChristmasTown_snow_fort	Snow Fort	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SnowFort.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	4	Common	BONUS: While the Snow Fort is Active, whenever you play an Elf here, each opponent must discard 1 Elf of his choice from his own Christmas Town.
ChristmasTown_snowmobile	Snowmobile	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-Snowmobile.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Common	Search 6, Jack OR Move Jack (and up to 3 other Characters at his Locale) to any one other Locale in your Halloweentown.
ChristmasTown_someplace_new	Someplace New	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SomeplaceNew.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Rare	Move 2 Cards OR Examine the top two cards of your Locale Deck, and then place one (or both) of those Locales at the bottom of your Locale Deck.
Premiere_somethings_up_with_jack	Something's up with Jack	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-SomethingsUpWithJack.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Uncommon	All players must immediately choose half of the cards in their hands (round up) and discard them. If Jack is in any players� Halloweentown, those players also Draw 1 Card.
ChristmasTown_soprano_ghost	Soprano Ghost	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SopranoGhost.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	1	Common	When the Soprano Ghost is played, if another Character at her Locale has the word �Ghost� in his or her name, Search Discard Pile, 1 Character
Premiere_sound_of_rollin_dice	Sound of Rollin' Dice	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-SoundOfRollinDice.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Common	Choose a Character belonging to an opponent and discard the top card from that opponent�s deck. If the Scare Number on the discarded card is higher than the Character�s Scare Number, discard the Character as well.
ChristmasTown_sound_the_alarms	Sound the Alarms!	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SoundTheAlarms.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Common	Search 3, Mayor, Mummy Boy OR During an opponent�s turn, play this card to ignore a card that affects one of your Creations, Locales, or Surprises in play.
ChristmasTown_spider_flake	Spider Flake	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SpiderFlake.jpg	default	Creations	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	If your Jack is at his House when this Creation is played, Add 1p. This Creation does not count when determining if you have �the most Creations.� �Making Christmas� cannot lower the Cost of this Creation.
ChristmasTown_subordinate_claus	Subordinate Claus	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SubordinateClaus.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Common	Move an Elf from one of your Christmas Town Locales to an adjacent Christmas Town Locale, and then, if Santa Claus or Mrs. Claus are at the new Locale, Draw 2 Cards.
ChristmasTown_suzy	Suzy the Elf	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-SuzyTheElf.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	0	Common	When Suzy is played, Draw 2 Cards if your hand is empty.
Premiere_takeoff_ramp	Takeoff Ramp	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TakeoffRamp.jpg	default	Creations	Premiere	Premiere	playerNDeck	5	Common	If the Mayor is in your Town Square, this Creation is -1 Cost for every other Character at his Locale (not including the Mayor himself). Minimum Cost to play Takeoff Ramp = 1.
ChristmasTown_tenor_ghost	Tenor Ghost	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-TenorGhost.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	1	Common	When the Tenor Ghost is played, if another Character at his Locale has the word �Ghost� in his or her name, Search Discard Pile, 1 Creation
Premiere_thats_our_job	That's our Job	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ThatsOurJob.jpg	default	Surprises	Premiere	Premiere	playerNDeck	2	Uncommon	Search 5, The �Corpse� Family OR If Corpse Dad and Corpse Mom are at the same Locale in your Halloweentown, Search Discard Pile, 1 Card
ChristmasTown_the_bakery	The Bakery	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-TheBakery.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	1	Common	BONUS: Whenever you perform a Search, add 1 to the number of cards being searched.
ChristmasTown_the_bass	The Bass	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-TheBass.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	1	Rare	When you play The Bass, you may Search 6, The �Players� The Bass is not a �Player.�
Premiere_the_best_i_can	The best I can	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TheBestICan.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Uncommon	Search 6, Oogie OR Stack this card on your Oogie and, if Oogie is in his Lair, discard an opponent�s Character with a Scare Number of 1 or less.
ChristmasTown_the_courtyard	The Courtyard	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-TheCourtyard.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	6	Rare	FUNCTION: Draw 2 Cards and Add 3p
Premiere_the_crypt	The Crypt	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TheCrypt.jpg	default	Locale	Premiere	Premiere	playerNLocale	3	Uncommon	FUNCTION: Draw 4 Cards
ChristmasTown_the_dark_wood	The Dark Wood	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-TheDarkWood.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	3	Common	FUNCTION: Draw 3 Cards OR Add 3p OR Move 3 Cards
Premiere_the_fountain	The Fountain	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TheFountain.jpg	default	Locale	Premiere	Premiere	playerNLocale	4	Rare	FUNCTION: Search 3, 1 Character and Add 3p
Premiere_the_graveyard	The Graveyard	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TheGraveyard.jpg	default	Locale	Premiere	Premiere	playerNLocale	2	Uncommon	FUNCTION: Search Discard Pile, 1 Card
ChristmasTown_the_hangar	The Hangar	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-TheHangar.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	3	Common	BONUS: Whenever you play a Character to an empty Locale, Draw 1 Card.
Premiere_the_laboratory	The Laboratory	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TheLaboratory.jpg	default	Locale	Premiere	Premiere	playerNLocale	3	Uncommon	FUNCTION: Search 5, 1 Creation and Add 3p
Premiere_mayor1	The Mayor - Elected Official	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TheMayorElectedOfficial.jpg	default	Character	Premiere	Premiere	playerNDeck	2	Common	While the Mayor is in Town Square, you may spend 1 Movement to move any number of your adjacent Characters there.
ChristmasTown_mayor3	The Mayor - Excitable Politician	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-TheMayorExcitablePolitician.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	2	Common	During your turn, if the Mayor is at the Mayor-mobile, you may return him to your hand to Draw 2 Cards.
Premiere_mayor2	The Mayor - Lugubrious Leader	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TheMayorLugubriousLeader.jpg	default	Character	Premiere	Premiere	playerNDeck	2	Rare	Whenever a Character in your Halloweentown (other than the Mayor himself) is discarded, Draw 1 Card.
ChristmasTown_the_observatory	The Observatory	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-TheObservatory.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	2	Common	FUNCTION: Draw 3 Cards and Move 1 Card
ChristmasTown_the_rat	The Rat	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-TheRat.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	1	Rare	During an opponent�s turn, you may discard The Rat from play to ignore a card that affects another Character at his Locale.
Premiere_the_tree_house	The Tree House	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TheTreeHouse.jpg	default	Locale	Premiere	Premiere	playerNLocale	3	Uncommon	FUNCTION: Draw 3 Cards and Add 1p
Premiere_the_well	The Well	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TheWell.jpg	default	Locale	Premiere	Premiere	playerNLocale	1	Common	FUNCTION: Move 6 Cards
Premiere_this_is_halloween	This is Halloween!	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ThisIsHalloween.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Rare	All Characters are -1 Cost. All Creations are +1 Cost. (Minimum Cost per Character = 1) Place this card in the center of the table .No other copies can be played while this is on the table. Discard during the End Phase.
Premiere_three_of_a_kind	Three of a Kind	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ThreeOfAKind.jpg	default	Surprises	Premiere	Premiere	playerNDeck	2	Common	Search 6, Lock, Shock, Barrel OR If Lock, Shock, and Barrel are at the same Locale in your Halloweentown, force one opponent with 4 or more cards in his hand to discard all but 3 cards of his choice.  Draw 1 Card for each card discarded by your opponent.
Premiere_throw_me_a_bone	Throw me a bone	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ThrowMeABone.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Common	Search 6, Igor OR If Finklestein and Igor are in your Halloweentown, Search Discard Pile, 1 Creation
ChristmasTown_timmy	Timmy the Elf	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-TimmyTheElf.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	0	Rare	If Timmy is played to the Toy Factory, you may immediately Search 6, 1 Creation.
ChristmasTown_town_center	Town Center	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-TownCenter.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	4	Uncommon	BONUS: Whenever you perform a Function, Draw 1 Card.
Premiere_town_hall	Town Hall	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TownHall.jpg	default	Locale	Premiere	Premiere	playerNLocale	3	Uncommon	FUNCTION: Draw 1 Card and Add 3p
Premiere_town_meeting	Town Meeting!	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TownMeeting.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Uncommon	Move 1 of your Characters to your Town Hall or Town Square. OR If the Mayor is at your Mayor-mobile, move any number of your Characters to either your Town Hall or Town Square.
Premiere_town_square	Town Square	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TownSquare.jpg	default	Locale	Premiere	Premiere	playerNLocale	4	Common	FUNCTION: Add 4p
ChristmasTown_toy_factory	Toy Factory	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-ToyFactory.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	6	Rare	BONUS: All of your Creations are -1 Cost. (Minimum Cost per Creation = 1)
Premiere_tree_circle	Tree Circle	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TreeCircle.jpg	default	Locale	Premiere	Premiere	playerNLocale	3	Uncommon	FUNCTION: Draw 2 Cards and Add 2p
ChristmasTown_trick_or_treat	Trick or Treat!	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-TrickOrTreat.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Rare	If Lock, Shock, and Barrel are in your Christmas Town, discard an opponent�s Christmas Town Gates. Regardless of whether or not you discarded Gates, you may then discard 1 Character in that opponent�s Christmas Town. Add 2p if the discarded Character is Santa.
Premiere_tub_of_terror	Tub of Terror	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TubOfTerror.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Rare	Search 4, Lock, Shock, Barrel OR If Lock, Shock, and Barrel are at the same Locale in your Halloweentown, move them to any one other Locale in your Halloweentown.
Premiere_twilight_sun	Twilight Sun	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-TwilightSun.jpg	default	Surprises	Premiere	Premiere	playerNDeck	2	Rare	Draw 2 Cards OR Return any player�s Vampire to its owner�s hand, and then Draw 3 Cards.
Premiere_undead_duck	Undead Duck	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-UndeadDuck.jpg	default	Creations	Premiere	Premiere	playerNDeck	4	Rare	When this Creation is played, Draw 1 Card for every Vampire in your Halloweentown.
Premiere_undersea_gal	Undersea Gal	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-UnderseaGal.jpg	default	Character	Premiere	Premiere	playerNDeck	2	Uncommon	During your turn, you may discard the Undersea Gal from play and then Search Discard Pile, 1 Card
ChristmasTown_uninvited_guest	Uninvited Guest	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-UninvitedGuest.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Rare	Play this card instead of performing a Function at one of your Active Locales. Discard a number of cards from your hand equal to the number of Active Locales controlled by one opponent, and then perform a Function at one of that opponent�s Active Locales.
Premiere_vampire_baron	Vampire Baron	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-VampireBaron.jpg	default	Character	Premiere	Premiere	playerNDeck	*	Uncommon	* Cost = 3, * Scare Number = Number of Vampires in your Halloweentown
Premiere_vampire_count	Vampire Count	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-VampireCount.jpg	default	Character	Premiere	Premiere	playerNDeck	*	Uncommon	* Cost = 3, * Scare Number = Number of Vampires in your Halloweentown
