databaseId	name	imageUrl	cardBack	type	set	class	race	skills	homeSite	mind	influence	gi	prowess	body	strikes	playable	mp	sp	magic	specific	corruption	region	sitePath	draw	opponentDraw	rarity	text	loadGroupId
LidlessEye_Ostisen	Ostisen	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Ostisen.jpg	default	Minion Character	LidlessEye		Man	Scout	Vale of Erech	2	0		3	9			0									F1	Unique.	playerNDeck
LidlessEye_PonOpar	Pon Opar	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-PonOpar.jpg	default	Minion Character	LidlessEye		Man	Warrior/Ranger/Sage	Southron Oasis	6	1		5	8			2									F1	Unique. +2 direct influence against any faction playable at Southron Oasis.	playerNDeck
LidlessEye_Radbug	Radbug	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Radbug.jpg	default	Minion Character	LidlessEye		Orc	Warrior/Ranger	Any site in Imlad Morgul	4	0		5	8			1									U	Unique. Uruk-hai. Discard on a body check result of 8.	playerNDeck
LidlessEye_RentheRingwraith	Ren the Ringwraith	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-RenTheRingwraith.jpg	default	Minion Character	LidlessEye		Ringwraith	Sage/Diplomat	Any site in Gorgoroth		4		8	10												F1	Unique. Manifestation of Ren the Unclean. Can use sorcery and shadow-magic. -2 direct influence in Heralded Lord mode. +2 prowess in Fell Rider mode. As your Ringwraith, if at a Darkhaven, he may tap during your organization phase to modify all corru	playerNDeck
LidlessEye_Shagrat	Shagrat	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Shagrat.jpg	default	Minion Character	LidlessEye		Orc	Warrior/Ranger	Cirith Ungol	6	0		6	9			2									F1	Unique. Uruk-hai. Leader. Discard on a body check result of 9. +4 direct influence against Orcs and Orc factions.	playerNDeck
LidlessEye_Shamas	Shamas	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Shamas.jpg	default	Minion Character	LidlessEye		Man	Warrior/Diplomat	Dunnish Clan-hold	3	1		2	8			1									R	Unique. +1 direct influence against Man factions. Additionally, +2 direct influence against the Dunlendings faction.	playerNDeck
LidlessEye_Snaga	Snaga	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Snaga.jpg	default	Minion Character	LidlessEye		Orc	Warrior	Any site in Imlad Morgul	4	0		5	9			1									R	Unique. Uruk-hai. Discard on a body check result of 9.	playerNDeck
LidlessEye_Tarcil	Tarcil	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Tarcil.jpg	default	Minion Character	LidlessEye		Dunadan	Warrior/Ranger/Diplomat	Minas Morgul	6	2		4	8			2									R	Unique.	playerNDeck
LidlessEye_TheMouth	The Mouth	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-TheMouth.jpg	default	Minion Character	LidlessEye		Man	Warrior/Diplomat	Barad-dur	9	4		6	8			3									R	Unique. Manifestation of Mouth of Sauron. +2 direct influence against any faction. Tap during your organization phase to move one resource or character from your discard pile to your play deck and reshuffle. Return The Mouth to your hand when Mouth o	playerNDeck
LidlessEye_TheWitchking	The Witch-king	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-TheWitchKing.jpg	default	Minion Character	LidlessEye		Ringwraith	Warrior/Sage/Diplomat	Any site in Imlad Morgul		3		9	12												F2	Unique. Manifestation of The Witch-king of Angmar. Can use spirit-magic and shadow-magic. +3 direct influence in Heralded Lord mode. +1 prowess in Fell Rider mode. As your Ringwraith, up to two Ringwraith followers in his company may be controlled wi	playerNDeck
LidlessEye_Threlin	Threlin	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Threlin.jpg	default	Minion Character	LidlessEye		Dwarf	Warrior/Diplomat	Minas Morgul	5	2		4	7			2									R	Unique. +2 direct influence against Dwarves and Dwarf factions. +1 prowess agaiest Orcs and Elves.	playerNDeck
LidlessEye_TrollLout	Troll Lout	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-TrollLout.jpg	default	Minion Character	LidlessEye		Troll	Warrior	Any Dark-hold	3	0		4	9			1									CB+CS1	Discard on a body check result of 8. -1 to all corruption checks.	playerNDeck
LidlessEye_Trollchief	Troll-chief	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-TrollChief.jpg	default	Minion Character	LidlessEye		Troll	Warrior	Any Dark-hold	6	0		6	9			2									U+F1	Olog-hai. Leader. Discard on a body check result of 9. +3 direct influence against Trolls, Orcs, Troll factions, and Orc factions.	playerNDeck
LidlessEye_TrosHesnef	Tros Hesnef	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-TrosHesnef.jpg	default	Minion Character	LidlessEye		Man	Warrior	Easterling Camp	2	0		5	7			0									U	Unique. +1 direct influence against any faction playable at Easterling Camp. -1 to all corruption checks.	playerNDeck
LidlessEye_Uchel	Uchel	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Uchel.jpg	default	Minion Character	LidlessEye		Man	Ranger	Cameth Brin	1	0		2	7			0									U	Unique. +4 direct influence against the Hillmen faction.	playerNDeck
LidlessEye_Ufthak	Ufthak	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Ufthak.jpg	default	Minion Character	LidlessEye		Orc	Warrior/Scout/Ranger	Any site in Imlad Morgul	4	0		4	8			1									R	Unique. Uruk-hai. Discard on a body check result of 8.	playerNDeck
LidlessEye_UlkaurtheTongueless	Ulkaur the Tongueless	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-UlkaurTheTongueless.jpg	default	Minion Character	LidlessEye		Troll	Warrior	Barad-dur	5	0		6	9			2									R	Unique. Olog-hai. Leader. Discard on a body check result of 9. +2 direct influence against Trolls, Orcs, Troll factions, and Orc factions. -1 to all corruption checks.	playerNDeck
LidlessEye_UvathatheRingwraith	Uvatha the Ringwraith	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-UvathaTheRingwraith.jpg	default	Minion Character	LidlessEye		Ringwraith	Warrior/Scout/Ranger	Any site in Khand		5		9	9												F1	Unique. Manifestation of Uvatha the Horseman. Can use spirit-magic. -3 direct influence in Heralded Lord mode. -1 prowess in Fell Rider mode. He may join another Ringwraith's company during your organization phase and requires no influence to control	playerNDeck
LidlessEye_ALittleGoldRing	A Little Gold Ring	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-ALittleGoldRing.jpg	default	Minion Resource	LidlessEye	Gold Ring Item											2				4					CB+CS1	May only be played at Bag End or a Ruins & Lairs [{R}] where gold rings are playable. Bearer must make a corruption check at the end of each of his untap phases. Discard this ring when tested. If tested, obtain a random value to determine which ring	playerNDeck
LidlessEye_AMaladyWithoutHealing	A Malady Without Healing	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-AMaladyWithoutHealing.jpg	default	Minion Resource	LidlessEye	Short-event													Shadow-magic							R	Magic. Shadow-magic. Playable during the site phase on a non-Ringwraith, non-Wizard character at the same site as a shadow-magic-using character. Target character must make a corruption check modified by -1 followed by a body check (modified by +1 if	playerNDeck
LidlessEye_ANicePlacetoHide	A Nice Place to Hide	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-ANicePlaceToHide.jpg	default	Minion Resource	LidlessEye	Short-event																				CB+CS1	Scout only. Tap scout to cancel an attack against the his company.	playerNDeck
LidlessEye_AdunaphelUnleashed	Adunaphel Unleashed	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-AdunaphelUnleashed.jpg	default	Minion Resource	LidlessEye	Short-event																				R	Playable on any attack against Adunaphel the Ringwraith (as your Ringwraith) if she is the only character in her company. The number of strikes of the attack is reduced to one and the attack's body is modified by -2. Alternatively, playable on any at	playerNDeck
LidlessEye_AgburanarRoused	Agburanar Roused	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-AgburanarRoused.jpg	default	Minion Resource	LidlessEye	Dragon Faction											4									R	Unique. Manifestation of Agburanar. Playable at Caves of Ulund if the influence check is greater than 12. Modifications: influencer discards a major item (+3) or a greater item (+6). All attacks by manifestations of Agburanar against any of your comp	playerNDeck
LidlessEye_AkhorahilUnleashed	Akhorahil Unleashed	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-AkhorahilUnleashed.jpg	default	Minion Resource	LidlessEye	Short-event																				R	Playable on Akhorahil the Ringwraith (as your Ringwraith). You may take a magic card from your play deck or discard pile to your hand (reshuffle play deck if searched).	playerNDeck
LidlessEye_AllThoughtBentuponIt	All Thought Bent upon It	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-AllThoughtBentUponIt.jpg	default	Minion Resource	LidlessEye	Short-event																				U	Sage only. Playable during the site phase on an untapped sage at a site where Information is playable. Tap the sage and the site. Search your play deck and choose a item you must reveal to your opponent. Place the item in your hand and reshuffle your	playerNDeck
LidlessEye_AnUntimelyWhisper	An Untimely Whisper	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-AnUntimelyWhisper.jpg	default	Minion Resource	LidlessEye	Short-event																				U	Opponent reveals to you 5 random cards at once from his hand.	playerNDeck
LidlessEye_AwaitingtheCall	Awaiting the Call	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-AwaitingTheCall.jpg	default	Minion Resource	LidlessEye	Permanent-event																				U	Playable during the organization phase on a character with a mind of 6 or less at a non-Darkhaven. For the purposes of controlling this character, his mind is halved (round down). Discard this card when the character moves. Cannot be duplicated on a	playerNDeck
LidlessEye_BacktotheFray	Back to the Fray	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BackToTheFray.jpg	default	Minion Resource	LidlessEye	Short-event																				U	Each player may remove any number of characters from his discard pile and shuffle them into his play deck.	playerNDeck
LidlessEye_BadetoRule	Bade to Rule	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BadeToRule.jpg	default	Minion Resource	LidlessEye	Permanent-event																				CB+CS1	Playable at a Darkhaven during the organization phase on your Ringwraith. -2 to his direct influence. +5 general influence. You may discard this card during any of your organization phases. Discard this card if your Ringwraith moves. Alternatively, p	playerNDeck
LidlessEye_Balchoth	Balchoth	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Balchoth.jpg	default	Minion Resource	LidlessEye	Man Faction											2									R	Unique. Playable at Raider-hold if the influence check is greater than 8. Standard Modifications: Easterlings (+2), Men of Dorwinion (-2).	playerNDeck
LidlessEye_Beornings2	Beornings *	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Beornings.jpg	default	Minion Resource	LidlessEye	Man Faction											3									R	Unique. Manifestation of hero Beornings. Playable at Beorn's House if the influence check is greater than 9.	playerNDeck
LidlessEye_Bindingring	Binding-ring	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BindingRing.jpg	default	Minion Resource	LidlessEye	Minor Item															2					R	Mind Ring. -1 to mind to a minimum of 1, +1 to prowess. Cannot be duplicated on a given character.	playerNDeck
LidlessEye_BitterCold	Bitter Cold	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BitterCold.jpg	default	Minion Resource	LidlessEye	Short-event													Sorcery							R	Magic. Sorcery. Playable on a sorcery-using character. All attacks against the character's company suffer a -1 modification to prowess and body this turn. Unless he is a Ringwraith, character makes a corruption check modified by -4.	playerNDeck
LidlessEye_BlackMace	Black Mace	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BlackMace.jpg	default	Minion Resource	LidlessEye	Greater Item											2				3					U	Weapon. Warrior only: +3 prowess to a maximum of 10 (+4 to a maximum of 10 against Elves).	playerNDeck
LidlessEye_BlackRain	Black Rain	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BlackRain.jpg	default	Minion Resource	LidlessEye	Short-event																				R	"Sage only. Playable on an untapped sage during the site phase at a Ruins & Lairs [{R}] in a Wilderness [{w}]. Opponent must reveal to you a non-Ringwraith, non-Wizard character from his hand if available; otherwise, he must reveal his entire hand. If"	playerNDeck
LidlessEye_BlackRider	Black Rider	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BlackRider.jpg	default	Minion Resource	LidlessEye	Permanent-event																				CB+CS1	Black Rider mode. Playable at a Darkhaven during the organization phase on your Ringwraith's own company. The company may move to a non-Darkhaven site. Discard this card and any other Ringwraith followers in the company during any of your following o	playerNDeck
LidlessEye_BlackTrolls	Black Trolls	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BlackTrolls.jpg	default	Minion Resource	LidlessEye	Troll Faction											1									U	Unique. Playable at Cirith Gorgor or Barad-dur if the influence check is greater than 10. Once in play, the number required to influence this faction is 0. If this influence attempt is made by an Orc or Troll leader, you may place this faction under	playerNDeck
LidlessEye_BlackhideShield	Black-hide Shield	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BlackHideShield.jpg	default	Minion Resource	LidlessEye	Minor Item															1					CB+CS1	Shield. +1 to body to a maximum of 9.	playerNDeck
LidlessEye_BlackmailCoat	Black-mail Coat	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BlackMailCoat.jpg	default	Minion Resource	LidlessEye	Major Item											1				1					CB+CS1	Armor. Warrior only: +2 to body to a maximum of 9.	playerNDeck
LidlessEye_Blackbole	Blackbole	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Blackbole.jpg	default	Minion Resource	LidlessEye	Ally				3			5	9			2									R	Unique. Playable at any site in Western Mirkwood, Heart of Mirkwood, or Southern Mirkwood (except Dol Guldur). May not face any strike at a site or from an automatic-attack. {cyan} UEP: Unique. Playable at any non-haven site in Western Mirkwood, Hear	playerNDeck
LidlessEye_BlazonoftheEye	Blazon of the Eye	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BlazonOfTheEye.jpg	default	Minion Resource	LidlessEye	Minor Item															1					CB+CS1	+2 to direct influence against factions. Cannot be duplicated on a given character.	playerNDeck
LidlessEye_BlowTurned	Blow Turned	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BlowTurned.jpg	default	Minion Resource	LidlessEye	Short-event																				CB+CS1	Warrior only. Warrior does not tap against one strike. If wounded by the strike, his body check is modified by -1.	playerNDeck
LidlessEye_BoldThrust	Bold Thrust	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BoldThrust.jpg	default	Minion Resource	LidlessEye	Short-event																				CB+CS1	Warrior only. Warrior receives +3 to prowess and -1 to body against one strike.	playerNDeck
LidlessEye_BrightGoldRing	Bright Gold Ring	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BrightGoldRing.jpg	default	Minion Resource	LidlessEye	Gold Ring Item											2				4					U	May only be played at a Free-hold [{F}] where gold rings are playable. Bearer must make a corruption check at the end of each of his untap phases. Discard Bright Gold Ring when tested. If tested, obtain a random value to determine which ring card may	playerNDeck
LidlessEye_BroadheadedSpear	Broad-headed Spear	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BroadHeadedSpear.jpg	default	Minion Resource	LidlessEye	Major Item											1				1					CB+CS1	Weapon. Warrior only: +2 to prowess to a maximum of 8.	playerNDeck
LidlessEye_BurningRickCotandTree	Burning Rick, Cot, and Tree	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-BurningRickCotAndTree.jpg	default	Minion Resource	LidlessEye	Permanent-event											2									U	Playable at an already tapped Border-hold [{B}] during the site phase. The company faces two attacks (Men - 4 strikes with 7 prowess, 1 strike with 9 prowess). If no characters are untapped after the attack, discard this card. Otherwise, you may tap	playerNDeck
LidlessEye_BytheRingwraithsWord	By the Ringwraith's Word	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-ByTheRingwraithsWord.jpg	default	Minion Resource	LidlessEye	Permanent-event																				CB	Playable during the organization phase on one of your other characters at the same Darkhaven as your Ringwraith. The character: becomes a leader (if not already),  receives +4 direct influence against characters in his company, and cannot be discarde	playerNDeck
LidlessEye_CatchanElusiveScent	Catch an Elusive Scent	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-CatchAnElusiveScent.jpg	default	Minion Resource	LidlessEye	Short-event																				U	Scout only. Playable during the site phase on an untapped scout. Tap the scout. Another character in his company may play any minor, major, or gold ring item normally playable at the site. This does not tap the site, and Catch an Elusive Scent can be	playerNDeck
LidlessEye_ComeByNightUponThem	Come By Night Upon Them	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-ComeByNightUponThem.jpg	default	Minion Resource	LidlessEye	Short-event																				R	Playable on a Border-hold [{B}]. -1 to the prowess of all automatic-attacks at the site (-2 if Doors of Night is in play). The first item played at the site does not tap the site.	playerNDeck
LidlessEye_CrackintheWall	Crack in the Wall	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-CrackInTheWall.jpg	default	Minion Resource	LidlessEye	Short-event																				U	Sage only. Playable during the organization phase on an untapped sage in a moving company. Tap the sage. Unless the site is in a Free-domain [{f}], no hazard creatures may be played at the company's new site.	playerNDeck
LidlessEye_CrookedPromptings	Crooked Promptings	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-CrookedPromptings.jpg	default	Minion Resource	LidlessEye	Short-event																				CB	Diplomat only. +3 to any one influence check by a character in a diplomat's company or +2 to a corruption check by a character in his company.	playerNDeck
LidlessEye_DeeperShadow	Deeper Shadow	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-DeeperShadow.jpg	default	Minion Resource	LidlessEye	Short-event													Shadow-magic							U	Magic. Shadow-magic. Playable during the movement/hazard phase on a moving shadow-magic-using character. In character's site path, change a Ruins & Lairs [{R}] to a Shadow-hold [{S}] or one Wilderness [{w}] to a Shadow-land [{s}]. Alternatively, decr	playerNDeck
LidlessEye_Diversion	Diversion	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Diversion.jpg	default	Minion Resource	LidlessEye	Short-event																				CB	Playable on an unwounded character facing an attack. The attack is canceled and the character is wounded (no body check is required).	playerNDeck
LidlessEye_DownDowntoGoblintown	Down Down to Goblin-town	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-DownDownToGoblinTown.jpg	default	Minion Resource	LidlessEye	Short-event																				U	Playable during the organization phase on a moving company. If the company moves to a Ruins & Lairs [{R}], no hazard creatures may be played (by type or name) keyed to regions against his company.	playerNDeck
LidlessEye_Dunlendings2	Dunlendings *	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Dunlendings.jpg	default	Minion Resource	LidlessEye	Man Faction											4									R	Unique. Manifestation of hero Dunlendings. Playable at Dunnish Clan-hold if the influence check is greater than 9. Standard Modifications: Hillmen (+2).	playerNDeck
LidlessEye_DwarUnleashed	Dwar Unleashed	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-DwarUnleashed.jpg	default	Minion Resource	LidlessEye	Short-event																				R	Playable during the organization phase on Dwar the Ringwraith's company (if Dwar is your Ringwraith). His own company may use region movement this turn. {cyan} UEP: Dwar doesn't have to be in a mode to use this card.	playerNDeck
LidlessEye_DwarvenRingofBarinsTribe2	Dwarven Ring of Barin's Tribe *	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-DwarvenRingOfBarinsTribe.jpg	default	Minion Resource	LidlessEye	Special Item											4				3(5)					R	Unique. Dwarven Ring. Playable only with a Gold Ring and after a test indicates a Dwarven Ring. +2 (+7) direct influence. Values in parentheses apply to a Dwarf bearer. Tap a Dwarf bearer to search your play deck and/or discard pile for a major or go	playerNDeck
LidlessEye_DwarvenRingofBavorsTribe2	Dwarven Ring of Bavor's Tribe *	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-DwarvenRingOfBavorsTribe.jpg	default	Minion Resource	LidlessEye	Special Item											4				3(5)					R	Unique. Dwarven Ring. Playable only with a Gold Ring and after a test indicates a Dwarven Ring. +2 (+7) direct influence. Values in parentheses apply to a Dwarf bearer. Tap a Dwarf bearer to search your play deck and/or discard pile for a greater ite	playerNDeck
LidlessEye_DwarvenRingofDruinsTribe2	Dwarven Ring of Druin's Tribe *	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-DwarvenRingOfDruinsTribe.jpg	default	Minion Resource	LidlessEye	Special Item											4				3(5)					R	Unique. Dwarven Ring. Playable only with a Gold Ring and after a test indicates a Dwarven Ring. +2 (+7) direct influence. Values in parentheses apply to a Dwarf bearer. Tap a Dwarf bearer to search your play deck and/or discard pile for a greater ite	playerNDeck
LidlessEye_DwarvenRingofDurinsTribe2	Dwarven Ring of Durin's Tribe *	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-DwarvenRingOfDurinsTribe.jpg	default	Minion Resource	LidlessEye	Special Item											4				3(5)					R	Unique. Dwarven Ring. Playable only with a Gold Ring and after a test indicates a Dwarven Ring. +2 (+7) direct influence. Values in parentheses apply to a Dwarf bearer. Tap a Dwarf bearer to untap the site where he currently is. Bearer then makes a c	playerNDeck
LidlessEye_DwarvenRingofDwalinsTribe2	Dwarven Ring of Dwalin's Tribe *	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-DwarvenRingOfDwalinsTribe.jpg	default	Minion Resource	LidlessEye	Special Item											4				3(5)					R	Unique. Dwarven Ring. Playable only with a Gold Ring and after a test indicates a Dwarven Ring. +2 (+7) direct influence. Values in parentheses apply to a Dwarf bearer. Tap a Dwarf bearer to search your play deck and/or discard pile for a major or go	playerNDeck
LidlessEye_Easterlings2	Easterlings *	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Easterlings.jpg	default	Minion Resource	LidlessEye	Man Faction											2									F1	Unique. Manifestation of hero Easterlings. Playable at Easterling Camp if the influence check is greater than 8. Standard Modifications: Balchoth (+2), Wain-easterlings (+2), Men of Dorwinion (-2).	playerNDeck
LidlessEye_FellRider	Fell Rider	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-FellRider.jpg	default	Minion Resource	LidlessEye	Permanent-event																				CB+CS1	"Fell Rider mode. Playable at a Darkhaven during the organization phase on your Ringwraith's own company. +2 prowess, -3 direct influence to your Ringwraith. Discard all allies and Ringwraith followers in the company; none may join the company. Your R"	playerNDeck
LidlessEye_FocusPalantir	Focus Palantir	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-FocusPalantir.jpg	default	Minion Resource	LidlessEye	Permanent-event																				U	Sage only. Playable on a Palantir with a sage in the company. The bearer of the Palantir now has the ability to use the Palantir. Discard Focus Palantir if the Palantir's company moves.	playerNDeck
LidlessEye_ForcedMarch	Forced March	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-ForcedMarch.jpg	default	Minion Resource	LidlessEye	Short-event																				CB+CS1	Playable at the end of the movement/hazard phase on a company that moved to a Darkhaven. The company may move to an additional site this turn. Another site card may be played and another movement/hazard phase immediately follows for that company.	playerNDeck
LidlessEye_FoulTrophies	Foul Trophies	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-FoulTrophies.jpg	default	Minion Resource	LidlessEye	Permanent-event																				R	Playable on an untapped Orc or Troll character in a company that has just defeated an attack by Elves, Dwarves, Dunedain, or Men. Tap the character. Discard this card to modify another attack by Elves, Dwarves, Dunedain, or Men against the character'	playerNDeck
LidlessEye_FoulsmellingPaste	Foul-smelling Paste	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-FoulSmellingPaste.jpg	default	Minion Resource	LidlessEye	Minor Item															1					CB+CS1	The bearer can discard this item to heal a wounded character in his company and change the character's status from wounded to well and untapped.	playerNDeck
LidlessEye_FreezetheFlesh	Freeze the Flesh	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-FreezeTheFlesh.jpg	default	Minion Resource	LidlessEye	Permanent-event													Shadow-magic							R	Magic. Shadow-magic. Playable on a character that was eliminated by a body check this turn if a shadow-magic-using character is in his company. Return the character to the company and tap him. Target character has -2 mind to a minimum of 1, -1 prowes	playerNDeck
LidlessEye_GiftsasGivenofOld	Gifts as Given of Old	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-GiftsAsGivenOfOld.jpg	default	Minion Resource	LidlessEye	Short-event																				CB+CS1	Provides +3 to an influence attempt against a faction.	playerNDeck
LidlessEye_GleamingGoldRing	Gleaming Gold Ring	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-GleamingGoldRing.jpg	default	Minion Resource	LidlessEye	Gold Ring Item											2				4					CB+CS1	May only be played at a Border-hold [{B}] where gold rings are playable. Bearer must make a corruption check at the end of each of his untap phases. Discard this ring when tested. If tested, obtain a random value to determine which ring card may be i	playerNDeck
LidlessEye_GoblinsofGoblingate	Goblins of Goblin-gate	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-GoblinsOfGoblinGate.jpg	default	Minion Resource	LidlessEye	Orc Faction											2									F1	Unique. Playable at Goblin-gate if the influence check is greater than 8. Once in play, the number required to influence this faction is zero. Standard Modifications: Grey Mountain Goblins (+2).	playerNDeck
LidlessEye_GoldChainsintheWind	Gold Chains in the Wind	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-GoldChainsInTheWind.jpg	default	Minion Resource	LidlessEye	Short-event													Shadow-magic							R	Magic. Shadow-magic. Playable on a shadow-magic-using character facing an attack before strikes are assigned. An ally with a prowess of 5 is created which leaves the  game when the attack is finished. In all cases, the ally must face one of the attac	playerNDeck
LidlessEye_GoldRingthatSauronFancies	Gold Ring that Sauron Fancies	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-GoldRingThatSauronFancies.jpg	default	Minion Resource	LidlessEye	Gold Ring Item											2				4					CB+CS1	May only be played at Bag End or a Ruins & Lairs [{R}] where gold rings are playable. Bearer must make a corruption check at the end of each of his untap phases. Discard this ring when tested. If tested, obtain a random value to determine which ring	playerNDeck
LidlessEye_GreyMountainGoblins	Grey Mountain Goblins	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-GreyMountainGoblins.jpg	default	Minion Resource	LidlessEye	Orc Faction											3									F1	Unique. Playable at Gondmaeglom if the influence check is greater than 8. Once in play, the number required to influence this faction is zero. Standard Modifications: Orcs of Gundabad (+2), Goblins of Goblin-gate (+2).	playerNDeck
LidlessEye_Halftrolls	Half-trolls	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-HalfTrolls.jpg	default	Minion Resource	LidlessEye	Troll Faction											1									U	Unique. Playable at Cirith Ungol or Barad-dur if the influence check is greater than 9. Once in play, the number required to influence this faction is 0. If this influence attempt is made by an Orc or Troll leader, you may place this faction under th	playerNDeck
LidlessEye_HeraldedLord	Heralded Lord	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-HeraldedLord.jpg	default	Minion Resource	LidlessEye	Permanent-event																				U	Heralded Lord mode. Playable on your Ringwraith's company at a Darkhaven during the organization phase. -2 prowess, +3 direct influence to entire company. His own company may move to a non-Darkhaven site. Discard this card and any other Ringwraith fo	playerNDeck
LidlessEye_HiddenWays	Hidden Ways	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-HiddenWays.jpg	default	Minion Resource	LidlessEye	Short-event																				CB+CS1	Ranger only. Playable during the organization phase on an untapped ranger whose company is moving. Tap the ranger. No hazard creatures may be keyed by type to Wilderness [{w}] against the ranger's company this turn.	playerNDeck
LidlessEye_HideinDarkPlaces	Hide in Dark Places	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-HideInDarkPlaces.jpg	default	Minion Resource	LidlessEye	Short-event																				U	Scout only. Playable during the organization phase on a scout whose company is not moving. All hazard creature attacks against the scout's company this turn are canceled.	playerNDeck
