databaseId	name	imageUrl	cardBack	type	subtype	side	uniqueness	packName	rarity	destiny	deploy	power	ability	armor	maneuver	hyperspeed	landspeed	forfeit	politics	icons	cardTypes	lore	text
210_22	Paploo	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-Paploo.gif	Light	CHARACTER		LIGHT	UNIQUE	Virtual Set 10	V	3	2	2	2				1	2	0	ENDOR, VIRTUAL_SET_10, ALIEN	ALIEN	Ewok scout. Son of Warok. Brave, adventurous thief. Stole an Imperial speeder bike to create a diversion. 'Not bad for a little furball.'	While on Endor, Perimeter Patrol is suspended. Once per game, if in battle with a speeder bike (or two scouts), may relocate Paploo and one opponent's character of ability < 4 present with him (unless either are 'hit') to an adjacent site.
210_23	Plo Koon	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-PloKoon.gif	Light	CHARACTER		LIGHT	UNIQUE	Virtual Set 10	V	2	5	5	7				1	5	0	CORUSCANT, VIRTUAL_SET_10, JEDI_MASTER, PILOT, WARRIOR, EPISODE_I	JEDI_MASTER	Kel Dor Jedi Council member descended from a long line of Jedi. Known for exceptional sensory skills, Plo Koon's control of the Force is unmatched by most.	Deploys -2 to same location as Ahsoka (or vice versa). Once per turn, may lose top card of Force Pile to make your character (or piloted [Episode I] starfighter) here forfeit +2 and immune to attrition for remainder of turn.
210_24	Quite A Mercenary	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-QuiteAMercenary.png	Light	INTERRUPT	USED_OR_LOST	LIGHT	UNRESTRICTED	Virtual Set 10	V	5										A_NEW_HOPE, VIRTUAL_SET_10, INTERRUPT	INTERRUPT	Smugglers and other rogues frequent spaceports along trade routes. 'Your friend is quite a mercenary. I wonder if he really cares about anything, or anybody.'	USED: Cancel Elis Helrot or Stunning Leader. [Immune to Sense.] OR Cancel a smuggler's game text for remainder of turn. OR [upload] [Reflections II] Chewie or Mercenary Armor. LOST: During your move phase, 'break cover' of an Undercover spy.
210_25	The Hyperdrive Generator's Gone	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-TheHyperdriveGeneratorsGone.gif	multi_sided	OBJECTIVE		LIGHT		Virtual Set 10	V	0										CORUSCANT, VIRTUAL_SET_10, OBJECTIVE, EPISODE_I	OBJECTIVE		Deploy City Outskirts, Watto's Junkyard, and Credits Will Do Fine. For remainder of game, you may not deploy cards with ability except unique (•) aliens, Republic characters, [Republic] starships, and [Episode I] Jedi. Your Destiny is suspended. You lose no Force from [Reflections II] objectives. While this side up, once per game, may take into hand from Reserve Deck an [Episode I] system. Unless present with Qui-Gon, Maul is immune to attrition. Flip this card if there are four or more cards beneath Credits Will Do Fine.
210_25	The Hyperdrive Generator's Gone (Back)	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-TheHyperdriveGeneratorsGoneBack.gif	multi_sided	OBJECTIVE		LIGHT		Virtual Set 10	V	0										CORUSCANT, VIRTUAL_SET_10, OBJECTIVE, EPISODE_I	OBJECTIVE		Deploy City Outskirts, Watto's Junkyard, and Credits Will Do Fine. For remainder of game, you may not deploy cards with ability except unique (•) aliens, Republic characters, [Republic] starships, and [Episode I] Jedi. Your Destiny is suspended. You lose no Force from [Reflections II] objectives. While this side up, once per game, may take into hand from Reserve Deck an [Episode I] system. Unless present with Qui-Gon, Maul is immune to attrition. Flip this card if there are four or more cards beneath Credits Will Do Fine.
210_25_BACK	We'll Need A New One	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-TheHyperdriveGeneratorsGoneBack.gif	Light	OBJECTIVE		LIGHT		Virtual Set 10	V	7										CORUSCANT, VIRTUAL_SET_10, OBJECTIVE, EPISODE_I	OBJECTIVE		While this side up, your unique (•) Republic characters are power +1 and forfeit +2. Aliens may not have their deploy cost modified to Tatooine locations. Whenever you complete a non-substituted battle destiny draw, may retrieve 1 Force (Force retrieved in this way may be taken into hand). Once during opponent's turn, if Queen's Royal Starship at a system, may activate up to 2 Force. During your control phase, opponent loses 1 Force for each battleground occupied by Amidala or Jar Jar.
210_26	V-4X-D Ski Speeder	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-V4XDSkiSpeeder.gif	Light	VEHICLE	COMBAT	LIGHT	UNRESTRICTED	Virtual Set 10	V	5	2	2			5		3	4		VEHICLE, EPISODE_VII	VEHICLE		May add 1 Pilot. May move as a 'react'. Matching vehicle for any resistance pilot. Pilot's power = 0, and if targeted by Force Lightning, Trample, or a weapon, may use this card's defense value instead.
210_28	Black 3	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-Black3.gif	Dark	STARSHIP	STARFIGHTER	DARK	UNIQUE	Virtual Set 10	V	3	1	1			3			3		VIRTUAL_SET_10, STARSHIP	STARSHIP	TIE/ln fighter of pilot DS-61-3. Stylized image of Corellian slice-hound painted on inner hatch.	May add 1 pilot. While with a Black Squadron TIE, Force drain +1 here. While DS-61-3 piloting, immune to attrition < 4 and during battle here, players draw destiny from the bottom of their Reserve Deck.
210_3	Anakin's Lightsaber	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-AnakinsLightsaber.gif	Light	WEAPON	CHARACTER	LIGHT	UNIQUE	Virtual Set 10	V	1										HOTH, VIRTUAL_SET_10, WEAPON, EPISODE_I, EPISODE_VII	WEAPON	Constructed by Anakin Skywalker. Kept by Obi-Wan Kenobi until given to Luke.	Deploy on Anakin, Luke, or Rey. May add 1 to Force drain where present. May target a character or creature for free. Draw two destiny. Target hit, and its forfeit = 0, if total destiny > defense value.
210_30	Commander Brandei	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-CommanderBrandei.gif	Dark	CHARACTER		DARK	UNIQUE	Virtual Set 10	V	2	2	1	3				1	3	0	DAGOBAH, VIRTUAL_SET_10, IMPERIAL, PILOT	IMPERIAL	Technical Services Officer of the Fleet Support Branch. Responsible for keeping Executor's 12 TIE squadrons serviced and combat ready. Just received transfer to Judicator.	Adds 2 to power of anything he pilots (3 if Judicator). Your total battle destiny here is +1 for each TIE subtype here or aboard same starship. During your turn, may /\ one launch bay or non-unique TIE.
210_31	The Dark Path	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-TheDarkPath.gif	Dark	EFFECT	NORMAL	DARK	UNRESTRICTED	Virtual Set 10	V	5										DAGOBAH, VIRTUAL_SET_10, EFFECT	EFFECT	'If once you start down the dark path, forever will it dominate your destiny. Consume you it will, as it did Obi-Wan's apprentice.'	Deploy on table. Add one [DS] icon at each site where you have a 'Hatred' card. Once per game, target two battleground sites you occupy; one at a time, stack top card of your Lost Pile face down (as a 'Hatred' card) at those locations. [Immune to Alter.]
210_33	I Never Ask That Question	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-INeverAskThatQuestion.gif	Dark	EFFECT	IMMEDIATE	DARK	UNIQUE	Virtual Set 10	V	5										VIRTUAL_SET_10, EFFECT, EPISODE_VII, GRABBER	EFFECT		If opponent just played an Interrupt, use 2 Force to deploy on table and stack that card here. If opponent just drew destiny (or played an Interrupt) with the same card title as card here, they lose 1 Force. Immune to Control.
210_34	Jabba's Space Cruiser	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-JabbasSpaceCruiser.png	Dark	STARSHIP	CAPITAL	DARK	UNIQUE	Virtual Set 10	V	2	4	5		5		4		6		SPECIAL_EDITION, VIRTUAL_SET_10, STARSHIP, NAV_COMPUTER, PILOT, INDEPENDENT, SCOMP_LINK	STARSHIP	Flying fortress of Jabba Desilijic Tiure. Reaches speeds of 800 kph in atmosphere. The crime lord installed hidden gunports as an unpleasant surprise for would-be pirates.	May add 1 alien pilot and 6 passengers. Permanent pilot provides ability of 2. When deployed, may [download] an alien leader aboard. Immune to attrition < 5.
210_35	Kylo Ren's TIE Silencer	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-KyloRensTIESilencer.gif	Dark	STARSHIP	STARFIGHTER	DARK	UNIQUE	Virtual Set 10	V	2	2	3			4	3		4		VIRTUAL_SET_10, FIRST_ORDER, STARSHIP, NAV_COMPUTER, EPISODE_VII	STARSHIP		May add 1 pilot. Kylo deploys -2 aboard. May reveal from hand to [upload] Kylo and deploy both simultaneously. While Kylo piloting, Kylo and this TIE are immune to It Can Wait, Rebel Barrier, and attrition < 5.
210_38	Marquand In Blizzard 6	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-MarquandInBlizzard6.gif	Dark	VEHICLE	COMBAT	DARK	UNIQUE	Virtual Set 10	V	1	6	6		7			1	6		VIRTUAL_SET_10, VEHICLE, PILOT, SCOMP_LINK	VEHICLE	Enclosed. Death Squadron.	May add 1 pilot. Permanent pilot is •Marquand, who provides ability of 2. Cards Blizzard 6 hits are power and forfeit -2 and may not apply ability towards drawing battle destiny. Immune to attrition < 4.
210_39	Mustafar	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-Mustafar.png	Dark	LOCATION	SYSTEM	DARK	UNIQUE	Virtual Set 10	V	0	0									VIRTUAL_SET_10, DARK_FORCE x2, LIGHT_FORCE, PLANET, EPISODE_I	LOCATION		Light: While Vader on table, unless Padme at a Mustafar location, Force drain -1 here. / Dark: While Anakin or Vader here, gains one [Dark Side] icon and one [Light Side] icon.
210_40	Nute Gunray	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-NuteGunray.gif	Dark	CHARACTER		DARK	UNIQUE	Virtual Set 10	V	3	3	3	4				1	6	0	CORUSCANT, REPUBLIC, WARRIOR, EPISODE_I	REPUBLIC	Commanding Viceroy of the Trade Federation forces assigned to the blockade of Naboo. Takes for his own actions. Neimoidian leader.	During battle, may cancel game text of a Republic character with ability < 4 present. If with your Republic character (or character with 'Trade Federation' in lore), may add one battle destiny. Immune to attrition < 3.
210_41	Oo-ta Goo-ta, Solo?	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-OoTaGooTaSolo.gif	Dark	INTERRUPT	USED_OR_LOST	DARK	UNRESTRICTED	Virtual Set 10	V	5										A_NEW_HOPE, INTERRUPT	INTERRUPT	Greedo cheskopokuta klees ruya Solo. Hoko yanee boopa gush Cantina. Cheeco wa Solo's anye nyuma Greedo vakee. Jabba kul steeka et en anpaw.	USED: Cancel Nabrun Leids. [Immune to Sense.] OR Use 1 Force to take a Rodian (or a non-unique alien of your Rep's species) into hand from Reserve Deck; reshuffle. LOST: During your move phase, "break cover" of an Undercover spy.
210_43	Death Star Reactor Terminal	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-DeathStarReactorTerminal.gif	Dark	EFFECT	NORMAL	DARK	UNRESTRICTED	Virtual Set 10	V	3										VIRTUAL_SET_10, EFFECT	EFFECT	The Death Star has many terminals coupled to the main reactor for power distribution throughout the immense space station.	Deploy on table. During your turn, may deploy a device (except Restraining Bolt or Tractor Beam) from Lost Pile or Reserve Deck (reshuffle) OR Peek at the top X cards of your Force Pile and take one into hand, where X = number of your devices on table. [Immune to Alter.]
210_45	Silence Is Golden	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-SilenceIsGolden.gif	Dark	EFFECT	NORMAL	DARK	UNRESTRICTED	Virtual Set 10	V	3										HOTH, VIRTUAL_SET_10, EFFECT	EFFECT	'Excuse me, sir, might I in--'	Deploy on table. Your droids are destiny +1. Once per turn, if you just drew a non-[Presence] droid for destiny, may take that droid into hand. Once per turn, may [download] Droid Workshop, Incinerator, or Wuher. Forced Servitude is canceled. Immune to Levitation. [Immune to Alter.]
210_46	The Grand Inquisitor	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-TheGrandInquisitor.gif	Dark	CHARACTER		DARK	UNIQUE	Virtual Set 10	V	1	5	5	5				1	7	0	VIRTUAL_SET_10, IMPERIAL, PILOT, WARRIOR	IMPERIAL	Leader.	Adds 2 to power of anything he pilots. If a Jedi or Padawan just lost from same site as any Inquisitor, opponent loses 1 Force. If a Jedi or Padawan just moved from here, Inquisitors present may follow that character (using landspeed). Immune to attrition < 4.
210_47	Insignificant Rebellion	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-InsignificantRebellion.gif	Dark	EFFECT	NORMAL	DARK	UNIQUE	Virtual Set 10	V	4										DEATH_STAR_II, VIRTUAL_SET_10, EFFECT	EFFECT	'Your fleet is lost. And your friends on the Endor moon will not survive. There is no escape, my young apprentice.'	If Ralltiir Operations on table, deploy on table. Once per battle, when you draw battle destiny, may exchange a card in hand with a card of same card type in Lost Pile. If your Lost Interrupt (except Ghhhk) just resolved, place it out of play. [Immune to Alter.]
210_5	Blue Squadron 1	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-BlueSquadron1.png	Light	STARSHIP	STARFIGHTER	LIGHT	UNIQUE	Virtual Set 10	V	2	3	3			5	5		5		VIRTUAL_SET_10, RESISTANCE, STARSHIP, NAV_COMPUTER, EPISODE_VII, SCOMP_LINK	STARSHIP		May add 1 pilot. Snap deploys free aboard. While Snap piloting, immune to attrition < 5 and, once per turn, may use 1 Force to cancel a Force drain at opponent's system within 1 parsec of Snap.
210_6	BoShek, Gritty Smuggler	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-BoShekGrittySmuggler.png	Light	CHARACTER		LIGHT	UNIQUE	Virtual Set 10	V	1	3	3	4				1	5	0	VIRTUAL_SET_10, ALIEN, PILOT	ALIEN	Rogue pilot. Outlaw starship tech. Has secret lab in Mos Eisley. He bragged about beating Han Solo's Kessel Run record. Left fringe life behind after meeting Obi-Wan Kenobi.	[Pilot] 3. If you have completed a Kessel Run, your total power here is +2. Once during battle, may use 1 Force to choose: Subtract 1 from an opponent's just drawn destiny or cancel an attempt to cancel and redraw a destiny. Immune to attrition < 3.
210_7	Ancient Watering Hole	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-AncientWateringHole.gif	Light	EFFECT	NORMAL	LIGHT	UNIQUE	Virtual Set 10	V	5										VIRTUAL_SET_10, EFFECT, EPISODE_VII	EFFECT		Deploy on table. Your Rep is immune to attrition. While you have alien characters of five different species on table, at locations where you have an alien: Your total battle destiny is +1, your aliens are forfeit +1 and, if location is a battleground, your Force drains are +1. [Immune to Alter.]
210_8	Clone Squad Leader	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-CloneSquadLeader.gif	Light	CHARACTER		LIGHT	RESTRICTED_3	Virtual Set 10	V	3	3	3	2	4			1	4	0	VIRTUAL_SET_10, REPUBLIC, WARRIOR, CLONE_ARMY, EPISODE_I	REPUBLIC	Clone trooper.	Your other clones present are each forfeit +1. Once during battle with your clone, may cancel and redraw your just drawn battle destiny. When moving with a 'squad' of up to three other clones, they all move simultaneously for 1 Force.
210_9	Clone Trooper	star-wars-ccg/virtual-set-10/StarWarsCcg-VirtualSet10-CloneTrooper.gif	Light	CHARACTER		LIGHT	UNRESTRICTED	Virtual Set 10	V	3	2	2	1	3			1	3	0	VIRTUAL_SET_10, REPUBLIC, WARRIOR, CLONE_ARMY, EPISODE_I	REPUBLIC		Deploys free to same site as your [Clone Army]: general, leader, or Padawan. Once during battle, if firing a blaster, may cancel and redraw your just drawn weapon destiny. While with your clone, draws one battle destiny if unable to otherwise.
211_1	Mitth'raw'nuruodo	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-Mitthrawnuruodo.gif	Dark	CHARACTER		DARK	UNIQUE	Virtual Set 11	V	2	3	3	3				1	6	0	REFLECTIONS_II, VIRTUAL_SET_11, ALIEN, IMPERIAL, PILOT, WARRIOR	IMPERIAL, ALIEN	Thrawn. Chiss commander. Leader.	[Pilot] 3. Once per turn, may target a related location; opponent loses 1 Force the next time they move to that location this turn. May lose 1 Force to cancel a just-drawn weapon destiny targeting a starship he is piloting. Thrawn's game text may not be canceled.
211_10	Quietly Observing	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-QuietlyObserving.gif	Dark	EFFECT	NORMAL	DARK	UNIQUE	Virtual Set 11	V	4										TATOOINE, VIRTUAL_SET_11, EFFECT, EPISODE_I	EFFECT	On her assignment to kill Sharad Hett, Aurra used her patience and cunning to help track down the Jedi Master.	Deploy on table. While alone, assassins are power +1. Once per game, may reveal up to two unique (•) aliens from hand and/or Reserve Deck (reshuffle); for remainder of game, those cards are assassins and, if your [Reflections II] objective on table, Black Sun agents. [Immune to Alter.]
211_11	Insidious Prisoner	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-InsidiousPrisoner.gif	Dark	EPIC_EVENT		DARK	UNIQUE	Virtual Set 11	V	0	0									VIRTUAL_SET_11, EPIC_EVENT, EPISODE_I	EPIC_EVENT		If A Stunning Move on table, deploy on 500 Republica. While at a site (even while on a captive), adds one [Dark Side] icon here. While on Coruscant, opponent loses no more than 1 Force from your Force drains here. Opponent's Force generation is -1 here. Once per turn, if a player controls this site, they may have this card (unless on Palpatine) follow their first character to move from here using landspeed (or docking bay transit) to a battleground site. If about to leave table, relocate to 500 Republica (if possible).
211_12	Always Two There Are	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-AlwaysTwoThereAre.gif	Dark	INTERRUPT	LOST	DARK	UNRESTRICTED	Virtual Set 11	V	2										VIRTUAL_SET_11, INTERRUPT, EPISODE_I	INTERRUPT	At last we will reveal ourselves to the Jedi.	If you just lost a Dark Jedi and have exactly one Dark Jedi on table, take a Dark Jedi into hand from Reserve Deck; reshuffle. OR Once per game, if you have exactly two Dark Jedi on table, choose: Opponent loses 2 Force OR make a just drawn destiny = 2.
211_13	He's All Yours, Bounty Hunter	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-HesAllYoursBountyHunter.gif	Dark	INTERRUPT	USED_OR_LOST	DARK	UNRESTRICTED	Virtual Set 11	V	4										CLOUD_CITY, VIRTUAL_SET_11, INTERRUPT	INTERRUPT	Once Skywalker had taken the bait, Han was of no use to the Empire.	USED: For remainder of turn, your bounty hunter draws one battle destiny if unable to otherwise and moves for free during your move phase. LOST: Cancel an attempt to use a weapon to target your bounty hunter escorting a captive.
211_14	Trade Federation Tactics	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-TradeFederationTactics.gif	Dark	INTERRUPT	USED_OR_LOST	DARK	UNIQUE	Virtual Set 11	V	6										THEED_PALACE, VIRTUAL_SET_11, INTERRUPT, EPISODE_I	INTERRUPT	Organizations as wealthy as the Trade Federation can afford large amounts of military hardware, all purchased under the guise of protecting their commercial interests.	USED: Cancel an attempt to use a weapon to target your capital starship. LOST: Re-target On Target to an opponent's capital starship armed with a weapon. OR [upload] Blockade Support Ship or Invisible Hand.
211_15	Twi'lek Advisor	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-TwilekAdvisor.gif	Dark	INTERRUPT	USED	DARK	UNIQUE	Virtual Set 11	V	5										JABBAS_PALACE, VIRTUAL_SET_11, INTERRUPT	INTERRUPT	'He's no Jedi.'	If Audience Chamber on table, deploy Passenger Deck or a pit from Reserve Deck; reshuffle. OR Deploy an alien leader or Twi'lek to Audience Chamber from Reserve Deck; reshuffle.
211_16	Vader's Anger	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-VadersAnger.png	Dark	INTERRUPT	USED	DARK	UNIQUE	Virtual Set 11	V	5										TATOOINE, VIRTUAL_SET_11, INTERRUPT	INTERRUPT	Anger and aggression fuel the dark side of the Force.	Vader follows (using landspeed for free) an opponent's character that just moved from same site. OR If Vader in battle alone, your total battle destiny is +1 for each character in battle. OR If Vader in battle, cancel Dodge, It's A Trap!, or Obi-Wan's Journal.
211_17	Coruscant: 500 Republica	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-Coruscant500Republica.gif	Dark	LOCATION	SITE	DARK	UNIQUE	Virtual Set 11	V	0	0									VIRTUAL_SET_11, DARK_FORCE x2, INTERIOR_SITE, LIGHT_FORCE, PLANET, EPISODE_I, SCOMP_LINK	LOCATION		Light: May not be separated from Private Platform. / Dark: Grievous moves from here for free.
211_18	Coruscant: Private Platform (Docking Bay)	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-CoruscantPrivatePlatformDockingBay.gif	Dark	LOCATION	SITE	DARK	UNIQUE	Virtual Set 11	V	0	0									VIRTUAL_SET_11, DARK_FORCE, EXTERIOR_SITE, LIGHT_FORCE, PLANET, EPISODE_I, SCOMP_LINK	LOCATION		Light: Your docking bay transit from here requires 2 Force (1 if Obi-Wan present). / Dark: Your docking bay transit from here requires 1 Force.
211_19	D'Qar	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-DQar.gif	Dark	LOCATION	SYSTEM	DARK	UNIQUE	Virtual Set 11	V	0	0									VIRTUAL_SET_11, DARK_FORCE x2, LIGHT_FORCE, PLANET, EPISODE_VII	LOCATION		Light: Unless your Resistance leader here, Force drain -1 here. / Dark: Once per turn, if you just moved a [First Order] starship to here, may activate 2 Force.
211_2	See You Around, Kid	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-SeeYouAroundKid.gif	Light	INTERRUPT	USED	LIGHT	UNIQUE	Virtual Set 11	V	5										VIRTUAL_SET_11, INTERRUPT, EPISODE_VII	INTERRUPT		Cancel a just-deployed First Order character's game text until end of turn. OR Destiny draws during battles at sites may not be canceled this turn. OR During any draw phase, place a card from hand under Used Pile to take any one card into hand from Force Pile; reshuffle.
211_20	Invisible Hand: Bridge	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-InvisibleHandBridge.gif	Dark	LOCATION	SITE	DARK	UNIQUE	Virtual Set 11	V	0	0									VIRTUAL_SET_11, DARK_FORCE x2, INTERIOR_SITE, MOBILE, STARSHIP_SITE, EPISODE_I, SCOMP_LINK	LOCATION		Light: Unless your [Clone Army] character here, Force drain -1 here. / Dark: Once per game, if you control, may take Invisible Hand into hand from Reserve Deck; reshuffle.
211_21	Invisible Hand: Docking Bay	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-InvisibleHandDockingBay.gif	Dark	LOCATION	SITE	DARK	UNIQUE	Virtual Set 11	V	0	0									VIRTUAL_SET_11, DARK_FORCE, EXTERIOR_SITE, INTERIOR_SITE, LIGHT_FORCE, MOBILE, STARSHIP_SITE, EPISODE_I, SCOMP_LINK	LOCATION		Light: Your docking bay transit from here requires 3 force (free if Palpatine present). / Dark: Your docking bay transit from here requires 1 Force (free if your [Presence] droid present).
211_22	Invisible Hand: Hallway 328	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-InvisibleHandHallway328.gif	Dark	LOCATION	SITE	DARK	UNIQUE	Virtual Set 11	V	0	0									VIRTUAL_SET_11, DARK_FORCE x2, INTERIOR_SITE, LIGHT_FORCE, MOBILE, STARSHIP_SITE, EPISODE_I, SCOMP_LINK	LOCATION		Light: You move to here using landspeed for free. / Dark: If you occupy, opponent must use +1 Force to move from here using landspeed.
211_23	Invisible Hand	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-InvisibleHand.gif	Dark	STARSHIP	CAPITAL	DARK	UNIQUE	Virtual Set 11	V	2	6	6		5		3		8		VIRTUAL_SET_11, STARSHIP, NAV_COMPUTER, PILOT, EPISODE_I, SCOMP_LINK, SEPARATIST, TRADE_FEDERATION	STARSHIP		May add 3 pilots, 5 passengers, and 4 [Trade Federation] starfighters. Permanent pilot provides ability of 3. Adds one battle destiny if Grievous on table. Immune to attrition < 5.
211_24	Vengeance	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-Vengeance.gif	Dark	STARSHIP	CAPITAL	DARK	UNIQUE	Virtual Set 11	V	2	7	8		6		3		8		SPECIAL_EDITION, VIRTUAL_SET_11, STARSHIP, NAV_COMPUTER, PILOT, SCOMP_LINK	STARSHIP	Part of Darth Vader's Death Squadron. Support vessel for the fleet's starfighters. Cargo areas converted into hangar space for additional TIE fighters.	May add 6 pilots, 8 passengers, 1 vehicle, and 6 TIEs. Permanent pilot provides ability of 2. Whenever you win a battle here, opponent loses 1 Force.
211_25	Dark Jedi Lightsaber	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-DarkJediLightsaber.gif	Dark	WEAPON	CHARACTER	DARK	UNRESTRICTED	Virtual Set 11	V	2										VIRTUAL_SET_11, WEAPON, EPISODE_I	WEAPON	Multifaceted jewels focus light into a deadly blade. Projects a meter-long beam of pure energy. A lightsaber is constructed personally by a Jedi as a part of training.	Deploy on Aurra Sing, Grievous, or your warrior of ability > 4. May add 1 to Force drain where present. May target a character or creature for free. Draw two destiny. Target hit, and may not be used to satisfy attrition, if total destiny > defense value.
211_26	A Stunning Move	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-AStunningMove.gif	multi_sided	OBJECTIVE		DARK		Virtual Set 11	V	0										THEED_PALACE, VIRTUAL_SET_11, OBJECTIVE, EPISODE_I	OBJECTIVE		Deploy 500 Republica (with Insidious Prisoner there) and Private Platform. For remainder of game, you may not deploy Sidious, First Order characters, or Imperials. Grievous is immunity to attrition +2. Once per turn, may \/ an Invisible Hand site or a non-unique [Separatist] droid.  Flip this card if Insidious Prisoner is at an Invisible Hand site.
211_26	A Stunning Move (Back)	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-AStunningMoveBack.gif	multi_sided	OBJECTIVE		DARK		Virtual Set 11	V	0										THEED_PALACE, VIRTUAL_SET_11, OBJECTIVE, EPISODE_I	OBJECTIVE		Deploy 500 Republica (with Insidious Prisoner there) and Private Platform. For remainder of game, you may not deploy Sidious, First Order characters, or Imperials. Grievous is immunity to attrition +2. Once per turn, may \/ an Invisible Hand site or a non-unique [Separatist] droid.  Flip this card if Insidious Prisoner is at an Invisible Hand site.
211_26_BACK	A Valuable Hostage	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-AStunningMoveBack.gif	Dark	OBJECTIVE		DARK		Virtual Set 11	V	7										THEED_PALACE, VIRTUAL_SET_11, OBJECTIVE, EPISODE_I	OBJECTIVE		While this side up, immunity to attrition of opponent's Jedi, starships, and vehicles is limited to < 5. During your control phase, if your [Separatist] character with Insidious Prisoner, opponent loses 1 Force. Once during your turn, may search your Force Pile and reveal any one card; reshuffle. Opponent may lose 2 Force to place that card on bottom of your Used Pile; otherwise, take it into hand. Flip this card if Insidious Prisoner is not at an Invisible Hand site.
211_27	Invisible Hand: Observatory Entrance	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-InvisibleHandObservatoryEntrance.gif	Dark	LOCATION	SITE	DARK	UNIQUE	Virtual Set 11	V	0	0									VIRTUAL_SET_11, DARK_FORCE x2, INTERIOR_SITE, LIGHT_FORCE, MOBILE, STARSHIP_SITE, EPISODE_I, SCOMP_LINK	LOCATION		Light: While your [Clone Army] character here, your characters are defense value +1 here. / Dark: While Insidious Prisoner here, your characters are +1 power here.
211_28	BB-8 In Black Squadron 1	star-wars-ccg/virtual-set-11/StarWarsCcg-VirtualSet11-BB8InBlackSquadron1.gif	Light	STARSHIP	STARFIGHTER	LIGHT	UNIQUE	Virtual Set 11	V	3.1415927	3	4			5	6		5		VIRTUAL_SET_11, RESISTANCE, STARSHIP, NAV_COMPUTER, EPISODE_VII, SCOMP_LINK	STARSHIP		May add 1 pilot. Permanent astromech aboard is •BB-8. If Poe piloting, may lose 1 Force to cancel a just drawn weapon destiny targeting this starship. Immune to attrition < 4.
