databaseId	name	imageUrl	cardBack	type	cardsubtype	cost	deckbuilderQuantity	defense	destiny	energy	faction	lore	numberInPack	packName	power	setUuid	supportcost	tactics	text
83b725f5-d621-4722-b01e-1f15d00b40e5	Spirit Theft	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-SpiritTheft.jpg	normal	INTERRUPT	INTERRUPT (Used)	2	4		2		Gongen	Attuned minds of Gongen warriors peer into one�s soul. Sometimes they can steal it.	1C103	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Gongen		Activate energy equal to target damaged unit�s defense.
83c3ed74-3ce7-4cc9-a569-8994340681f9	Blinding Scream	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-BlindingScream.jpg	normal	INTERRUPT	INTERRUPT (Lost)	0	4		4		Shi	�Ability HX45: Active disruption of cognitive processes.� � Expanded Awareness Journal	2U90	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Shi		You can�t play this interrupt unless you have a kizen at a location. Your opponent reveals his or her hand and chooses a destiny number on one of the revealed cards. Choose a revealed card with that destiny number and put it on top of his or her used pile.
83d77d2f-ed94-4847-b4c2-6e4c8f3bde63	Commerce Authority Fighter	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-CommerceAuthorityFighter.jpg	normal	SHIP	SHIP (Capacity 1) � iCom � Fighter	3	4	5	4		Earther	The Commerce Authority division of iCom ensures that Earther merchant ships are well- protected � and taxed accordingly.	1U12	Incursion	2	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Earther	1	Each interrupt your opponent plays during a battle here costs 1 more energy to play.
83f1c500-d896-4731-ac56-d0574dd65617	?Atlantis	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-Atlantis.jpg	normal	SHIP	SHIP (Capacity 3) � iCom � Capital	6	4	10	4		Earther	Horatio Hicks� battleship is as legendary as the continent for which it was named.	1R5	Incursion	6	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	3 Earther	2	Your total power is +2 in each battle at a related site.
8427eba4-3844-407a-8ebf-859f32b5c8eb	Harried and Harassed	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-HarriedAndHarassed.jpg	normal	INTERRUPT	INTERRUPT (Lost)	0	4		5		Maverick	General Hynek once referred to a Maverick attack as �being pecked to death by pigeons.�	1R130	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Maverick		"Until end of turn, as an additional cost for your opponent to play a unit, he or she pays 1 energy."
84eeb046-17be-47fc-939d-7f6f91803066	?Hannya	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-Hannya.jpg	multi_sided	NOBOT	NOBOT� Deigan � Inverter � Bot � Unit	5	4	10/5	4		Gongen	Serpent demon Hannya and noble lady Deigan are two sides of the same personality in No theatre.	2R37	Nowhere to Hide	4/10	f503fc45-3379-4d7d-907c-106b7fcf7e08	3 Gongen	3/2	"Lose 3 energy ? Invert this NoBot/ When you invert this NoBot in a site battle here, you cause attrition + [D] here."
84eeb046-17be-47fc-939d-7f6f91803066	?Hannya	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-TorridKatal-2.jpg	multi_sided	NOBOT	NOBOT� Deigan � Inverter � Bot � Unit	5	4	10/5	4		Gongen	Serpent demon Hannya and noble lady Deigan are two sides of the same personality in No theatre.	2R37	Nowhere to Hide	4/10	f503fc45-3379-4d7d-907c-106b7fcf7e08	3 Gongen	3/2	"Lose 3 energy ? Invert this NoBot/ When you invert this NoBot in a site battle here, you cause attrition + [D] here."
84eeb046-17be-47fc-939d-7f6f91803066	?Hannya	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-Hannya-2.jpg	multi_sided	NOBOT	NOBOT� Deigan � Inverter � Bot � Unit	5	4	10/5	4		Gongen	Serpent demon Hannya and noble lady Deigan are two sides of the same personality in No theatre.	2R37	Nowhere to Hide	4/10	f503fc45-3379-4d7d-907c-106b7fcf7e08	3 Gongen	3/2	"Lose 3 energy ? Invert this NoBot/ When you invert this NoBot in a site battle here, you cause attrition + [D] here."
860a333f-db6f-4864-b259-8298ab1a6d10	Independent Transport	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-IndependentTransport.jpg	normal	SHIP	SHIP (Capacity 3) � Capital	3	4	4	3		Independent	"The priorities of the Mavericks are simple: function over form. Unless, of course, you�re talking about personal appearance."	1C282	Incursion	2	d49b7fa3-163b-4e9c-9e32-69f47d4363d4		1	Pay 2 energy ? Your side of this ship's location gains a [Maverick] support icon until end of turn.
861eeb6f-cc51-4982-ac29-04642c065caa	?Jack Wilgress	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-JackWilgress.jpg	normal	CHARACTER	CHARACTER � Kizen � Knaves � Unit	7	4	7	5		Maverick	"Only once was Wilgress caught without his weapon. As he waited for his wounds to heal, he swore there wouldn�t be a next time."	1R133	Incursion	7	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	3 Maverick	7	"� Lose a card at random from your hand ? This character is immune to attrition until end of turn. Each time a power step ends here, if your total power is 21, destroy each of your opponent�s units here."
869c3ff3-f570-45d7-999a-15ba7ee856a8	Breaching	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-Breaching.jpg	normal	INTERRUPT	INTERRUPT (Used)	0	4		5		Quay	Each item of captured Shi hardware is carefully analyzed by the Qurim.	2U118	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Quay		Destroy target unit that doesn�t have piloting at a sector location.
86a9c2be-e825-48f6-b062-83869a04d799	?Traginium Hoard	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-TraginiumHoard.jpg	normal	ASSET	ASSET � Stockpile	1	4		4		Quay	�It matters not to me what it is for. It only matters that the Shi desire it.� � Sitka	2U141	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Quay		"� Pay 1 energy ? If you control three or more battlegrounds and there are fewer than two cards stacked here, your opponent loses 1 energy and stacks that card face down on this asset. You may use this ability only during your control phase."
87317025-7eed-4a10-a099-51b56f06ffb0	Sword Wall	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-SwordWall-2.jpg	normal	INTERRUPT	INTERRUPT (Lost)	1	4		4		Gongen	"Unlike firearms, Ikazuchi swords provide defense as well as attack."	2RF8	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Gongen		"For each asset in play, that asset�s owner must choose to either lose 2 energy or dismiss that asset."
87806c91-c82a-41e8-8a83-3c5d1edaa5c1	Modded Type IV	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-ModdedTypeIV.jpg	normal	SHIP	SHIP (Capacity 1) � Knaves � Fighter	4	4	5	4		Maverick	"The last thing an Earther pilot wants to see is a Mav hotshot flying the same hardware. Or worse, one with some Outer Rim �improvements.�"	1C139	Incursion	3	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Maverick	1	"Each time you would reveal a card for battle destiny during a battle here, you may reveal the bottom card of your reserve and use its destiny instead. If you do, put that card on top of your used pile."
87bf0967-a816-45f3-83a9-541959fd53a7	Reaper Craft	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-ReaperCraft.jpg	multi_sided	SHIP	SHIP (Capacity 6) � Tilak � Inverter � Capital	2	4	2/5	4		Shi	Collector ships replenish traginium stores that were exhausted with the opening of the rift.	2R105	Nowhere to Hide	1/4	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Shi	1/5	�Lose a stockpile asset from your hand ? Invert this ship./ � Revert this ship ? Move this ship to another sector.
87bf0967-a816-45f3-83a9-541959fd53a7	Reaper Craft	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-TorridKatal-2.jpg	multi_sided	SHIP	SHIP (Capacity 6) � Tilak � Inverter � Capital	2	4	2/5	4		Shi	Collector ships replenish traginium stores that were exhausted with the opening of the rift.	2R105	Nowhere to Hide	1/4	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Shi	1/5	�Lose a stockpile asset from your hand ? Invert this ship./ � Revert this ship ? Move this ship to another sector.
87bf0967-a816-45f3-83a9-541959fd53a7	Reaper Craft	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-ReaperCraft-2.jpg	multi_sided	SHIP	SHIP (Capacity 6) � Tilak � Inverter � Capital	2	4	2/5	4		Shi	Collector ships replenish traginium stores that were exhausted with the opening of the rift.	2R105	Nowhere to Hide	1/4	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Shi	1/5	�Lose a stockpile asset from your hand ? Invert this ship./ � Revert this ship ? Move this ship to another sector.
87e1a122-8159-4d12-a5c6-dd945ddee001	Junshi	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-Junshi.jpg	normal	INTERRUPT	INTERRUPT (Lost)	0	4		5		Gongen	"More disturbing to CGC forces than the arrival of the NoBot was its response when the city it defended fell, killing thousands of Earthers."	1U81	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Gongen		You can�t play this interrupt unless you have a kizen at a location. Destroy target asset.
88b6a2cb-8fe0-4c8b-b64d-a16b3f5f52ce	Infantry Support Vehicle	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-InfantrySupportVehicle.jpg	normal	VEHICLE	VEHICLE � FedGrav � Unit	3	4	6	2		Earther	Earther forces have developed many mobile weapons platforms. They are used during ground battles as well as assaults on fixed enemy positions.	1C33	Incursion	3	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Earther	1	"Size 2 (This vehicle counts twice against a ship�s capacity.) Transport 1 (Each time this vehicle moves, you may move with it one of your characters.) Pay 2 energy ? If this vehicle is at a site adjacent to a site battle, move it to the location of that battle."
88d1cea6-e828-40e4-9d10-cb911e8d656b	Sudeva Legionnaire	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-SudevaLegionnaire.jpg	normal	CHARACTER	CHARACTER � Sudeva � Warrior � Unit	2	4	3	5		Shi	�Never back a Shi into a corner unless you outnumber it at least 5 to 1. Or you have a way out.� � CGC Infantry Manual	1U207	Incursion	2	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Shi	2	"Each time you use an activated ability of a weapon beneath this character, draw up to three cards from your reserve. You may draw no more than three cards using this ability each battle."
88d3824c-daaa-435b-8a89-f7cf054ce719	Untapped Mettle	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-UntappedMettle.jpg	normal	ASSET	ASSET (Kizen)	1	4		3		Earther	"For many, only deadly peril exposes true potential."	1R50	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Earther		"You can�t play more than one of this asset beneath the same kizen. Dismiss this asset ? Until end of turn, make this kizen power +3 and you cause attrition +2 here."
88fb3fe5-7e7a-46de-8bd1-c03eb0298969	?Inca 1	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-Inca1-2.jpg	normal	SHIP	SHIP (Capacity 1) � iCom � Fighter	2	4	5	4		Earther	"Inca 1 is a prototype for a new design of Earther fighters. Her schematics call for many internal advancements, while maintaining the same basic external design."	1RF4	Incursion	2	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Earther	1	Each unit you play aboard this ship that has piloting costs 2 less energy to play.
8905a05e-2a75-47e4-84df-465117d56a08	Celebrated	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-Celebrated.jpg	normal	ASSET	ASSET (Kizen)	0	4		4		Shi	Kizen are revered within the Shi culture. They have proven worthy of such high praise.	1R170	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Shi		"You can�t play more than one of this asset beneath the same kizen. As long as you�ve won a battle since this asset entered play, this kizen is power +6."
89510af9-673e-4403-acb5-18cd501ac641	Brief Encounter	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-BriefEncounter.jpg	normal	INTERRUPT	INTERRUPT (Used)	0	4		5		Shi	A single quarrel can hold a squadron at bay.	1U169	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Shi		Target pending ship doesn�t add its power to a player�s total power until end of turn.
8985660b-a9b0-4a15-ace7-a5dd1c58f038	Type II Fighter	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-TypeIIFighter.jpg	normal	SHIP	SHIP (Capacity 1) � Fighter	3	4	3	4		Independent	"Sturdy and reliable, Type II fighters are still a training mainstay for iCom."	1C292	Incursion	2	d49b7fa3-163b-4e9c-9e32-69f47d4363d4		1	"As long as this ship is at a sector that has no support icons, this ship is power +2 and defense +2."
899e67cc-549d-41f6-a05b-17ccf3bb244c	Up the Sleeve	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-UpTheSleeve.jpg	normal	INTERRUPT	INTERRUPT (Used)	0	4		3		Maverick	Loose clothing can hide more than just cards. �Dressed to kill� has a whole new meaning when all the players dress that way.	1U163	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Maverick		"You may play this interrupt only during a battle, before the battle destiny step. Reveal a card from your hand and put that card on top of your reserve."
89d6fa9b-da7d-471b-9269-9c04b2b871a9	Rousing Leap	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-RousingLeap-2.jpg	normal	INTERRUPT	INTERRUPT (Lost)	0	4		6		Quay	"As Katuka plunged towards the NoBot, her fellow Tahka fought with a newfound fury."	2R137	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	3 Quay		"As an additional cost to play this interrupt, lose five cards from your hand. Put all of the cards from your used pile in your hand."
8a319d55-6155-4698-a4cf-b6ca80547b3e	?UV-IR739	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-UVIR739-2.jpg	normal	CHARACTER	CHARACTER � Cartel � Bot � Unit	2	4	2	2		Maverick	"Though designed for heavy lifting, porters like 739 can easily be refitted for less peaceful uses. Bots in the Outer Rim serve many functions."	1RF14	Incursion	0	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Maverick	3	"As long as this character is at a site, your opponent's total power at each related location is -4."
8a760b9e-a6fb-49ec-a1f7-d4f7022fbce8	?Cheng Lin	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-ChengLin-2.jpg	normal	CHARACTER	CHARACTER � Ikazuchi � Tech � Warrior � Unit	3	4	4	1		Gongen	"�The manual says, �If you cannot repair the vehicle as well as you drive it, then you are a failure to your master,� but have you ever seen a Gunso try to change a coupling?�"	2R30	Nowhere to Hide	3	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Gongen	3	"Each time one of your vehicles here is destroyed, you may put that vehicle on top of its owner�s used pile. You may use this ability only once each turn."
8ae688f8-d950-4bbe-aecd-379f40578951	Remote Coordinator	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-RemoteCoordinator.jpg	normal	CHARACTER	CHARACTER � Kizen � CISyn � Unit	3	4	4	2		Earther	"Despite his official assignment, Grem Holden�s real mission is to identify kizen and report their movements to Rathe"	2U19	Nowhere to Hide	2	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Earther	3	"Each time your opponent�s kizen of tactics X is destroyed here, you may pay X energy. If you do, play that kizen here to use as yours. It costs nothing to play."
8b49d7d5-ff07-4ae0-9c6d-f05b6f4e1955	?Aris Thantos	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-ArisThantos.jpg	normal	CHARACTER	CHARACTER � Accord � Rogue � Unit	4	4	5	1		Maverick	"""At last year�s Jove Invitational, I turned a handful of creds and a little info into a share of the winner�s loot.�"	2R58	Nowhere to Hide	3	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Maverick	2	"Each time you drain here for X, you may make your opponent reveal X cards from the top of his or her reserve. Choose a revealed card to be lost. Your opponent puts the other revealed cards on top of his or her reserve in any order."
8b53dcc5-c87e-4ef7-8952-8de53fa82fbf	?Ikazuchi	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-Ikazuchi-2.jpg	normal	NOBOT	NOBOT � Ikazuchi � Bot � Unit	5	4	8	3		Gongen	"Ikazuchi, like the tempest storm, flashes lightning, roars thunder, yet leaves hope in its wake."	1RF9	Incursion	8	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	3 Gongen	2	Size 3 (This NoBot counts three times against a ship�s capacity.) � Pay 2 energy ? Make target other unit here defense +2 until end of turn.
8b9667b1-e588-4b39-9459-7b4b536e65b1	Aftermath	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-Aftermath.jpg	normal	INTERRUPT	INTERRUPT (Lost)	1	4		5		Earther	Howler has always hated fighting the Gongen. It�s easier to kill a Quay or Shi � they don�t have the same blood.	2U1	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Earther		Destroy target weapon at a site where you have a character who has tactics of 3 or more.
8bb041e6-a6c8-4aa3-8955-8cfa3fd9e56f	?Joker Danniko	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-JokerDanniko.jpg	normal	CHARACTER	CHARACTER � Kizen � Cartel � Unit	3	4	5	2		Maverick	"Armed and dangerous, Joker is someone to keep an eye on while you�re having a drink at the Nest."	2RF14	Nowhere to Hide	4	f503fc45-3379-4d7d-907c-106b7fcf7e08	3 Maverick	4	"Quickdraw 1 (Add a � to each activated ability on a weapon beneath this character that already has one.) As long as this character has a weapon beneath her, she is immune to attrition and each of your drains here is +1."
8c9c73bf-250f-4fb0-aa60-e50c0a4f2129	T.S.V. Command Post	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-TSVCommandPost.jpg	normal	VEHICLE	VEHICLE � Shikami � Unit	2	4	4	1		Gongen	Heavy shielding allows the transports and ground troops to advance safely into enemy territories.	1U105	Incursion	2	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Gongen	2	"Size 3, Transport 4 � Lose 3 energy ? If this vehicle is at a site, play up to four units here that each has tactics < 2. Each one costs 2 less energy to play."
8ce8ef66-060d-40ad-880f-472b632819b2	Subjugate	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-Subjugate.jpg	normal	INTERRUPT	INTERRUPT (Lost)	0	4		6		Shi	Shi combat maneuvers have been honed over millennia.	1U205	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Shi		Damage target unit in a site battle where your total tactics are at least twice your opponent�s total tactics.
8d7c9cdb-3962-49a6-83c7-75b1973f8520	Ominous Presence	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-OminousPresence.jpg	normal	ASSET	ASSET (Kizen)	0	4		3		Shi	The Shi communicate telepathically. Only a focused mind can withstand their will.	1R192	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Shi		You can�t play more than one of this asset beneath the same kizen. This kizen is tactics +1. Pay 2 energy ? Take target asset here from beneath one card and give it to target other eligible card.
8d8b9551-602d-4d6e-b468-d35cae02d743	Hastecurrent Pursuer	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-HastecurrentPursuer.jpg	normal	SHIP	SHIP (Capacity 1) � Anant � Fighter	4	4	6	4		Shi	Hastecurrents sent to support Reaper Craft above Ganymede chased off Hellcat ships contracted to defend the Maverick mine.	2C99	Nowhere to Hide	3	f503fc45-3379-4d7d-907c-106b7fcf7e08	1 Shi	1	This ship costs 1 less energy to play at a sector for each of your opponent�s inverters at locations related to that sector.
8e39e88f-ce2b-4713-9a85-8262ad9bad95	?Phobos/Disputed Territory	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-PhobosDisputedTerritory.jpg	normal	SECTOR	LOCATION (Sector) � Moon		4		0	1/1			2C161	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	1 Gongen		"Each time a player drains here, that player may pay 3 energy. If that player does, he or she retrieves a card."
8e5cc613-2629-4ba6-bd5c-64ef2ce45fac	Suppressed	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-Suppressed.jpg	normal	ASSET	ASSET	2	4		1		Quay	A Quay that smolders with the heat of inner fire is not easily forgotten... assuming one lives to remember.	2R139	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Quay		� Pay 2 energy ? Your opponent loses 2 energy. You may use this ability only during your control phase when you control a battleground site and a battleground sector.
8ef3f3e1-cad5-4cb4-a0ce-fcb7ed281dde	Carrier Screen	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-CarrierScreen.jpg	normal	ASSET	ASSET (Location)	3	4		5		Gongen	Guardian-class carriers are assigned to defend the most important holdings of the Gongen. Their complement of fighters makes them extremely formidable.	1R58	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	3 Gongen		"You may play this asset beneath one of your opponent�s locations. You can�t play more than one of this asset beneath the same location. Your opponent�s battle destiny in a battle here is � 3. When your opponent controls this location, dismiss this asset."
8f4684fa-969a-4aa3-a207-3ba6a2612f26	Qurim Dalaka	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-QurimDalaka.jpg	normal	WEAPON	WEAPON (Character) � Melee	0	4		3		Quay	"A mild corrosive coats the teeth of the Quay, dissolving what cannot be shredded and crushed, which isn�t much."	1C254	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Quay		� Pay 1 energy ? Choose target unit your opponent has in a site battle here. Damage target if its defense < [D] + the number of other weapons you have here.
8fa8b296-734d-4fcc-bcce-5d46acda5e47	Ore Alembic	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-OreAlembic.jpg	normal	CHARACTER	CHARACTER � Anant � Tech � Unit	1	4	3	2		Shi	Traginium�s importance to rift travel ensures that collection experts like Sanatha are well respected.	2C102	Nowhere to Hide	1	f503fc45-3379-4d7d-907c-106b7fcf7e08	1 Shi	2	� Lose a stockpile asset from your hand ? Reduce your casualties in target battle here or at a related location by 2.
900106f7-8026-49e1-a444-46287ec49e46	Ikazuchi T.S.V.	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-IkazuchiTSV.jpg	normal	VEHICLE	VEHICLE � Ikazuchi � Unit	4	4	3	1		Gongen	"Originally built for low altitude reconnaissance, they were refitted with plasma cannon."	1U77	Incursion	3	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Gongen	2	"Size 3 (This vehicle counts three times against a ship�s capacity.) Transport 4 (Each time this vehicle moves, you may move with it up to four of your characters.) Each time a site battle begins here, your opponent pays 3 energy."
90517d88-8ccc-4198-a144-001f9c99d305	?Jylan Rathe	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-JylanRathe-2.jpg	normal	CHARACTER	CHARACTER � CISyn � Infiltrator � Unit	1	4	4	4		Earther	�It�s vital these CGC fools continue to trust us. Our every move must be well timed.�	2R11	Nowhere to Hide	3	f503fc45-3379-4d7d-907c-106b7fcf7e08	3 Earther	2	� Damage your kizen here or your other infiltrator here ? Damage target opponent�s unit here. You may only use this ability during a site battle here.
90603f8b-355e-4cca-8795-39c25732ea58	Ravagers	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-Ravagers.jpg	normal	CHARACTER	CHARACTER � Tahka � Predator � Unit	2	4	3	3		Quay	They didn�t come to capture the traginium or the Gongen.	2C136	Nowhere to Hide	3	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Quay	3	"As long as you have a card stacked on your stockpile asset and this character is at a site, you cause attrition +3 here. Destroying either or both would suffice."
910a42cc-4f81-4ef8-b633-b2c9d26a7daa	?Sheria Coreg	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-SheriaCoreg-2.jpg	normal	CHARACTER	CHARACTER � Kizen � CGC � Warrior � Unit	2	4	4	4		Earther	�Today we stopped reading the books. Tomorrow we start writing them. The stars are our destiny. Now�s the time to earn what�s truly ours.�	2RF3	Nowhere to Hide	2	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Earther	2	"When this character enters play, you may look at the top card of any reserve. If you do, you may put that card beneath its owner�s reserve. � Pay 1 energy ? Put the top card of any reserve beneath that reserve."
91c0fa12-4278-4782-aa96-6435b72a57b7	State of Readiness - Starter Deck	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-StateOfReadinessStarterDeck.jpg	normal	INTERRUPT	INTERRUPT (Used)	1	4		2		Earther	The members of Earth�s cavalry have been trained to operate as one.	1F4	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Earther		You may play this interrupt only during a battle at a site where you have at least four warriors. Make your battle destiny in that battle +[D].
92201883-4de3-4664-b7c4-4bfe194b2d16	Rising Morale	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-RisingMorale.jpg	normal	INTERRUPT	INTERRUPT (Lost)	0	4		6		Gongen	�Exploit your enemy�s weakness and it will give you strength renewed. Each bloody death blow will thicken our blood!� � Cry heard at the Battle of Phobos.	1U94	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Gongen		"As an additional cost to play this interrupt, you must have at least two fighters at the same sector. Activate 4 energy."
93fdc51b-68d9-450b-8057-14f8bb89b010	?Rugged Empty	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-RuggedEmpty.jpg	multi_sided	SHIP	SHIP (Capacity 0) � Cartel � Inverter � Fighter	1	4	3/3	3		Maverick	This model�s got lots of compartments. Useful for my boys� small package trade.� � The Gambler	2U80	Nowhere to Hide	2/1	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Maverick	1/1	"Each time you win a battle here, you may invert this ship./ Revert this ship ? Make target pending drain here +2."
93fdc51b-68d9-450b-8057-14f8bb89b010	?Rugged Empty	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-TorridKatal-2.jpg	multi_sided	SHIP	SHIP (Capacity 0) � Cartel � Inverter � Fighter	1	4	3/3	3		Maverick	This model�s got lots of compartments. Useful for my boys� small package trade.� � The Gambler	2U80	Nowhere to Hide	2/1	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Maverick	1/1	"Each time you win a battle here, you may invert this ship./ Revert this ship ? Make target pending drain here +2."
93fdc51b-68d9-450b-8057-14f8bb89b010	?Rugged Empty	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-RuggedEmpty-2.jpg	multi_sided	SHIP	SHIP (Capacity 0) � Cartel � Inverter � Fighter	1	4	3/3	3		Maverick	This model�s got lots of compartments. Useful for my boys� small package trade.� � The Gambler	2U80	Nowhere to Hide	2/1	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Maverick	1/1	"Each time you win a battle here, you may invert this ship./ Revert this ship ? Make target pending drain here +2."
941e2593-e38d-4ab0-9646-395167482eea	Transport Depot - Rewards Store	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-TransportDepotRewardsStore.jpg	normal	ASSET	ASSET (Site)	1	60		5		Independent	"Grav drives make interplanetary travel easy, though not necessarily cheap."	1F27	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4			You may play this asset beneath one of your opponent�s sites. This site is a port. Pay 1 energy ? Move target unit you have here to target site. You may use this ability only during your move phase. Pay 1 energy ? Move target unit you have at a port to here. You may use this ability only during your move phase.
94a70c3f-56f9-4a64-b098-8daa8d944006	Shikami T.S.V.	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-ShikamiTSV.jpg	normal	VEHICLE	VEHICLE � Shikami � Unit	2	4	2	4		Gongen	Tenryu Strike Vehicles provide fire support for the kokata units of each NoBot.	1C100	Incursion	3	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Gongen	1	"Size 3 (This vehicle counts three times against a ship�s capacity.) Transport 4 (Each time this vehicle moves, you may move with it up to four of your characters.) � Pay 2 energy ? If this vehicle is at a site, make target unit here defense � 2 until end of turn."
