databaseId	name	imageUrl	cardBack	type	attributes	languages	value	sanity	summon	unique	dimension	past	region	city	beginningSanity	maxSanity	education	handSize	minimum	maximum	rarity	text	packName	set	loadGroupId
Limited_Ltd703	Elder Things	mythos/limited/Mythos-Limited-ElderThings.jpg	default	Monster	Lesser Independent		2														R	Bypasses all Monsters except for Shoggoths. +2 Value if you or your opponent is in a Water Location. Never Buried in your Story Deck; discard after Combat. Joins Elder Things.	Limited	Limited	playerNDeck
Limited_Ltd704	Father Dagon	mythos/limited/Mythos-Limited-FatherDagon.jpg	default	Monster	Greater Servitor		4	-1		Unique											U	+1 Value if you have Jewelry of the Deep Ones in play. Joins Mother Hydra, Deep Ones, Shoggoths. UNIQUE	Limited	Limited	playerNDeck
Limited_Ltd705	Fire Vampires	mythos/limited/Mythos-Limited-FireVampires.jpg	default	Monster	Lesser Servitor		3	-1	Invisible												C	Invisible during the Day. +1 Value if your opponent is in a Forest Location. Joins Fire Vampires.	Limited	Limited	playerNDeck
Limited_Ltd706	Flying Polyp	mythos/limited/Mythos-Limited-FlyingPolyp.jpg	default	Monster	Greater Independent		5	-2													R	+1 Value if there are any Invisible Monsters in opposing Threat. Bury if Direct Sunlight is in play when revealed.	Limited	Limited	playerNDeck
Limited_Ltd707	Formless Spawn	mythos/limited/Mythos-Limited-FormlessSpawn.jpg	default	Monster	Lesser Servitor		1														C	+1 Value per each other Formless Spawn in Threat at time that Combat is resolved. Joins Formless Spawn.	Limited	Limited	playerNDeck
Limited_Ltd708	Ghasts (v2)	mythos/limited/Mythos-Limited-GhastsV2.jpg	default	Monster	Lesser Independent		3	-1													C	Bury if Direct Sunlight is in play when revealed. Joins Ghasts.	Limited	Limited	playerNDeck
Limited_Ltd709	Ghatanathoa	mythos/limited/Mythos-Limited-Ghatanathoa.jpg	default	Monster	Great Old One		GOO		Outside/Country/Gate, Drought												U	Each Investigator Flips face down one random Ally at the start of each Turn. Investigators may not gain Sanity.	Limited	Limited	playerNDeck
Limited_Ltd710	Ghoul (v1)	mythos/limited/Mythos-Limited-GhoulV1.jpg	default	Monster	Lesser Independent		2														C	+1 Value if opponent is in a Cemetery Location. Joins Ghouls.	Limited	Limited	playerNDeck
Limited_Ltd711	Giant Albino Penguins	mythos/limited/Mythos-Limited-GiantAlbinoPenguins.jpg	default	Monster	Lesser Independent		0	?													C	Choose Sanity Loss when playing this card, from 0 to -2 points. Joins with all Monsters.	Limited	Limited	playerNDeck
Limited_Ltd712	Gnoph Keh	mythos/limited/Mythos-Limited-GnophKeh.jpg	default	Monster	Greater Independent		5	-2		Unique											R	Randomly choose and Bury one Defending Ally when Threat is revealed. UNIQUE	Limited	Limited	playerNDeck
Limited_Ltd713	Goody Fowler's Ghost	mythos/limited/Mythos-Limited-GoodyFowlersGhost.jpg	default	Monster	Living Dead		3	-1	Invisible	Unique											C	Invisible. Bypasser. Joins Living Dead. UNIQUE	Limited	Limited	playerNDeck
Limited_Ltd714	Ithaqua	mythos/limited/Mythos-Limited-Ithaqua.jpg	default	Monster	Great Old One		GOO		Storm, Waning Moon												C	Investigator loses 1 Sanity point when he plays a Travel card or alters a Location card's orientation. Investigators may not gain Sanity.	Limited	Limited	playerNDeck
Limited_Ltd715	Martense Kin	mythos/limited/Mythos-Limited-MartenseKin.jpg	default	Monster	Lesser Independent		2														C	Add 2 points to the value of this card if your Investigator is in any Catskills Location or if any Night card is in play. Joins other Martense Kin	Limited	Limited	playerNDeck
Limited_Ltd716	Mi-Go (v1)	mythos/limited/Mythos-Limited-MiGoV1.jpg	default	Monster	Lesser Independent		2														C	Each Mi-Go surviving to affect your opponent's Allies or Investigator also steals one chosen Artifact. Your opponent must Bury the card in his or her Story Deck. Joins Mi-Go	Limited	Limited	playerNDeck
Limited_Ltd717	Mother Hydra	mythos/limited/Mythos-Limited-MotherHydra.jpg	default	Monster	Greater Servitor		3	-1		Unique											U	Add one to the value of this card if your Investigator has the Jewelry of the Deep Ones. Joins Father Dagon, Deep Ones and Shoggoths	Limited	Limited	playerNDeck
Limited_Ltd718	Nightgaunts (v1)	mythos/limited/Mythos-Limited-NightgauntsV1.jpg	default	Monster	Lesser Servitor		3	-1													C	Each Nightgaunt surviving to affect your opponent's Allies or Investigator also carries off one random defending Ally. Discard such Allies. Joins other Nightgaunts	Limited	Limited	playerNDeck
Limited_Ltd719	Nyarlathotep	mythos/limited/Mythos-Limited-Nyarlathotep.jpg	default	Monster	Outer God		OG		Outside/Gate Location, New Moon												R	Spells no longer cost Sanity points to cast while this card is in play. No Investigator may gain Sanity	Limited	Limited	playerNDeck
Limited_Ltd720	Pack of Rat Things	mythos/limited/Mythos-Limited-PackOfRatThings.jpg	default	Monster	Lesser Servitor		2														C	Add 1 point to the value of this card if your opponent is in any Inside Location. Joins other Rat Things	Limited	Limited	playerNDeck
Limited_Ltd721	Rhan Tegoth	mythos/limited/Mythos-Limited-RhanTegoth.jpg	default	Monster	Great Old One		GOO		Forest/Cemetary Location, Waxing Moon												C	No Allies are Buried or Discarded while this card is in play. Instead, they become Living Dead. Place two pennies on each Living Dead card. No Investigator may gain Sanity	Limited	Limited	playerNDeck
Limited_Ltd722	Serpent People (v1)	mythos/limited/Mythos-Limited-SerpentPeopleV1.jpg	default	Monster	Lesser Independent		3	-1													C	Joins other Serpent People, and with Weapons	Limited	Limited	playerNDeck
Limited_Ltd723	Shantaks (v1)	mythos/limited/Mythos-Limited-ShantaksV1.jpg	default	Monster	Lesser Servitor		4	-1													C	Card value is 2 if Nightgaunts are part of your opponent's Threat. If Controlled, use Shantak as a Travel Card (Air or Water) to any Location including Space, except Underground	Limited	Limited	playerNDeck
Limited_Ltd724	Shoggoth	mythos/limited/Mythos-Limited-Shoggoth.jpg	default	Monster	Lesser Servitor		6	-2		Unique											U	Add 2 points to the value of this card if your opponent's Threat includes Elder Things. Joins Deep Ones, Father Dagon & Mother Hydra	Limited	Limited	playerNDeck
Limited_Ltd725	Skeletons	mythos/limited/Mythos-Limited-Skeletons.jpg	default	Monster	Living Dead		1														C	Skeletons Bypass Combat with all cards in your opponent's Threat. Add 1 point to their value at Night, or if either you or your opponent is in a Cemetery. Joins other Living Dead	Limited	Limited	playerNDeck
Limited_Ltd726	Vampire	mythos/limited/Mythos-Limited-Vampire.jpg	default	Monster	Living Dead		3	-1	Invisible												U	Add 1 to the value of this card at Night. Discard this card if Direct Sunlight is in play when it is revealed. Joins other Living Dead	Limited	Limited	playerNDeck
Limited_Ltd727	Zombies (v1)	mythos/limited/Mythos-Limited-ZombiesV1.jpg	default	Monster	Living Dead		1														C	Bury if revealed when Dawn of a New Day is in play. Add 1 to the value of this card at Night, or if either you or opponent is in a Cemetery. Instead of Burying it, begin the next Round with one Zombie card in your Threat if Allies were lost in Combat. Joins other Living Dead	Limited	Limited	playerNDeck
Limited_Ltd801	Barrier of Naach-Tith	mythos/limited/Mythos-Limited-BarrierOfNaachTith.jpg	default	Spell	Water			-1													C	Reduce the value of Lesser or Greater Independent Monsters in target Threat by 2 points per card	Limited	Limited	playerNDeck
Limited_Ltd802	Black Binding	mythos/limited/Mythos-Limited-BlackBinding.jpg	default	Spell	Folk			-1													U	Target Ally must participate in any Combat this Round	Limited	Limited	playerNDeck
Limited_Ltd803	Chant of Thoth	mythos/limited/Mythos-Limited-ChantOfThoth.jpg	default	Spell	Folk			-1													U	Immediately Discard up to four cards and replace them with an equal number of new cards drawn from your Mythos Deck	Limited	Limited	playerNDeck
Limited_Ltd804	Circles of Thaol	mythos/limited/Mythos-Limited-CirclesOfThaol.jpg	default	Spell	Water			-1													C	Summon or Control a Lesser Independent Monster. If used while the Star Stone of Mnar is in play, you may summon or Control a Greater Independent as well	Limited	Limited	playerNDeck
Limited_Ltd805	Cloud Memory	mythos/limited/Mythos-Limited-CloudMemory.jpg	default	Spell	Cthulhu			-1													C	Bury all Phobias affecting your Investigator	Limited	Limited	playerNDeck
Limited_Ltd806	Curse of the Rat-Thing	mythos/limited/Mythos-Limited-CurseOfTheRatThing.jpg	default	Spell	Folk			-1													C	Your opponent's Investigator is now also affected by all Phobias he or she has put in play, for the remainder of the Round	Limited	Limited	playerNDeck
Limited_Ltd807	Hands of Colubra	mythos/limited/Mythos-Limited-HandsOfColubra.jpg	default	Spell	Folk			-1													C	Increase the value of one Ally by 2 points for the remainder of this Round	Limited	Limited	playerNDeck
Limited_Ltd808	Keeness of Two Alike	mythos/limited/Mythos-Limited-KeenessOfTwoAlike.jpg	default	Spell	Folk			-1													R	Cast this spell upon an Ally in your Hand. Ally may be immediately played, even during Combat, but you must be legally able to play that Ally card in your current Region	Limited	Limited	playerNDeck
Limited_Ltd809	Nyhargo Dirge	mythos/limited/Mythos-Limited-NyhargoDirge.jpg	default	Spell	Water			-1													C	ury one Living Dead Monster or Ally in opponent's Threat	Limited	Limited	playerNDeck
Limited_Ltd810	Pipes of Madness	mythos/limited/Mythos-Limited-PipesOfMadness.jpg	default	Spell	Folk			-1													U	During the Day; Bury opponent's 1 point Ally. At Night Bury opponent's Ally of up to 2 points. During the Full Moon Bury opponent's Ally of up to 3 points	Limited	Limited	playerNDeck
Limited_Ltd811	Shrivelling	mythos/limited/Mythos-Limited-Shrivelling.jpg	default	Spell	Water			-2													C	Target Ally weakens and loses 2 points of value ta a 1 point minimum, until the end of Combat. Bury any Artifact held by that Ally	Limited	Limited	playerNDeck
Limited_Ltd812	Sign of Eibon	mythos/limited/Mythos-Limited-SignOfEibon.jpg	default	Spell	Folk			-2													C	Bury one random Monster card from one player's Threat	Limited	Limited	playerNDeck
Limited_Ltd813	Sign of Kish	mythos/limited/Mythos-Limited-SignOfKish.jpg	default	Spell	Water			-1													C	Reduce the attack of each Lesser Servitor in all Threats attacking your Investigator by 2 points	Limited	Limited	playerNDeck
Limited_Ltd814	Voorish Sign	mythos/limited/Mythos-Limited-VoorishSign.jpg	default	Spell	Folk			-1													R	After casting, you may immediately transfer one or more Spells from one Tome to another, and from or to any Allies who can know a Spell. Spell icons for Tomes and Spells must match. Spells can not be transferred from or to your hand	Limited	Limited	playerNDeck
Limited_Ltd815	Wave of Oblivion	mythos/limited/Mythos-Limited-WaveOfOblivion.jpg	default	Spell	Water			-2													R	Take the top card of your opponent's Story Deck and Discard it. If card revealed is not a Location, bury it. Repeat until a Location card is revealed. Ignore Sanity gain/loss; may use Gate	Limited	Limited	playerNDeck
Limited_Ltd816	Wrack	mythos/limited/Mythos-Limited-Wrack.jpg	default	Spell	Folk			-1													C	Flip one Ally card face down	Limited	Limited	playerNDeck
Limited_Ltd901	Book of Dzyan (English)	mythos/limited/Mythos-Limited-BookOfDzyanEnglish.jpg	default	Tome	Water	English	1	-1													C	Can also find one Yellow Sign Spell in this Tome if Aldebaran Moves in the Sky is in play	Limited	Limited	playerNDeck
Limited_Ltd902	Call of Cthulhu	mythos/limited/Mythos-Limited-CallOfCthulhu.jpg	default	Tome	Folk	English	1														C	Re-roll your Investigator. As your turn and while a Waning Moon is in play, Bury this card (plus any spell) and exchange your Investigator Card for another. The Education value on the new card may not be the same as that of another Investigator already in play. Current Sanity points do not change	Limited	Limited	playerNDeck
Limited_Ltd903	Cthaat Aquadingen	mythos/limited/Mythos-Limited-CthaatAquadingen.jpg	default	Tome	Water	German	3	-2													R	While this Tome is in play, increase the total value of your Threat by 1 point if Deep Ones, Father Dagon, or Mother Hydra are part of your Threat	Limited	Limited	playerNDeck
Limited_Ltd904	Cultes Des Goules	mythos/limited/Mythos-Limited-CultesDesGoules.jpg	default	Tome	Folk, Skull	French	2	-2													C	While this Tome is in play, increase the total value of your Threat by 1 point if any Living Dead are a part of it	Limited	Limited	playerNDeck
Limited_Ltd905	King in Yellow (English)	mythos/limited/Mythos-Limited-KingInYellowEnglish.jpg	default	Tome	Folk	English	1														C		Limited	Limited	playerNDeck
Limited_Ltd906	King in Yellow (French)	mythos/limited/Mythos-Limited-KingInYellowFrench.jpg	default	Tome	Yellow Sign, Water	French	2	-2													R		Limited	Limited	playerNDeck
Limited_Ltd907	Nameless Cults Bridewell Ed	mythos/limited/Mythos-Limited-NamelessCultsBridewellEd.jpg	default	Tome	Folk	English	2	-1													C		Limited	Limited	playerNDeck
Limited_Ltd908	Necronomicon Dee Ed.	mythos/limited/Mythos-Limited-NecronomiconDeeEd.jpg	default	Tome	Cthulhu, Eye	English	1	-1													C		Limited	Limited	playerNDeck
Limited_Ltd909	Ponape Scripture Hoag Ms	mythos/limited/Mythos-Limited-PonapeScriptureHoagMs.jpg	default	Tome	Folk, Water	English	1	-1													C		Limited	Limited	playerNDeck
Limited_Ltd910	Seven Cryptical Books of H'san (English)	mythos/limited/Mythos-Limited-SevenCrypticalBooksOfHsanEnglish.jpg	default	Tome	Folk, Yellow Sign	English	1	-1													U		Limited	Limited	playerNDeck
Limited_Ltd911	Unaussprechlichen Kulten	mythos/limited/Mythos-Limited-UnaussprechlichenKulten.jpg	default	Tome	Folk, Skull	German	3	-2													C	While this Tome is in play and if your Threat includes Living Dead, increase the value of your Threat by one	Limited	Limited	playerNDeck
Movieland_Movie101	A Good Day In A Bad City	mythos/movieland/Mythos-Movieland-AGoodDayInABadCity.jpg	default	Adventure	Movie Experience		8	3														You seek the autograph of your favorite AUTHOR at a BUSINESS where the author is releasing a new book.  On the way, MRS. SHAND takes you to SIX NEW YORK GATE LOCATIONS but she won't say why.  A PHOBIA sets in as you begin to see an unmistakable BAD AURA forming around her.  A SHADOW emerges from the darkness, into the DAY light, and makes your soul reel with panic.  In an act of utter desperation, you flee the Bradford by climbing the FIRE ESCAPE but end up paralyzed with fear and unable to move as your brain swells with insanity.	Movieland	Movieland	playerNDeck
Movieland_Movie102	A Narrow Escape	mythos/movieland/Mythos-Movieland-ANarrowEscape.jpg	default	Adventure	Heroic Adventure		6	2														Dropping the contents of your PURSE to CREATE CONFUSION, you hop in THE ELEVATOR of the Bradford to evade the covenists hot on your trail. You manage to lose them by going to THREE NON-GATE LOCATIONS before running into the very person who can save you: MITCH McALISTER. He takes you on his personal sea-plane and flies far away from all the commotion.	Movieland	Movieland	playerNDeck
Movieland_Movie103	A Penny Saved...	mythos/movieland/Mythos-Movieland-APennySaved.jpg	default	Adventure	Corrupt Adventure		10	4														While at a BUSINESS you refer to as the pawn shop, you see MR. SHAND and he is there pawning his MASONIC BAROMETER. He begs you to loan him money and offers you a copy of LUTHER. As you put it in your PURSE, he takes some PAIN BE GONE to help with his depression over losing his favorite items. He says to you that he will jump from THE ROOF of the Bradford if he loses his precious things.	Movieland	Movieland	playerNDeck
Movieland_Movie104	A Promising Start	mythos/movieland/Mythos-Movieland-APromisingStart.jpg	default	Adventure	Heroic Adventure		5	1														You meet ROSEMARY WOODHOUSE AND GUY WOODHOUSE at their housewarming party at APT 7-E.  THey have lots of friends and you meet ONE FEMALE STEADFAST ALLY.  She shows you how she survives life in the big city: she carries a WEAPON in her purse.	Movieland	Movieland	playerNDeck
Movieland_Movie105	A Thorough Investigation	mythos/movieland/Mythos-Movieland-AThoroughInvestigation.jpg	default	Adventure	Heroic Adventure		12	4														After a MOVIE EXPERIENCE, you team up with OFFICER NETTLER and together, you research the goings-on of the Bradford. FOUR TOMES provide necessary details that you need to locate the FOUR COVENISTS that are out to destroy the world. Before long, THERESA GENOFRIO finds herself in a sticky situation while trying to cenverly gather incriminating data on the Castevet's and plummets to her death from the window of APT 7-D. Seeking out her relatives, you find that she had a brother in the navy named PVT. GERALD GENOFRIO, who coincidentally is a.w/o l. and presumed to be hiding at TCH-KULOO'S IGLOO.	Movieland	Movieland	playerNDeck
Movieland_Movie106	Anyone For Tanis	mythos/movieland/Mythos-Movieland-AnyoneForTanis.jpg	default	Adventure	Movie Experience		7	2														Despite reason and fate, you become friends with FOUR COVENISTS.  Your best friend, the AUTHOR, attempts to warn you of their evil nature, but his DOCTOR tells you he is in a coma.  While you chat on the phone, the smell of TANIS ROOT surrounds you as RABID MICE (at least one in your Story Deck) invade your apartment.  You tell the doctor of the MOUSE BITE which you believe gave you RABIES.	Movieland	Movieland	playerNDeck
Movieland_Movie107	Become The Foresaken	mythos/movieland/Mythos-Movieland-BecomeTheForesaken.jpg	default	Adventure	Movie Experience		8	3														You are beginning to think that evil forces are out to get you.  You suffer more and more from PARANOIA because of the strange noises you hear coming from APT 7-D.  Exhausted and waiting, you fall fast asleep while listening to the chanting next door.  You dream of a FORBIDDEN STAIRCASE, and THE POPE leads you to the safety of a TRAVEL BY SEA event.	Movieland	Movieland	playerNDeck
Movieland_Movie108	Born & Bread To Be A Dreamer	mythos/movieland/Mythos-Movieland-BornBreadToBeADreamer.jpg	default	Adventure	Movie Experience		7	1														PLAY THIS ADVENTURE ONLY IF YOU ARE CURRENTLY IN THE DREAMLANDS.      You are piecing it all together because you can't remember much and you woke up in THE BEDROOM OF APT. 7-E IN THE DREAMLANDS with a screaming hangover. While at a PARTY!, you met THREE ALLIES FEATURING THE DREAMER ATTRIBUTE. Together, you shared WINE OF PNOTH and VODKA BLUSH until morning came. How you got from the Bradford to the dreamlands is still a mystery, and you'll probably never know exactly what was in that bitter wine.	Movieland	Movieland	playerNDeck
Movieland_Movie109	Decipher A Strange Reality	mythos/movieland/Mythos-Movieland-DecipherAStrangeReality.jpg	default	Adventure	Heroic Adventure		8	2														Shortly after finding MRS. GARDENIA'S DIARY, your good friend EDWARD 'HUTCH' HUTCHINS (buried in your story deck) tells you to meet him at the TIME-LIFE BUILDING to tell you something important about the diary and it's author.  Unfortunately, while travelling to TWO DREAMLANDS LOCATIONS, Hutch becomes a victim of a CHANT OF ILL DOING and dies.	Movieland	Movieland	playerNDeck
Movieland_Movie110	Deep Into The Subplot	mythos/movieland/Mythos-Movieland-DeepIntoTheSubplot.jpg	default	Adventure	Corrupt Adventure		11	3														While searching for a place to live, you come across the LOBBY OF THE BRADFORD one day and the manager shows you TWO OTHER BRADFORD LOCATIONS.  Your friend Hutch tells your of the hideous mob that attacked and killed ADRIAN MERCATO in that very lobby, in the 1890's.  You dream of the place called ST-BERNADETTE SCHOOL FOR GIRLS and encounter TWO NUNS who speak of terrible things that the TRENCH SISTERS did in the Bradford.	Movieland	Movieland	playerNDeck
Movieland_Movie111	Discover An Evolutionary Blunder	mythos/movieland/Mythos-Movieland-DiscoverAnEvolutionaryBlunder.jpg	default	Adventure	Corrupt Adventure		10	3														Something is amiss at GUY WOODHOUSES' HOUSE. It seems that MRS.TEMPLETON has been doing the 'nasty' with MR. WANG'S WANG. In some sort of ritual, the DEMONIC INSEMINATION took place and gave rise to one of history's most horrible evolutionary blunders. To try and save the world from the hideous thing begat by those covenists, you travel to an OMAHA LOCATION where you are given TWO TOMES THAT COST SANITY TO FIND.	Movieland	Movieland	playerNDeck
Movieland_Movie112	Journey Of All Journeys	mythos/movieland/Mythos-Movieland-JourneyOfAllJourneys.jpg	default	Adventure	Quest		12	4														At ST-VINCENT'S HOSPITAL you are poked and prodded until well enough to complain and be sent to THE OFFICE OF DR. HILL.  There, you are hypnotized, and you are made to remember what led up to your mental collapse.  It seems that a PVT. GERALD GENOFRIO found you snooping arround the army base one NIGHT, and caught you fumbling with the controls of some indescribable machine hidden in one of the hangars.  He apparently tried to arrest you but was thrown, along with you, into the vast machine.  From there you both travelled to TWO DREAMLANDS LOCATIONS and TWO NEW AEON LOCATIONS where you meet a NEW AEON ALLY.  Then you TRAVEL BY SEA in hopes of getting home.	Movieland	Movieland	playerNDeck
Movieland_Movie113	Knee Depp In Death	mythos/movieland/Mythos-Movieland-KneeDeppInDeath.jpg	default	Adventure	Corrupt Adventure		5	2														Living in the big city leads to lots of friendships and lots of death.  Accumulate TEN POINTS WORTH OF ALLIES IN YOUR STORY DECK.  (printed value on card only).  Since there is such an accumulation of bodies, unprepared for the stench of death, a terrible bout of SEPLOPHOBIA sets in.	Movieland	Movieland	playerNDeck
Movieland_Movie114	Moving Day	mythos/movieland/Mythos-Movieland-MovingDay.jpg	default	Adventure	Movie Experience		7	2														While at EDWARD HUTCHINS' APT. you ask him for a reference so that you can move to a new apartment.  He agrees and the DAY is moving day.  The CAB driver takes you to THE BRADFORD FRONT SIDEWALK where he drops you and your luggage.  TWO STEADFAST ALLIES who call themselves movers, struggle to get the KING SIZE MATRESS through the doorway.	Movieland	Movieland	playerNDeck
Movieland_Movie115	One Of The Coven	mythos/movieland/Mythos-Movieland-OneOfTheCoven.jpg	default	Adventure	Corrupt Adventure		11	4														After being very hesitant, GUY WOODHOUSE meets ROMAN AND MINNIE CASTEVET, his new neighbors.  He discovers that TANIS ROOT and BABY'S BLOOD & FLESH can be used to further his career.  Before becoming a member of the coven, he must still meet a COVENIST FROM THE PAST and a TOME FROM THE DREAMLANDS.	Movieland	Movieland	playerNDeck
Movieland_Movie116	Sent Through Time And Hell	mythos/movieland/Mythos-Movieland-SentThroughTimeAndHell.jpg	default	Adventure	Quest		8	3														All your life you were told you are a DREAMER, but you rather fancy yourself more of an adventurer.  Becoming more familiar with covenists in your building, you spend most of your time talking in THE STUDY OF APT 7-D.  You learn of TWO ARTIFACTS (NOT WEAPONS) that allow the folding of space-time.  With great haste, you travel back in history and meet a PAST ALLY and show that person THREE MOVIELAND LOCATIONS.  You then want to see how things used to be and travel through time to TWO WAKING WORLD LOCATIONS.  Ah, the good ol' days...	Movieland	Movieland	playerNDeck
Movieland_Movie117	Terror In The Gulf	mythos/movieland/Mythos-Movieland-TerrorInTheGulf.jpg	default	Adventure	Quest		9	3														You and PVT. GERALD GENOFRIO have been called in to fight in the Gulf War.  Beginning your training (ONE MOVIELAND EVENT) at the U.S. NAVAL INSTALLATION, you proceed to THREE MIDDLE EAST LOCATIONS.  As you become more and more familiar with the arid country, you meet FOUR ARABIC SPEAKING ALLIES who tell you not to go out adventuring unless it is DAY.  You then try to evade the action and TRAVEL BY SEA until the battle subsides.	Movieland	Movieland	playerNDeck
Movieland_Movie118	The Haunted Appartment	mythos/movieland/Mythos-Movieland-TheHauntedAppartment.jpg	default	Adventure	Mythos Experience		3	0		Unique												Find your way to an APARTMENT where a MONSTER devours your favorite STEADFAST ALLY.  Your CORRUPT ALLY says that it''s really no problem, and that all you must do to survive is go to an OUTSIDE location and read a TOME.	Movieland	Movieland	playerNDeck
Movieland_Movie119	The Muse	mythos/movieland/Mythos-Movieland-TheMuse.jpg	default	Adventure	Corrupt Adventure		9	3														When opened and first read, NOBODY LOVES AN ALBATROS seems like a mediocre play by some standards, but on the overall, proves to cause some sanity loss to the reader.  The copy you have was given to you one morning when you met AGYRON STAVROPOLOUS in the park.  He was walking along with his WALKING STICK and a BAD AURA was all around him.  He proved to be some use when he helped discover THREE NON-GATE LOCATIONS in which to hide from the VORTEX OF PAIN.	Movieland	Movieland	playerNDeck
Movieland_Movie120	The Pursuit Of Unhappiness	mythos/movieland/Mythos-Movieland-ThePursuitOfUnhappiness.jpg	default	Adventure	Corrupt Adventure		18	6														You have found yourself UNDERGROUND and your're losing sanity fast.  You have FOUR SPELLS with EITHER THE SKULL OR EYE ICONS.  One of you THREE STEADFAST ALLIES screams as THE DEVIL (MUST BE IN PLAY) appears and grants you knowledge beyond belief.  Mr. Wang becomes more and more nervous and decides to be a hero but is horribly killed by the Devil.  In his remains you find MR. WANGS' CAMERA and decide to see what develops from the film.  The photos seem to be a trip Mr. Wang took some time ago.  He went to THREE MOVIELAND REGIONS and had a very scary picture of ADRIAN MERCATO holding ROSEMARY'S BABY in his arms.	Movieland	Movieland	playerNDeck
Movieland_Movie121	The Unfortunate Eskimo	mythos/movieland/Mythos-Movieland-TheUnfortunateEskimo.jpg	default	Adventure	Heroic Adventure		7	2														Alaska is a nice place to be, when you know people like AH-TOOKI.  He takes you to the GLACIER WATER REFLECTING POOL at NIGHT to see the AURORA BOREALIS in full effect.  You gasp as you witness an UNIMAGINABLE APPARITION (TWO OF THEM BURIED IN YOUR STORY DECK).  Then you are taken to MOOSE HEAD LODGE to shake it off.  That's where you bump into TILIK-OUK-KOOK, the bouncer, who throws you out into the snow.	Movieland	Movieland	playerNDeck
Movieland_Movie122	The Year One	mythos/movieland/Mythos-Movieland-TheYearOne.jpg	default	Adventure	Corrupt Adventure		9	3														In order to succeed with the plan to take over the world, ROMAN AND MINNIE CASTEVET attempt to unleash TWO MONSTERS OF DIFFERENT SUBTYPES on the world with the help of TWO OTHER COVENISTS.  They manage to get an unsuspecting female victim to wear the TANIS ROOT charm which helps ensure the evil spawn known as ROSEMARY'S BABY.	Movieland	Movieland	playerNDeck
Movieland_Movie123	Uncover An Unspeakable Plot	mythos/movieland/Mythos-Movieland-UncoverAnUnspeakablePlot.jpg	default	Adventure	Heroic Adventure		9	3														TWO CORRUPT ALLIES have been going around the big city to as least FOUR CITY LOCATIONS.  They seem to carry around at least TWO TOMES that you can see, but there might be more.  After felling like something is terribly wrong, you use a PAY PHONE to call anyone who will listen.  You eventually end up at THE OFFICE OF DR. HILL that same DAY and tell him all the details you know about this unspeakable plot against you.	Movieland	Movieland	playerNDeck
Movieland_Movie124	Voyage To The Beyond	mythos/movieland/Mythos-Movieland-VoyageToTheBeyond.jpg	default	Adventure	Quest		9	3														While rotting in THE MENTAL HOSPITAL for days on end, the doctors give you some reading materials to pass the time.  You fall fast asleep and begin to dream of THREE TRAVEL EVENTS FROM DIFFERENT DIMENSIONS that take you to THREE REGIONS.  You happen accross TWO ALLIES THAT ARE NOT 'ANY CITY' or 'NEW YORK'.  THey decide to travel with you and begin searching for strange and unusual things.  The only thing found, however, is an ABOMINATION that topples your already fragile sanity.	Movieland	Movieland	playerNDeck
Movieland_Movie125	Your Big Break	mythos/movieland/Mythos-Movieland-YourBigBreak.jpg	default	Adventure	Corrupt Adventure		8	2														Day after day, you suffer KAKORRHAPHIOPHOBIA, so you ask ROMAN CASTEVET for tips on becoming a success.  After he casts TWO FOLK ICON SPELLS, Roman tells you to stay by the phone and wait while he investigates TWO GATE LOCATIONS.  All of a sudden, the phone rings and it's your agent.  He tells you to TRAVEL BY YAMAHA to his office and sign some new movie deal.  I GOT THE PART! you exclaim.	Movieland	Movieland	playerNDeck
Movieland_Movie201	Adrian Mercato	mythos/movieland/Mythos-Movieland-AdrianMercato.jpg	default	Ally	Corrupt Cultist, Living Dead	English & Glyphs	2	-2		Unique	Movieland	Past										Can know two spells.  Add one to his value if you have Tanis Root in play.  If you have Baby's Blood & Flesh in play, you may bury one of you Artifacts to bury opponent's Ally.	Movieland	Movieland	playerNDeck
Movieland_Movie202	Agyron Stavropolous	mythos/movieland/Mythos-Movieland-AgyronStavropolous.jpg	default	Ally	Covenist, Corrupt Cultist	Arabic, English & Greek	2	1		Unique	Movieland		Any	Any City								You must have three Covenists in play to play this card.  Bury this card to play from your hand a Greater Independent Monster as an Ally.  It cannot bear Weapons.	Movieland	Movieland	playerNDeck
Movieland_Movie203	Ah-Tooki	mythos/movieland/Mythos-Movieland-AhTooki.jpg	default	Ally	Steadfast Dog-Musher	English & Inuit	1	0			Movieland		Alaska	Fairbanks								While this card is in play, your current Alaska location features the Site attribute.	Movieland	Movieland	playerNDeck
Movieland_Movie204	Almost Familiar Passengers	mythos/movieland/Mythos-Movieland-AlmostFamiliarPassengers.jpg	default	Ally	Steadfast Passengers	English, Italian & French	4	0			Dreamlands		Any	Any Travel By Sea								These travelers have seen places that most people only dream about.	Movieland	Movieland	playerNDeck
Movieland_Movie205	Captain Of The 40' Yacht	mythos/movieland/Mythos-Movieland-CaptainOfThe40Yacht.jpg	default	Ally	Steadfast Dreamer & Seaman	Greek & Italian	2	0		Unique	Dreamlands		Mediterranian	Italy								When travelling by sea, add two to the value of this card and raise all your other Steadfast Defending Allies by one point per card	Movieland	Movieland	playerNDeck
