databaseId	name	imageUrl	zoomImageUrl	cardBack	type	packName	set	loadGroupId	clan	legal	cost	focus	force	chi	personalHonor	honorReq	goldProduction	provinceStrength	startingHonor	rarity	artist	flavour	text
TDoW027	Mirumoto Hojatsu	legend-of-the-five-rings/missing/LegendOfTheFiveRings-Missing-NoArt.png	legend-of-the-five-rings/missing/LegendOfTheFiveRings-Missing-NoArt.png	default	Personality	TDoW	TDoW	playerNDynasty	dragon	open celestial	10		5	6	3	5				r	Conceptopolis Studios	"With each breath, a master strikes. With each step, a master cuts down an enemy. As one man can defeat another, so one man can defeat a thousand." - Hojatsu's Legacy	<b>Dragon Clan &#8226; Samurai &#8226; Duelist &#8226; Kensai &#8226; Unique</b> <br>Negate other players' Focus Effects in a duel involving Hojatsu. <br><b>Iaijutsu Battle:</b> Destroy a target enemy card without attachments.
TDoW028	Mirumoto Kijima	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MirumotoKijimaMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MirumotoKijimaMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	dragon	open celestial	6		1	3	2	4				c	Quinton Hoover	"Leave the Kakita to focus on their 'art'. As we face these dark days of war, our technique remains the more practical - and essential - school."	<b>Dragon Clan &#8226; Samurai &#8226; Duelist</b> <br>Kijima has a Force bonus equal to the highest Focus Value among all Iaijutsu Strategies in your discard pile.
TDoW029	Mirumoto Tsubasa	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MirumotoTsubasaMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MirumotoTsubasaMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	dragon	open celestial	7		4	3	2	3				u	Florian Stitz	"She is a gifted artist and poet, although she is better known for her swordmanship. It is a tragedy that war makes murder with even the gentlest spirits." - Togashi Maya	<b>Dragon Clan &#8226; Samurai &#8226; Kensai &#8226; Poet</b> <br><b>Battle:</b> Give a target enemy Personality or Follower a Force penalty equal to Tsubasa's Force.
TDoW030	Tamori Wotan - exp	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TamoriWotanExpMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TamoriWotanExpMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	dragon	open celestial	7		3	4	2	5				r	Steve Argyle		<b>Dragon Clan &#8226; Fire &#8226; Void &#8226; Shugenja &#8226; Tattooed &#8226; Experienced &#8226; Unique</b> <br>Will not be controlled by a Phoenix Clan player. <br><b>Limited:</b> Look at the top four cards of your Fate deck. You may put one of those cards at the bottom of your deck. <br><b>Battle:</b> Wotan shows no mercy. Destroy a target bowed enemy card.
TDoW031	Togashi Okamoto	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TogashiOkamotoMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TogashiOkamotoMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	dragon	open celestial	7		0	4	2	4				c	MuYoung Kim	"After fighting the Yobanjin for so long, he welcomes fighting the Destroyers. He claims it feels good to fight without taking lives. I think he misses the point." - Togashi Shiori	<b>Dragon Clan &#8226; Fire &#8226; Tattooed &#8226; Monk</b> <br><b>Battle/Open:</b> Give Okamoto five +1F <b>Fire</b> tokens. Before this turn ends, remove five or all of Okamoto's Fire tokens, whichever is less, bow him, and negate his straightening until your next turn begins.
TDoW032	Togashi Shiori - exp	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TogashiShioriExpMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TogashiShioriExpMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	dragon	open celestial	8		5	3	1	0				r	Conceptopolis Studios	"When I bore the name Hitomi, I was consumed by rage and hatred. Now I am Togashi, and while the rage and hate are tempered, they have never fully disappeared."	<b>Dragon Clan &#8226; Void &#8226; Monk &#8226; Tattooed &#8226; Experienced &#8226; Unique</b> <br><b>Battle:</b> Bow a target enemy Personality with higher Force than his own Chi. He may not perform actions this turn.
TDoW033	Akodo Ebiro	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AkodoEbiroMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AkodoEbiroMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	lion	open celestial	7		4	3	0	0				u	Florian Stitz	The Lion continued to devastate the zombie hordes, hunting them down whenever they could be found within the Empire's heart.	<b>Lion Clan &#8226; Samurai &#8226; Deathseeker &#8226; Hero</b> <br><b>Battle:</b> Bow a target enemy Follower, or Personality without Followers, that is Undead or has equal or lower Force than Ebiro.
TDoW034	Akodo Raemon	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AkodoRaemonMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AkodoRaemonMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	lion	open celestial	7		3	3	3	6				r	Anthony Grabski	"We cannot currently help the other clans, but we are far from defenseless."	<b>Lion Clan &#8226; Samurai &#8226; Tactician</b> <br><b>Reaction:</b> After the resolution of a Tactical action that Raemon performed, if he is at the current battlefield: Ranged Attack with strength equal to Raemon's Force minus two.
TDoW035	Akodo Seiichi - exp	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AkodoSeiichiExpMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AkodoSeiichiExpMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	lion	open celestial	7		4	3	3	10				r	Conceptopolis Studios	"I will not stand aside when the fate of the Empire is at stake. Other clans may wish to sit at home and hope for the best, but the Lion shall never be among them."	<b>Lion Clan &#8226; Samurai &#8226; Tactician &#8226; Experienced &#8226; Unique</b> <br><b>Battle:</b> Straighten a target card in a unit. You may target and bow an enemy card with Force lower than or equal to Seiichi's Force.
TDoW036	Matsu Amuro	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MatsuAmuroMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MatsuAmuroMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	lion	open celestial	7		4	3	3	6				u	Conceptopolis Studios	"Bandits continue to infest our lands. Only those parasites seem to truly understand that the Lion will not allow the Destroyer threat to destroy Rokugan."	<b>Lion Clan &#8226; Samurai &#8226; Hero</b> <br><b>Open:</b> Target a Personality. Amuro inspires him to greatness. Give the Personality <b>Hero</b>.
TDoW037	Matsu Ato	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MatsuAtoMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MatsuAtoMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	lion	open celestial	6		0	3	4	7				c	MuYoung Kim	Since their inception, the Lion Wardens have secured the clan's borders. With the threat of the undead lingering, the Wardens have gained a new importance in the Lion's military strategy.	<b>Lion Clan &#8226; Samurai &#8226; Cavalry &#8226; Paragon</b> <br>Ato has +3F while attacking.
TDoW038	Matsu Fumiyo - exp	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MatsuFumiyoExpMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MatsuFumiyoExpMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	lion	open celestial	9		5	3	4	6				r	Steve Argyle	"She is young, but brave. She is relentless, inquisitive, and cunning. She is the greatest samurai-ko I have ever met, and she seems wholly unaware of her own importance." - Moto Jin-sahn	<b>Lion Clan &#8226; Samurai &#8226; Paragon &#8226; Experienced &#8226; Unique</b> <br><b>Fear Battle:</b> Bow each card with equal or lower Force than Fumiyo in a target enemy unit. Gain 1 Honor for each card this bowed.
TDoW039	Matsu Sako	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MatsuSakoMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MatsuSakoMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	lion	open celestial	5		2	3	2	6				c	Anthony Grabski	"Stand beside a Matsu. Share in her rage, her drive, her passion to fight in the Empress' name. Watch as her foes crumble before her fury. You will never doubt the honor of fighting at their side." - Isawa Emori	<b>Lion Clan &#8226; Samurai &#8226; Commander</b> <br><b>Limited:</b> Discard a card: Create a 2F Follower and attach it to your target Commander.
TDoW040	Moshi Kalani - exp	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MoshiKalaniExpMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MoshiKalaniExpMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	mantis	open celestial	9		5	3	3	2				r	Jason Engle		<b>Mantis Clan &#8226; Samurai &#8226; Naval &#8226; Commander &#8226; Experienced &#8226; Unique</b> <br>Kalani has +1F for each other Naval card in his army. <br><b>Battle:</b> Even if Kalani is bowed: Target your Personality. If his unit assigned to the current battlefield or if any enemy units are there, move him there. Straighten his unit if he moved.
TDoW041	Moshi Kinyo	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MoshiKinyoMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MoshiKinyoMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	mantis	open celestial	7		3	4	2	2				c	Veronica V. Jones	"I feel something... something reaching across the seas... something from the Empire? Who is this Kamarou?"	<b>Mantis Clan &#8226; Thunder &#8226; Water &#8226; Shugenja &#8226; Naval</b> <br>Kinyo has <b>Cavalry</b> while she has a Water Spell attached. <br><b>Battle:</b> Reduce the Force of a target enemy Personality or Follower to 0.
TDoW042	Tsuruchi Seisha	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TsuruchiSeishaMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TsuruchiSeishaMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	mantis	open celestial	7		4	3	2	-				u	Conceptopolis Studios	"There are eyes upon us still, lord Kalani. The few enemies that we have seen this far? They are only the first of many."	<b>Mantis Clan &#8226; Samurai &#8226; Naval &#8226; Commander</b> <br><b>Battle:</b> You may take an additional Battle action which must be performed by one of Seisha's Followers.
TDoW043	Tsuruchi Toburo	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TsuruchiToburoMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TsuruchiToburoMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	mantis	open celestial	6		2	3	2	-				r	MuYoung Kim	"Winter slows the tide of war, but I find it a grand opportunity to thin the enemy ranks from afar."	<b>Mantis Clan &#8226; Samurai &#8226; Naval &#8226; Scout</b> <br><b>Battle:</b> Bow Toburo: Ranged 3 Attack. If you targeted the current battlefield's province with a Recon action this turn, and there are more units on the enemy side than on yours there, you may make another Ranged 3 Attack.
TDoW044	Yoritomo Ai	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-YoritomoAiMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-YoritomoAiMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	mantis	open celestial	8		4	4	2	0				c	Conceptopolis Studios	"Many of lord Naizen's favored vassals are far from the Empire, and even more will perish in the war. This is a time of unprecedented opportunity for those bold enough to seize it."	<b>Mantis Clan &#8226; Samurai &#8226; Naval &#8226; Corrupt &#8226; Governor &#8226; Magistrate</b> <br><b>Open:</b> Pay 2 Gold: A target non-Unique Holding's base abilities may not be used this turn.
TDoW046	Yoritomo Eihiko - exp	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-YoritomoEihikoExpMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-YoritomoEihikoExpMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	mantis	open celestial	7		4	3	0	-				f	Drew Baker	"It would be a terrible disgrace for your cousin's indiscretions to come to light, Doji-san. I think it would be in your best interests to ensure the Tsuruchi legions on the southern front are properly reinforced by the Daidoji."	<b>Mantis Clan &#8226; Magistrate &#8226; Extortionist &#8226; Experienced &#8226; Unique</b> <br><b>Open:</b> Reduce the Gold Cost of a target card <i>(in play)</i> to 0.
TDoW047	Agasha Kamarou	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AgashaKamarouMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AgashaKamarouMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	phoenix	open celestial	7		3	3	2	-				c	Veronica V. Jones	"I understand the risks, Bairei-sama. I will reach the Mantis or die in the attempt. It is my duty."	<b>Phoenix Clan &#8226; Thunder &#8226; Water &#8226; Shugenja &#8226; Cavalry</b> <br>Kamarou has <b>Naval</b> while she has a Thunder Spell attached. <br><b>Battle:</b> Switch the locations of your target Personality and Kamarou. Straighten their units if they moved.
TDoW048	Agasha Kokiden	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AgashaKokidenMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AgashaKokidenMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	phoenix	open celestial	7		3	4	3	6				u	Conceptopolis Studios	"Such a pretty thing, is it not? A mere trifle, meant to distract from unpleasant thoughts. Who can believe such a thing could threaten the Divine One? Someone's incompetence is to blame, I am sure."	<b>Phoenix Clan &#8226; Air &#8226; Shugenja &#8226; Imperial &#8226; Inquisitor &#8226; Magistrate &#8226; Sycophant</b> <br><b>Political Limited:</b> Bow Kokiden or one of her Spells: A target dishonorable Personality's controller loses 2 Honor.
TDoW049	Asako Hitsuko	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AsakoHitsukoMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AsakoHitsukoMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	phoenix	open celestial	7		2	4	3	3				r	Andy Hepworth	"The scroll we have in not the scroll we had. Where is it now? Where did this one come from?"	<b>Phoenix Clan &#8226; Void &#8226; Water &#8226; Shugenja &#8226; Alchemist &#8226; Inquisitor &#8226; Magistrate</b> <br><b>Battle:</b> Starting with you, each player must target and move home half, rounded down, of his Personalities at the current battlefield. You may destroy one of the targeted Personalities whose movement failed.
TDoW050	Isawa Furiko	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-IsawaFurikoMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-IsawaFurikoMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	phoenix	open celestial	7		3	3	2	4				r	Albert Tavira	"While Chosei's knowledge of Fire was unmatched, he had forgotten that the Phoenix had long study of all the elements, and they had the courage to use it in the Empress's service. With the aid of the Dragon Clan, they joined the Dark Oracle in battle." - Chronicle of Bright Fire	<b>Phoenix Clan &#8226; Fire &#8226; Shugenja</b> <br>Furiko has +1F while she has a Spell attached. <br><b>Battle:</b> Ranged 4 Attack.
TDoW051	Isawa Kumai - exp	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-IsawaKumaiExpMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-IsawaKumaiExpMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	phoenix	open celestial	7		3	4	4	9				r	Conceptopolis Studios	"It is moving."	<b>Phoenix Clan &#8226; Air &#8226; Void &#8226; Shugenja &#8226; Alchemist &#8226; Ishiken &#8226; Experienced &#8226; Unique</b> <br><b>Open:</b> Even if Kumai is bowed: Straighten your target Air Shugenja. <br><b>Reaction:</b> After the resolution of an action from whose effects you drew a card: Put a card from your hand on the bottom of your deck. Draw a card.
TDoW052	Isawa Kuniki	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-IsawaKunikiMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-IsawaKunikiMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	phoenix	open celestial	7		3	4	4	9				u	Quinton Hoover		<b>Phoenix Clan &#8226; Earth &#8226; Shugenja &#8226; Defender</b> <br>After you lose Honor from another player's action: Give one of your Personalities a +1F <b>Revenge</b> token. <br><b>Reaction:</b> After the resolution of an action on a Spell which Kuniki performed, if he is at the current battlefield: Give its province +4 strength. Negate Kuniki's next destruction <i>(this turn)</i>.
TDoW053	Shiba Gohiko	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShibaGohikoMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShibaGohikoMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	phoenix	open celestial	6		3	3	2	5				c	MuYoung Kim	"We will never forget our oaths, but this war is bleeding us dry," Tsukimi said. "I can only leave a few of you to defend this place." <br>"Do not worry, my Champion, all will be well here," Gohiko replied.	<b>Phoenix Clan &#8226; Samurai &#8226; Duelist &#8226; Yojimbo</b> <br><b>Open:</b> If it is not your turn: Straighten your Stronghold.
TDoW054	Bayushi Azumamoru	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-BayushiAzumamoruMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-BayushiAzumamoruMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	scorpion	open celestial	7		4	3	1	-				u	Conceptopolis Studios	"Come closer, close enough for just one scratch..."	<b>Scorpion Clan &#8226; Samurai &#8226; Kensai &#8226; Bitter Lies &#8226; Poison Blade</b> <br><b>Battle:</b> Bow Azumamoru or one of his Weapons and show the top card of your Fate deck: Give a target enemy Personality a number of -1F <b>Poison</b> tokens equal to the card's Focus Value. If the Personality's Force is now zero, or lower than his base Force, bow him.
TDoW055	Bayushi Jou	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-BayushiJouMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-BayushiJouMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	scorpion	open celestial	6		0	4	1	-				u	Mike Capprotti	"Kakita Korihime-sama. What a delight to see you."	<b>Scorpion Clan &#8226; Courtier &#8226; Intimidator</b> <br><b>Political Reaction:</b> After another player's Battle action targets Jou: The player may choose to lose 2 Honor. If he did not choose this, negate the action's <i>(remaining)</i> effects. <br><b>Battle:</b> Even if Jou is bowed: Move her home.
TDoW056	Bayushi Muhito - exp2	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-BayushiMuhitoExp2Master.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-BayushiMuhitoExp2Master.jpg	default	Personality	TDoW	TDoW	playerNDynasty	scorpion	open celestial	10		5	4	1	-				r	Albert Tavira	"You are right to mistrust Jimen, but Noritoshi is no better. Denounce him, my love. Do not let his shame become yours."	<b>Scorpion Clan &#8226; Samurai &#8226; Ninja &#8226; Duelist &#8226; Yojimbo &#8226; Experienced 2 &#8226; Unique &#8226; Champion of Rei</b> <br><b>Reaction:</b> After the resolution of another player's Battle action: Move Muhito to a different location. <br><b>Battle:</b> Give a target enemy Personality -2C for each of his Poison tokens.
TDoW057	Bayushi Saito	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-BayushiSaitoMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-BayushiSaitoMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	scorpion	open celestial	8		4	4	2	-				c	Edwin David	"Watch him, Saito. He will act against us, and show himself as the traitor he really is. Until then, watch him." - Shosuro Jimen	<b>Scorpion Clan &#8226; Samurai &#8226; Magistrate</b> <br><b>Battle:</b> Give Saito a Force bonus equal to the Force of a target enemy Personality or Follower. If this targeted a dishonorable Personality, reduce his Force to zero.
TDoW058	Shosuro Jimen - exp2	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShosuroJimenExp2Master.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShosuroJimenExp2Master.jpg	default	Personality	TDoW	TDoW	playerNDynasty	scorpion	open celestial	9		3	6	2	-				r	Steve Argyle	"No one is beyond my grasp."	<b>Scorpion Clan &#8226; Courtier &#8226; Duelist &#8226; Imperial &#8226; Magistrate &#8226; Villain &#8226; Experienced 2 &#8226; Loyal &#8226; Unique &#8226; Emerald Champion &#8226; Poison Master</b> <br>After the resolution of a Battle action which Jimen performed: You may move him home. <br><b>Political Limited:</b> Target another player's Personality. You may either dishonor him or have his controller lose 2 Honor. Dishonor all copies of Kakita Noritoshi in play.
TDoW059	Shosuro Shigemasa	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShosuroShigemasaMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShosuroShigemasaMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	scorpion	open celestial	7		4	3	0	-				r	Florian Stitz	"They see me and all they remember is how unusual I look. The notion of what I am and can do is lost upon them. Just as I wish it."	<b>Scorpion Clan &#8226; Ninja</b> <br><b>Battle:</b> Ranged Attack with strength equal to the number of Poison tokens in play plus two.
TDoW060	Soshi Hirotsugu	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-SoshiHirotsuguMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-SoshiHirotsuguMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	scorpion	open celestial	7		3	4	1	-				c	Conceptopolis Studios	Under the watchful eye of the Jade Champion, the Soshi and the Kuni systematically reclaimed the ground taken by the destroyers, one dead demon at a time.	<b>Scorpion Clan &#8226; Air &#8226; Shugenja &#8226; Ninja</b> <br><b>Battle:</b> Give each of your Scorpion Clan and Crab Clan Personalities in Hirotsugu's army +1F, or +2F if they are opposed.
TDoW061	Chuda Inisi	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ChudaInisiMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ChudaInisiMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	spider	open celestial	9		4	4	0	-				r	Luis Nu&#241;ez de Castro	"The samurai say they serve until death. I would not do so little."	<b>Spider Clan &#8226; Shadowlands &#8226; Shugenja &#8226; Incubator</b> <br>After Inishi enters play: Lose 3 Honor. <br><b>Maho Open:</b> Destroy Inisi: Undead rise from his corpse. Create three 2F/2C/0PH <b>Shadowlands &#8226; Undead</b> Personalities.
TDoW062	Daigotsu Gahseng - exp	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-DaigotsuGahsengExpMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-DaigotsuGahsengExpMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	spider	open celestial	9		6	3	0	-				r	Troy Graham	"We protect what will be ours."	<b>Spider Clan &#8226; Shadowlands &#8226; Samurai &#8226; Paragon &#8226; Experienced &#8226; Unique &#8226; Dark Pride</b> <br>After Gahseng enters play: Lose 6 Honor. <br><b>Battle/Open:</b> Target a Dark Virtue Strategy in your discard pile. Take an additional action to play it for one of its Battle, Limited, or Open actions, as appropriate to the current phase. Remove it from the game after its action ends.
TDoW063	Daigotsu Sahara - exp	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-DaigotsuSaharaExpMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-DaigotsuSaharaExpMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	spider	open celestial	11		7	3	1	0				f	Troy Graham	His standing among the Spider grew greatly when they realized the value to them of the Sparrow.	<b>Spider Clan &#8226; Samurai &#8226; Experienced &#8226; Loyal &#8226; Unique</b> <br>Sahara uses his base Force as his duel stat. <br><b>Battle:</b> Sahara challenges a target enemy Personality. Destroy the duel's loser.
TDoW064	Fosuta no Oni	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-FosutaNoOniMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-FosutaNoOniMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	spider	open celestial	8		7	3	0	-				c	Jim Pavelec	"It may have cost him the last of his soul, but Fosuta finally has the power he craves." - Chuda Mishime	<b>Spider Clan &#8226; Shadowlands &#8226; Nonhuman &#8226; Oni &#8226; Slave</b> <br>After Fosuta enters play: Lose 3 Honor.
TDoW065	Hachigoro	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-HachigoroMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-HachigoroMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	spider	open celestial	6		3	3	0	-				u	Eric Lofgren	Not all of the walking dead were on the same side, but this meant little to the living.	<b>Spider Clan &#8226; Shadowlands &#8226; Samurai &#8226; Undead</b> <br>After Hachigoro enters play: Lose 3 Honor. <br><b>Battle:</b> If Hachigoro is dead: He claws out of his grave. Bring him into play at the current battlefield paying 2 less Gold, or ignoring his costs if the enemy leader is a Lion Clan player.
TDoW066	Katahide	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-KatahideMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-KatahideMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	spider	open celestial	8		5	3	0	-				c	Edwin David	Hiding among the Mantis has lead him to the Ivory Kingdoms... and many great mysteries.	<b>Spider Clan &#8226; Shadowlands &#8226; Monk &#8226; Kensai &#8226; Order of Venom</b> <br>After Katahide enters play: Lose 5 Honor. <br><b>Reaction:</b> After a Battle action resolves which Katahide performed: Take an additional Battle action which Katahide must perform.
TDoW067	Yoritomo Aranai	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-YoritomoAranaiMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-YoritomoAranaiMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	spider	open celestial	9		6	3	0	-				u	Troy Graham	"To the Ivory Kingdoms I shall go, and none shall feel the shadow of the Spider that walks among them."	<b>Spider Clan &#8226; Mantis Clan &#8226; Samurai &#8226; Infiltrator &#8226; Paragon &#8226; Dark Storm</b> <br><b>Fear Battle:</b> Bow a target enemy card with lower Gold Cost. If Aranai has performed a Dark Virtue action this turn, negate the card's straightening this turn.
TDoW068	Iuchi Katamari - exp	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-IuchiKatamariExpMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-IuchiKatamariExpMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	unicorn	open celestial	9		4	5	2	3				r	Florian Stitz	"Your doom is now, demon."	<b>Unicorn Clan &#8226; Water &#8226; Shugenja &#8226; Cavalry &#8226; Magistrate &#8226; Experienced &#8226; Unique &#8226; Doomseeker</b> <br>Katamari has -1F unless you are a Unicorn Clan or Crab Clan player. <br><b>Battle:</b> Target an enemy card that is either an attachment, or a Personality with lower Personal Honor than Katamari's Chi. Bow the targeted card. Destroy it if it is Nonhuman.
