databaseId	name	imageUrl	cardBack	type	cost	health	team	powerSymbol	rangedFlight	keyword	text	packName	set	loadGroupId
Aliens_Kane_SC	Kane	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-Kane.jpg	default	Supporting Character	2	1	The Company	None		Explore	When Kane appears, reveal cards from the top of your deck until you reveal a basic location. �Put it into your hand and shuffle the rest of the revealed cards into your deck.	Aliens	Aliens	playerNDeck
Aliens_Leaping_Xenomorph_SC	Leaping Xenomorph	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-LeapingXenomorph.jpg	default	Supporting Character	2	2	Xenomorphs	None		Creature, Swarm, Leap	This character has flight during your turn.	Aliens	Aliens	playerNDeck
Aliens_Lets_Rock_PT	Let's Rock!	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-LetsRock.jpg	default	Plot Twist	None			None			Any Time Any Combat: Choose an attacker to get +1/+0 or a defender to get +0/+2 this combat.	Aliens	Aliens	playerNDeck
Aliens_Lt_Ripley_L1	Lt. Ripley L1	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-LtRipleyL1.jpg	default	Main Character	None	5	The Company	Humanity	Ranged		"Build [Humanity]: Reveal the top five cards of your deck. �Put an equipment from among them into your hand and the rest on the bottom in any order. Level Up [3] � When an equipment appears on your side, Lt. Ripley gains an XP.	Aliens	Aliens	playerNMain
Aliens_Lt_Ripley_L2	Lt. Ripley L2	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-LtRipleyL2.jpg	default	Main Character	None	5	The Company	Humanity, Skill	Ranged		"Build [Humanity]: Reveal the top five cards of your deck. �Put an equipment from among them into your hand and the rest on the bottom in any order. Main [Skill]: Search your deck, hand, and KO pile for an equipment and equip it to a character on your side.  This power can be used only once this game.	Aliens	Aliens	playerNMain
Aliens_LV-426_L	LV-426	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-LV426.jpg	default	Location	None		Xenomorphs	Alien, Energy, Intellect, Might			[Alien]�or [Energy] or [Might] or [Intellect] for a [Xenomorphs] character on your side.	Aliens	Aliens	playerNDeck
Aliens_M41A_Pulse_Rifle_EQ	M41A Pulse Rifle	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-M41APulseRifle.jpg	default	Equipment	1		The Company	Energy		Light Armor-Piercing Rounds, M-40 Grenades	Equipped�character has range and has +3/+0 while making a ranged attack. Main [Energy]: Put three -1/-1 counters on an enemy back row character.	Aliens	Aliens	playerNDeck
Aliens_MU-TH-ER_6000_EQ	MU-TH-ER 6000	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-MUTHER6000.jpg	default	Equipment	2		The Company	Intellect		Access Mother	Build [Intellect]: Draw two cards.	Aliens	Aliens	playerNDeck
Aliens_Newt_SC	Newt	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-Newt.jpg	default	Supporting Character	1	1	The Company	None		We'd Better Get Back	When Newt gets attacked, put her into her owner�s hand.	Aliens	Aliens	playerNDeck
Aliens_Ovomorph_SC	Ovomorph	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-Ovomorph.jpg	default	Supporting Character	1	1	Xenomorphs	None		Creature, Swarm, Passive, Hatch	"This character can�t attack or strike back. At the start of your Build Phase, if there�s an enemy supporting character, reveal a random card from your Facehugger pile.	Aliens	Aliens	playerNDeck
Aliens_Parker_SC	Parker	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-Parker.jpg	default	Supporting Character	3	1	The Company	Energy		Cattle Prod	Main [Energy]: Move an enemy front row character to its back row. �Remove all +1/+1 counters from it.	Aliens	Aliens	playerNDeck
Aliens_Power_Loader_EQ	Power Loader	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-PowerLoader.jpg	default	Equipment	3		The Company	None		Get Away From Her, You B****!	"Equipped character has +5/+5, loses range and can�t gain range.	Aliens	Aliens	playerNDeck
Aliens_Private_Hudson_SC	Private Hudson	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-PrivateHudson.jpg	default	Supporting Character	5	1	The Company	None	Ranged	You Want Some Of This?, Game Over, Man!	"[Any Turn] Combat: Stun a character that is melee attacking a character on your side.  You may use this power any number of times each turn. When Hudson gets KO�d, wound your main character.	Aliens	Aliens	playerNDeck
Aliens_Ripley8_L1	Ripley #8 L1	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-Ripley8L1.jpg	default	Main Character	None	5	The Company	Energy			"Main [Energy]: Put any number of -1/-1 counters on Ripley #8 as long as this doesn�t reduce her DEF to 0. �Then, put that many -1/-1 counters on an enemy supporting character. Level Up [1] � At the start of your Main Phase, you may have Ripley #8 gain an XP.  When Ripley #8 levels up, heal all wounds from her.	Aliens	Aliens	playerNMain
Aliens_Ripley8_L2	Ripley #8 L2	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-Ripley8L2.jpg	default	Main Character	None	2	The Company	Energy, Humanity			Main [Energy]: Put any number of -1/-1 counters on Ripley #8 as long as this doesn�t reduce her DEF to 0. �Then, put that many -1/-1 counters on an enemy supporting character. Main [Humanity]: Name a character. KO all enemy supporting characters with that name. Look at each enemy hand and discard each character with that name. Search each enemy deck and put each character with that name into the KO pile. This power can be used only once this game.	Aliens	Aliens	playerNMain
Aliens_Salivating_Xenomorph_SC	Salivating Xenomorph	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-SalivatingXenomorph.jpg	default	Supporting Character	3	1	Xenomorphs	Intellect		Creature, Swarm, Salivate	Main [Intellect]: If you have fewer than three cards in hand, draw cards until you have three cards in hand.	Aliens	Aliens	playerNDeck
Aliens_Screeching_Xenomorph_SC	Screeching Xenomorph	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-ScreechingXenomorph.jpg	default	Supporting Character	4	1	Xenomorphs	Might		Creature, Swarm, Screech	Main [Might]: Put two +1/+1 counters on a character with Swarm on your side�and on each other character on your side with the same name.	Aliens	Aliens	playerNDeck
Aliens_Sister_Ripley_L1	Sister Ripley L1	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-SisterRipleyL1.jpg	default	Main Character	None	5	The Company	Intellect			"Main [Intellect]: Put a +1/+1 counter on up to two characters in your front row. Level Up [5] � When one or more characters on your side make a melee attack, Sister Ripley gains an XP.	Aliens	Aliens	playerNMain
Aliens_Sister_Ripley_L2	Sister Ripley L2	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-SisterRipleyL2.jpg	default	Main Character	None	5	The Company	Intellect, Humanity			"Main [Intellect]: Put a +1/+1 counter on up to two characters in your front row. Any Time Any Combat [Humanity] � If Sister Ripley is your main character, KO her and put a Ripley #8 Level 2 from outside the game onto your side stunned as your new main character.	Aliens	Aliens	playerNMain
Aliens_Space_L	Space	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-Space.jpg	default	Location	None			Alien			[Alien]	Aliens	Aliens	playerNDeck
Aliens_Spook_PT	Spook	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-Spook.jpg	default	Plot Twist	None		Xenomorphs	None			Main: Daze an unprotected enemy character.	Aliens	Aliens	playerNDeck
Aliens_The_Dragon_L1	The Dragon L1	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-TheDragonL1.jpg	default	Main Character	None	5	Xenomorphs	Might		Creature	"Main [Might]: Ready the Dragon. Level Up [5] � Whenever the Dragon attacks, it gains an XP.	Aliens	Aliens	playerNMain
Aliens_The_Dragon_L2	The Dragon L2	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-TheDragonL2.jpg	default	Main Character	None	5	Xenomorphs	Might, Alien		Creature	"Main [Might]: Ready the Dragon. Main [Alien]: The Dragon is Lethal this turn.  When the Dragon KO�s an enemy character this turn, heal a wound from it.	Aliens	Aliens	playerNMain
Aliens_The_Dragon_SC	The Dragon	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-TheDragon.jpg	default	Supporting Character	5	3	Xenomorphs	Alien		Creature, Leap	"The Dragon has flight during your turn. Any Time Any Combat [Alien]: Heal a wound from the Dragon.  Amplify � Heal two wounds from it instead.	Aliens	Aliens	playerNDeck
Aliens_The_Newborn_L1	The Newborn L1	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-TheNewbornL1.jpg	default	Main Character	None	6	Xenomorphs	Might		Creature	"Any Time Any Combat [Might]: Put three +1/+1 counters on the Newborn. �Use this power only if you have no cards in hand. Level Up [1] � At the start of your Main Phase, you may discard your hand.  If you do, the Newborn gains an XP.	Aliens	Aliens	playerNMain
Aliens_The_Newborn_L2	The Newborn L2	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-TheNewbornL2.jpg	default	Main Character	None	6	Xenomorphs	Might, Alien		Creature	"Any Time Any Combat [Might]: Put three +1/+1 counters on the Newborn. �Use this power only if you have no cards in hand. Any Time Any Combat [Alien]: If the Newborn is defending, it�s Ferocious and Monstrous this combat.	Aliens	Aliens	playerNMain
Aliens_The_Newborn_SC	The Newborn	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-TheNewborn.jpg	default	Supporting Character	6	2	Xenomorphs	Might		Creature, Monstrous, Tantrum	"While the Newborn is defending against a melee team attack, it strikes back against each attacker. Any Time Any Combat [Might]: Put two +1/+1 counters on the Newborn.  Amplify � Put five +1/+1 counters on it instead.	Aliens	Aliens	playerNDeck
Aliens_The_Perfect_Organism_L1	The Perfect Organism L1	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-ThePerfectOrganismL1.jpg	default	Main Character	None	5	Xenomorphs	Alien		Creature	"Combat [Alien]: If the Perfect Organism is melee attacking, the defender can�t strike back this combat. Level Up [3] � When the Perfect Organism survives a combat, it gains an XP.	Aliens	Aliens	playerNMain
Aliens_The_Perfect_Organism_L2	The Perfect Organism L2	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-ThePerfectOrganismL2.jpg	default	Main Character	None	5	Xenomorphs	Alien, Intellect		Creature	"Combat [Alien]: If the Perfect Organism is melee attacking, the defender can�t strike back this combat. Any Time Any Combat [Intellect]: If the Perfect Organism is defending against a melee attack, attackers can�t strike this combat.	Aliens	Aliens	playerNMain
Aliens_The_Perfect_Organism_SC	The Perfect Organism	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-ThePerfectOrganism.jpg	default	Supporting Character	5	2	Xenomorphs	Intellect		Creature, Ferocious, Amplify	"While in melee combat, the Perfect Organism strikes before characters without Ferocious. Any Time Any Combat [Intellect]:  The Perfect Organism strikes with double its ATK this combat.  Amplify � it strikes with triple its ATK instead.	Aliens	Aliens	playerNDeck
Aliens_The_Queen_L1	The Queen L1	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-TheQueenL1.jpg	default	Main Character	None	6	Xenomorphs	Alien		Creature	"Build [Alien]: Reveal the top five cards of your deck. �Chose a character with Swarm from among them and any number of other characters with the same name as that card and put them into your hand. �Put the rest on the bottom of your deck. Level Up [3] � When a character with Swarm appears on your side, if you already have a character with that name on your side, the Queen gains an XP.	Aliens	Aliens	playerNMain
Aliens_The_Queen_L2	The Queen L2	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-TheQueenL2.jpg	default	Main Character	None	6	Xenomorphs	Alien, Energy		Creature	"Build [Alien]: Reveal the top five cards of your deck. �Chose a character with Swarm from among them and any number of other characters with the same name as that card and put them into your hand. �Put the rest on the bottom of your deck. Main [Energy]: Search your deck, hand, and KO pile for an Ovomorph and put it into your back row.  Then, one at a time, you may have each Ovomorph on your side try to hatch.	Aliens	Aliens	playerNMain
Aliens_The_Queen_SC	The Queen	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-TheQueen.jpg	default	Supporting Character	7	2	Xenomorphs	Energy		Creature, Leader, Amplify	While the Queen is team attacking, you choose who the defender strikes back against. Any Time Any Combat [Energy]: Search your deck, hand, and KO pile for up to two Ovomorphs, reveal them, and put them into your hand.  Amplify � You may put them into your back row instead.	Aliens	Aliens	playerNDeck
Aliens_Vriess_SC	Vriess	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-Vriess.jpg	default	Supporting Character	1	2	The Company	None	Ranged	Immobile	"Vriess can�t move during your Formation Step. When Vriess gets stunned on an enemy player�s turn, put a -1/-1 counter on an enemy character.	Aliens	Aliens	playerNDeck
Aliens_Warrant_Officer_Ripley_L1	Warrant Officer Ripley L1	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-WarrantOfficerRipleyL1.jpg	default	Main Character	None	5	The Company	Humanity			"Main [Humanity]: Daze a character on your side, but it keeps its equipment. Level Up [7] � At the start of your Build Phase, Warrant Officer Ripley gains an XP for each wound she has.	Aliens	Aliens	playerNMain
Aliens_Warrant_Officer_Ripley_L2	Warrant Officer Ripley L2	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-WarrantOfficerRipleyL2.jpg	default	Main Character	None	5	The Company	Humanity, Energy			"Main [Humanity]: Daze a character on your side, but it keeps its equipment. Main [Energy]: At the end of the turn, stun all supporting characters.  This power can be used only once this game.	Aliens	Aliens	playerNMain
Aliens_Weyland-Yutani_Complex_L	Weyland-Yutani Complex	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-WeylandYutaniComplex.jpg	default	Location	None		The Company	Energy, Humanity, Intellect, Skill			[Humanity]�or [Energy] or [Intellect] or [Skill] for [The Company] character on your side.	Aliens	Aliens	playerNDeck
Aliens_Xenomorph_Ambusher_SC	Xenomorph Ambusher	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-XenomorphAmbusher.jpg	default	Supporting Character	2	1	Xenomorphs	None		Creature, Swarm, Camouflage	This character can�t be attacked while it is in your back row.	Aliens	Aliens	playerNDeck
Aliens_Xenomorph_Spitter_SC	Xenomorph Spitter	vs-system-2pcg/aliens/VsSystem2pcg-Aliens-XenomorphSpitter.jpg	default	Supporting Character	4	1	Xenomorphs	Energy	Ranged	Creature, Swarm, Spit Acid	Main [Energy]: Put two +1/+1 counters on an enemy character. �Repeat this process for each other character named Xenomorph Spitter on your side.	Aliens	Aliens	playerNDeck
Legacy_AgentPeggyCarter_SC	Agent Peggy Carter	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-AgentPeggyCarter.jpg	default	Supporting Character	2	1	Avengers	None	Ranged	Honorary Avenger	You pay 1 less to recruit [Avengers] characters.	Legacy	Legacy	playerNDeck
Legacy_Avenge_PT	Avenge	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Avenge.jpg	default	Plot Twist	None		Avengers	None		Avengers Loyalty	Put this in your deck only if each card in your deck with a team affiliation has [Avengers]	Legacy	Legacy	playerNDeck
Legacy_BaronMordo_L1	Baron Mordo L1	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-BaronMordoL1.jpg	default	Main Character	None	5	Underworld	Energy	Ranged	Hex	Mesmerize, Main [Energy]: Choose a player to discard a random card. You may use this power any number of times on your turn. The Black Arts, Level Up[4] - Whenever an enemy player discards one or more cards. Mordo gains an XP.	Legacy	Legacy	playerNMain
Legacy_BaronMordo_L2	Baron Mordo L2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-BaronMordoL2.jpg	default	Main Character	None	5	Underworld	Energy, Intellect	Ranged	Hex	Mesmerize, Main [Energy]: Choose a player to discard a random card. You may use this power any number of times on your turn. Hypnotize, Main [Intellect]: Choose an enemy main character. It becomes Level 1 until the start of your next turn.	Legacy	Legacy	playerNMain
Legacy_Bishop_SC2	Bishop2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Bishop2.jpg	default	Supporting Character	2	2	X-Men	Energy	Ranged	Energy Transference	When you use an [Energy] super power, put two +1/+1 counters on Bishop.	Legacy	Legacy	playerNDeck
Legacy_Calypso_SC	Calypso	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Calypso.jpg	default	Supporting Character	1	1	Femme Fatales	None		Voodoo Potion	When Calypso appears, you may remove all +1/+1 counters from a character.	Legacy	Legacy	playerNDeck
Legacy_Captain_Britain_SC	Captain Britain	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-CaptainBritain.jpg	default	Supporting Character	4	2	Avengers	None	Both	Rule Britannia!	When Captain Britain gets powered-up, put two extra +1/+1 counters on him.	Legacy	Legacy	playerNDeck
Legacy_Charlie-27_SC	Charlie-27	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Charlie27.jpg	default	Supporting Character	1	3	Guardians of the Galaxy	Might		Jovian Strength	Combat [Might]: Charlie-27 gains ATK and DEF until he is 27/27 this combat.	Legacy	Legacy	playerNDeck
Legacy_Crossbones_SC	Crossbones	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Crossbones.jpg	default	Supporting Character	1	2	Villains	None	Ranged	Henchman	When a Villians supporting character appears on your side, put a +1/+1 counter on Crossbones. Combat Master, While Crossbones is in combat, enemy players can't play plot twists.	Legacy	Legacy	playerNDeck
Legacy_Crystal_SC	Crystal	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Crystal.jpg	default	Supporting Character	6	1	A-Force	Energy, Intellect, Might, Skill		Elemental Master	Crystal has the following for each basic location type on your side: [Energy]: Flight, [Skill]: Ranged, [Might]: +5 ATK, [Intellect]: +5 DEF	Legacy	Legacy	playerNDeck
Legacy_Cyclops_L1	Cyclops L1	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-CyclopsL1.jpg	default	Main Character	None	5	X-Men	Skill	Ranged	Battle Tactics	Main [Skill]: Move a character on your side to your front or back row. Homo Superior, Level up (5) - When an [X-Men] supporting character appears on your side. Cyclops gains an XP.	Legacy	Legacy	playerNMain
Legacy_Cyclops_L2	Cyclops L2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-CyclopsL2.jpg	default	Main Character	None	5	X-Men	Skill, Energy	Ranged	Battle Tactics	Main [Skill]: Move a character on your side to your front or back row. Optic Blast, Main [Energy][Energy]: Stun an unprotected supporting character other than Cyclops or Havok.	Legacy	Legacy	playerNMain
Legacy_Daredevil_L2#2	DareDevil L2#2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-DareDevilL22.jpg	default	Main Character	None	5	Defenders	Skill		The Man Without Fear	[Any Turn] Combat [Skill]: Daredevil strikes with double his ATK this combat. Defender of Hell's Kitchen, Level Up [1] - When Daredevil gets attacked, if he's protecting a character, he gains an XP.	Legacy	Legacy	playerNMain
Legacy_Daredevil_L3	DareDevil L3	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-DareDevilL3.jpg	default	Main Character	None	6	Defenders	Skill, Intellect		The Man Without Fear	[Any Turn] Combat [Skill]: Daredevil strikes with double his ATK this combat. Savior of Hell's Kitchen, [Any Turn] Combat [Intellect]: No more attacks can be made this turn.	Legacy	Legacy	playerNMain
Legacy_Drax_L1	Drax L1	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-DraxL1.jpg	default	Main Character	None	6	Guardians of the Galaxy	Intellect		Lethal	Call Enemy, Main [Intellect]: Move an enemy supporting character to its front row. The Destroyer, Level up [4] - When Drax Kos an enemy character, he gains XP equal to its health.	Legacy	Legacy	playerNMain
Legacy_Drax_L2	Drax L2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-DraxL2.jpg	default	Main Character	None	6	Guardians of the Galaxy	Intellect, Might		Lethal	Call Enemy, Main [Intellect]: Move an enemy supporting character to its front row. Brutal Strength, Main [Might]: Put +1/+1 counters on Drax equal to the total health of enemy characters that were KO'd this turn.	Legacy	Legacy	playerNMain
Legacy_Elektra_L1	Elektra L1	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-ElektraL1.jpg	default	Main Character	None	5	Femme Fatales	Skill		Dodge	Ninja Training, Main [Skill]: Elektra gain Stealth this turn.(She can melee attack back row characters even while they're protected.) Assassination, Level Up (2) - When Elektra stuns a enemy back row defender, she gains an XP.	Legacy	Legacy	playerNMain
Legacy_Elektra_L2	Elektra L2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-ElektraL2.jpg	default	Main Character	None	5	Femme Fatales	Skill, Intellect		Dodge	Ninja Training, Main [Skill]: Elektra gain Stealth this turn. Hand Experience, Main [Intellect]: Put Elektra into her owner's hand and set aside any counters on her. At the start of their next turn, put her onto their side with those counters.	Legacy	Legacy	playerNMain
Legacy_Elektra_SC	Elektra	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Elektra.jpg	default	Supporting Character	3	2	Femme Fatales	None		Dodge	Stealth, Elektra can melee attack back row characters even while they're protected. Paid Assassin, When Elektra Kos an enemy back row defender, draw a card.	Legacy	Legacy	playerNDeck
Legacy_Falcon_SC	Falcon	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Falcon.jpg	default	Supporting Character	1	1	Avengers	None	Flight	Mobile	One per turn during your Main Phase but not during combat, you may move Falcon to your front or back row. Sidekick, When Falcon team attacks, put a +1/+1 counter on each other attacker.	Legacy	Legacy	playerNDeck
Legacy_Fatal_Attraction_PT	Fatal Attraction	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-FatalAttraction.jpg	default	Plot Twist	None		Femme Fatales	None		[Femme Fatales] Loyalty	Put this in your deck only if each card in your deck with a team affiliation has [Femme Fatales]. Main: Put three +1/+1 counters on a character.	Legacy	Legacy	playerNDeck
Legacy_GiftedandTalented_PT	Gifted and Talented	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-GiftedAndTalented.jpg	default	Plot Twist	None		X-Men	None		[X-Men] Loyalty	Put this in your deck only if each card in your deck with a team affiliation has [X-Men].  Build: Draw two cards.	Legacy	Legacy	playerNDeck
Legacy_GreenGoblin_L2#2	Green Goblin L2#2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-GreenGoblinL22.jpg	default	Main Character	None		Villains	Intellect	Flight		Sadistic Choice. Main [Intellect]: Choose an enemy supporting character and stun it unless that player discards a random card.  Mayhem and Devastation. Level Up (3) - When an enemy character becomes stunned. Green Goblin gains an XP.	Legacy	Legacy	playerNMain
Legacy_GreenGoblin_L3	Green Goblin L3	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-GreenGoblinL3.jpg	default	Main Character	None		Villains	Intellect, Skill	Flight		Sadistic Choice; Main [Intellect]: Choose an enemy supporting character and stun it unless that player discards a random card. Goblin's Game; Main [Skill]: Choose a player with no cards in hand or no supporting characters on their side. KO their main character.	Legacy	Legacy	playerNMain
Legacy_Groot_L2#2	Groot L2#2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-GrootL22.jpg	default	Main Character	None	6	Guardians of the Galaxy	Might		I Am Groot	[Any Turn] Combat [Might]: Groot gets +1/+1 this combat for each resource on your side. I Am Groot. Level Up (3) - When you gain a resource, Groot gains an XP.	Legacy	Legacy	playerNMain
Legacy_Groot_L3	Groot L3	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-GrootL3.jpg	default	Main Character	None	7	Guardians of the Galaxy	Might, Energy		I Am Groot	[Any Turn] Combat [Might]: Groot gets +1/+1 this combat for each resource on your side. I Am Groot. Main [Energy]: Put +1/+1 counters on Groot equal to the number of resources on your side.	Legacy	Legacy	playerNMain
Legacy_Havok_SC	Havok	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Havok.jpg	default	Supporting Character	5	1	X-Men	Energy	Ranged		Plasma Blast. Main [Energy][Energy][Energy]: Stun all supporting characters other than Cyclops and Havok.	Legacy	Legacy	playerNDeck
Legacy_Hawkeye_SC2	Hawkeye2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Hawkeye2.jpg	default	Supporting Character	1	1	A-Force	None	Ranged		Quick Draw. While Hawkeye is ranged attacking, enemy characters can't strike back at her.	Legacy	Legacy	playerNDeck
Legacy_Hela_SC	Hela	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Hela.jpg	default	Supporting Character	5	2	Femme Fatales	Might	Ranged		Touch of Death. Main [Might]: If all enemy characters are stunned, put five +1/+1 counters on Hela.	Legacy	Legacy	playerNDeck
Legacy_JessicaJones_L1	Jessica Jones L1	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-JessicaJonesL1.jpg	default	Main Character	None	6	Defenders	Might	Flight	Tough	Limited Invulnerability. [Any Turn] Combat [Might]: Jessica can't be wounded this turn. Use this power only once while Jessica is Level 1. Stake Out. Level Up (5) - When an enemy character appears, Jessica gains a XP.	Legacy	Legacy	playerNMain
Legacy_JessicaJones_L2	Jessica Jones L2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-JessicaJonesL2.jpg	default	Main Character	None		Defenders	Might, Intellect	Flight	Tough	Limited Invulnerability. [Any Turn] Combat [Might]: Jessica can't be wounded this turn. Use this power only once while Jessica is Level 2. Collar the Suspect. Main [Intellect]: Look at an enemy player's hand and discard a character from it.	Legacy	Legacy	playerNMain
Legacy_JessicaJones_SC	Jessica Jones	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-JessicaJones.jpg	default	Supporting Character	3	3	Defenders	None	Flight	Tough	Tough. When Jessica gets stunned, you may recover her. She still gains a wound.	Legacy	Legacy	playerNDeck
Legacy_Kingpin_L2#2	Kingpin L2#2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-KingpinL22.jpg	default	Main Character	None	5	Underworld	Might			Expand the Empire. Build [Might]: Reveal the top five cards of your deck. Put a location from among them into your handand the rest on the bottom in any order. Take Over the Country. Level Up (2) - When a location appears on your side. Kingpin gains an XP.	Legacy	Legacy	playerNMain
Legacy_Kingpin_L3	Kingpin L3	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-KingpinL3.jpg	default	Main Character	None	6	Underworld	Energy, Intellect, Might, Skill			Expand the Empire. Build [Might]: Reveal the top five cards of your deck. Put a location from among them into your handand the rest on the bottom in any order. Take Over the World. Main [Energy][Intellect][Skill]: Search your deck and KO pile for any number of locations and put them into your resource row.	Legacy	Legacy	playerNMain
Legacy_Leader_SC	Leader	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Leader.jpg	default	Supporting Character	2	1	Underworld	Intellect	Ranged		Leadership. Leader has Leader and all other characters lose and can't gain Leader. Massive Brain. Main [Intellect]: Choose an enemy player. Draw cards until you have as many cards in hand as that player.	Legacy	Legacy	playerNDeck
Legacy_Lilith_SC	Lilith	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Lilith.jpg	default	Supporting Character	4	1	Femme Fatales	None	Flight		Vampirism. When Lilith Kos an enemy character and survives, remove that character from the game. Lilith has +1 Health for each character removed this way.	Legacy	Legacy	playerNDeck
Legacy_Martinex_SC	Martinex	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Martinex.jpg	default	Supporting Character	3	1	Guardians of the Galaxy	Energy	Ranged		Heat Up. Main [Energy]: Stun an enemy supporting character that costs 2 or less. Cool Down. Main [Energy]: Exhaust an enemy character that costs 4 or more. It can't ready until after your next turn.	Legacy	Legacy	playerNDeck
Legacy_MisterHyde_SC	Mister Hyde	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-MisterHyde.jpg	default	Supporting Character	4	2	Underworld	None			Dr. Calvin Zabo. Mister Hyde appears with five -1/-1 counters.	Legacy	Legacy	playerNDeck
Legacy_MisterSinister_SC	Mister Sinister	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-MisterSinister.jpg	default	Supporting Character	5	2	Villains	Energy		Genius	Genius. At the start of your turn, draw a card. Genetic Manipulation. Main [Energy]: Choose another supporting character to gain one: Flight, Ranged, Beserker, Dodge, Ferocious, or Lethal.	Legacy	Legacy	playerNDeck
Legacy_MistyKnight_SC	Misty Knight	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-MistyKnight.jpg	default	Supporting Character	1	1	Defenders	Might	Ranged		Detective Work. When Misty appears, look at an enemy player's hand. Bionic Arm. Combat [Might]: If Misty Knight is in melee combat, she gets +2/+2 this combat.	Legacy	Legacy	playerNDeck
