databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	subtype	rarity
Base_Omicron_Ceti_III_Spores_Wild	Omicron Ceti III Spores	star-trek-tcg/base-set/StarTrekTcg-BaseSet-OmicronCetiIIISpores.jpg	default	Wild	Base Set	Base	playerNDeck		U
Base_Orders_from_Starfleet_Wild	Orders from Starfleet	star-trek-tcg/base-set/StarTrekTcg-BaseSet-OrdersFromStarfleet.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Personal_Challenge_Wild	Personal Challenge	star-trek-tcg/base-set/StarTrekTcg-BaseSet-PersonalChallenge.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Phasers_from_Space_Wild	Phasers from Space	star-trek-tcg/base-set/StarTrekTcg-BaseSet-PhasersFromSpace.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Photon_Torpedoes_Wild	Photon Torpedoes	star-trek-tcg/base-set/StarTrekTcg-BaseSet-PhotonTorpedoes.jpg	default	Wild	Base Set	Base	playerNDeck		U
Base_Psi_2000_Virus_Wild	Psi 2000 Virus	star-trek-tcg/base-set/StarTrekTcg-BaseSet-Psi2000Virus.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Red_Alert_Wild	Red Alert!	star-trek-tcg/base-set/StarTrekTcg-BaseSet-RedAlert.jpg	default	Wild	Base Set	Base	playerNDeck		U
Base_Red_Hour_Wild	Red Hour	star-trek-tcg/base-set/StarTrekTcg-BaseSet-RedHour.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Report_to_the_Bridge_Wild	Report to the Bridge!	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ReportToTheBridge.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Romulan_Cloaking_Device_Wild	Romulan Cloaking Device	star-trek-tcg/base-set/StarTrekTcg-BaseSet-RomulanCloakingDevice.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Romulan_Disguise_Wild	Romulan Disguise	star-trek-tcg/base-set/StarTrekTcg-BaseSet-RomulanDisguise.jpg	default	Wild	Base Set	Base	playerNDeck		U
Base_Samuel_T_Cogley_Attorney_Wild	Samuel T. Cogley, Attorney	star-trek-tcg/base-set/StarTrekTcg-BaseSet-SamuelTCogleyAttorney.jpg	default	Wild	Base Set	Base	playerNDeck		V
Base_Shuttlecraft_Crew_Revolt_Wild	Shuttlecraft Crew Revolt	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ShuttlecraftCrewRevolt.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Slingshot_Effect_Wild	Slingshot Effect	star-trek-tcg/base-set/StarTrekTcg-BaseSet-SlingshotEffect.jpg	default	Wild	Base Set	Base	playerNDeck		V
Base_Standard_Procedures_Wild	Standard Procedures	star-trek-tcg/base-set/StarTrekTcg-BaseSet-StandardProcedures.jpg	default	Wild	Base Set	Base	playerNDeck		U
Base_Starfleet_Commendation_Wild	Starfleet Commendation	star-trek-tcg/base-set/StarTrekTcg-BaseSet-StarfleetCommendation.jpg	default	Wild	Base Set	Base	playerNDeck		U
Base_Talosian_Illusion_Wild	Talosian Illusion	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TalosianIllusion.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Tantalus_Chamber_Wild	Tantalus Chamber	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TantalusChamber.jpg	default	Wild	Base Set	Base	playerNDeck		V
Base_Thasians_Wild	Thasians	star-trek-tcg/base-set/StarTrekTcg-BaseSet-Thasians.jpg	default	Wild	Base Set	Base	playerNDeck		V
Base_The_Plays_the_Thing_Wild	The Play's the Thing	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ThePlaysTheThing.jpg	default	Wild	Base Set	Base	playerNDeck		U
Base_Time_Travel_Wild	Time Travel	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TimeTravel.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Tinkering_With_the_Engines_Wild	Tinkering With the Engines	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TinkeringWithTheEngines.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Transporter_Fully_Energized_Wild	Transporter, Fully Energized	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TransporterFullyEnergized.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Transporters_Operational_Wild	Transporters Operational	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TransportersOperational.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Turnabout_Intruder_Wild	Turnabout Intruder	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TurnaboutIntruder.jpg	default	Wild	Base Set	Base	playerNDeck		V
Base_Unknown_Virus_Wild	Unknown Virus	star-trek-tcg/base-set/StarTrekTcg-BaseSet-UnknownVirus.jpg	default	Wild	Base Set	Base	playerNDeck		U
Base_Vulcan_Mind-Meld_Wild	Vulcan Mind-Meld	star-trek-tcg/base-set/StarTrekTcg-BaseSet-VulcanMindMeld.jpg	default	Wild	Base Set	Base	playerNDeck		U
Starfleet Maneuvers_Akuta_Challenge	Akuta	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Akuta.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Argue	C
Starfleet Maneuvers_Alice_Series_Android_Challenge	Alice Series Android	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-AliceSeriesAndroid.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Befuddle or Tempt	C
Starfleet Maneuvers_Apollo_Challenge	Apollo	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Apollo.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Tempt or Capture or Command	R
Starfleet Maneuvers_Arne_Darvin_Challenge	Arne Darvin	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-ArneDarvin.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Ambush or Outwit	S
Starfleet Maneuvers_Captain_Koloth_Challenge	Captain Koloth	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CaptainKoloth.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Befuddle or Negotiate	C
Starfleet Maneuvers_Colonel_Fellini_Challenge	Colonel Fellini	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-ColonelFellini.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Capture or Argue	C
Starfleet Maneuvers_Commodore_Matt_Decker_Challenge	Commodore Matt Decker	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CommodoreMattDecker.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Command or Argue	U
Starfleet Maneuvers_Companion_Challenge	Companion	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Companion.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Capture or Attack	C
Starfleet Maneuvers_Deadly_Flora_Challenge	Deadly Flora	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-DeadlyFlora.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Ambush	U
Starfleet Maneuvers_Eleen_Challenge	Eleen	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Eleen.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Ambush or Argue	C
Starfleet Maneuvers_Feeders_of_Vaal_Challenge	Feeders of Vaal	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-FeedersOfVaal.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Ambush or Enigma	C
Starfleet Maneuvers_Giant_Black_Cat_Challenge	Giant Black Cat	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-GiantBlackCat.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Attack	S
Starfleet Maneuvers_Jarvis_Challenge	Jarvis	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Jarvis.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Argue or Negotiate	C
Starfleet Maneuvers_Korax_Challenge	Korax	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Korax.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Argue	C
Starfleet Maneuvers_Korob_Challenge	Korob	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Korob.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Capture or Befuddle	C
Starfleet Maneuvers_Maab_Challenge	Maab	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Maab.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Argue or Attack	S
Starfleet Maneuvers_Mirror_Chekov_Challenge	Mirror Chekov	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-MirrorChekov.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Ambush	R
Starfleet Maneuvers_Mirror_Marlena_Challenge	Mirror Marlena	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-MirrorMarlena.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Fatal Allure	C
Starfleet Maneuvers_Mirror_Spock_Challenge	Mirror Spock	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-MirrorSpock.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Negotiate or Outwit	R
Starfleet Maneuvers_Mirror_Sulu_Challenge	Mirror Sulu	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-MirrorSulu.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Attack	R
Starfleet Maneuvers_Nilz_Baris_Challenge	Nilz Baris	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-NilzBaris.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Argue or Negotiate	C
Starfleet Maneuvers_Norman_Challenge	Norman	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Norman.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Ambush or Argue or Command	C
Starfleet Maneuvers_Redjac_Challenge	Redjac	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Redjac.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Ambush or Mind Control	C
Starfleet Maneuvers_Stella_Challenge	Stella	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Stella.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Argue or Command	C
Starfleet Maneuvers_Sylvia_Challenge	Sylvia	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Sylvia.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Tempt or Attack	C
Starfleet Maneuvers_Teer_Akaar_Challenge	Teer Akaar	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TeerAkaar.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Negotiate	C
Starfleet Maneuvers_TPau_Challenge	T'Pau	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TPau.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Argue or Command	U
Starfleet Maneuvers_TPring_Challenge	T'Pring	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TPring.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Command or *	V
Starfleet Maneuvers_Tribbles_(Blue_Icon)_Challenge	Tribbles [L]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TribblesL.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Befuddle (Logic)	U
Starfleet Maneuvers_Tribbles_(Red_Icon)_Challenge	Tribbles [C]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TribblesC.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Befuddle (Combat)	C
Starfleet Maneuvers_Tribbles_(Yellow_Icon)_Challenge	Tribbles [H]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TribblesH.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Befuddle (Humanity)	U/C
Starfleet Maneuvers_Vaal_Challenge	Vaal	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Vaal.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Attack or Outwit	R
Starfleet Maneuvers_Zombie_Crew_Challenge	Zombie Crew	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-ZombieCrew.jpg	default	Challenge	Starfleet Maneuvers	Starfleet Maneuvers	playerNChallenges	Capture	C
Starfleet Maneuvers_Admiral_Komack_Crew	Admiral Komack	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-AdmiralKomack.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Captain_Christopher_Pike_Crew	Captain Christopher Pike	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CaptainChristopherPike.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_Captain_Ramart_Crew	Captain Ramart	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CaptainRamart.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Commodore_Stocker_Crew	Commodore Stocker	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CommodoreStocker.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_Ensign_Freeman_Crew	Ensign Freeman	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-EnsignFreeman.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Ensign_Hendorf_Crew	Ensign Hendorf	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-EnsignHendorf.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Ensign_Montgomery_Crew	Ensign Montgomery	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-EnsignMontgomery.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Lieutenant_Carolyn_Palamas_Crew	Lieutenant Carolyn Palamas	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantCarolynPalamas.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Lieutenant_Chip_Carter_Crew	Lieutenant Chip Carter	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantChipCarter.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_Lieutenant_Hanson_Crew	Lieutenant Hanson	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantHanson.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Lieutenant_Jackson_Crew	Lieutenant Jackson	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantJackson.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Lieutenant_Jose_Tyler_Crew	Lieutenant Jose' Tyler	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantJoseTyler.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Lieutenant_Kaplan_Crew	Lieutenant Kaplan	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantKaplan.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Lieutenant_Karen_Tracy_Crew	Lieutenant Karen Tracy	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantKarenTracy.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Lieutenant_Marlena_Moreau_Crew	Lieutenant Marlena Moreau	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantMarlenaMoreau.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Lieutenant_Palmer_Crew	Lieutenant Palmer	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantPalmer.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		S
Starfleet Maneuvers_Lieutenant_Ron_Perazza_Crew	Lieutenant Ron Perazza	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantRonPerazza.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_Lieutenant_Rowe_Crew	Lieutenant Rowe	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantRowe.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Lieutenant_Singh_Crew	Lieutenant Singh	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantSingh.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Lieutenant_Steve_Domzalski_Crew	Lieutenant Steve Domzalski	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantSteveDomzalski.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_Lieutenant_Tonia_Barrows_Crew	Lieutenant Tonia Barrows	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantToniaBarrows.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_Lieutenant_Washburn_Crew	Lieutenant Washburn	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-LieutenantWashburn.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Number_One_Crew	Number One	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-NumberOne.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Nurse_Cheryl_Thomas_Crew	Nurse Cheryl Thomas	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-NurseCherylThomas.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_Yeoman_Colt_Crew	Yeoman Colt	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-YeomanColt.jpg	default	Crew	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Amok_Time_Discovery	Amok Time [D]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-AmokTimeD.jpg	default	Episode Discovery	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		U
Starfleet Maneuvers_Catspaw_Discovery	Catspaw [D]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CatspawD.jpg	default	Episode Discovery	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_Fridays_Child_Discovery	Friday's Child [D]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-FridaysChildD.jpg	default	Episode Discovery	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_I_Mudd_Discovery	I, Mudd [D]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-IMuddD.jpg	default	Episode Discovery	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_Metamorphosis_Discovery	Metamorphosis [D]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-MetamorphosisD.jpg	default	Episode Discovery	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_Mirror_Mirror_Discovery	Mirror, Mirror [D]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-MirrorMirrorD.jpg	default	Episode Discovery	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		U
Starfleet Maneuvers_The_Apple_Discovery	The Apple [D]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheAppleD.jpg	default	Episode Discovery	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_The_Changeling_Discovery	The Changeling [D]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheChangelingD.jpg	default	Episode Discovery	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		R
Starfleet Maneuvers_The_Deadly_Years_Discovery	The Deadly Years [D]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheDeadlyYearsD.jpg	default	Episode Discovery	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		R
Starfleet Maneuvers_The_Doomsday_Machine_Discovery	The Doomsday Machine [D]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheDoomsdayMachineD.jpg	default	Episode Discovery	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_The_Trouble_With_Tribbles_Discovery	The Trouble With Tribbles [D]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheTroubleWithTribblesD.jpg	default	Episode Discovery	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		C
Starfleet Maneuvers_Who_Mourns_For_Adonais_Discovery	Who Mourns For Adonais? [D]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-WhoMournsForAdonaisD.jpg	default	Episode Discovery	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		S
Starfleet Maneuvers_Wolf_In_The_Fold_Discovery	Wolf In The Fold [D]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-WolfInTheFoldD.jpg	default	Episode Discovery	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		C
Starfleet Maneuvers_Adrenaline_Effect	Adrenaline	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Adrenaline.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Agonizer_Effect	Agonizer	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Agonizer.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Ahn-Woon_Effect	Ahn-Woon	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-AhnWoon.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Highly_Illogical_Behavior_Effect	Highly Illogical Behavior	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-HighlyIllogicalBehavior.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Kligat_Effect	Kligat	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Kligat.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Lirpa_Effect	Lirpa	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Lirpa.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Native_Club_Effect	Native Club	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-NativeClub.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		S
Starfleet Maneuvers_Plate_of_Gems_Effect	Plate of Gems	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-PlateOfGems.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Plomeek_Soup_Effect	Plomeek Soup	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-PlomeekSoup.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		S
Starfleet Maneuvers_Quadrotriticale_Effect	Quadrotriticale	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Quadrotriticale.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		S
Starfleet Maneuvers_Redjaks_Knife_Effect	Redjak's Knife	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-RedjaksKnife.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Sonic_Pulse_Effect	Sonic Pulse	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-SonicPulse.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Taunt_Effect	Taunt	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Taunt.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		S
Starfleet Maneuvers_Universal_Translator_Effect	Universal Translator	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-UniversalTranslator.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Verifier_Effect	Verifier	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Verifier.jpg	default	Effect	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Amok_Time_Mission	Amok Time [M]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-AmokTimeM.jpg	default	Episode Mission	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		U
