databaseId	name	imageUrl	cardBack	type	set	legal	rarity	keywords	alignment	affiliation	cost	asset	attack	armor	structure	speed	mass	armament	text	loadGroupId
aScylla_XS_R.jpg	Scylla	battletech-tactics-2/btt2-exp-xin-sheng/BattletechTactics2-Btt2ExpXinSheng-Scylla.jpg	default	Unit	btt2-exp-Xin-Sheng	3	Rare	Mech	Clan	Jade Falcon Steel Viper	12+5A+5M		6	4	11	Slow	100	LBX/10, ERLL, LRM 40	Missile 3. Jump (-1 attack: +1 initiative). Long-Range 1 (If Scylla is blocked, it may deal 1 of its damage to the target)	playerNStockpile
afScythaA_SC_U.jpg	Scytha A	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-ScythaA.jpg	default	Unit	btt2-exp-Schism	3	Uncommon	Aerofighter - Omni	Clan	Clan	15+5A+5M		7	3	10	Slow	90	LRM 60, SRM 18, 2 ERLL	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Missile 4. Overheat 1: +1 attack. Maneuver 3: +3 attack (usable only against engaged Units) or prevent 3 damage. NARC (Units in groups including any with NARC may subtract 1 from the die roll of each missile they fire). Long-Range 3 (If Scytha A is blocked, it may deal 3 of its damage to the target)	playerNStockpile
afScythaE_JI_R.jpg	Scytha E	battletech-tactics-2/btt2-exp-jihad/BattletechTactics2-Btt2ExpJihad-ScythaE.jpg	default	Unit	btt2-exp-Jihad	3	Rare	Aerofighter - Omni	Clan	Jade Falcon	14+3A+3M		10	3	10	Slow	90	2 HAG 30, ERPPC, 2 ERML	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Maneuver 1: +1 attack (usable only against engaged Units) or prevent 1 damage. BAP (+1 initiative). ECM (Units in groups including any with ECM each get +1 armor). Long-Range 5 (If Scytha E is blocked, it may deal 5 of its damage to the target)	playerNStockpile
aSeraphC-SRP-OInvictus_JI_C.jpg	Seraph (C-SRP-O) Invictus	battletech-tactics-2/btt2-exp-jihad/BattletechTactics2-Btt2ExpJihad-SeraphCSRPOInvictus.jpg	default	Unit	btt2-exp-Jihad	3	Common	Mech - Omni	Inner Sphere	Word of Blake	10+3M+3T		6	3	10	Slow	85	UAC/10, MML 10, Blade	C3i (Each Unit with C3i in a group that includes at least one other Unit with C3i gets +3 attack). Hand-to-Hand 1 (Seraph C-SRP-O Invictus has +1 attack, only usable against Units of the same speed or slower). TSM (Overheat 1: +2 HtH attack usable against Units of the same speed or slower)	playerNStockpile
aSeraphC-SRP-OBInfernus_JI_R.jpg	Seraph (C-SRP-OB) Infernus	battletech-tactics-2/btt2-exp-jihad/BattletechTactics2-Btt2ExpJihad-SeraphCSRPOBInfernus.jpg	default	Unit	btt2-exp-Jihad	3	Rare	Mech - Omni	Inner Sphere	Word of Blake	9+2A+3M+2T		4	3	10	Slow	85	LBX/20, HPPC, SNPPC	Overheat 1: +1 attack. Alpha Strike: +4 attack. Anti-Missile (prevent 1 damage from each missile fired at a Unit in a group that includes Seraph C-SRP-OB Infernus). C3i (Each Unit with C3i in a group that includes at least one other Unit with C3i gets +3 attack). TSM (Overheat 1: +2 HtH attack usable against Units of the same speed or slower)	playerNStockpile
aSeraphC-SRP-ODLuminos_NA_R.jpg	Seraph (C-SRP-OD) Luminos	battletech-tactics-2/btt2-exp-battle-of-new-avalon/BattletechTactics2-Btt2ExpBattleOfNewAvalon-SeraphCSRPODLuminos.jpg	default	Unit	btt2-exp-Battle-of-New-Avalon	3	Rare	Mech - Omni	Inner Sphere	Word of Blake	10+4A+4T		4	3	10	Slow	85	2 HPPC, LPPC, 3 MPL	Overheat 6: +4 attack. Jump (-1 attack: +1 initiative). C3i (Each Unit with C3i in a group that includes at least one other Unit with C3i gets +3 attack). TSM (Overheat 1: +2 HtH attack usable against Units of the same speed or slower)	playerNStockpile
afSeydlitzZ2A_SC_C.jpg	Seydlitz (SYD-Z2A)	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-SeydlitzSYDZ2A.jpg	default	Unit	btt2-exp-Schism	3	Common	Aerofighter	Inner Sphere	Davion Rasalhague Steiner	2+3A		3	0	3	Fast	20	5 ML	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Long-Range 3 (If Seydlitz (SYD-Z2A) is blocked, it may deal 3 of its damage to the target). You may move Seydlitz (SYD-Z2A) to your Patrol region as soon as you activate it.	playerNStockpile
AFSeydlitzSYD-21_LU_U.jpg	Seydlitz SYD-21	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-SeydlitzSYD21.jpg	default	Unit	btt2-exp-Luthien	3	Uncommon	Aerofighter	Inner Sphere	Davion Steiner	1+2L		1	0	2	Fast	20	LL	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Maneuver 3: +3 attack (usable only against engaged Units) or prevent 3 damage. Long-Range 1 (If Seydlitz SYD-21 is blocked, it may deal 1 of its damage to the target). You may move Seydlitz SYD-21 to your Patrol region as soon as you activate it. You may deploy Seydlitz SYD-21 revealed to make an additional deployment this turn.	playerNStockpile
AFShadeS-HA-OInvictus_NA_C.jpg	Shade S-HA-O Invictus	battletech-tactics-2/btt2-exp-battle-of-new-avalon/BattletechTactics2-Btt2ExpBattleOfNewAvalon-ShadeSHAOInvictus.jpg	default	Unit	btt2-exp-Battle-of-New-Avalon	3	Common	Aerofighter - Omni	Inner Sphere	Word of Blake	5+2T		4	1	5	Fast	35	HPPC, 2 ERML	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Maneuver 3: +3 attack (usable only against engaged Units) or prevent 3 damage. ECM (Units in groups including any with ECM each get +1 armor). Long-Range 3 (If Shade S-HA-0 INVICTUS is blocked, it may deal 3 of its damage to the target)	playerNStockpile
aShadowCatC_HU_C.jpg	Shadow Cat C	battletech-tactics-2/btt2-exp-huntress/BattletechTactics2-Btt2ExpHuntress-ShadowCatC.jpg	default	Unit	btt2-exp-Huntress	3	Common	Mech - Omni	Clan	Nova Cat Smoke Jaguar Steel Viper	7+3A+3M		5	1	6	Moderate	45	ATM 12, 3 ERML	Overheat 1: +1 attack. ATM 3 (-3 attack: +Missile 2). Jump (-1 attack: +1 initiative). MASC (may attack or block as if one speed faster. If it does, deplete it at the end of the mission). NARC (Units in groups including any with NARC may subtract 1 from the die roll of each missile they fire)	playerNStockpile
aShadowCatH_CW_C.jpg	Shadow Cat H	battletech-tactics-2/btt2-exp-civil-war/BattletechTactics2-Btt2ExpCivilWar-ShadowCatH.jpg	default	Unit	btt2-exp-Civil-War	3	Common	Mech - Omni	Clan	Diamond Shark Nova Cat Steel Viper	6+3A+2M		3	1	6	Moderate	45	HLL, 20 LRM	Missile 2. Jump (-1 attack: +1 initiative). MASC (may attack or block as if one speed faster. If it does, deplete it at the end of the mission)	playerNStockpile
aShadowCatJ_NA_U.jpg	Shadow Cat J	battletech-tactics-2/btt2-exp-battle-of-new-avalon/BattletechTactics2-Btt2ExpBattleOfNewAvalon-ShadowCatJ.jpg	default	Unit	btt2-exp-Battle-of-New-Avalon	3	Uncommon	Mech - Omni	Clan	Diamond Shark Star Adder Steel Viper	5+2A+2M		2	1	6	Moderate	45	HAG 20, 6 APGR	Jump (-1 attack: +1 initiative). MASC (may attack or block as if one speed faster. If it does, deplete it at the end of the mission). BAP (+1 initiative). AP 5 (Shadow Cat J deals +5 damage to any target other than a Unit). Long-Range 1 (If Shadow Cat J is blocked, it may deal 1 of its damage to the target)	playerNStockpile
aShadowCatTC_LU_R.jpg	Shadow Cat TC	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-ShadowCatTC.jpg	default	Unit	btt2-exp-Luthien	3	Rare	Mech - Omni	Clan	Nova Cat Steel Viper	5+3A+3M		4	1	6	Moderate	45	LBX/10, SRM 4	Jump (-1 attack: +1 initiative). MASC (may attack or block as if one speed faster. If it does, deplete it at the end of the mission). BAP (+1 initiative)	playerNStockpile
aShadowHawkSHD-2D_SW_C.jpg	Shadow Hawk (SHD-2D)	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-ShadowHawkSHD2D.jpg	default	Unit	btt2-exp-Succession-Wars	4	Common	Mech	Inner Sphere	Davion Steiner	1+2M		3	1	3	Moderate	55	AC/5, 2 ML	Jump (-1 attack: +1 initiative)	playerNStockpile
aShadowHawkSHD-2H_SW_C.jpg	Shadow Hawk (SHD-2H)	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-ShadowHawkSHD2H.jpg	default	Unit	btt2-exp-Succession-Wars	4	Common	Mech	Inner Sphere	Inner Sphere	3		2	1	7	Moderate	55	AC/5, ML	Jump (-1 attack: +1 initiative)	playerNStockpile
aShadowHawkSHD-2Ht_LU_C.jpg	Shadow Hawk (SHD-2Ht)	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-ShadowHawkSHD2Ht.jpg	default	Unit	btt2-exp-Luthien	3	Common	Mech	Inner Sphere	Comstar Word of Blake	4		3	1	7	Moderate	55	LL, 2 ML, SSRM 10	Overheat 1: +1 attack. Jump (-1 attack: +1 initiative)	playerNStockpile
aShadowHawkSHD-2K_SW_C.jpg	Shadow Hawk (SHD-2K)	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-ShadowHawkSHD2K.jpg	default	Unit	btt2-exp-Succession-Wars	4	Common	Mech	Inner Sphere	Kurita Rasalhague	2+2M		2	1	7	Moderate	55	PPC	Jump (-1 attack: +1 initiative)	playerNStockpile
aShadowHawkSHD-5M_SW_C.jpg	Shadow Hawk (SHD-5M)	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-ShadowHawkSHD5M.jpg	default	Unit	btt2-exp-Succession-Wars	4	Common	Mech	Inner Sphere	Inner Sphere	3+2A+2M		2	1	7	Moderate	55	UAC/5, LRM 20	Missile 1. Jump (-1 attack: +1 initiative). Long-Range 1 (If Shadow Hawk SHD-5M is blocked, it may deal 1 of its damage to the target)	playerNStockpile
vShamashRecon_SC_U.jpg	Shamash Recon Vehicle	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-ShamashReconVehicle.jpg	default	Unit	btt2-exp-Schism	3	Uncommon	Vehicle	Clan	Clan	2		2	0	2	Fast	11	4 SL	Vehicle (If Shamash Recon Vehicle is damaged, roll a die. On a 5 or 6, scrap it). You may move Shamash Recon Vehicle to your Patrol region as soon as you activate it. You may deploy Shamash Recon Vehicle revealed to make an additional deployment this turn.	playerNStockpile
AFShiloneSL-18_JI_U.jpg	Shilone SL-18	battletech-tactics-2/btt2-exp-jihad/BattletechTactics2-Btt2ExpJihad-ShiloneSL18.jpg	default	Unit	btt2-exp-Jihad	3	Uncommon	Aerofighter	Inner Sphere	Kurita	7		6	2	8	Slow	65	MML 21, ERLL, 2 ERML	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). MML 3 (-3 attack: +Missile 2). Maneuver 2: +2 attack (usable only against engaged Units) or prevent 2 damage. Long-Range 2 (If Shilone SL-18 is blocked, it may deal 2 of its damage to the target)	playerNStockpile
AFShivaSHV-O_HU_U.jpg	Shiva SHV-O	battletech-tactics-2/btt2-exp-huntress/BattletechTactics2-Btt2ExpHuntress-ShivaSHVO.jpg	default	Unit	btt2-exp-Huntress	3	Uncommon	Aerofighter - Omni	Inner Sphere	Marik Word of Blake	9+2A		8	3	6	Slow	85	LBX/20, 4 LPL, SRM 6	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Overheat 2: +2 attack. Maneuver 1: +1 attack (usable only against engaged Units) or prevent 1 damage. Long-Range 1 (If Shiva SHV-0 is blocked, it may deal 1 of its damage to the target)	playerNStockpile
vShoden_CW_C.jpg	Shoden	battletech-tactics-2/btt2-exp-civil-war/BattletechTactics2-Btt2ExpCivilWar-Shoden.jpg	default	Unit	btt2-exp-Civil-War	3	Common	Vehicle	Universal	Hell's Horses Kurita Nova Cat	7		7	2	7	Slow	70	ATM 27, 4 LMG	Vehicle (If Shoden is damaged, roll a die. On a 5 or 6, scrap it). ATM 7 (-7 attack: +Missile 5). AP 1 (Shoden deals +1 damage to any target other than a Unit)	playerNStockpile
vShodenLB-X_NA_R.jpg	Shoden LB-X	battletech-tactics-2/btt2-exp-battle-of-new-avalon/BattletechTactics2-Btt2ExpBattleOfNewAvalon-ShodenLBX.jpg	default	Unit	btt2-exp-Battle-of-New-Avalon	3	Rare	Vehicle	Clan	Nova Cat	5+2L+2M		4	2	7	Slow	70	LBX/10, 10 APGR, SRM 8	Vehicle (If Shoden LB-X is damaged, roll a die. On a 5 or 6, scrap it). Alpha Strike: +2 attack. AP 7 (Shoden LB-X deals +7 damage to any target other than a Unit)	playerNStockpile
aShogunC_LU_R.jpg	Shogun C	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-ShogunC.jpg	default	Unit	btt2-exp-Luthien	3	Rare	Mech	Inner Sphere	Wolf's Dragoons	14+5M		5	3	9	Slow	85	LRM 40, ERPPC, SSRM 24	Missile 4. Overheat 3: +5 attack. Jump (-1 attack: +1 initiative). Long-Range 1 (If Shogun C is blocked, it may deal 1 of its damage to the target)	playerNStockpile
AFSholagarSL-21_LU_R.jpg	Sholagar SL-21	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-SholagarSL21.jpg	default	Unit	btt2-exp-Luthien	3	Rare	Aerofighter	Inner Sphere	Kurita Rasalhague	2		2	1	4	Fast	35	2 ML, SRM 4	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Maneuver 3: +3 attack (usable only against engaged Units) or prevent 3 damage. Long-Range 2 (If Sholagar SL-21 is blocked, it may deal 2 of its damage to the target)	playerNStockpile
aShootistST-8A_LU_U.jpg	Shootist (ST-8A)	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-ShootistST8A.jpg	default	Unit	btt2-exp-Luthien	3	Uncommon	Mech	Inner Sphere	Comstar Word of Blake	5+1A+1M		4	2	9	Slow	70	AC/20, ERLL, 2MPL	Alpha Strike: +2 attack. Long-Range 1 (If Shootist ST-8A is blocked, it may deal 1 of its damage to the target)	playerNStockpile
aShugenjaSJA-7D_XS_U.jpg	Shugenja (SJA-7D)	battletech-tactics-2/btt2-exp-xin-sheng/BattletechTactics2-Btt2ExpXinSheng-ShugenjaSJA7D.jpg	default	Unit	btt2-exp-Xin-Sheng	3	Uncommon	Mech	Inner Sphere	Kurita	8+2T		5	2	9	Slow	70	ERPPC, 2 LL, MRM 30	Overheat 2: +2 attack. TAG (tap one of your un-engaged Units and assign its missiles to any engaged Unit). C3 (Each Unit with C3 in a group that includes at least one other Unit with C3 gets +2 attack). Long-Range 1 (If Shugenja SJA-7D is blocked, it may deal 1 of its damage to the target)	playerNStockpile
ppSiren2ProtomechPoint_XS_R.jpg	Siren 2 Protomech Point	battletech-tactics-2/btt2-exp-xin-sheng/BattletechTactics2-Btt2ExpXinSheng-Siren2ProtomechPoint.jpg	default	Unit	btt2-exp-Xin-Sheng	3	Rare	Protomech	Clan	Star Adder	2+1L+1M		2	0	3	Fast	15	10 MG	Protomech (when damaged, roll 3 dice: for each 4-6 rolled, prevent 1 damage). AP 2 (Siren 2 Protomech Point deals +2 damage to any target other than a Unit). You may move Siren 2 Protomech Point to your Patrol region as soon as you activate it.	playerNStockpile
ppSiren3ProtomechPoint_CW_R.jpg	Siren 3 Protomech Point	battletech-tactics-2/btt2-exp-civil-war/BattletechTactics2-Btt2ExpCivilWar-Siren3ProtomechPoint.jpg	default	Unit	btt2-exp-Civil-War	3	Rare	Protomech	Clan	Star Adder	2+1L+1M		2	0	3	Fast	15	SRM 10	Protomech (when damaged, roll 3 dice: for each 4-6 rolled, prevent 1 damage). You may deploy Siren 3 Protomech Point revealed to make an additional deployment this turn.	playerNStockpile
ppSirenProtomechPoint_HU_R.jpg	Siren Protomech Point	battletech-tactics-2/btt2-exp-huntress/BattletechTactics2-Btt2ExpHuntress-SirenProtomechPoint.jpg	default	Unit	btt2-exp-Huntress	3	Rare	Protomech	Clan	Smoke Jaguar Star Adder	2+2L		1	0	3	Fast	15	10 LMG	Protomech (when damaged, roll 3 dice: for each 4-6 rolled, prevent 1 damage). AP 1 (Siren Protomech Point deals +1 damage to any target other than a Unit). You may move Siren Protomech Point to your Patrol region as soon as you activate it. You may deploy Siren Protomech Point revealed to make an additional deployment this turn.	playerNStockpile
AFSlayerSL-15K_CW_C.jpg	Slayer SL-15K	battletech-tactics-2/btt2-exp-civil-war/BattletechTactics2-Btt2ExpCivilWar-SlayerSL15K.jpg	default	Unit	btt2-exp-Civil-War	3	Common	Aerofighter	Inner Sphere	Kurita Rasalhague	7+4M		6	3	9	Slow	80	LBX/10, 5 ERML	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Maneuver 1: +1 attack (usable only against engaged Units) or prevent 1 damage. Long-Range 1 (If Slayer SL-15K is blocked, it may deal 1 of its damage to the target)	playerNStockpile
aSolitaire_XS_C.jpg	Solitaire	battletech-tactics-2/btt2-exp-xin-sheng/BattletechTactics2-Btt2ExpXinSheng-Solitaire.jpg	default	Unit	btt2-exp-Xin-Sheng	3	Common	Mech	Clan	Diamond Shark Ghost Bear	3		2	0	4	Fast	25	HLL, 2 HML	Overheat 3: +2 attack. You may move Solitaire to your Patrol region as soon as you activate it.	playerNStockpile
AFSparrowhawkSPR-7D_CW_C.jpg	Sparrowhawk SPR-7D	battletech-tactics-2/btt2-exp-civil-war/BattletechTactics2-Btt2ExpCivilWar-SparrowhawkSPR7D.jpg	default	Unit	btt2-exp-Civil-War	3	Common	Aerofighter	Inner Sphere	Davion Wolf's Dragoons	4		3	1	6	Fast	30	2 MPL, 2 ERML	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Maneuver 3: +3 attack (usable only against engaged Units) or prevent 3 damage. Long-Range 3 (If Sparrowhawk SPR-7D is blocked, it may deal 3 of its damage to the target)	playerNStockpile
aSpartanSPT-N3_SC_U.jpg	Spartan (SPT-N3)	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-SpartanSPTN3.jpg	default	Unit	btt2-exp-Schism	3	Uncommon	Mech	Inner Sphere	Comstar Word of Blake	8+3M+3T		5	3	8	Moderate	80	ERPPC, 3 ERML, SSRM 4	TAG (tap one of your un-engaged Units and assign its missiles to any engaged Unit). C3i (Each Unit with C3i in a group that includes at least one other Unit with C3i gets +3 attack). Long-Range 1 (If Spartan SPT-N3 is blocked, it may deal 1 of its damage to the target)	playerNStockpile
aSpectorSPR-ST_JI_C.jpg	Spector (SPR-ST)	battletech-tactics-2/btt2-exp-jihad/BattletechTactics2-Btt2ExpJihad-SpectorSPRST.jpg	default	Unit	btt2-exp-Jihad	3	Common	Mech	Inner Sphere	Liao Steiner	4+1A+1T		2	1	5	Fast	35	ERLL, 2 ERML	Overheat 2: +1 attack. MASC (may attack from the Construction Region. If it does, deplete it at the end of the mission). Stealth (each Unit assigning damage to Spector SPR-ST in battle gains -1 attack)	playerNStockpile
aSpirit_CW_U.jpg	Spirit	battletech-tactics-2/btt2-exp-civil-war/BattletechTactics2-Btt2ExpCivilWar-Spirit.jpg	default	Unit	btt2-exp-Civil-War	3	Uncommon	Mech	Clan	Jade Falcon	6+2A+2M+2T		4	1	5	Fast	35	ERLL, LRM 10, SSRM 4	Missile 1. Overheat 1: +1 attack. ECM (Units in groups including any with ECM each get +1 armor)	playerNStockpile
baStandardBattleArmor_BU_C.jpg	Standard Battle Armor	battletech-tactics-2/btt2-exp-bulldog/BattletechTactics2-Btt2ExpBulldog-StandardBattleArmor.jpg	default	Unit	btt2-exp-Bulldog	3	Common	Battle Armor	Inner Sphere	Inner Sphere	0+2L		2	0	3	Slow	4	4 SL	Battle Armor (cannot attack or block alone, does so at the speed of the fastest non-AF Omni Unit, if any, in the group). Jump (-1 attack: +1 initiative). You may deploy Standard Battle Armor revealed to gain an additional deployment this turn.	playerNStockpile
aStilettoSTO-4A_XS_C.jpg	Stiletto (STO-4A)	battletech-tactics-2/btt2-exp-xin-sheng/BattletechTactics2-Btt2ExpXinSheng-StilettoSTO4A.jpg	default	Unit	btt2-exp-Xin-Sheng	3	Common	Mech	Inner Sphere	Steiner	1+1A+1M		1	0	5	Fast	35	SSRM 4	ECM (Units in groups including any with ECM each get +1 armor)	playerNStockpile
aStingerSTG-3R_SW_C.jpg	Stinger (STG-3R)	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-StingerSTG3R.jpg	default	Unit	btt2-exp-Succession-Wars	4	Common	Mech	Inner Sphere	Inner Sphere	0+1L		1	0	2	Moderate	20	ML, 2 MG	Jump (-1 attack: +1 initiative). AP 1 (Stinger STG-3R deals +1 damage to any target other than a Unit). You may deploy Stinger STG-3R revealed to make an additional deployment this turn.	playerNStockpile
AFStingrayF-95_JI_U.jpg	Stingray F-95	battletech-tactics-2/btt2-exp-jihad/BattletechTactics2-Btt2ExpJihad-StingrayF95.jpg	default	Unit	btt2-exp-Jihad	3	Uncommon	Aerofighter	Inner Sphere	Marik	5+2A+2L		5	2	8	Slow	60	HPPC, 2 ERLL	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Maneuver 1: +1 attack (usable only against engaged Units) or prevent 1 damage. Long-Range 3 (If Stingray F-95 is blocked, it may deal 3 of its damage to the target)	playerNStockpile
aStoopingHawkB_SC_R.jpg	Stooping Hawk B	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-StoopingHawkB.jpg	default	Unit	btt2-exp-Schism	3	Rare	Mech - Omni	Clan	Ghost Bear	7+2M		1	1	8	Moderate	55	ERLL, LRM 45	Missile 4. Overheat 1: +2 attack. Long-Range 1 (If Stooping Hawk B is blocked, it may deal 1 of its damage to the target)	playerNStockpile
aStoopingHawkPrime_SC_C.jpg	Stooping Hawk Prime	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-StoopingHawkPrime.jpg	default	Unit	btt2-exp-Schism	3	Common	Mech - Omni	Clan	Ghost Bear Hell's Horses	6+3A		5	1	8	Moderate	55	UAC/10, 2 ERML, 2 MPL	Alpha Strike: +2 attack. Jump (-1 attack: +1 initiative)	playerNStockpile
aStriderSR1-O_BU_C.jpg	Strider (SR1-O)	battletech-tactics-2/btt2-exp-bulldog/BattletechTactics2-Btt2ExpBulldog-StriderSR1O.jpg	default	Unit	btt2-exp-Bulldog	3	Common	Mech - Omni	Inner Sphere	Kurita Marik	2		2	1	5	Moderate	20	SRM 12	BAP (+1 initiative)	playerNStockpile
aStriderSR1-OA_BU_C.jpg	Strider (SR1-OA)	battletech-tactics-2/btt2-exp-bulldog/BattletechTactics2-Btt2ExpBulldog-StriderSR1OA.jpg	default	Unit	btt2-exp-Bulldog	3	Common	Mech - Omni	Inner Sphere	Kurita Marik	2		0	1	5	Moderate	20	SL	NARC (Units in groups including any with NARC may subtract 1 from the die roll of each missile they fire). TAG (tap one of your un-engaged Units and assign its missiles to any engaged Unit). BAP (+1 initiative). C3 (Each Unit with C3 in a group that includes at least one other Unit with C3 gets +2 attack). You may deploy Strider SR1-OA revealed to make an additional deployment this turn.	playerNStockpile
aStriderSR1-OD_BU_U.jpg	Strider (SR1-OD)	battletech-tactics-2/btt2-exp-bulldog/BattletechTactics2-Btt2ExpBulldog-StriderSR1OD.jpg	default	Unit	btt2-exp-Bulldog	3	Uncommon	Mech - Omni	Inner Sphere	Kurita Marik	3+2M+2T		2	1	5	Moderate	20	2 MPL, SSRM 4	Overheat 1: +1 attack. TAG (tap one of your un-engaged Units and assign its missiles to any engaged Unit). BAP (+1 initiative). C3 (Each Unit with C3 in a group that includes at least one other Unit with C3 gets +2 attack)	playerNStockpile
AFStrigaS-STR-OInvictus_NA_R.jpg	Striga S-STR-O Invictus	battletech-tactics-2/btt2-exp-battle-of-new-avalon/BattletechTactics2-Btt2ExpBattleOfNewAvalon-StrigaSSTROInvictus.jpg	default	Unit	btt2-exp-Battle-of-New-Avalon	3	Rare	Aerofighter - Omni	Inner Sphere	Word of Blake	11+2A		7	4	11	Slow	85	GR, 2 HPPC, 2 ERML	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Overheat 2: +1 attack. Maneuver 2: +2 attack (usable only against engaged Units) or prevent 2 damage. Long-Range 2 (If Striga S-STR-0 INVICTUS is blocked, it may deal 2 of its damage to the target)	playerNStockpile
AFStukaSTU-D7_JI_U.jpg	Stuka STU-D7	battletech-tactics-2/btt2-exp-jihad/BattletechTactics2-Btt2ExpJihad-StukaSTUD7.jpg	default	Unit	btt2-exp-Jihad	3	Uncommon	Aerofighter	Inner Sphere	Davion	12+3L+3M		9	3	8	Slow	100	LRM 20, 7 ERML, 2 RAC/5	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Missile 1. Overheat 3: +2 attack. Maneuver 2: +2 attack (usable only against engaged Units) or prevent 2 damage. Long-Range 1 (If Stuka STU-07 is blocked, it may deal 1 of its damage to the target)	playerNStockpile
vSturmFeurSRM_SW_U.jpg	SturmFeur SRM	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-SturmFeurSRM.jpg	default	Unit	btt2-exp-Succession-Wars	4	Uncommon	Vehicle	Inner Sphere	Steiner	6		3	4	11	Slow	85	LRM 20, SRM 16	Vehicle (If SturmFeur SRM is damaged, roll a die. On a 5 or 6, scrap it). Missile 1. AP 1 (SturmFeur SRM deals +1 damage to any target other than a Unit)	playerNStockpile
