databaseId	name	subtitle	imageUrl	zoomImageUrl	cardBack	type	packName	set	loadGroupId	archetype	faction	cost	attack	defense	health	damage	level	artId	frame	flavour	text
lon-spiked-skull-mace	Spiked Skull Mace		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SpikedSkullMace.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SpikedSkullMace.jpg	default	Item	Norrath	0	playerNDeck			11								For the enchantments of durability to bind properly and permanently to such a weapon, it must be made using the skull of the only victim ever slain with a newly crafted mace.	Whenever you exert this item for damage bonus, deal 1 damage to your avatar.
lon-spiked-war-club	Spiked War Club		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SpikedWarClub.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SpikedWarClub.jpg	default	Item	Norrath	0	playerNDeck			1								'Functional and inexpensive, yet not quite stylish, clubs can prove quite useful in battle.' --Garth Lightfinger, Skilled Merchant	[DEF] Exert this item >> You get +1 total defense.
lon-spirit-channeler-boots-they-are-a-conduit-to-a-realm-of-spiritual-energy	Spirit Channeler Boots	They are a conduit to a realm of spiritual energy.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SpiritChannelerBoots.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SpiritChannelerBoots.jpg	default	Item	Norrath	0	playerNDeck			12									[MAIN] Pay 1 power, exert this item >> Draw a card.
lon-spiritmind-boots-links-the-mind-and-the-spirit-of-the-wearer	Spiritmind Boots	Links the mind and the spirit of the wearer.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SpiritmindBoots.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SpiritmindBoots.jpg	default	Item	Norrath	0	playerNDeck			10									[MAIN][ATT][DEF] Destroy this item >> Heal 2 damage on a friendly avatar.
lon-spiritmind-breastplate-holy-shirt	Spiritmind Breastplate	Holy shirt!	legends-of-norrath/vengeful-gods/LegendsOfNorrath-VengefulGods-SpiritmindBreastplate.jpg	legends-of-norrath/vengeful-gods/LegendsOfNorrath-VengefulGods-SpiritmindBreastplate.jpg	default	Item	Vengeful Gods	9	playerNDeck	Priest		14									This item gets +2 defense while you have influence.
lon-spring-winder	Spring Winder		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SpringWinder.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SpringWinder.jpg	default	Item	Norrath	0	playerNDeck			10						100005645			[MAIN] Exert this item >> All your construct units get Protector until the start of your next turn.
lon-staff-of-detonation	Staff of Detonation		legends-of-norrath/ethernauts/LegendsOfNorrath-Ethernauts-StaffOfDetonation.jpg	legends-of-norrath/ethernauts/LegendsOfNorrath-Ethernauts-StaffOfDetonation.jpg	default	Item	Ethernauts	5	playerNDeck	Mage		3								The staff supported far more than the mage's failing frame, bound as he was to its powerful magic by years of use.	[Evil] Whenever you exert this item for damage bonus, you may set your faction to 7 shadow. If you do, deal 1 damage to all opposing unit combatants.
lon-staff-of-elemental-essence-powers-of-each-element-focused-with-grace	Staff of Elemental Essence	Powers of each element focused with grace.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfElementalEssence.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfElementalEssence.jpg	default	Item	Norrath	0	playerNDeck			11						100008283			[MAIN] Pay 2 power and exert this item >> Exert all opposing units.
lon-staff-of-enlightenment	Staff of Enlightenment		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfEnlightenment.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfEnlightenment.jpg	default	Item	Norrath	0	playerNDeck			11								This weapon gives one the clarity of truth, and the power to reveal it to others.	Whenever you exert this item for attack, exert an opposing combatant. Then choose a player. That player gains 2 light faction.
lon-staff-of-fire	Staff of Fire		legends-of-norrath/doom-of-the-ancient-ones/LegendsOfNorrath-DoomOfTheAncientOnes-StaffOfFire.jpg	legends-of-norrath/doom-of-the-ancient-ones/LegendsOfNorrath-DoomOfTheAncientOnes-StaffOfFire.jpg	default	Item	Doom of the Ancient Ones	10	playerNDeck	Mage		4								The staff is flame given form. It's hot to the touch, and those who have not mastered it may find themselves burned.	When you play this item, deal 1 damage to an opposing unit. [Evil] Deal 2 damage to it instead.
lon-staff-of-living-brambles	Staff of Living Brambles		legends-of-norrath/travelers/LegendsOfNorrath-Travelers-StaffOfLivingBrambles.jpg	legends-of-norrath/travelers/LegendsOfNorrath-Travelers-StaffOfLivingBrambles.jpg	default	Item	Travelers	8	playerNDeck	Priest		9						100008151		The staff is ancient, but the magic infused within it continues to feed it life. It still blooms with the passing of the seasons.	Whenever you apply an ability at a quest, if this item is ready, place an additional level token at that quest.
lon-staff-of-primordial-summoning	Staff of Primordial Summoning		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfPrimordialSummoning.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfPrimordialSummoning.jpg	default	Item	Norrath	0	playerNDeck			5								Elemental magic is as old and resilient as the world itself. Unleashing its full potential requires a tool with some measure of that history and heritage.	This item gets +1 damage bonus for each quest where you have a pet unit.
lon-staff-of-stellar-wonders	Staff of Stellar Wonders		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfStellarWonders.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfStellarWonders.jpg	default	Item	Norrath	0	playerNDeck			4								Some say our destinies are written in the stars. Others prefer to use the stars to write their own destinies.	[ATT][DEF] Exert this item >> Exert an opposing avatar combatant.
lon-staff-of-the-exalted-the-mage-draws-strength-from-his-allies	Staff of the Exalted	The mage draws strength from his allies.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfTheExalted.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfTheExalted.jpg	default	Item	Norrath	0	playerNDeck	Mage	Weapon	5	2			1					This item gets +1 attack and +1 damage bonus for each quest where you have a unit.
lon-staff-of-the-lore-keeper	Staff of the Lore Keeper		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfTheLoreKeeper.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfTheLoreKeeper.jpg	default	Item	Norrath	0	playerNDeck			9								The staff holds many secrets, but clumsy experimentation will never unlock them. One must already know the key.	[ATT] Pay 1 power and exert this item >> For each of your abilities matching this item's faction, you get +1 total attack and +1 total damage.
lon-staff-of-the-observers-this-item-gets-1-attack-for-each-exerted-opposing-combatant	Staff of the Observers	This item gets +1 attack for each exerted opposing combatant.	legends-of-norrath/inquisitor/LegendsOfNorrath-Inquisitor-StaffOfTheObservers.jpg	legends-of-norrath/inquisitor/LegendsOfNorrath-Inquisitor-StaffOfTheObservers.jpg	default	Item	Inquisitor	3	playerNDeck	Mage	Weapon	3	1			2		100004578		'Like a sentinel, the magic of the Staff will keep you safe, if not totally annoyed with constant reminders as to whether or not someone has entered your personal space. One day, we will perfect this	This item gets +1 attack for each exerted opposing combatant.
lon-staff-of-theer	Staff of Theer		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfTheer.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfTheer.jpg	default	Item	Norrath	0	playerNDeck			5								had been, there remained a hole in the air, though there was no wall or any other surface for it to have broken.	[ATT][DEF] Exert this item >> Put an opposing shadow unit combatant in its owner's hand.
lon-staff-of-wanderlust-all-that-wanders-is-not-lost	Staff of Wanderlust	All that wanders is not lost.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfWanderlust.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaffOfWanderlust.jpg	default	Item	Norrath	0	playerNDeck			11						100013320		When you apply an ability at a quest, shift this item into Worldly Staff of Striking.	When you play this item, begin combat against an opposing avatar.
lon-stained-cloth-mask	Stained Cloth Mask		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StainedClothMask.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StainedClothMask.jpg	default	Item	Norrath	0	playerNDeck												[ATT] Exert this item >> All opponents discard a card at random.
lon-starblast-necklace	Starblast Necklace		legends-of-norrath/dragonbrood/LegendsOfNorrath-Dragonbrood-StarblastNecklace.jpg	legends-of-norrath/dragonbrood/LegendsOfNorrath-Dragonbrood-StarblastNecklace.jpg	default	Item	Dragonbrood	11	playerNDeck	Mage		6								The heirloom surges with mystical might in battle, empowered by the generations who have worn it before.	[ATT] Exert this item and one of your abilities >> You get +1 total damage.
lon-stargazer-robe-my-god-it-s-full-of-stars	Stargazer Robe	'My god, it's full of stars!'	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StargazerRobe.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StargazerRobe.jpg	default	Item	Norrath	0	playerNDeck			2									[Good] When you play this item, you may set your faction to 5 light. If you do, heal 2 damage on your avatar.
lon-stave-of-the-eternal	Stave of the Eternal		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaveOfTheEternal.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StaveOfTheEternal.jpg	default	Item	Norrath	0	playerNDeck			2								Although the wood and the ironwork have both been replaced at different points in the long history of this weapon, the magical energies that imbue it have somehow remained constant.	You may exert this item for attack or damage bonus during combat involving your warder unit.
lon-steadfast-bracer-movement-in-silence-defends-better-than-armor-of-steel	Steadfast Bracer	Movement in silence defends better than armor of steel.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SteadfastBracer.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SteadfastBracer.jpg	default	Item	Norrath	0	playerNDeck			14									While there are any charge tokens on this item, all your stealth abilities cost -1 power to play.
lon-steed-of-war	Steed of War		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SteedOfWar.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SteedOfWar.jpg	default	Item	Norrath	0	playerNDeck			7								Over many years, powerful draft horses were bred and trained to fight in the chaos of war.	[DEF] Exert this item >> Ready your avatar.
lon-steel-dagger-sometimes-handy-is-better-than-fancy	Steel Dagger	Sometimes handy is better than fancy.	legends-of-norrath/oathbound/LegendsOfNorrath-Oathbound-SteelDagger.jpg	legends-of-norrath/oathbound/LegendsOfNorrath-Oathbound-SteelDagger.jpg	default	Item	Oathbound	1	playerNDeck	Scout	Weapon	1	2					100004404			
lon-steelspine-chestplate-my-armor-is-so-very-much-better-than-yours-gorman-tapinac	Steelspine Chestplate	'My armor is so very much better than yours.' --Gorman Tapinac	legends-of-norrath/inquisitor/LegendsOfNorrath-Inquisitor-SteelspineChestplate.jpg	legends-of-norrath/inquisitor/LegendsOfNorrath-Inquisitor-SteelspineChestplate.jpg	default	Item	Inquisitor	3	playerNDeck	Fighter	Armor	3		3							
lon-stein-of-brell-the-more-it-has-in-it-the-better-it-works	Stein of Brell	The more it has in it, the better it works.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SteinOfBrell.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SteinOfBrell.jpg	default	Item	Norrath	0	playerNDeck			5									Whenever combat ends involving your avatar, put a token on this item.
lon-stein-of-moggok	Stein of Moggok		legends-of-norrath/oathbound/LegendsOfNorrath-Oathbound-SteinOfMoggok.jpg	legends-of-norrath/oathbound/LegendsOfNorrath-Oathbound-SteinOfMoggok.jpg	default	Item	Oathbound	0	playerNDeck			5								'It was I who took the grey out of Felwithe, who added curls to Kaladim and tamed the tangles of Moggok of Oggok.' --Ping Fuzzlecutter, Gnomish Groomer and Alchemist	When you play this item, put 3 tokens on it.
lon-steppes-pony	Steppes Pony		legends-of-norrath/forsworn/LegendsOfNorrath-Forsworn-SteppesPony.jpg	legends-of-norrath/forsworn/LegendsOfNorrath-Forsworn-SteppesPony.jpg	default	Item	Forsworn	2	playerNDeck	Fighter		0								'She may not be the fastest horse, but she'll get you where you're going, and she won't scare in battle.' --Laydin Haggus, Stable Master	All your weapon items get +1 damage bonus while this item is ready.
lon-stinging-crystal	Stinging Crystal		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StingingCrystal.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StingingCrystal.jpg	default	Item	Norrath	0	playerNDeck			11						100009903		Conjurors are often very protective of their minions, and can get quite cross when they are killed.	Whenever one of your pet units is destroyed during combat, you may deal 1 damage to an opposing combatant.
lon-stone-imbued-chestguard	Stone Imbued Chestguard		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StoneImbuedChestguard.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StoneImbuedChestguard.jpg	default	Item	Norrath	0	playerNDeck			13								They called him 'the mountain that walks' in part because of his custom armor.	Whenever you exert an ability for defense, this item gets +1 defense until the end of the turn.
lon-stone-of-defiance-months-of-searching-at-last-it-is-mine-duonoum-human-fighter	Stone of Defiance	'Months of searching... at last, it is mine!' --Duonoum, Human Fighter	legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-StoneOfDefiance.jpg	legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-StoneOfDefiance.jpg	default	Item	Against the Void	6	playerNDeck	Priest		11									Whenever combat begins involving your avatar and an opposing avatar, your avatar gets a +1 rune.
lon-stonefused-chain-helm	Stonefused Chain Helm		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StonefusedChainHelm.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StonefusedChainHelm.jpg	default	Item	Norrath	0	playerNDeck											To provide the mail with even more protection, small stones are woven into the links.	
lon-stoneleaf-dagger	Stoneleaf Dagger		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StoneleafDagger.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StoneleafDagger.jpg	default	Item	Norrath	0	playerNDeck			10								The legend says that this blade was a forest leaf turned magically to stone.	While you have another one-hand weapon, this item gets +1 damage bonus.
lon-storm-guard-armbands	Storm Guard Armbands		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StormGuardArmbands.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StormGuardArmbands.jpg	default	Item	Norrath	0	playerNDeck			4								I see your armor is as impressive as mine. Let's see how well you handle it.	[ATT] Exert this item >> Your avatar gets a +1 rune for each of your abilities.
lon-stout-bottle-bars-are-dirty-places	Stout Bottle	Bars are dirty places...	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StoutBottle.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-StoutBottle.jpg	default	Item	Norrath	0	playerNDeck			13						100013444			When you exert this item for attack, shift it into Jagged Bottle, then exert it.
lon-summoning-whistle	Summoning Whistle		legends-of-norrath/dragonbrood/LegendsOfNorrath-Dragonbrood-SummoningWhistle.jpg	legends-of-norrath/dragonbrood/LegendsOfNorrath-Dragonbrood-SummoningWhistle.jpg	default	Item	Dragonbrood	11	playerNDeck	Mage		13								The instrument allows the conjurer to shape the magic as he would shape a melody.	[MAIN] Exert this item and discard a card >> Search your deck for a pet unit card and take it into your hand.
lon-sunstone-breastplate	Sunstone Breastplate		legends-of-norrath/doom-of-the-ancient-ones/LegendsOfNorrath-DoomOfTheAncientOnes-SunstoneBreastplate.jpg	legends-of-norrath/doom-of-the-ancient-ones/LegendsOfNorrath-DoomOfTheAncientOnes-SunstoneBreastplate.jpg	default	Item	Doom of the Ancient Ones	10	playerNDeck	Priest		9								Some whisper that the armor's invigorating properties might be addictive.	[ATT][DEF] Exert this item >> You and your combat opponent each gain 1 power. [Good] Only you gain 1 power instead. [Evil] You also draw a card.
lon-swiftclaw-lizard-it-races-across-the-plains-like-a-warm-desert-wind	Swiftclaw Lizard	It races across the plains like a warm desert wind.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SwiftclawLizard.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SwiftclawLizard.jpg	default	Item	Norrath	0	playerNDeck			5									[ATT] Exert this item >> Exert an opposing item.
lon-swiftwhisper-this-item-gets-1-attack-for-each-of-your-b-stealth-b-abilities	Swiftwhisper	This item gets +1 attack for each of your <b>stealth</b> abilities.	legends-of-norrath/storm-break/LegendsOfNorrath-StormBreak-Swiftwhisper.jpg	legends-of-norrath/storm-break/LegendsOfNorrath-StormBreak-Swiftwhisper.jpg	default	Item	Storm Break	7	playerNDeck	Scout		3								This item gets +1 attack for each of your stealth abilities.	When you play this item, place a level token at a quest where you already have a level token.
lon-swiftwind-necklace-this-item-gets-1-defense-for-each-b-weapon-b-item-on-your-avatar	Swiftwind Necklace	This item gets +1 defense for each <b>weapon</b> item on your avatar.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SwiftwindNecklace.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SwiftwindNecklace.jpg	default	Item	Norrath	0	playerNDeck			12								A rogue's best defense is another dagger.	This item gets +1 defense for each weapon item on your avatar.
lon-sword-of-runic-omens-this-item-gets-1-attack-for-each-ready-opposing-combatant	Sword of Runic Omens	This item gets +1 attack for each ready opposing combatant.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SwordOfRunicOmens.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SwordOfRunicOmens.jpg	default	Item	Norrath	0	playerNDeck			9								The portents say that you will face many enemies and that you will be victorious.	This item gets +1 attack for each ready opposing combatant.
lon-sword-of-skyfire	Sword of Skyfire		legends-of-norrath/storm-break/LegendsOfNorrath-StormBreak-SwordOfSkyfire.jpg	legends-of-norrath/storm-break/LegendsOfNorrath-StormBreak-SwordOfSkyfire.jpg	default	Item	Storm Break	7	playerNDeck	Fighter		6								The blade was so artful, it was worthy of a museum. But that, of course, would be a waste.	[ATT][DEF] Exert this item >> Deal 1 damage to an opposing unit combatant. Then choose a player. That player gains 2 light faction.
lon-sword-of-the-bloodmoon-known-also-as-sedition-this-powerful-blade-is-not-easily-won	Sword of the Bloodmoon	Known also as Sedition, this powerful blade is not easily won.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SwordOfTheBloodmoon.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SwordOfTheBloodmoon.jpg	default	Item	Norrath	0	playerNDeck			11									Whenever you exert this item for attack, you may pay 1 power. If you do, ready your avatar.
lon-sword-of-the-four-winds	Sword of the Four Winds		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SwordOfTheFourWinds.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-SwordOfTheFourWinds.jpg	default	Item	Norrath	0	playerNDeck			7								If the wielder is as fickle as the winds themselves, she will also be as unstoppable.	[ATT][DEF] Exert this item >> Deal 1 damage to all combatants. [Good] Deal 1 damage to all opposing combatants instead. [Evil] Deal 2 damage to all combatants instead.
lon-tactician-s-chain-this-item-gets-1-damage-bonus-for-each-quest-where-you-have-a-unit	Tactician's Chain	This item gets +1 damage bonus for each quest where you have a unit.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TacticiansChain.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TacticiansChain.jpg	default	Item	Norrath	0	playerNDeck			7								You may exert this item for damage bonus during combat involving any of your units.	This item gets +1 damage bonus for each quest where you have a unit.
lon-talisman-of-pure-chaos-chaos-will-survive-chaos-will-triumph-kalith	Talisman of Pure Chaos	'Chaos will survive! Chaos will triumph!' --Kalith	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TalismanOfPureChaos.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TalismanOfPureChaos.jpg	default	Item	Norrath	0	playerNDeck			1									[ATT][DEF] Exert this item >> Deal 1 damage to all combatants.
lon-talisman-of-the-spellweaver-enables-concentration-in-the-midst-of-battle	Talisman of the Spellweaver	Enables concentration in the midst of battle.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TalismanOfTheSpellweaver.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TalismanOfTheSpellweaver.jpg	default	Item	Norrath	0	playerNDeck			2									[MAIN] Pay 2 power, exert this item, and choose a quest >> Move all opposing exerted units at that quest to another quest.
lon-tamed-steed-is-that-a-serious-question-of-course-he-can-get-us-there	Tamed Steed	'Is that a serious question? Of course he can get us there.'	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TamedSteed.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TamedSteed.jpg	default	Item	Norrath	0	playerNDeck			5									Whenever one of your units begins defending, you may pay 1 power and exert this item. If you do, withdraw a friendly unit combatant from combat.
lon-tapestry-of-the-thaumaturge-this-is-the-only-way-to-travel	Tapestry of the Thaumaturge	This is the only way to travel!	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TapestryOfTheThaumaturge.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TapestryOfTheThaumaturge.jpg	default	Item	Norrath	0	playerNDeck			11									[ATT] Exert this item >> Ready your avatar.
lon-tarton-s-wheel-tarton-had-a-wheel	Tarton's Wheel	'Tarton had a Wheel,	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TartonsWheel.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TartonsWheel.jpg	default	Item	Norrath	0	playerNDeck			4									[MAIN] Pay 1 power and exert this item >> Move a unit to another quest.
lon-teeth-of-the-ancient-lord	Teeth of the Ancient Lord		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TeethOfTheAncientLord.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TeethOfTheAncientLord.jpg	default	Item	Norrath	0	playerNDeck			9								Fine souvenirs they make, for anyone lucky enough to kill a dragon turtle.	Whenever combat begins involving your avatar during your turn, you get +2 total attack.
lon-tempered-shield-of-flame	Tempered Shield of Flame		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TemperedShieldOfFlame.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TemperedShieldOfFlame.jpg	default	Item	Norrath	0	playerNDeck			13								It would be tempered many times -- first in the heat of the forge, then in the heat of battle.	Whenever you exert this item for attack or defense, deal 1 damage to an opposing combatant.
lon-templar-s-crown	Templar's Crown		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TemplarsCrown.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TemplarsCrown.jpg	default	Item	Norrath	0	playerNDeck											Hewn by ancient hands, the golden helmet had been adorned with many gems to demonstrate the devotion of its wearer.	
lon-terin-s-battle-axe	Terin's Battle Axe		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TerinsBattleAxe.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TerinsBattleAxe.jpg	default	Item	Norrath	0	playerNDeck			1								It's clear from the way Terin protects his weapon that there's a story in its origin, though he has never told it.	Whenever combat begins involving your avatar, if this item is ready, deal 1 damage to an opposing combatant.
lon-terin-s-platemail-boots-you-can-t-go-wrong-with-a-good-pair-of-boots-terin	Terin's Platemail Boots	'You can't go wrong with a good pair of boots.' --Terin	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TerinsPlatemailBoots.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TerinsPlatemailBoots.jpg	default	Item	Norrath	0	playerNDeck			15									[MAIN] Pay 2 power, choose a quest, and exert this item >> Your units may raid from that quest a second time this turn.
lon-terror-totem-at-the-end-of-your-quest-phase-if-this-item-is-ready-destroy-it	Terror Totem	At the end of your quest phase, if this item is ready, destroy it.	legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-TerrorTotem.jpg	legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-TerrorTotem.jpg	default	Item	Against the Void	6	playerNDeck	Scout		14								The totem's magic will not be contained. If not set free by the owner, it will soon loose itself.	At the end of your quest phase, if this item is ready, destroy it.
lon-thaumaturgist-s-robes	Thaumaturgist's Robes		legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-ThaumaturgistsRobes.jpg	legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-ThaumaturgistsRobes.jpg	default	Item	Against the Void	6	playerNDeck	Scout		2								Many tested themselves against the mighty sorcerer. All were turned aside.	Whenever you exert this item for defense, you may put an opposing unit combatant in its owner's hand.
lon-the-truth-of-marr-valor-is-what-separates-civilized-beings-from-beasts	The Truth of Marr	Valor is what separates civilized beings from beasts.	legends-of-norrath/travelers/LegendsOfNorrath-Travelers-TheTruthOfMarr.jpg	legends-of-norrath/travelers/LegendsOfNorrath-Travelers-TheTruthOfMarr.jpg	default	Item	Travelers	8	playerNDeck	Fighter		10						100013267			Whenever you exert this item for damage bonus, heal 1 damage on your avatar.
lon-throatslitter	Throatslitter		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Throatslitter.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Throatslitter.jpg	default	Item	Norrath	0	playerNDeck			0								She owned a dozen daggers, but none of the others seemed to enjoy this part of the job so much as good old Throatslitter.	[Evil] This item gets +2 attack while your avatar is attacking an opposing avatar.
lon-thunderstone	Thunderstone		legends-of-norrath/oathbound/LegendsOfNorrath-Oathbound-Thunderstone.jpg	legends-of-norrath/oathbound/LegendsOfNorrath-Oathbound-Thunderstone.jpg	default	Item	Oathbound	0	playerNDeck	Fighter		3				1		100004346		'Even the smallest of objects pack a sizeable magical punch.' --Al`Kabor, infamous Erudite Wizard	
lon-tobrin-s-mystical-eyepatch	Tobrin's Mystical Eyepatch		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TobrinsMysticalEyepatch.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TobrinsMysticalEyepatch.jpg	default	Item	Norrath	0	playerNDeck			15								Tobrin's eyepatch was made to replace the eye he plucked out himself as a sign of his willingness to learn at the hand of the archmage Miragul.	[MAIN] Pay 1 power and exert this item >> Look at the top card of a player's deck. Place it on the top or bottom of that deck.
lon-tome-of-the-enchanter-control-of-the-mind-can-be-used-to-inspire-as-well-as-enslave	Tome of the Enchanter	Control of the mind can be used to inspire as well as enslave.	legends-of-norrath/oathbound/LegendsOfNorrath-Oathbound-TomeOfTheEnchanter.jpg	legends-of-norrath/oathbound/LegendsOfNorrath-Oathbound-TomeOfTheEnchanter.jpg	default	Item	Oathbound	0	playerNDeck	Mage		1									[MAIN] Exert this item >> Choose a guardian unit. It gets +1 attack and loses guardian until the end of the turn.
lon-tome-of-wishes	Tome of Wishes		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TomeOfWishes.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TomeOfWishes.jpg	default	Item	Norrath	0	playerNDeck			13								Record your desires in the book in precise accordance with the ritual, and they shall become reality.	Whenever one of your items is destroyed by an opponent, you may search your deck for a card with the same name and take it into your han
lon-torn-ligament-longbow	Torn Ligament Longbow		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TornLigamentLongbow.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TornLigamentLongbow.jpg	default	Item	Norrath	0	playerNDeck			1								Strung with the sinew from a mythical beast, the creak of the bow when drawn can induce terror.	Whenever combat begins involving your avatar, you may exert this item. If you do, put an opposing unit combatant in its owner's hand.
lon-totem-of-fury-your-avatar-gets-1-attack-and-1-damage-bonus	Totem of Fury	Your avatar gets +1 attack and +1 damage bonus.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TotemOfFury.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TotemOfFury.jpg	default	Item	Norrath	0	playerNDeck			6								A wooden carving imbued with faith invokes the fury of Sullon Zek, the mistress of rage.	
