databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	corps	price	clash	msType	dockPilot	limited	unique	preemptive
set1_PL_034_Quinze	Quinze	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Quinze.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	2			Y			
set1_PL_035_Otto	Otto	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Otto.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	1						
set1_PL_036_Duke_dermail	Duke Dermail	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-DukeDermail.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	1			Y	Y		
set1_PL_037_muller	Muller	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Muller.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	1						
set1_PL_038_Hilde_Schbeiker	Hilde Schbeiker	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-HildeSchbeiker.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	1						
set2_PL_039_Heero_Yuy	Heero Yuy-3	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-HeeroYuy3.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	WG	2						Y
set2_PL_040_Duo_maxwell	Duo Maxwell-3	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-DuoMaxwell3.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	WG	3						
set2_PL_041_trowa_barton	Trowa Barton-3	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-TrowaBarton3.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	Oz	2						
set2_PL_042_Quatre_raberba_winner	Quatre Raberba Winner-3	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-QuatreRaberbaWinner3.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	WG	3						
set2_PL_043_Chang_Wufei	Chang Wufei-3	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-ChangWufei3.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	Oz	2						
set2_PL_044_Zechs_merquise	Zechs Merquise-2	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-ZechsMerquise2.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	WG	3						
set2_PL_045_Lady_Une	Lady Une-3	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-LadyUne3.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	WG	1						
set2_PL_046_Marimaia_Khushrinada	Mariemaia Khushrenada	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-MariemaiaKhushrenada.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	Oz	2			Y	Y		
set2_PL_047_Dekim_Barton	Dekim Barton	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-DekimBarton.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	Oz	4			Y	Y		
set2_PL_048_the_real_trowa_barton	The Real Trowa Barton	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-TheRealTrowaBarton.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	Oz	2						
set2_PL_049_the_president_of_earth_sphere	The President of Earth Sphere	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-ThePresidentOfEarthSphere.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	WG	1			Y			
set2_PL_050_Relena_Darlian	Relena Darlian-2	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-RelenaDarlian2.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	WG	2			Y			
set2_PL_051_Master_O	Master O	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-MasterO.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	WG	2			Y			
set2_PL_052_Doktor_S	Doktor S	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-DoktorS.jpg	default	Pilot	Set 2	set2	playerNSupplyBase	WG	2			Y			
set3_PL_053_Amuro_Ray	Amuro Ray	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-AmuroRay.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	EF	3		Newtype				
set3_PL_054_Sayla_mass	Sayla Mass	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-SaylaMass.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	EF	2		Newtype				
set3_PL_055_Kai_Shiden	Kai Shiden	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-KaiShiden.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	EF	2						
set3_PL_056_Hayato_kobayashi	Hayato Kobayashi	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-HayatoKobayashi.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	EF	2						
set3_PL_057_Bright_Noah	Bright Noah	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-BrightNoah.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	EF	2						
set3_PL_058_Mirai_yashima	Marai Yashima	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-MaraiYashima.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	EF	1						
set3_PL_059_Ryu_Jose	Ryu Jose	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-RyuJose.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	EF	2						
set3_PL_060_Matilda_ajan	Matilda Ajan	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-MatildaAjan.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	EF	1						
set3_PL_061_char_aznable	Char Aznable	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-CharAznable.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	PZ	3		Newtype				
set3_PL_062_Garma_zabi	Garma Zabi	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-GarmaZabi.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	PZ	2						
set3_PL_063_ranba_ral	Ranba Ral	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-RanbaRal.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	PZ	2						
set3_PL_064_Clawle_hamon	Clawle Hamon	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-ClawleHamon.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	PZ	2						
set3_PL_065_Ma_Kube	Ma Kube	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-MaKube.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	PZ	2						
set3_PL_066_the_black_trinary	The Black Trinary	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-TheBlackTrinary.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	PZ	2						
set3_PL_067_Flanagan_boone	Flanagan Boone	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-FlanaganBoone.jpg	default	Pilot	Set 3	set3	playerNSupplyBase	PZ	1						
set1_wing_team_missions_01	Wing Gundam Mission 1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-WingGundamMission1.jpg	default	Missions	Set 1	set1	playerNSupplyBase	WG							
set1_wing_team_missions_02	Wing Gundam Mission 2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-WingGundamMission2.jpg	default	Missions	Set 1	set1	playerNSupplyBase	WG							
