databaseId	name	imageUrl	cardBack	type	missionType	affiliation	classification	integrity	cunning	strength	points	span	quadrant	region	icons	uniqueness	keywords	text	lore	rarity	property	packName	set	printing	loadGroupId
CL_SAS_42V	Erika Hernandez 2E (Captain's Log)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-ErikaHernandez2ECaptainsLog.jpg	default	Personnel		Starfleet	OFFICER	7	7	6					[22][AU][Cmd]		Human; Captain; Female;	OFFICER Anthropology Diplomacy Leadership SECURITY DL/ Any Captain's Order card	Comparable captain of Columbia, the second Warp 5 ship. Romantically involved with Jonathan Archer.	104 U	ENT	Captain's Log	CL	Physical	playerNDeck
CL_SAS_40V	Daniel Leonard 2E (Captain's Log)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-DanielLeonard2ECaptainsLog.jpg	default	Personnel		Starfleet	V.I.P.	6	6	6					[22][AU][Cmd]		Human; Admiral; Male;	V.I.P. Leadership Navigation x 2 DL/ Any [Sta] ship	Cautious admiral responsible for overseeing portions of the NX project and removing "dead wood" from Starfleet's ranks.	105 C	ENT	Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10051	Observe Kazon Ritual 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-ObserveKazonRitual2E.jpg	default	Mission	[P]	Federation					35	2	Delta					Anthropology + Honor + OFFICER + Transporter Skill + INTEGRIY>31 OR (Astrophysics OR Stellar Cartography) + Navigation + SECURITY + Treachery + STRENGTH>34	"There's only one way back to the Ogla for you, and that's if you earn your name. So I guess that's what you'll have to do."	51 U		Captain's Log	CL	Physical	playerNMissions
CL_st2e-en10052	Obtain Advanced Technology 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-ObtainAdvancedTechnology2E.jpg	default	Mission	[P]	Any affiliation (except [Bor]) may attempt this mission.					30	2	Delta					Anthropology + Diplomacy + Honor + INTEGRITY>29 OR SECURITY + Transporter Skill + Treachery + CUNNING>30	"We call it a spacial trajector. We're able to travel to all the planets in this quadrant."	52 U		Captain's Log	CL	Physical	playerNMissions
CL_st2e-en10063	Bennet 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Bennet2E.jpg	default	Personnel		Federation		5	5	5					[DQ][Stf][Voy]	univ	Human; Male;	Archaeology Geology SCIENCE SECURITY When you play this personnel, you may draw a card. If you do, discard a card from hand.	"All, all this time, I thought, I thought I was so lucky. No, no family back home. Nobody to miss."	63 C		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10067	Jadzia Dax 2E (Defiant Captain)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-JadziaDax2EDefiantCaptain.jpg	default	Personnel		Federation		6	7	6							Trill; Captain; Female; Trill with symbiont;	Astrophysics OR Stellar Cartography OFFICER Physics SCIENCE Transporter Skill While this personnel is aboard your {U.S.S. Defiant}, she loses [Stf] and gains [Cmd] and Leadership.	"That's 'captain.' It's an old naval tradition. Whoever is in command of a ship, regardless of rank, is referred to as 'captain.'" Commander: U.S.S. Defiant.	67 U		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10109	U.S.S. Defiant 2E (Patrolling Warship)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-USSDefiant2EPatrollingWarship.jpg	default	Ship		Federation	Defiant Class	8	10	10					[2eDS9]		Cloaking Device; Federation ship; Tractor Beam;	Cloaking Device. Tractor Beam. When an opponent's ship moves to this mission, if this ship's Commander is aboard it, that opponent's ship is stopped.	"Restricting the Defiant to guard duty would be a serious mistake."	109 R		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10043	Sweet Nothings 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-SweetNothings2E.jpg	default	Interrupt														To play this interrupt, you must command three [Fer] personnel. Order - Choose an opponent to reveal his or her hand. You may draw a card for each interrupt revealed.	"I can't resist a man who knows what he wants and goes after it."	43 C		Captain's Log	CL	Physical	playerNDeck
CL_HMF4_8	Collect Omicron Particles 2E (Captain's Log)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-CollectOmicronParticles2ECaptainsLog.jpg	default	Mission	[S]	Kazon/[VID]/Hirogen					35	4	Delta					ENGINEER + Leadership + Astrophysics + Navigation Adjacent missions are span -1.	Harvest rare substance for use as replacement power source.	47 U		Captain's Log	CL	Physical	playerNMissions
CL_st2e-en10048	Explore Micro-Wormhole 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-ExploreMicroWormhole2E.jpg	default	Mission	[S]	Federation/Romulan					30	4	Delta					(Astrophysics OR Stellar Cartography) + OFFICER + Transporter Skill + CUNNING>32 When you complete this mission, you may place any number of personnel on your ship here on your ship at an [AQ] mission.	"Vertiron emanations ... tunneling secondary particles. It certainly looks like a wormhole."	48 U		Captain's Log	CL	Physical	playerNMissions
CL_st2e-en10049	Investigate Alleged Murder 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-InvestigateAllegedMurder2E.jpg	default	Mission	[P]	Federation					30	2	Delta					Diplomacy + Law + OFFICER + INTEGRITY>27 You may attempt and complete this mission using your [Non] personnel with these requirements: Anthropology, Security, Transporters, and Strength>28.	"All we know is that a member of our crew has been accused of murder."	49 U		Captain's Log	CL	Physical	playerNMissions
CL_st2e-en10050	Investigate Unknown Element 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-InvestigateUnknownElement2E.jpg	default	Mission	[P]	Any affiliation (except [Bor]) may attempt this mission.					30	2	Delta					Anthropology + Leadership + OFFICER + INTEGRITY>27 OR Exobiology + Geology + SCIENCE + CUNNING>30	"A stable transuranic element inside a natural environment. This is a first."	50 U		Captain's Log	CL	Physical	playerNMissions
CL_st2e-en10081	Seven of Nine 2E (Reclaimed Drone)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-SevenOfNine2EReclaimedDrone.jpg	default	Personnel		Federation		5	6	6					[DQ][Stf][Voy]		Borg; Female;	Astrophysics OR Stellar Cartography ENGINEER Exobiology Physics Computer Skill	"I was raised by the Borg."	81 C		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10001	A Pattern Of Lies 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-APatternOfLies2E.jpg	default	Dilemma	[S/P]													Randomly select three personnel. Unless at least one of them is a different species than the others, all three are stopped.	"You people are so used to lying you don't even tell the truth to each other!"	1 C		Captain's Log	CL	Physical	playerNSeed
CL_st2e-en10061	B'Elanna Torres 2E (Straightforward Engineer)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-BElannaTorres2EStraightforwardEngineer.jpg	default	Personnel		Federation		5	6	7					[Cmd][DQ][Voy]		Human/Klingon; Female;	ENGINEER x 2 Physics Computer Skill SCIENCE Treachery Order - If this personnel is aboard your ship, discard a card from hand to remove a Damage card from that ship. You may do this only once each turn.	"I think I know my way around an engine room."	61 U		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10038	A Long Road 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-ALongRoad2E.jpg	default	Interrupt														To play this interrupt, you must command a Navigation personnel. Order - Discard a card from hand to take up to two [Pursuit] cards from your discard pile into hand.	"It's been a long road Getting from there to here."	38 C		Captain's Log	CL	Physical	playerNDeck
CL_SoG_27	Warp Speed Transfer 2E (Captain's Log)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-WarpSpeedTransfer2ECaptainsLog.jpg	default	Incident											[Pursuit]			Plays on table. When your crew is attempting a space mission aboard your ship, you may suspend play to move your other staffed ship on the same spaceline (up to double its full RANGE) to that mission and place one personnel aboard on the attempting ship; that personnel joins the crew. Each ship's RANGE for this turn is used, then place incident out-of-play. (Unique.)		45 R	ENT	Captain's Log	CL	Physical	playerNSeed
CL_st2e-en10100	Vosk 2E (Temporal Fanatic)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Vosk2ETemporalFanatic.jpg	default	Personnel		Non-Aligned		1	6	5					[AU][Cmd]		Alien; Male;	Astrophysics OR Stellar Cartography ENGINEER Exobiology Leadership OFFICER Treachery x 2 For each Temporal event in your core, this personnel is attributes +1 (limit +4). When you do not command a Temporal event, place this personnel in his owner's discard pile.	"We dominate entire worlds. We extend our will across time."	100 U		Captain's Log	CL	Physical	playerNDeck
AP_coldfront_08	Empress 2E (Archive Portrait)	star-trek-ccg-1e/ap/StarTrekCcg1e-AP-Empress2EArchivePortrait.jpg	default	Event														Plays on your Contender (for free if {any Hoshi}). Once per game, at the start of your turn, discard event to complete a Contender-related objective (but draw no cards).	With the firepower of the Starship Defiant at her disposal, the former communications officer quickly assumed a new position of power. "You are speaking to Empress Sato."	8 AP	ENT	AP	AP	Physical	playerNDeck
AP_ST2E0AP007	Charvanek 2E (Fleet Commander)*	star-trek-ccg-1e/ap/StarTrekCcg1e-AP-Charvanek2EFleetCommander.jpg	default	Personnel		Romulan		5	6	5					[AU][Cmd]		Romulan; Female;	Archaeology Diplomacy OFFICER Physics SCIENCE	"You are being clever, Commander."	7 AP		AP	AP	Physical	playerNDeck
CL_st2e-en10005	Compassionate Interference 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-CompassionateInterference2E.jpg	default	Dilemma	[P]													Randomly select a personnel to be stopped. Unless you reveal a Biology personnel from your hand OR reveal a Geology personnel from your hand, that personnel is killed instead.	"They'll die! You'd let them suffocate? Even if we could prevent it?"	5 U		Captain's Log	CL	Physical	playerNSeed
CL_st2e-en10011	Last Gasp 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-LastGasp2E.jpg	default	Dilemma	[S/P]													Randomly select a personnel to be stopped. Unless you reveal a Leadership personnel from your hand or reveal an OFFICER personnel from your hand, that personnel is killed instead.	"You've proven a worthy opponent, Captain. I would've preferred to die fighting you, but I suppose I can settle for this."	11 U		Captain's Log	CL	Physical	playerNSeed
CL_st2e-en10092	Grebnedlog 2E (Pakled Captain)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Grebnedlog2EPakledCaptain.jpg	default	Personnel		Non-Aligned		6	6	4					[Cmd]		Pakled; Male;	Exobiology Honor Leadership OFFICER While present with a non-[Non] personnel, this personnel loses Honor and gains Transporter Skill and Treachery.	"We look for things. ... Things we need. ... Things that make us go." Commander: Mondor.	92 C		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10094	Lal 2E (Beloved)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Lal2EBeloved.jpg	default	Personnel		Non-Aligned		5	5	5							Android; Female; Inorganic;	Computer Skill While this personnel is attempting a mission, you may reveal three Androids from hand to make her attributes +4 and gain any two skills until the end of the turn. If you do this, she is killed at the end of this turn. You may only do this once each turn.	"What is my purpose? ... My function? My reason for being?"	94 R		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10101	D'Tan 2E (Curious Youth)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-DTan2ECuriousYouth.jpg	default	Personnel		Romulan		7	4	4							Romulan; Dissident; Male;	Anthropology Archaeology Geology Honor SCIENCE When this personnel is stopped by a dilemma, choose an opponent to discard the top card of his or her deck.	"Jolan True, Mister Spock. Look what I've brought you."	101 C		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10106	Trager 2E (Patrol Ship)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Trager2EPatrolShip.jpg	default	Ship		Cardassian	Galor Class	8	8	8							Cardassian ship; Tractor Beam;	Tractor Beam. When this ship is about to move from an opponent's mission, subtract 2 from the Range required.	"Even with the treaty they're still skittish about protecting their border."	106 R		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10003	Armed Search Party 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-ArmedSearchParty2E.jpg	default	Dilemma	[S/P]													Randomly select three personnel. Unless they have STRENGTH>17 or you have a non-Hand Weapon equipment, for each headquarters mission you command, randomly select one of those personnel to be placed in your opponent's brig.	"Captain, please come back down here."	3 R		Captain's Log	CL	Physical	playerNSeed
CL_st2e-en10007	Difficult Rescue 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-DifficultRescue2E.jpg	default	Dilemma	[S]													Unless you have SHIELDS + remaining RANGE > the number of personnel attempting this mission, randomly select a personnel to be killed and all your other personnel are stopped.	"But that array has such a narrow scan field, we might as well break out the palm-beacons and try to find them that way."	7 C		Captain's Log	CL	Physical	playerNSeed
CL_st2e-en10014	Psionic Attack 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-PsionicAttack2E.jpg	default	Dilemma	[P]												MEDICAL-related dilemma; SCIENCE-related dilemma;	Unless you have MEDICAL + SCIENCE OR SECURITY x3, randomly select a personnel to place on the bottom of his or her owner's deck. If that personnel has Anthropology, randomly select an additional personnel and place that personnel on the bottom of his or her owner's deck.	"It's a good thing we got him here when we did. His cortex was on the verge of synaptic collapse."	14 R		Captain's Log	CL	Physical	playerNSeed
CL_st2e-en10015	Sabotaged Reactor 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-SabotagedReactor2E.jpg	default	Dilemma	[S]			-2									Damage card;	Unless you have (Astrophysics OR Stellar Cartography) + ENGINEER + Navigation OR Leadership + OFFICER + CUNNING>28, all your personnel are stopped and this dilemma is placed on your ship.	"Somebody got in here and disconnected it from the primary antimatter feed."	15 C		Captain's Log	CL	Physical	playerNSeed
CL_brokenbow_11	Stand-Off 2E (Captain's Log)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-StandOff2ECaptainsLog.jpg	default	Dilemma	[S/P]										[BB]			To get past requires three personnel with Anthropology OR three personnel with SECURITY classification.	After the Eugenics Wars of the 20th century, human genetic engineering was outlawed. An encounter with hostile augments in 2154 reaffirmed the need for the ban.	16 C	ENT	Captain's Log	CL	Physical	playerNSeed
CL_brokenbow_12	Symbalene Blood Burn 2E (Captain's Log)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-SymbaleneBloodBurn2ECaptainsLog.jpg	default	Dilemma	[S/P]										[4]			Kills one personnel (random selection). Place on facility here (your choice, quarantined). Now and start of each turn, kills one personnel aboard (your choice).	A highly contagious disease which kills its victims through increased body temperature and destruction of blood vessel walls. Samples were kept at Cold Station 12 in 2154.	17 C	ENT	Captain's Log	CL	Physical	playerNSeed
CL_st2e-en10020	Under Pressure 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-UnderPressure2E.jpg	default	Dilemma	[S]												MEDICAL-related dilemma; SCIENCE-related dilemma;	Unless you have (Astrophysics OR Stellar Cartography) + ENGINEER + Navigation OR Biology + MEDICAL + SCIENCE, randomly select a personnel to be killed. You may randomly select two personnel to be stopped to prevent this.	"I'm going to need your help. Someone's got to defuse this thing."	20 U		Captain's Log	CL	Physical	playerNSeed
CL_HMF4_1	Starting Over 2E (Captain's Log)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-StartingOver2ECaptainsLog.jpg	default	Event														Discard your hand, then draw the same number of cards. If you have a Borg personnel in play, draw two extra cards. (No draws may be converted to downloads.) Discard event.	Kathryn Janeway offered the disconnected drone Seven of Nine a new life free from the Borg Collective and the chance to rediscover her humanity as Annika Hansen.	34 U		Captain's Log	CL	Physical	playerNDeck
CL_91P	Colonel Kira 2E (Warp Pack)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-ColonelKira2EWarpPack.jpg	default	Personnel		Bajoran	OFFICER	7	7	8					[Cmd]		Bajoran; Colonel; Deep Space 9-related personnel; Female;	OFFICER SECURITY Diplomacy Leadership Once each turn (twice per game), you may draw a card for each staffed [Baj] ship here.	Blockade commander Kira Nerys opposed the Romulans at Derna. She commanded DS9 in 2375.	54 U		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10055	Zayra 2E (Bigoted Witness)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Zayra2EBigotedWitness.jpg	default	Personnel		Bajoran		4	6	6					[Stf]		Bajoran; Male;	Anthropology Archaeology Physics Transporter Skill Treachery While this personnel is present with your non-[Baj] personnel, he cannot use his skills.	"He told me that he was scared. He was afraid Odo would kill him."	55 C		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10062	Baxter 2E (Wandering Security Officer)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Baxter2EWanderingSecurityOfficer.jpg	default	Personnel		Federation		5	5	6					[DQ][Stf][Voy]		Human; Male;	Archaeology Geology SECURITY When this personnel is placed in his owner's discard pile from play, you may take an event from your discard pile into your hand.	"Something very strange is going on. Ensign Kim said we'd encountered a spatial distortion."	62 U		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10058	Macet 2E (Skeptical Commander)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Macet2ESkepticalCommander.jpg	default	Personnel		Cardassian		4	6	6					[Cmd]		Cardassian; Gul; Male;	Astrophysics OR Stellar Cartography Leadership OFFICER Treachery While this personnel is aboard your {Trager} and this personnel is facing a dilemma, you may meet Diplomacy and Honor requirements of that dilemma using Treachery instead.	"You expect us to believe you are using every means at your disposal to track down one of your own?" Commander: Trager.	58 R		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10059	Umat'Adan 2E (Eager Fifth)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-UmatAdan2EEagerFifth.jpg	default	Personnel		Dominion		5	5	8					[KW][Stf]		Jem'Hadar; Alpha; Male;	Astrophysics OR Stellar Cartography Biology Navigation SCIENCE While this personnel is facing a dilemma, return your non-Alpha Jem'Hadar present to its owner's hand to make this personnel attributes +2 until the end of that dilemma. While this personnel is facing a dilemma, return your non-Alpha Jem'Hadar present to its owner's hand to make this personnel attributes +2 until the end of that dilemma.	"The Gammas have many flaws."	59 C		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10060	Andreas Colter 2E	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-AndreasColter2E.jpg	default	Personnel		Federation		5	5	6					[DQ][Stf][Voy]	univ	Human; Male;	OFFICER Computer Skill SECURITY While this personnel is facing a dilemma, each of your SECURITY personnel present is Strength +1.	Security personnel perform a variety of duties on Voyager. Sometimes this includes guarding the brig or protecting the ship from invading forces.	60 C		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10071	Kenneth Dalby 2E (Insubordinate Crewman)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-KennethDalby2EInsubordinateCrewman.jpg	default	Personnel		Federation		4	5	6					[DQ][Stf][Voy]		Human; Male;	ENGINEER Leadership Computer Skill SECURITY Treachery At the start of each of your turns, you may examine the top card of an opponent's deck. You may choose to place that card on the bottom of its owner's deck.	"I guess I'm used to doing things a little differently. On our ship when something went wrong, you fixed it."	71 U		Captain's Log	CL	Physical	playerNDeck
CL_tng_61V	Kosinski 2E (Captain's Log)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Kosinski2ECaptainsLog.jpg	default	Personnel		Federation	ENGINEER	5	9-X	5					[Cmd]		Human; Male;	ENGINEER Computer Skill Physics SCIENCE Stellar Cartography X=4 when facing a dilemma.	Arrogant engineer believed to have improved engine performance on several ships in 2364. Finds problem solving highly therapeutic.	72 U		Captain's Log	CL	Physical	playerNDeck
CL_metamorphosis_34	Marie Kaplan 2E (Captain's Log)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-MarieKaplan2ECaptainsLog.jpg	default	Personnel		Federation	SCIENCE	7	7	6					[DQ][Stf]		Human; Female;	SCIENCE Archaeology MEDICAL Biology Transporter Skill	Observant officer serving aboard U.S.S. Voyager. In 2373, she accompanied Chakotay on a shuttle mission to conduct a survey of the Nekrit Expanse.	76 C		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10078	Rachel Garrett 2E (Displaced Captain)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-RachelGarrett2EDisplacedCaptain.jpg	default	Personnel		Federation		5	5	5					[AU][Cmd][E]		Human; Female;	Astrophysics OR Stellar Cartography Diplomacy Leadership Navigation OFFICER Transporter Skill When this personnel is stopped by a dilemma, randomly return one of your personnel present to his or her owner's hand.	"A significant number of my crew members have expressed a desire to return, even knowing the odds." Commander: U.S.S. Enterprise-C.	78 U		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10079	Samantha Wildman 2E (First Mother on Voyager)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-SamanthaWildman2EFirstMotherOnVoyager.jpg	default	Personnel		Federation		6	5	5					[DQ][Stf][Voy]		Human; Female;	Biology Exobiology SCIENCE When you play this personnel, you may return a non-dilemma card on your Decay event to its owner's hand.	"I'm sorry to disturb you Captain, but I thought ... I thought I should inform you of my physical condition."	79 U		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10085	Tuvok 2E (Chief of Security)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Tuvok2EChiefOfSecurity.jpg	default	Personnel		Federation		6	7	7					[Cmd][DQ][Voy]		Vulcan; Male;	Anthropology Biology Honor Law Leadership OFFICER SECURITY While this personnel is facing a dilemma that requires OFFICER or SECURITY at a [DQ] mission, he is attributes +2 and gains SECURITY.	"A logical, though highly speculative analysis."	85 R		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10086	Quark 2E (Little Green Man)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Quark2ELittleGreenMan.jpg	default	Personnel		Ferengi		4	6	6					[2eDS9][Cmd]		Ferengi; Male;	Acquisition Anthropology Physics While this personnel is present with a [AU] personnel, he is attributes +1 and gains Acquisition, Diplomacy, and Treachery.	"I always heard primitive hew-mons lacked intelligence, but I never thought they'd be this stupid." Commander: Quark's Treasure.	86 R		Captain's Log	CL	Physical	playerNDeck
CL_tng_77V	Rata 2E (Captain's Log)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Rata2ECaptainsLog.jpg	default	Personnel		Ferengi	OFFICER	5	7	6					[Stf]	univ	Ferengi; Male;	OFFICER Treachery Acquisition Greed Geology Astrophysics	Profiteer representive of Ferengi second officers. Opposed Bok's decision to give away the salvaged U.S.S. Stargazer at no cost.	87 C	TNG	Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10090	K'Temoc 2E (Long Slumbering Commander)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-KTemoc2ELongSlumberingCommander.jpg	default	Personnel		Klingon		4	5	7					[Cmd]		Klingon; Male;	Leadership Navigation OFFICER Treachery When this personnel is involved in combat and you command more Assault events than each opponent, you may kill this personnel to unstop each of your Klingon personnel present at the end of that combat.	"I have standing orders to fire on all Federation ships!" Commander: I.K.S. T'Ong.	90 U		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10093	Kes 2E (Curious Ocampa)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Kes2ECuriousOcampa.jpg	default	Personnel		Non-Aligned		7	6	4					[DQ][Voy]		Ocampa; Female;	Biology x 2 Geology MEDICAL SCIENCE Empathy While you command a completed planet mission, place this personnel in her owner's discard pile.	"Captain, we both want very much to be part of your journey."	93 U		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10096	Neelix 2E (Morale Officer)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Neelix2EMoraleOfficer.jpg	default	Personnel		Non-Aligned		6	5	5					[DQ][Stf][Voy]		Talaxian; Male;	Anthropology Diplomacy Exobiology Navigation While facing a dilemma at a [DQ] mission, this personnel gains Acquisition and Honor.	"It will be my job to anticipate your needs before you have them. And I anticipate your first need will be me." Commander: Baxial.	96 R		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10097	Shran 2E (Reluctant Diplomat)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-Shran2EReluctantDiplomat.jpg	default	Personnel		Non-Aligned		4	5	5					[AU][Cmd]		Andorian; Male;	Diplomacy Leadership OFFICER Treachery When one of your non-Andorian personnel present is about to be stopped by a dilemma, you may stop this personnel to prevent that.	"I'm not going to entrust the security of Andoria to the pinkskins, or anyone else!"	97 U		Captain's Log	CL	Physical	playerNDeck
CL_32-VP_theviceroy	The Viceroy 2E (Captain's Log)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-TheViceroy2ECaptainsLog.jpg	default	Personnel		Romulan	MEDICAL	4	7	8					[Cmd]		Reman; General; Male;	MEDICAL Diplomacy Empathy Treachery Biology When an opponent plays an event, you may discard a card to download an event to hand.	Telepathic Reman advisor to the Praetor, Shinzon. Dominion War veteran. General of a Reman Army.	102 R	Nem	Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10110	U.S.S. Enterprise-C 2E (Yesterday's Enterprise)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-USSEnterpriseC2EYesterdaysEnterprise.jpg	default	Ship		Federation	Ambassador Class	8	7	8					[AU][E]		Federation ship; Tractor Beam;	Tractor Beam. When you complete a [KLI] mission, if this ship is at that mission, score 5 points.	"One more ship will make no difference in the here and now. But twenty-two years ago, one ship could have stopped this war before it started."	110 R		Captain's Log	CL	Physical	playerNDeck
CL_st2e-en10116	I.K.S. T'Ong 2E (Sleeper Ship)	star-trek-ccg-1e/captains-log/StarTrekCcg1e-CaptainsLog-IKSTOng2ESleeperShip.jpg	default	Ship		Klingon	K't'inga Class	7	7	7							Cloaking Device; Klingon ship; Tractor Beam;	Cloaking Device. Tractor Beam. When you win an engagement with this ship and its Commander is aboard it, you may place a [Kli] personnel from hand aboard this ship.	"Knowing their mission must help us understand them!" "There's nothing to understand. These are Klingons, they'll attack!"	116 U		Captain's Log	CL	Physical	playerNDeck
Ge_st2e-en11002	Destined Journey 2E	star-trek-ccg-1e/ge/StarTrekCcg1e-Ge-DestinedJourney2E.jpg	default	Dilemma	[S/P]													Choose a personnel who has Honor or Leadership to be stopped. If that personnel has both Honor and Leadership, you may unstop your stopped personnel present and that personnel joins the mission attempt. If you cannot choose a personnel with Honor or Leadership, all your personnel are stopped.	"You will seek the prophets. In the end, not for Bajor and not for the Federation. But for yourself, for your own pagh."	2 P		Ge	Ge	Physical	playerNSeed
Ge_st2e-en11001	Accelerated Aging 2E	star-trek-ccg-1e/ge/StarTrekCcg1e-Ge-AcceleratedAging2E.jpg	default	Dilemma	[S/P]													Place this dilemma on this mission. Each personnel at this mission cannot use his or her first-listed skill. At the end of this turn, this dilemma is overcome.	"Soon he will feel the burning of his Vulcan blood."	1 P		Ge	Ge	Physical	playerNSeed
Ge_st2e-en11003	Final Triumph 2E	star-trek-ccg-1e/ge/StarTrekCcg1e-Ge-FinalTriumph2E.jpg	default	Dilemma	[S/P]													Unless you choose to discard an event from your hand, your opponent chooses a personnel to be stopped.	"No ... Kirk. The game's not over. To the last I will grapple with thee!"	3 P		Ge	Ge	Physical	playerNSeed
Ge_st2e-en11008	Blow You Out of the Stars 2E	star-trek-ccg-1e/ge/StarTrekCcg1e-Ge-BlowYouOutOfTheStars2E.jpg	default	Event				-2	-2	-2							Damage card; Maneuver card;	Plays in your core. Order - Begin an engagement involving your [Kli] personnel. If you win, place this event on an opponent's ship involved. That opponent may place one of his or her unique personnel involved in your brig to prevent this and destroy this event. If you do not win, destroy this event. (Unique.) Hull: -35%		8 P		Ge	Ge	Physical	playerNDeck
