databaseId	name	subtitle	imageUrl	zoomImageUrl	cardBack	type	packName	set	loadGroupId	faction	rarity	cost	threshold	attack	defense	health	artist	flavour	text
hex-force-of-the-tomb-4	Force of the Tomb		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-ForceOfTheTomb-2.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-ForceOfTheTomb-2.jpg	default	Basic Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Epic	4	Diamond				Juan Carlos Barquet		[DIAMOND], Once per turn: When a Necrotic troop you control deals damage to a champion, if this is in your hand, you may play this for free. Summon two Phantoms. A random Necrotic in your hand gets "Deploy - Summon a Phantom."
hex-pale-harvester-necrotic-cleric-2	Pale Harvester	Necrotic Cleric	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-PaleHarvester.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-PaleHarvester.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck	Underworld	Common	3	Diamond	1	4		Alvaro Estrada	"Ah, here's a lovely bit of flesh..."	Deploy - Gain 2 health for each Cleric you control. Shift (1): (2), Exhaust → Gain health equal to this troop's ATK.
hex-benediction-2	Benediction		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-Benediction.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-Benediction.jpg	default	Quick Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Uncommon	2	Diamond				JB Casacop	May you walk the path of peace and purity ...	Empower Up to 1 target card gets Invincible this turn. If you control a Cleric, put this into your hand.
hex-totem-of-lanupaw-totem-3	Totem of Lanupaw	Totem	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-TotemOfLanupaw.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-TotemOfLanupaw.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Rare	1	Diamond	2	1		Piotr Arendzikowski	As a rite of passage, a young coyotle warlock must sculpt a totem and imbue it with an animal spirit.	(3) → Prophecy - The next troop in your deck gets one of the following at random: +1ATK/+1DEF; Flight; Lifedrain; Steadfast; or Swiftstrike.
hex-totem-of-lanupaw-totem-4	Totem of Lanupaw	Totem	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-TotemOfLanupaw-2.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-TotemOfLanupaw-2.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Epic	1	Diamond	2	1		Alvaro Estrada	Some coyotle tribes believe that Lanupaw's totem is imbued with dust from a fallen star.	(3) → Prophecy - The next troop in your deck gets one of the following at random: +1ATK/+1DEF; Flight; Lifedrain; Steadfast; or Swiftstrike.
hex-high-infinitrix-necrotic-mage-2	High Infinitrix	Necrotic Mage	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-HighInfinitrix.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-HighInfinitrix.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck	Underworld	Legendary	4	Diamond 2	0	1		Jaggu Dada	"We shall embrace infinity together."	Shift (1): +1ATK/+1DEF and Flight. Shift (1): +1ATK/+1DEF and Steadfast. Shift (1): +1ATK/+1DEF and Lifedrain. When you play a Necrotic, you may revert this. One-Shot: (2) → Summon a Risen Lancer.
hex-startouched-watcher-coyotle-ranger-2	Startouched Watcher	Coyotle Ranger	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-StartouchedWatcher.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-StartouchedWatcher.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck	Aria	Common	2	Sapphire	0	4		Giby Joseph		Empower [WILD]: Skyguard.
hex-cry-of-the-eagle-2	Cry of the Eagle		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-CryOfTheEagle.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-CryOfTheEagle.jpg	default	Basic Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Common	4	Sapphire				Evan Surya Nugraha		[SAPPHIRE], Once per turn: When a Coyotle troop you control deals damage to a champion, if this is in your hand, you may play this for free. Prophecy - The next troop in your deck gets +2ATK/+2DEF and Flight. A random Coyotle in your hand gets +2ATK/+2DEF and Flight.
hex-refute-2	Refute		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-Refute.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-Refute.jpg	default	Quick Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Common	2	Sapphire				Mariusz Gandzel		Empower Interrupt target card with cost (3) or less.
hex-lanupaw-s-sight-3	Lanupaw's Sight		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-LanupawsSight.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-LanupawsSight.jpg	default	Basic Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Uncommon	3	Sapphire				David Lecossu		Prophecy - The next action in your deck gets "When you play this, draw a card." Prophecy - The next resource in your deck gets "When you play this, draw a card." Prophecy - The next troop in your deck gets "When you play this, draw a card." Coyotle Allegiance: Draw a card.
hex-lanupaw-s-sight-4	Lanupaw's Sight		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-LanupawsSight-2.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-LanupawsSight-2.jpg	default	Basic Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Epic	3	Sapphire				Perfect World	"You see tomorrow as a stranger, but to Lanupaw it is another old friend." -Blue Sparrow	Prophecy - The next action in your deck gets "When you play this, draw a card." Prophecy - The next resource in your deck gets "When you play this, draw a card." Prophecy - The next troop in your deck gets "When you play this, draw a card." Coyotle Allegiance: Draw a card.
hex-flashpaw-elder-coyotle-ranger-2	Flashpaw Elder	Coyotle Ranger	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-FlashpawElder.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-FlashpawElder.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck	Aria	Rare	6	Sapphire 2	5	5		Giby Joseph	Be like the lightning that strikes the plains. Do not allow the enemy a chance to dodge away.	Flight Prophecy Deploy - The next non-quick troop in your deck becomes quick. When you play a quick troop, this gets +1ATK/+1DEF.
hex-vision-quest-2	Vision Quest		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-VisionQuest.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-VisionQuest.jpg	default	Constant	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Rare	3	Sapphire 3				Stephane Richard	A young coyotle must complete a four day fast alone at a sacred site, then tell the elders of the spiritual visions they experience.	Deploy - Draw a card. Basic: Put three cards from your hand into your deck → Add a meditation counter to this. At the start of your turn, draw a card for each meditation counter on this.
hex-tale-of-destiny-2	Tale of Destiny		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-TaleOfDestiny.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-TaleOfDestiny.jpg	default	Basic Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Rare	3	Sapphire 2				Chris Knight	The tales of our heroes are written in the stars.	Prophecy - The next Unique troop in your deck gets "When you play this, take an additional turn after this one."  When a Unique troop enters play under your control, if this is in your crypt, put this into your hand.
hex-infinity-engine-engine-3	Infinity Engine	Engine	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-InfinityEngine.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-InfinityEngine.jpg	default	Artifact	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Rare	4					James Wu	The Infinity Engine is a testament to dwarven impatience.	This enters play exhausted. Basic: Exhaust, Exhaust one or more other cards you control → Gain [Wild 1][Ruby 0] for each other card exhausted this way. When you gain a charge, add an infinity counter to this. Then, if there are eight or more, remove them all and ready all cards you control. (8) → Gain three charges.
hex-infinity-engine-engine-4	Infinity Engine	Engine	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-InfinityEngine-2.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-InfinityEngine-2.jpg	default	Artifact	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Rare	4					James Wu	The Infinity Engine is a testament to dwarven impatience.	This enters play exhausted. Basic: Exhaust, Exhaust one or more other cards you control → Gain [Wild 1][Ruby 0] for each other card exhausted this way. When you gain a charge, add an infinity counter to this. Then, if there are eight or more, remove them all and ready all cards you control.
hex-infinity-engine-engine-5	Infinity Engine	Engine	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-InfinityEngine-3.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-InfinityEngine-3.jpg	default	Artifact	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Rare	4					James Wu	The Infinity Engine is a testament to dwarven impatience.	This enters play exhausted. Basic: Exhaust, Exhaust one or more other cards you control → Gain [Wild 1][Ruby 0] for each other card exhausted this way. (8) → Gain three charges.
hex-infinity-engine-engine-6	Infinity Engine	Engine	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-InfinityEngine-4.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-InfinityEngine-4.jpg	default	Artifact	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Epic	4					Julia Yang	The Infinity Engine is a testament to dwarven impatience.	This enters play exhausted. Basic: Exhaust, Exhaust one or more other cards you control → Gain [Wild 1][Ruby 0] for each other card exhausted this way. When you gain a charge, add an infinity counter to this. Then, if there are eight or more, remove them all and ready all cards you control. (8) → Gain three charges.
hex-infinity-engine-engine-7	Infinity Engine	Engine	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-InfinityEngine-5.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-InfinityEngine-5.jpg	default	Artifact	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Epic	4					Julia Yang	The Infinity Engine is a testament to dwarven impatience.	This enters play exhausted. Basic: Exhaust, Exhaust one or more other cards you control → Gain [Wild 1][Ruby 0] for each other card exhausted this way. When you gain a charge, add an infinity counter to this. Then, if there are eight or more, remove them all and ready all cards you control.
hex-infinity-engine-engine-8	Infinity Engine	Engine	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-InfinityEngine-6.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-InfinityEngine-6.jpg	default	Artifact	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Epic	4					Julia Yang	The Infinity Engine is a testament to dwarven impatience.	This enters play exhausted. Basic: Exhaust, Exhaust one or more other cards you control → Gain [Wild 1][Ruby 0] for each other card exhausted this way. (8) → Gain three charges.
hex-savvas-familiar-elemental-beast-2	Savvas' Familiar	Elemental Beast	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-SavvasFamiliar.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-SavvasFamiliar.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Land	4	Ruby 2	4	2		Xavier Ribeiro		Flight, Speed At the start of your turn, if this is in your hand, this transforms into one of the following at random: Savvas' Evocation; or Savvas' Brilliance. At the end of your turn, if this is in your crypt and you played three or more actions this turn, put this into your hand.
hex-savvas-brilliance-2	Savvas' Brilliance		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-SavvasBrilliance.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-SavvasBrilliance.jpg	default	Basic Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Land	4	Ruby 2				Xavier Ribeiro		Gain [Wild 6][Ruby 0]. Gain [RUBY][RUBY]. At the start of your turn, if this is in your hand, this transforms into one of the following at random: Savvas' Evocation; or Savvas' Familiar. At the end of your turn, if this is in your crypt and you played three or more actions this turn, put this into your hand.
hex-zakiir-s-frenzy-2	Zakiir's Frenzy		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-ZakiirsFrenzy.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-ZakiirsFrenzy.jpg	default	Constant	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Rare	5	Ruby				Raymond Swanland	As Zakiir transformed from a Wild to a Ruby dragon, his outbursts of temper became increasingly violent, frightening even those that revered him.	When you play an action, this gets cost -(1) in all zones. At the start of your turn, create a random action that you meet the threshold requirements to play and put it into your hand.
hex-starcaller-ancient-coyotle-spirit-2	Starcaller Ancient	Coyotle Spirit	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-StarcallerAncient.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-StarcallerAncient.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck	Aria	Legendary	2	Sapphire	2	2		Xavier Ribeiro	Each of us are stars held aloft in the universe, forever alight, flickering, and eternal.	When you draw a prophesied card, create a copy of it and put it into your hand. When you play a prophesied card, all your cards with the same name in all zones get cost -(1).
hex-song-of-the-sun-2	Song of the Sun		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-SongOfTheSun.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-SongOfTheSun.jpg	default	Basic Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Rare	2	Wild 2				Katy Grierson	"Always face the sun and you will leave your shadows behind you." -coyotle proverb	Replenish your resource points. Gain 1 health for each resource gained this way.
hex-song-of-the-sun-3	Song of the Sun		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-SongOfTheSun-2.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-SongOfTheSun-2.jpg	default	Basic Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Rare	2	Wild 2				Katy Grierson	"Always face the sun and you will leave your shadows behind you." -coyotle proverb	Replenish your resource points.
hex-song-of-the-sun-4	Song of the Sun		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-SongOfTheSun-3.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-SongOfTheSun-3.jpg	default	Basic Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Rare	3	Wild 2				Katy Grierson	"Always face the sun and you will leave your shadows behind you." -coyotle proverb	Replenish your resource points. Gain 1 health for each resource gained this way.
hex-daarmak-dragon-avatar-of-balance-2	Daarmak	Dragon Avatar of Balance	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-Daarmak.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-Daarmak.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Legendary	7	Diamond, Wild, Ruby, Sapphire, Blood	7	7		Felipe Escobar	Daarmak is the only dragon in existence that is an avatar of Om, the Primal of Balance.	Flight When you play a non-resource card, create a random non-resource card that does not share a shard with that card and put it into your hand. While you control another blood card and you control another diamond card and you control another ruby card and you control another sapphire card and you control another wild card, this has "You can play this for free" in all zones.
hex-empowered-grave-offering-2	Empowered Grave Offering		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredGraveOffering.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredGraveOffering.jpg	default	Basic Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Land	4	Blood 2				Marco Alvares		Put up to 4 target troops in crypts into your hand. They get Lifedrain.
hex-empowered-gale-force-2	Empowered Gale Force		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredGaleForce.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredGaleForce.jpg	default	Quick Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Land	2	Wild				Apterus		Deal 4 damage to each troop with Flight. Exhaust all troops with Flight.
hex-empowered-stingshot-sniper-elf-ranger-3	Empowered Stingshot Sniper	Elf Ranger	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredStingshotSniper.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredStingshotSniper.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck	Aria	Land	3	Ruby 2	2	2		Firat Solhan	... shooting arrows down at all that stir.	Flight When this attacks, it deals damage equal to its ATK to 2 random opposing champions or troops. When a Ranger you control attacks, it deals damage equal to its ATK to a random opposing champion or troop.
hex-empowered-stingshot-sniper-elf-ranger-4	Empowered Stingshot Sniper	Elf Ranger	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredStingshotSniper-2.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredStingshotSniper-2.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck	Aria	Land	3	Ruby 2	2	2		Polar Engine Studio	... shooting arrows down at all that stir.	Flight When this attacks, it deals damage equal to its ATK to 2 random opposing champions or troops. When a Ranger you control attacks, it deals damage equal to its ATK to a random opposing champion or troop.
hex-empowered-mesa-totemist-coyotle-cleric-2	Empowered Mesa Totemist	Coyotle Cleric	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredMesaTotemist.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredMesaTotemist.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck	Aria	Land	3	Diamond	1	4		Aleksander Karcz	The spirit of the dead coyotle will often reside in the memorial, so the totem animal is chosen that best embodies the spirit's nature.	When you gain health, this gets +6ATK and Swiftstrike this turn. When you gain health, each Cleric you control gets +1ATK.
hex-empowered-splitskull-gladiator-orc-warrior-2	Empowered Splitskull Gladiator	Orc Warrior	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredSplitskullGladiator.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredSplitskullGladiator.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck	Aria	Land	3	Blood	3	2		Mark Tarrisse		When this deals combat damage to an opposing champion, add a dazed counter to that champion.
hex-empowered-nelebrin-vanguard-elf-warrior-2	Empowered Nelebrin Vanguard	Elf  Warrior	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredNelebrinVanguard.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredNelebrinVanguard.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck	Aria	Land	4	Wild 2	4	3		Gokberk Kaya	"I was there. I remember. The forest has healed, but my heart has not."	Warrior Allegiance: Swiftstrike.
hex-empowered-startouched-watcher-coyotle-warrior-2	Empowered Startouched Watcher	Coyotle Warrior	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredStartouchedWatcher.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredStartouchedWatcher.jpg	default	Troop	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck	Aria	Land	2	Sapphire	0	4		Giby Joseph		[WILD]: Skyguard.
hex-empowered-benediction-2	Empowered Benediction		hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredBenediction.jpg	hex-shards-of-fate/primal-dawn-alt/HexShardsOfFate-PrimalDawnAlt-EmpoweredBenediction.jpg	default	Quick Action	Primal Dawn (Alt)	Primal Dawn (Alt)	playerNDeck		Land	2	Diamond				JB Casacop	... far from turmoil and wicked desires.	Up to 2 target cards get Invincible this turn. If you control a Cleric, put this into your hand.
hex-pappy-jasper-yeti	Pappy Jasper	Yeti	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-PappyJasper.jpg	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-PappyJasper.jpg	default	Troop	Herofall (Promo)	Herofall (Promo)	playerNDeck		Rare	2	Diamond	3	3		Jeff Stokely	"Zeke! I reckon you better start a'pullin the buggy, 'less yer fixin' on freezin' in this here holler!"	At the start of your turn, create a Present for each champion and put them into their hands.
hex-stingy-jack-spirit	Stingy Jack	Spirit	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-StingyJack.jpg	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-StingyJack.jpg	default	Troop	Herofall (Promo)	Herofall (Promo)	playerNDeck		Rare	4	Blood	7	1		Thomas M Baxa	"Scream all you like. Help will not arrive. Certainly not tonight, of all nights."	Deploy - Create a Harvest Trick, and a Harvest Treat and put them into your deck.
hex-glorious-pegasus-pegasus	Glorious Pegasus	Pegasus	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-GloriousPegasus.jpg	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-GloriousPegasus.jpg	default	Troop	Herofall (Promo)	Herofall (Promo)	playerNDeck		Uncommon	1	Diamond	1	1				Flight Once per turn: When you gain health, create a Valor and put it into your hand.
hex-chrome-guardian-sphinx	Chrome Guardian	Sphinx	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-ChromeGuardian.jpg	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-ChromeGuardian.jpg	default	Troop Artifact	Herofall (Promo)	Herofall (Promo)	playerNDeck		Rare	5		5	5		Mark Tarrisse		Play this only if you control no troops. When another troop enters play under your control, sacrifice this. [DIAMOND]: Steadfast [RUBY]: Speed [SAPPHIRE]: Flight
hex-chained-peak-yeti-yeti	Chained Peak Yeti	Yeti	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-ChainedPeakYeti.jpg	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-ChainedPeakYeti.jpg	default	Troop	Herofall (Promo)	Herofall (Promo)	playerNDeck		Rare	3	Ruby	3	3		Robb Mommaerts		Defensive One-Shot: When another Yeti enters play under your control, this gets "This may attack as though they didn't have Defensive."  When another Yeti enters play under your control, this gets +2ATK/+2DEF and Crush.
hex-lord-bernard-p-dunthorpe-human-ranger	Lord Bernard P. Dunthorpe	Human Ranger	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-LordBernardPDunthorpe.jpg	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-LordBernardPDunthorpe.jpg	default	Troop	Herofall (Promo)	Herofall (Promo)	playerNDeck	Aria	Rare	2	Sapphire	1	1		Ellis Q Clark	Lord Dunthorpe found a shin'hare runt tied to a tree. Dunthorpe nursed the shin'hare to health, named him Silas Bexley and raised him as his own.	SOCKETABLE MINOR When #SELF# deals combat damage to an opposing champion, draw a card. If the drawn card is a troop, it gets all socketed powers of this.
hex-silent-blade-sensei-shin-hare-sensei	Silent Blade Sensei	Shin'hare Sensei	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-SilentBladeSensei.jpg	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-SilentBladeSensei.jpg	default	Troop	Herofall (Promo)	Herofall (Promo)	playerNDeck	Underworld	Legendary	6	Wild, Blood	4	4		Jakub Kasper		SOCKETABLE MAJOR Scrounge 4: "Deploy - Summon four Battle Hoppers. They get all socketed powers of this."
hex-caribaur-antlerguard-caribaur	Caribaur Antlerguard	Caribaur	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-CaribaurAntlerguard.jpg	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-CaribaurAntlerguard.jpg	default	Troop	Herofall (Promo)	Herofall (Promo)	playerNDeck		Rare	8	Diamond	5	5		Kirsi Salonen		Steadfast, Swiftstrike This has cost -(2) in all zones for each different [ARDENT] race among troops you control.
hex-vampiric-nightstalker-vampire	Vampiric Nightstalker	Vampire	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-VampiricNightstalker.jpg	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-VampiricNightstalker.jpg	default	Troop	Herofall (Promo)	Herofall (Promo)	playerNDeck		Rare	8	Blood	4	4		Zoltan Boros		Lifedrain, Speed This has cost -(2) in all zones for each different [UNDERWORLD] race among troops you control.
hex-scion-of-oberon-plant	Scion of Oberon	Plant	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-ScionOfOberon.jpg	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-ScionOfOberon.jpg	default	Troop	Herofall (Promo)	Herofall (Promo)	playerNDeck		Rare	2	Wild	0	1		Concept Art House	Oberon's temper was always volatile, even more so after his death.	SOCKETABLE MAJOR When this enters your hand, this gets cost +(1) to +(6) at random. Deploy - This gets +ATK/+DEF each equal to its cost.
hex-war-spoils	War Spoils		hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-WarSpoils.jpg	hex-shards-of-fate/herofall-promo/HexShardsOfFate-HerofallPromo-WarSpoils.jpg	default	Basic Action	Herofall (Promo)	Herofall (Promo)	playerNDeck		Legendary	5	Ruby, Sapphire				Milivoj Ceran		Discard your hand. Then, draw #VAR1_1# cards. Assault - When a troop you control attacks, if this is in your hand, increase the bolded number by 1.
hex-pappy-jasper-yeti-2	Pappy Jasper	Yeti	hex-shards-of-fate/herofall-promo-alt/HexShardsOfFate-HerofallPromoAlt-PappyJasper.jpg	hex-shards-of-fate/herofall-promo-alt/HexShardsOfFate-HerofallPromoAlt-PappyJasper.jpg	default	Troop	Herofall (Promo Alt)	Herofall (Promo Alt)	playerNDeck		Rare	2	Diamond	3	3		Jeff Stokely	"Zeke! I reckon you better start a'pullin the buggy, 'less yer fixin' on freezin' in this here holler!"	At the start of your turn, create a Present for each champion and put them into their hands. Flight When a Present transforms, this gets +1ATK/+1DEF.
