databaseId	name	imageUrl	cardBack	type	subtitle	side	culture	race	twilight	strength	vitality	site	packName	rarity	collInfo	lore	text
11_121	Foraging Orc	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-ForagingOrc.jpg	normal	MINION		Shadow	Orc	Orc	3	9	2	4	Shadows	C	11C121	Though most Orcs are small in stature, seldom can one be found without another nearby.	When you play this minion, you may spot another [orc] minion and a companion who has resistance 3 or less to add (2).
11_122	Frenzied Orc	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-FrenziedOrc.jpg	normal	MINION		Shadow	Orc	Orc	4	8	3	4	Shadows	C	11C122	More enemies seem only to further fuel their rage.	While this minion is at an underground site, each character skirmishing it is strength -2. While you can spot 6 companions, each character skirmishing an [orc] minion is strength -2.
11_123	Goblin Hordes	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-GoblinHordes.jpg	normal	CONDITION		Shadow	Orc		2				Shadows	R	11R123	...he saw swarming black figures: there seemed to be hundreds of orcs.	To play, spot an [orc] minion. Each time the fellowship moves from an underground site, you may take an [orc] minion from your discard pile into hand.
11_124	Hill Orc	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-HillOrc.jpg	normal	MINION		Shadow	Orc	Orc	4	12	2	4	Shadows	U	11U124	The foul Orcs who slaughtered the last of Balin's followers still thrive in the halls of Khazad-dûm and the surrounding countryside.	Each time this minion wins a skirmish, you may exert each companion who has resistance 4 or less.
11_125	Isengard Underling	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-IsengardUnderling.jpg	normal	MINION		Shadow	Orc	Orc	3	7	2	4	Shadows	C	11C125	Saruman's workers would exploit any resource to prepare for the coming battle.	When you play this minion, you may take an [orc] event from your discard pile into hand.
11_126	Marauding Orcs	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-MaraudingOrcs.jpg	normal	MINION		Shadow	Orc	Orc	3	10	2	4	Shadows	S	11S126	Orcs that would only seek out violence at random on their own were brought together to serve Sauron's purpose.	When you cannot spot another [orc] minion, discard this minion from play.
11_127	Mocking Goblin	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-MockingGoblin.jpg	normal	MINION		Shadow	Orc	Orc	5	12	3	4	Shadows	C	11C127	There was a rush of hoarse laughter, like the fall of sliding stones into a pit....	Each time this minion wins a skirmish, add a burden unless the Free Peoples player discards a Free Peoples event from hand.
11_128	Mordor Scimitar	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-MordorScimitar.jpg	normal	POSSESSION		Shadow	Orc		2	3			Shadows	C	11C128	Though Orcs will employ a wide variety of weaponry, they tend to favor long, curved blades.	Bearer must be an [orc] minion. Each time bearer is assigned to skirmish a companion, you may exert that companion.
11_129	Mountain Orc	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-MountainOrc.jpg	normal	MINION		Shadow	Orc	Orc	3	9	2	4	Shadows	C	11C129	Larger Orcs are strong enough to run for many miles, and can tire out their prey before attacking.	Each time this minion is assigned to skirmish a companion who has resistance 5 or less, exert that companion.
11_13	On Guard	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-OnGuard.jpg	normal	EVENT		Free Peoples	Dwarven		1				Shadows	C	11C13	'Well, here's one Dwarf she won't ensnare so easily.'	If a Dwarf who has resistance 3 or more is about to take a wound, prevent that.
11_130	Orc Hammer	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-OrcHammer.jpg	normal	POSSESSION		Shadow	Orc		2	1			Shadows	S	11S130	The strongest members of an Orc tribe often wield hammers rather than blades.	Bearer must be an [orc] Orc. When you play this possession, you may exert a companion.
11_131	Orc Miscreant	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-OrcMiscreant.jpg	normal	MINION		Shadow	Orc	Orc	3	7	3	4	Shadows	C	11C131	'Some of the trees they just cut down and leave to rot – orc-mischief that....'	To play, spot an [orc] minion. <b>Regroup:</b> Exert this minion to add a burden.
11_132	Orkish Smith	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-OrkishSmith.jpg	normal	MINION		Shadow	Orc	Orc	2	6	1	4	Shadows	C	11C132	'There is always a smoke rising from Isengard these days.'	When you play this minion, you may take an [orc] condition from your discard pile into hand.
11_133	Orkish Worker	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-OrkishWorker.jpg	normal	MINION		Shadow	Orc	Orc	3	9	2	4	Shadows	R	11R133	Saruman's Orcs labor day and night to provide him with the resources he needs to wage war.	When you play this minion, you may spot another [orc] minion to reveal the top card of the Free Peoples player's deck. If it is a Shadow card, add (X), where X is its twilight cost.
11_134	Persistent Orc	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-PersistentOrc.jpg	normal	MINION		Shadow	Orc	Orc	2	7	1	4	Shadows	R	11R134	An enemy can do little worse to an Orc than what it would willingly have done to itself.	Each time this minion is about to be killed or discarded from play, you may spot another [orc] card to place this minion on top of your draw deck instead.
11_135	Porter Troll	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-PorterTroll.jpg	normal	MINION		Shadow	Orc	Troll	7	15	3	5	Shadows	R	11R135	The mammoth battering ram Grond required equally mammoth strength to wield it.	<b>Damage +1</b>. <b>Fierce</b>. To play, spot an [orc] minion. When you play this minion, add a burden unless the Free Peoples player reveals a Free Peoples event from his or her hand.
11_136	Prowling Orc	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-ProwlingOrc.jpg	normal	MINION		Shadow	Orc	Orc	3	6	2	4	Shadows	C	11C136	Orcs use numbers to fell a powerful foe, though it would be generous to think of it as working together.	<b>Lurker</b>. <helper>(Skirmishes involving lurker minions must be resolved after any others.)</helper> <b>Skirmish:</b> Remove (2) to make an [orc] minion strength +1.
11_137	Scurrying Goblin	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-ScurryingGoblin.jpg	normal	MINION		Shadow	Orc	Orc	1	5	1	4	Shadows	U	11U137	But it was not an echo, for when they halted it pattered on for a little all by itself, and then grew still.	When you play this minion at an underground site, you may spot another [orc] minion to add (2).
11_138	Skulking Goblin	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-SkulkingGoblin.jpg	normal	MINION		Shadow	Orc	Orc	2	6	2	4	Shadows	S	11S138	'It is a mark of evil things that came in the Great Darkness that they cannot abide the Sun....'	The fellowship's current site gains <b>underground</b>.
11_139	Spurred to Battle	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-SpurredToBattle.jpg	normal	CONDITION		Shadow	Orc		1				Shadows	U	11U139	Even victory does not long slake the Orkish thirst for blood. It merely drives them onward to a new confrontation.	To play, exert an [orc] minion. At the start of the Shadow phase, add (1).
11_14	Well-equipped	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-WellEquipped.jpg	normal	EVENT		Free Peoples	Dwarven		1				Shadows	R	11R14	Stout and unmindful of the most ample load, Dwarven warriors laden themselves with heavy armor and myriad weaponry.	Discard a [dwarven] card from hand to play a [dwarven] possession from your draw deck on a [dwarven] companion who has resistance 5 or more.
11_140	Strength in Shadows	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-StrengthInShadows.jpg	normal	EVENT		Shadow	Orc		1				Shadows	C	11C140	Weakened by the Sun, Orcs thrive in darkness and shadow.	Make an [orc] minion strength +2 (or +4 if it is a lurker).
11_141	Undisciplined	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-Undisciplined.jpg	normal	EVENT		Shadow	Orc		8				Shadows	R	11R141	Easily caught by the heat of battle, Orc soldiers often break formation and attack where their bloodlust takes them.	<b>Toil 3</b>. <helper>(For each [orc] character you exert when playing this, its twilight cost is -3.)</helper> Assign an [orc] minion to a companion (except the Ring-bearer).
11_142	Unyielding Goblin	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-UnyieldingGoblin.jpg	normal	MINION		Shadow	Orc	Orc	2	5	2	4	Shadows	S	11S142	In the rush of battle, some Orcs can carry on heedless of their own wounds until their enemy is vanquished.	<b>Skirmish:</b> If this minion is at an underground site, exert it to exert a companion it is skirmishing.
11_143	Watchful Orc	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-WatchfulOrc.jpg	normal	MINION		Shadow	Orc	Orc	4	8	3	4	Shadows	R	11R143	Some Orcs have learned basic tracking skills.	When you play this minion, you may spot another [orc] minion to replace the fellowship's current site with an underground site from your adventure deck.
11_144	Border Patrol	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-BorderPatrol.jpg	normal	CONDITION		Free Peoples	Rohan		1				Shadows	U	11U144	'Who are you, and what are you doing in this land?'	When you play this condition, spot a mounted [rohan] Man to add 3 [rohan] tokens here. <b>Response:</b> If a minion is played at a plains site, discard this condition or remove a [rohan] token from here to exert that minion.
11_145	Éomer, Guardian of the Eastmark	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-OmerGuardianOfTheEastmark.jpg	normal	COMPANION	Guardian of the Eastmark	Free Peoples	Rohan	Man	3	7	3		Shadows	U	11U145	'...wanderers in the Riddermark would be wise to be less haughty in these days of doubt.'	While you can spot a [rohan] Man, Éomer's twilight cost is -1. Each time the fellowship moves, you may exert Éomer to return a minion to its owner's hand.
11_146	Éowyn, Shieldmaiden of Rohan	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-OwynShieldmaidenOfRohan.jpg	normal	COMPANION	Shieldmaiden of Rohan	Free Peoples	Rohan	Man	2	6	3		Shadows	S	11S146	'The women of this country learned long ago: those without swords can still die upon them.'	Each time Éowyn wins a skirmish, each other [rohan] Man is strength +1 until the regroup phase.
11_147	Gamling, Defender of the Hornburg	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-GamlingDefenderOfTheHornburg.jpg	normal	COMPANION	Defender of the Hornburg	Free Peoples	Rohan	Man	2	6	3		Shadows	R	11R147	'If they come to bargain for our goods at Helm's Gate, they will pay a high price....'	At the start of the fellowship phase, you may add (1) to play a possession on Gamling from your draw deck.
11_148	Hrothlac, Man of Rohan	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-HrothlacManOfRohan.jpg	normal	COMPANION	Man of Rohan	Free Peoples	Rohan	Man	2	5	3		Shadows	C	11C148	'...we desire only to be free, and to live as we have lived, keeping our own, and serving no foreign lord, good or evil.'	<b>Response:</b> If a [rohan] companion who has resistance 4 or more is about to take a wound, exert Hrothlac to prevent that.
11_149	Protecting the Hall	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-ProtectingTheHall.jpg	normal	CONDITION		Free Peoples	Rohan		4				Shadows	U	11U149	'None are welcome here in days of war but our own folk....'	<b>Toil 2</b>. <helper>(For each [rohan] character you exert when playing this, its twilight cost is -2.)</helper> Bearer must be a [rohan] Man. <b>Assignment:</b> Discard this condition from play to make bearer <b>defender +1</b>.
11_15	Arwen, Staunch Defender	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-ArwenStaunchDefender.jpg	normal	COMPANION	Staunch Defender	Free Peoples	Elven	Elf	2	6	3		Shadows	U	11U15	'What grace is given me, let it pass to him. Let him be spared. Save him.'	Each minion skirmishing Arwen is strength -1 for each forest site on the adventure path.
11_150	Rally Cry	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-RallyCry.jpg	normal	EVENT		Free Peoples	Rohan		1				Shadows	S	11S150	'...a sword-day, a red day, ere the sun rises!'	Make a [rohan] Man who has resistance 4 or more strength +2 for each wound on each minion he or she is skirmishing.
11_151	Riddermark Javelin	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-RiddermarkJavelin.jpg	normal	POSSESSION		Free Peoples	Rohan		1	1			Shadows	U	11U151	Short-hafted throwing spears are wielded by the Riders of Rohan in addition to their long lances.	Bearer must be a [rohan] Man. <b>Archery:</b> Discard this possession to make the fellowship archery total +1 (or +2 if the fellowship is at a plains site).
11_152	Riddermark Soldier	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-RiddermarkSoldier.jpg	normal	COMPANION		Free Peoples	Rohan	Man	2	5	3		Shadows	S	11S152	...their faces were stern and keen.	When you play this companion, each [rohan] companion is strength +2 until the regroup phase.
11_153	Rider's Spear	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-RidersSpear.jpg	normal	POSSESSION		Free Peoples	Rohan		1	2			Shadows	S	11S153	Shafts of the sun flared above the eastern hills and glimmered on their spears.	Bearer must be a [rohan] Man. If bearer is mounted, bearer is <b>damage +1</b>.
11_154	Riders of the Mark	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-RidersOfTheMark.jpg	normal	COMPANION		Free Peoples	Rohan	Man	5	8	3		Shadows	R	11R154	With astonishing speed and skill they checked their steeds, wheeled, and came charging round.	To play, spot 2 [rohan] companions. You may play Riders of the Mark any time you could play a skirmish event. When you play Riders of the Mark, you may exhaust a minion.
11_155	Riding Like the Wind	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-RidingLikeTheWind.jpg	normal	CONDITION		Free Peoples	Rohan		1				Shadows	C	11C155	The horsemen, following the trail, had turned from the river and were drawing near the downs.	To play, exert a [rohan] Man. While you can spot 2 [rohan] mounts, the move limit is +1. Each of your companions that is not mounted is strength -1.
11_156	Rohirrim Mount	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-RohirrimMount.jpg	normal	POSSESSION		Free Peoples	Rohan		2				Shadows	U	11U156	The Eorlingas raise horses both peerless and cherished.	Bearer must be a [rohan] Man. At the start of each skirmish involving bearer, each minion skirmishing bearer must exert. While bearer is at a plains site, he or she is <b>defender +1</b>.
11_157	Rush of Steeds	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-RushOfSteeds.jpg	normal	CONDITION		Free Peoples	Rohan		3				Shadows	C	11C157		To play, spot a [rohan] Man. Each time a Shadow condition is played, you may exert a minion. <b>Response:</b> If a minion exerts as a cost of its special ability, discard this condition to prevent that and return that minion to its owner's hand.
11_158	Sword Rack	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-SwordRack.jpg	normal	CONDITION		Free Peoples	Rohan		1				Shadows	R	11R158	In Rohan, equal craft is brought to the exhibition of a blade as to the forging.	<b>Response:</b> If a [rohan] possession is discarded from play and no more than one possession is stacked here, stack it here. <b>Fellowship:</b> Add (1) to play a possession stacked here as if from hand.
11_159	Théoden, King of the Eorlingas	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-ThOdenKingOfTheEorlingas.jpg	normal	COMPANION	King of the Eorlingas	Free Peoples	Rohan	Man	3	7	3		Shadows	U	11U159	'Let all my folk get ready!'	While you can spot a [gandalf] companion, Théoden gains <b>muster</b>. <helper>(At the start of the regroup phase, you may discard a card from hand to draw a card.)</helper> While Théoden is at a battleground or plains site each [rohan] Man is strength +1.
11_16	Blade of Lindon	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-BladeOfLindon.jpg	normal	POSSESSION		Free Peoples	Elven		1	1			Shadows	U	11U16	To this day, many Elven weapons are forged in the fashion of those wielded by Gil-galad's forces.	Bearer must be an Elf. While bearer is at a forest or river site, each minion he or she is skirmishing is strength -1.
11_160	War Now Calls Us	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-WarNowCallsUs.jpg	normal	EVENT		Free Peoples	Rohan		0				Shadows	S	11S160	'Mourn not overmuch! Mighty was the fallen, / meet was his ending. When his mound is raised, / women then shall weep.'	Exert a [rohan] companion to make him or her strength +3 (and <b>damage +1</b> if he or she has resistance 5 or more).
11_161	Concerning Hobbits	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-ConcerningHobbits.jpg	normal	EVENT		Free Peoples	Shire		0				Shadows	S	11S161	...they love peace and quiet and good tilled earth; a well-ordered and well-farmed countryside was their favorite haunt.	For each dwelling and forest site on the adventure path, make a Hobbit strength +1.
11_162	Crouched Down	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-CrouchedDown.jpg	normal	EVENT		Free Peoples	Shire		2				Shadows	C	11C162	Frodo felt a sudden chill running through him and clutching at his heart....	<b>Stealth</b>. Cancel a skirmish involving a Hobbit and a minion whose strength is lower than that Hobbit's resistance.
11_163	Farmer Maggot, Hobbit of the Marish	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-FarmerMaggotHobbitOfTheMarish.jpg	normal	COMPANION	Hobbit of the Marish	Free Peoples	Shire	Hobbit	1	3	3		Shadows	U	11U163	'I didn't like the looks of him; and when Grip came out, he took one sniff and let out a yelp as if he had been stung....'	While Farmer Maggot is at a dwelling or forest site, he is strength +4.
11_164	Frodo, Protected by Many	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-FrodoProtectedByMany.jpg	normal	COMPANION	Protected by Many	Free Peoples	Shire	Hobbit	0	3	4		Shadows	S	11S164	'I will take the Ring... though I do not know the way.'	<b>Ring-bearer</b>. <b>Ring-bound</b>. At the start of the regroup phase, you may exert Frodo to make him gain <b>muster</b> until the end of the regroup phase. <helper>(At the start of the regroup phase, you may discard a card from hand to draw a card.)</helper>
11_165	Habits of Home	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-HabitsOfHome.jpg	normal	CONDITION		Free Peoples	Shire		4				Shadows	R	11R165	'What about second breakfast?'	<b>Toil 2</b>. <helper>(For each [shire] character you exert when playing this, its twilight cost is -2.)</helper> Bearer must be a Hobbit. Limit 1 per bearer. Each time the fellowship moves from a dwelling or forest site, remove (1).
11_166	Hobbit Sword	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-HobbitSword.jpg	normal	POSSESSION		Free Peoples	Shire		1	2			Shadows	S	11S166	'Strap these on....'	Bearer must be a Hobbit.
11_167	Incognito	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-Incognito.jpg	normal	EVENT		Free Peoples	Shire		1				Shadows	C	11C167	'I am Mr. Underhill, if any name must be given.'	<b>Stealth</b>. If the fellowship is at a dwelling site, exert 2 Hobbits to cancel a skirmish involving a Hobbit. At any other site, exert 2 Hobbits to make a Hobbit strength +3.
11_168	Merry, Loyal Companion	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-MerryLoyalCompanion.jpg	normal	COMPANION	Loyal Companion	Free Peoples	Shire	Hobbit	1	3	4		Shadows	C	11C168	'We can't leave Frodo! Pippin and I always intended to go wherever he went, and we still do.'	For each other unbound companion assigned to a skirmish, Merry is strength +2.
11_169	The More, The Merrier	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-TheMoreTheMerrier.jpg	normal	EVENT		Free Peoples	Shire		6				Shadows	C	11C169	'This, my friend, is a pint!'	<b>Toil 2</b>. <helper>(For each [shire] character you exert when playing this, its twilight cost is -2.)</helper> Spot 2 [shire] companions to remove 2 burdens.
11_17	Elven Marksmanship	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-ElvenMarksmanship.jpg	normal	CONDITION		Free Peoples	Elven		6				Shadows	R	11R17	Sighted by keen vision and loosed with blinding swiftness, Elven arrows rarely miss their targets.	To play, spot an Elf. <b>Toil 2</b>. <helper>(For each [elven] character you exert when playing this, its twilight cost is -2.)</helper> <b>Archery:</b> Discard this condition to make the fellowship archery total +2.
11_170	Pippin, Brave Decoy	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-PippinBraveDecoy.jpg	normal	COMPANION	Brave Decoy	Free Peoples	Shire	Hobbit	1	3	4		Shadows	R	11R170	Merry and he had drawn their swords, but the Orcs did not wish to fight....	<b>Skirmish:</b> If Pippin is not assigned to a skirmish, spot an unbound companion who has less resistance than Pippin to have Pippin replace him or her in a skirmish.
11_171	Salt from the Shire	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-SaltFromTheShire.jpg	normal	POSSESSION		Free Peoples	Shire		1				Shadows	R	11R171		Bearer must be a Hobbit. <b>Fellowship:</b> Discard this possession to remove a burden. <b>Skirmish:</b> If bearer is an unbound Hobbit, discard this possession to prevent him or her from being overwhelmed unless his or her strength is tripled.
11_172	Sam, Steadfast Friend	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-SamSteadfastFriend.jpg	normal	COMPANION	Steadfast Friend	Free Peoples	Shire	Hobbit	2	3	4		Shadows	U	11U172	'I'm coming too, or neither of us is going. I'll knock holes in all the boats first.'	<b>Ring-bound</b>. Each other companion is resistance +1.
11_173	Sting, Weapon of Heritage	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-StingWeaponOfHeritage.jpg	normal	POSSESSION	Weapon of Heritage	Free Peoples	Shire		1	2			Shadows	R	11R173	This blade has dealt many wounds, by many hands.	Bearer must be Bilbo, Frodo, or Sam. <b>Maneuver:</b> If bearer is Bilbo or Frodo, exert him to make another companion resistance +2 until the regroup phase. If bearer is Sam, each time he wins a skirmish, you may remove a burden.
11_174	Sworn Companion	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-SwornCompanion.jpg	normal	EVENT		Free Peoples	Shire		1				Shadows	S	11S174	'It's just something Gandalf said. ... \"Don't you lose him, Samwise Gamgee.\" And I don't mean to.'	Make a Hobbit strength +1 for each companion who has resistance 7 or more.
11_175	A Task Now to Be Done	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-ATaskNowToBeDone.jpg	normal	EVENT		Free Peoples	Shire		0				Shadows	U	11U175	Another opportunity for one of the shire-folk to prove their great worth. You must not fail me.	Spot X Hobbits to make an unbound Hobbit resistance +X.
11_176	Unharmed	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-Unharmed.jpg	normal	EVENT		Free Peoples	Shire		0				Shadows	S	11S176	'So far so good; but how are we to avoid being spitted?'	Heal a Hobbit for each minion you spot.
11_177	Army of Uruk-hai	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-ArmyOfUrukHai.jpg	normal	MINION		Shadow	Uruk-hai	Uruk-hai	5	13	3	5	Shadows	R	11R177	Volleys of arrows are no defense against the onslaught of Saruman's servants.	<b>Damage +1</b>. Each Free Peoples archer who has resistance 5 or less does not add to the Free Peoples archery total.
11_178	Bloodthirsty Uruk	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-BloodthirstyUruk.jpg	normal	MINION		Shadow	Uruk-hai	Uruk-hai	3	8	2	5	Shadows	S	11S178	Bred for endurance, the Uruk-hai pursue their foes tirelessly.	<b>Damage +1</b>. While you can spot an exhausted companion, this minion is strength +3.
11_179	Brawling Uruk	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-BrawlingUruk.jpg	normal	MINION		Shadow	Uruk-hai	Uruk-hai	3	8	3	5	Shadows	R	11R179	They are trained to parry the swords of their enemies.	<b>Damage +1</b>. <b>Response:</b> If a special ability of a companion who has resistance 5 or less is used, exert this minion to cancel its effect.
11_18	Elven Scout	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-ElvenScout.jpg	normal	COMPANION		Free Peoples	Elven	Elf	2	6	3		Shadows	S	11S18	None who draw within a league of the Celebrant escape unnoticed the patrols from Caras Galadhon.	While you can spot another Elf, this companion has <b>muster</b>. <helper>(At the start of the regroup phase, you may discard a card from hand to draw a card.)</helper>
11_180	Brutality	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-Brutality.jpg	normal	EVENT		Shadow	Uruk-hai		2				Shadows	S	11S180	Uruks are drawn to the sounds of battle.	Make an [uruk-hai] minion strength +1 for each battleground site you can spot.
11_181	Determined Uruk	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-DeterminedUruk.jpg	normal	MINION		Shadow	Uruk-hai	Uruk-hai	2	7	2	5	Shadows	R	11R181	As their prey grows tired, the Uruks gain the advantage.	To play, spot an [uruk-hai] minion. Each time a companion exerts, you may draw a card.
11_182	Devastation	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-Devastation.jpg	normal	EVENT		Shadow	Uruk-hai		1				Shadows	U	11U182	The villages hold nothing of value to the Uruk-hai; they are simply things to be destroyed.	If your [uruk-hai] minion wins a skirmish, discard a condition from play.
11_183	Feral Uruk	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-FeralUruk.jpg	normal	MINION		Shadow	Uruk-hai	Uruk-hai	3	9	2	5	Shadows	S	11S183	Only in combat is an Uruk-hai truly fulfilling its purpose.	While this minion is at a battleground site, it is strength +1 and <b>damage +1</b>.
11_184	Force of Uruk-hai	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-ForceOfUrukHai.jpg	normal	MINION		Shadow	Uruk-hai	Uruk-hai	5	13	3	5	Shadows	R	11R184	Despite their bloodthirsty nature, Saruman's creations form armies and fight united for him.	<b>Damage +1</b>. Each time this minion is about to take a wound at a battleground site, you may spot another [uruk-hai] card to make the Free Peoples player draw a card instead.
11_185	Fortitude	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-Fortitude.jpg	normal	CONDITION		Shadow	Uruk-hai		4				Shadows	U	11U185	Resiliency is bred into the fighting Uruk-hai.	When you play this condition, spot an [uruk-hai] minion to add 3 [uruk-hai] tokens here. <b>Response:</b> If an [uruk-hai] minion is about to take a wound, discard this condition or remove an [uruk-hai] token from here to prevent that.
11_186	Furious Uruk	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-FuriousUruk.jpg	normal	MINION		Shadow	Uruk-hai	Uruk-hai	3	9	2	5	Shadows	R	11R186	The Uruk-hai attack with such ferocity that their victims find no way to strike back.	<b>Damage +1</b>. While this minion is assigned to a skirmish, each companion and Free Peoples possession loses its special abilities.
11_187	Furor	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-Furor.jpg	normal	EVENT		Shadow	Uruk-hai		1				Shadows	S	11S187	Uruk soldiers have learned to save their rage for the field of battle.	Make an [uruk-hai] minion strength +2 (or +3 if you can spot an exhausted companion).
11_188	Hounding Uruk	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-HoundingUruk.jpg	normal	MINION		Shadow	Uruk-hai	Uruk-hai	2	5	2	5	Shadows	S	11S188	An enemy on the move is an enemy unprepared.	<b>Damage +1</b>. While you can spot an exhausted companion, this minion is strength +3.
11_189	Intimidating Uruk	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-IntimidatingUruk.jpg	normal	MINION		Shadow	Uruk-hai	Uruk-hai	4	10	3	5	Shadows	U	11U189	In battle, the Uruk-hai inspire terror in even the bravest of their enemies.	<b>Damage +1</b>. When you play this minion at a battleground site, spot an unbound companion to make that companion resistance -2 until the end of the turn.
11_19	Farewell to Lórien	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-FarewellToLRien.jpg	normal	EVENT		Free Peoples	Elven		3				Shadows	C	11C19	'...the memory of Lothlórien shall remain ever clear and unstained in your heart, and shall neither fade nor grow stale.'	Spot an Elf to heal each companion who has resistance 5 or more.
11_190	Invincible Uruk	lord-of-the-rings-ccg/shadows/LordOfTheRingsTcg-Shadows-InvincibleUruk.jpg	normal	MINION		Shadow	Uruk-hai	Uruk-hai	4	11	2	5	Shadows	S	11S190	Like a force of nature, the Uruks are unstoppable.	<b>Damage +1</b>. While this minion is at a battleground site, it cannot take wounds. While you can spot 6 companions, each [uruk-hai] minion cannot take wounds.
