databaseId	name	imageUrl	cardBack	type	category	clan	group	capacity	discipline	poolCost	bloodCost	set	rarity	text	loadGroupId
markedpath	Marked Path	vampire-the-eternal-struggle/httb/Vtes-HttB-MarkedPath.jpg	library	Action Modifier	Action Modifier				obf			HttB	Sabbat:R, SW:R, CE:PM, Third:R, HttB:PSam	Only usable after a successful directed action. [obf] Put this card on the acting vampire. During an action directed at the same Methuselah (or same set of Methuselahs), this vampire may burn this card to get +1 stealth. [OBF] As above, but for +2 stealth.	playerNLibrary
markedterritory	Marked Territory	vampire-the-eternal-struggle/dm/Vtes-DM-MarkedTerritory.jpg	library	Action	Action	Gangrel antitribu						DM	DM:C/3	+2 stealth action. Put this card on this vampire and unlock them. You can burn this card to give this vampire +2 intercept during an action directed at you (or a card you control). A vampire can have only one Marked Territory.	playerNLibrary
marketsquare	Market Square	vampire-the-eternal-struggle/v5a/Vtes-V5A-MarketSquare.jpg	library	Master	Master	Banu Haqim				1		V5A	AH:U5, FN:PA, LotN:PA, POD:DTC, V5A:PBh1	Unique location. Lock to give an Assamite you control +1 intercept.	playerNLibrary
marrakeshcodexthe	Marrakesh Codex, The	vampire-the-eternal-struggle/promo/Vtes-Promo-MarrakeshCodexThe.jpg	library	Master	Master							Promo	Promo-20090401	Unique master. Put this card in play. Lock to look at and reorder the top 4 cards of your library. Any vampire may steal this card for his or her controller as a (D) action.	playerNLibrary
martialritus	Martial Ritus	vampire-the-eternal-struggle/third/Vtes-Third-MartialRitus.jpg	library	Action	Action						1	Third	BH:C, Third:C	+1 stealth action. Requires a ready Sabbat vampire. Put this card on a younger Sabbat vampire and unlock this acting vampire. The Sabbat vampire with this card gets +1 strength. During your next unlock phase, burn this card.	playerNLibrary
martinellisring	Martinelli's Ring	vampire-the-eternal-struggle/kot/Vtes-KoT-MartinellisRing.jpg	library	Equipment	Equipment							KoT	Third:R, KoT:PV, POD:DTC	Unique. The bearer cannot have or be the target of cards requiring Malkavian, Malkavian antitribu, Dementation [dem] or Serpentis [ser] (any of these are burned).	playerNLibrary
martyrsresilience	Martyr's Resilience	vampire-the-eternal-struggle/nb3/Vtes-NB3-MartyrsResilience.jpg	library	Combat	Combat				aus & for			NB3	BL:R1, NB3:PH2	Only usable by an unlocked vampire not involved in the combat. [aus][for] Prevent 1 damage to a minion or retainer in combat. [AUS][FOR] Burn X blood to prevent X+1 damage to a minion or retainer in combat.	playerNLibrary
masaibloodmilk	Masai Blood Milk	vampire-the-eternal-struggle/lob/Vtes-LoB-MasaiBloodMilk.jpg	library	Action	Action						1	LoB	LoB:R	+1 stealth action. Requires a ready Laibon. Unique. Put this card on the acting Laibon. This Laibon may burn this card as a +1 stealth action to get +1 strength for the remainder of the game. Burn this card during the discard phase of your next turn.	playerNLibrary
masca	Masca	vampire-the-eternal-struggle/httb/Vtes-HttB-Masca.jpg	library	Action Modifier	Action Modifier				str/obf		1	HttB	HttB:C	[obf] +1 stealth. [str] This acting vampire gets an optional additional strike (limited) each round of combat until the end of this action. [str] is not a Discipline. [STR] As [str] above, but with +2 stealth.	playerNLibrary
maskempathy	Mask Empathy	vampire-the-eternal-struggle/bh/Vtes-BH-MaskEmpathy.jpg	library	Combat	Combat				pre			BH	BH:R	[pre] Strike: ranged. Burn a retainer employed by the opposing minion (usable at close range). [PRE] Play before range is determined. This vampire burns 1 blood to burn a retainer employed by the opposing minion.	playerNLibrary
maskofathousandfaces	Mask of a Thousand Faces	vampire-the-eternal-struggle/httb/Vtes-HttB-MaskOfAThousandFaces.jpg	library	Action Modifier	Action Modifier				obf			HttB	Jyhad:U, VTES:U, CE:U, KMW:PB2, LotN:PA, KoT:U, HttB:PSam2	[obf] Only usable by a ready, unlocked vampire other than the acting minion who is capable of performing the action. Not usable if any action modifiers or other effects have been used that could not have been used if this vampire were the acting vampire. Unlock the acting minion and lock this vampire instead. The action continues with this vampire as the acting minion. [OBF] As above, with +1 stealth.	playerNLibrary
masochism	Masochism	vampire-the-eternal-struggle/sw/Vtes-SW-Masochism.jpg	library	Action	Action				for			SW	Sabbat:R, SW:R	+1 stealth action. [for] Put this card on the acting vampire. Whenever damage is successfully inflicted on this vampire, put 1 rush counter on this card for each point of damage. Remove rush counters in excess of the vampire's capacity. Whenever this vampire plays a card, you may remove X rush counters from this card to reduce that card's blood cost by X. [FOR] As above, but put an additional rush counter on this card at the end of any round of combat in which this vampire takes damage.	playerNLibrary
masqueofjudas	Masque of Judas	vampire-the-eternal-struggle/bh/Vtes-BH-MasqueOfJudas.jpg	library	Combat	Combat				aus & obf		1	BH	BH:C	A vampire may play only one Masque of Judas each combat. Only usable against an ally or a younger vampire. [aus][obf] Maneuver with an optional press. [AUS][OBF] Only usable before range is determined. The opposing minion's controller discards 2 cards at random. Those cards are not replaced until after combat.	playerNLibrary
masquer	Masquer	vampire-the-eternal-struggle/fn/Vtes-FN-Masquer.jpg	library	Retainer	Retainer				nec		1	FN	FN:C2/PG, POD:DTC	Wraith with 1 life. [nec] Masquer is immune to non-aggravated damage. The employer gets +1 intercept. You can burn this retainer to give any minion +1 intercept. [NEC] As above, but Masquer has 2 life.	playerNLibrary
masqueradeendangered	Masquerade Endangered	vampire-the-eternal-struggle/ce/Vtes-CE-MasqueradeEndangered.jpg	library	Master	Master							CE	Jyhad:U, VTES:U, CE:U	Master: out-of-turn. Put this card on a vampire who successfully hunts. This vampire does not gain any blood from the hunt. This vampire doesn't unlock as normal during his or her unlock phase. During this vampire's next unlock phase, burn this card.	playerNLibrary
masqueradeenforcement	Masquerade Enforcement	vampire-the-eternal-struggle/ce/Vtes-CE-MasqueradeEnforcement.jpg	library	Political Action	Political Action							CE	Jyhad:V, VTES:V, CE:U	Requires a prince or justicar. If this referendum is successful, put this card in play. While in play, when any Methuselah moves a vampire from uncontrolled to controlled, he or she burns 1 additional pool. Any Camarilla vampire can call a referendum to burn this card as a +1 stealth political action.	playerNLibrary
massreality	Mass Reality	vampire-the-eternal-struggle/fn/Vtes-FN-MassReality.jpg	library	Action	Action				chi		2	FN	AH:C2, FN:PR, POD:DTC	[chi] Put this card in play. Minions you control inflict +1 damage with weapons each strike. Any minion can burn this card as a (D) action. [CHI] As above, but they inflict +2 damage each strike.	playerNLibrary
massassishonor	Massassi's Honor	vampire-the-eternal-struggle/lob/Vtes-LoB-MassassisHonor.jpg	library	Action Modifier	Action Modifier	Osebo						LoB	LoB:C	Only usable when this Osebo is blocked (play before combat, if any). Choose a ready unlocked Osebo you control who could take that action, put this card in play, and move any other cards this Osebo played this action from your ash heap to this card. After this action, the chosen Osebo must attempt the same action (with the same target, if any). He or she may play cards from this card as if from your hand. Burn this card at the end of that action or if the action is not possible.	playerNLibrary
mausoleumvenicethe	Mausoleum, Venice, The	vampire-the-eternal-struggle/fn/Vtes-FN-MausoleumVeniceThe.jpg	library	Master	Master	Giovanni				1		FN	DS:U, FN:PG, POD:DTC	Unique location. Lock during the polling step of a political action to get +1 vote, with an additional +1 vote if the card named Ventrue Headquarters is not in play.	playerNLibrary
mayaparisatya	Mayaparisatya	vampire-the-eternal-struggle/lotn/Vtes-LotN-Mayaparisatya.jpg	library	Combat	Combat				chi		2	LotN	BH:C, LotN:PR2, POD:DTC	[chi] The opposing minion's weapons inflict no damage on this vampire this combat. [CHI] Only usable at long range. Strike: 1R unpreventable aggravated damage.	playerNLibrary
mbaremarketharare	Mbare Market, Harare	vampire-the-eternal-struggle/lob/Vtes-LoB-MbareMarketHarare.jpg	library	Master	Master					3		LoB	LoB:R	Master: unique location. Lock to add 1 blood from the blood bank to a Laibon in your uncontrolled region.	playerNLibrary
meatcleaver	Meat Cleaver	vampire-the-eternal-struggle/bh/Vtes-BH-MeatCleaver.jpg	library	Equipment	Equipment					1		BH	Sabbat:U, SW:C/PB/PL, CE:PB, BH:PTo3	Melee weapon. Strength+1 damage each strike.	playerNLibrary
meathook	Meat Hook	vampire-the-eternal-struggle/kot/Vtes-KoT-MeatHook.jpg	library	Equipment	Equipment							KoT	FN:C, Anarchs:PAG, BH:PTr2, KMW:PAl2, KoT:C	Melee weapon. Strike: strength+1 damage, only usable once each round. Once each combat, if this weapon is used to strike at close range and the opponent doesn't dodge the strike, the bearer gets an optional press this round, only usable to continue combat. At close range, a vampire with Potence [pot] may destroy this weapon as a strike with first strike that costs 1 blood.	playerNLibrary
meddlingofsemsiththe	Meddling of Semsith, The	vampire-the-eternal-struggle/promo/Vtes-Promo-MeddlingOfSemsithThe.jpg	library	Political Action	Political Action							Promo	Promo-20020201, Promo:202404234	Choose another Methuselah. Successful referendum means this card is put in play. You get -1 hand size. The chosen Methuselah does not replace cards during any Methuselah's minion phase. Vampires can call a referendum to burn this card as a +1 stealth political action.	playerNLibrary
mediainfluence	Media Influence	vampire-the-eternal-struggle/third/Vtes-Third-MediaInfluence.jpg	library	Action	Action				pre		1	Third	Sabbat:C, SW:C, KMW:PAn, Third:C	[pre] (D) Bleed with +2 bleed. [PRE] Each of your unlocked vampires gains 1 blood from the blood bank.	playerNLibrary
meditativegrove	Meditative Grove	vampire-the-eternal-struggle/v5c/Vtes-V5C-MeditativeGrove.jpg	library	Master	Master	Salubri				2		V5C	V5C:PSal1	Unique location. Hunting ground. During your unlock phase, a ready Salubri you control can gain 1 blood. You can lock this card to cancel a frenzy card as it is played on a Salubri you control (cost is still paid). A vampire can gain blood from only one hunting ground each turn.	playerNLibrary
mehemetoftheahlibatin	Mehemet of the Ahl-i-Batin	vampire-the-eternal-struggle/ah/Vtes-AH-MehemetOfTheAhlIBatin.jpg	library	Ally	Ally					3		AH	AH:R2	Unique mage with 2 life. 0 strength, 0 bleed. Mehemet can strike: 2R damage. Mehemet can burn 1 blood and a master discipline card on a vampire controlled by your prey as a (D) action.	playerNLibrary
melange	Melange	vampire-the-eternal-struggle/nb/Vtes-NB-Melange.jpg	library	Reaction	Reaction				aus			NB	Sabbat:R, SW:R, Third:PM, HttB:PSal, NB:PTr1	[aus] +1 intercept. [AUS] As above, and if this vampire blocks, put this card on the acting minion; you still control this card. During a bleed action against the controller of the attached minion, this reacting vampire can burn this card to get +1 bleed.	playerNLibrary
meldwiththeland	Meld with the Land	vampire-the-eternal-struggle/third/Vtes-Third-MeldWithTheLand.jpg	library	Combat	Combat				vic			Third	SW:C/PT2, Third:C, POD:DTC	[vic] Strike: combat ends, and unlock the opposing minion (at any range) before combat ends. [VIC] Strike: combat ends.	playerNLibrary
memberoftheentourage	Member of the Entourage	vampire-the-eternal-struggle/httbr/Vtes-HttBR-MemberOfTheEntourage.jpg	library	Ally	Ally	Daughter of Cacophony						HttBR	HttB:R2/B1, POD:DTC	Mortal with 2 life. 0 strength, 0 bleed. This ally cannot perform actions. During an action directed at you (or a card you control), this ally can burn 1 life to get +1 intercept. Burn this ally if he blocks a vampire, before block resolution.	playerNLibrary
memoriesofmortality	Memories of Mortality	vampire-the-eternal-struggle/ce/Vtes-CE-MemoriesOfMortality.jpg	library	Master	Master					1		CE	AH:U5, CE:U	Master. Put this card on a vampire; this vampire cannot attempt to block allies. Any damage this vampire inflicts on allies is reduced to 0. This vampire may burn 1 blood during his or her controller's influence phase to burn this card; he or she then goes into torpor.	playerNLibrary
memoryrift	Memory Rift	vampire-the-eternal-struggle/au/Vtes-AU-MemoryRift.jpg	library	Action Modifier	Action Modifier				dem/obf/pre			AU	AU:C/2, POD:DTC	Requires an Anarch. Only usable as the action is announced. More than one Discipline can be used to play this card. [dem] Choose a titled vampire or a younger vampire. The chosen vampire cannot block this action. [obf] +1 stealth, even if stealth is not yet needed. [pre] If this action is blocked, this Anarch can strike: combat ends during the first round of the resulting combat.	playerNLibrary
memorysfadingglimpse	Memory's Fading Glimpse	vampire-the-eternal-struggle/bh/Vtes-BH-MemorysFadingGlimpse.jpg	library	Action	Action				obf		3	BH	AH:U5, BH:PM	[obf] (D) Move an uncontrolled minion from your prey's uncontrolled region to the bottom of his or her crypt. Move all of the blood on that card to your prey's blood pool. [OBF] As above, but move one blood from the card to the acting vampire.	playerNLibrary
mentalmaze	Mental Maze	vampire-the-eternal-struggle/lotn/Vtes-LotN-MentalMaze.jpg	library	Reaction	Reaction				obf		1	LotN	LotN:C/PS2, POD:DTC	Only usable if this vampire blocks an ally or younger vampire, before block resolution. [obf] Lock this vampire and end the action. This card costs Followers of Set 1 fewer blood. [OBF] As above, but do not lock this vampire.	playerNLibrary
mercurysarrow	Mercury's Arrow	vampire-the-eternal-struggle/lotn/Vtes-LotN-MercurysArrow.jpg	library	Combat	Combat				cel		1	LotN	LotN:C	[cel] Strike: 1R damage, with an optional maneuver. [CEL] Strike: 3R damage.	playerNLibrary
mercyforseth	Mercy for Seth	vampire-the-eternal-struggle/kmw/Vtes-KMW-MercyForSeth.jpg	library	Combat	Combat				nec		1	KMW	KMW:C, POD:DTC	[nec] Strike: put this card on the opposing minion. If the attached minion is a mortal, they are burned. During the attached minion's unlock phase, they take 1 unpreventable environmental damage. They can burn this card as a +1 stealth action. [NEC] As above, and this strike inflicts 1 damage on the opposing minion.	playerNLibrary
mercyfortheweak	Mercy for the Weak	vampire-the-eternal-struggle/ah/Vtes-AH-MercyForTheWeak.jpg	library	Combat	Combat						2	AH	AH:C2	Strike: combat ends. Only usable if this vampire has more blood than the opposing vampire. Opposing vampire gains 1 blood (even at long range).	playerNLibrary
mesmerize	Mesmerize	vampire-the-eternal-struggle/bh/Vtes-BH-Mesmerize.jpg	library	Action	Action				dom			BH	BH:R	+1 stealth action. [dom] (D) Steal equipment from an ally. [DOM] (D) Steal equipment from a younger vampire.	playerNLibrary
mesubedshet	Mesu Bedshet	vampire-the-eternal-struggle/lotn/Vtes-LotN-MesuBedshet.jpg	library	Action	Action	Ministry					1	LotN	LotN:C/PS, POD:DTC	+1 stealth action. Reveal the top card of your crypt. If it is a Follower of Set, draw it and add 2 blood to it if it is younger. Otherwise, shuffle it back into your crypt.	playerNLibrary
metrounderground	Metro Underground	vampire-the-eternal-struggle/kot/Vtes-KoT-MetroUnderground.jpg	library	Master	Master							KoT	Jyhad:U, VTES:U, CE:U, KoT:U	Master: unique location. During your discard phase, you may lock this card and burn 1 pool to unlock a vampire you control.	playerNLibrary
michaelharristheincinerator	Michael Harris, the Incinerator	vampire-the-eternal-struggle/fol/Vtes-FoL-MichaelHarrisTheIncinerator.jpg	library	Ally	Ally					3		FoL	FoL:1	Unique mortal with 3 life. 1 strength, 1 bleed. Operation Antigen. Michael can search your library for an equipment card and equip with it as a +1 stealth action (requirements and cost apply as normal; shuffle afterward). If he is in combat with a vampire, you can burn 1 pool once each round before range is determined to set the range for the round.	playerNLibrary
mightofthecamarilla	Might of the Camarilla	vampire-the-eternal-struggle/tenth/Vtes-Tenth-MightOfTheCamarilla.jpg	library	Political Action	Political Action							Tenth	AH:R2, Tenth:A	Requires a justicar or Inner Circle member. If this referendum is successful, each Methuselah burns a vampire (of his or her choosing) in his or her uncontrolled region.	playerNLibrary
mightygrapple	Mighty Grapple	vampire-the-eternal-struggle/third/Vtes-Third-MightyGrapple.jpg	library	Combat	Combat				pot			Third	Jyhad:C, VTES:C, SW:PL, CE:C/PB, BH:PN2, KMW:PAl, Third:PB	Grapple. [pot] Press, only usable to continue combat. [POT] Strike: hand strike or use a melee weapon strike. This strike is at +1 damage, with an optional press only usable to continue combat.	playerNLibrary
millicentsmithpuritanvampirehunter	Millicent Smith, Puritan Vampire Hunter	vampire-the-eternal-struggle/kot/Vtes-KoT-MillicentSmithPuritanVampireHunter.jpg	library	Master	Master							KoT	Jyhad:R, VTES:R, CE:R, KoT:R	Unique master. Put this card in play. If any of your vampires are blocked, burn Millicent and your acting vampire (without combat). During your discard phase, your predator takes control of Millicent.	playerNLibrary
mindnumb	Mind Numb	vampire-the-eternal-struggle/sv5/Vtes-SV5-MindNumb.jpg	library	Action	Action				pre		1	SV5	AH:C2, FN:PS2, CE:PV2, NB:PV2, SV5:PCathari4	[pre] (D) Stun an unlocked vampire. [PRE] As above, and this is a +1 stealth action.	playerNLibrary
mindofachild	Mind of a Child	vampire-the-eternal-struggle/ce/Vtes-CE-MindOfAChild.jpg	library	Action	Action				dem		3	CE	Sabbat:U, CE:U, POD:DTC	[dem] (D) Put this card on a vampire. The attached vampire cannot play cards requiring Disciplines. Vampires can burn this card as a +1 stealth action. [DEM] As above, and the attached vampire gets -1 capacity (to a minimum of 1).	playerNLibrary
mindofakiller	Mind of a Killer	vampire-the-eternal-struggle/kmw/Vtes-KMW-MindOfAKiller.jpg	library	Action	Action				dem			KMW	KMW:R, POD:DTC	+1 stealth action. [dem] (D) Put this card on a ready minion. The attached minion gets +1 strength. Burn this card after a combat involving them ends. During their discard phase, burn this card, and their controller must inflict 2 unpreventable environmental damage on another ready minion they control. [DEM] As above, and lock the attached minion after this card is burned.	playerNLibrary
mindofthewilds	Mind of the Wilds	vampire-the-eternal-struggle/httb/Vtes-HttB-MindOfTheWilds.jpg	library	Action Modifier	Action Modifier				ani & aus			HttB	HttB:C, Promo:202404235	[ani][aus] If this action is blocked, this vampire gets 1 optional maneuver during the first round of the resulting combat and the blocking minion cannot strike: combat ends. [ANI][AUS] As above, with +1 stealth.	playerNLibrary
mindtricks	Mind Tricks	vampire-the-eternal-struggle/fb/Vtes-FB-MindTricks.jpg	library	Action Modifier	Action Modifier				dem		1	FB	Sabbat:C, CE:C, Third:PM2/SKM2, FB:PM3, POD:DTC	[dem] +1 stealth. [DEM] As above, with 1 optional maneuver or press during the resulting combat if this vampire is blocked.	playerNLibrary
miniontap	Minion Tap	vampire-the-eternal-struggle/nb3/Vtes-NB3-MinionTap.jpg	library	Master	Master							NB3	Jyhad:C, VTES:C, SW:PT/PV, FN:PA, CE:C/PB/PV, Anarchs:PAB3/PG, KMW:PAl3, LoB:PG3, NB:PTo2, NB3:PH2	Move any amount of blood from a vampire you control to your pool.	playerNLibrary
ministry	Ministry	vampire-the-eternal-struggle/bh/Vtes-BH-Ministry.jpg	library	Reaction	Reaction						1	BH	BH:C	Requires a ready Black Hand vampire. Do not replace until after this action. This vampire gets +2 intercept. If the acting vampire is Sabbat, this vampire gets an additional +1 intercept. If this vampire does not successfully block this action, he or she is locked after action resolution.	playerNLibrary
minorboon	Minor Boon	vampire-the-eternal-struggle/kot/Vtes-KoT-MinorBoon.jpg	library	Master	Master							KoT	Jyhad:U, VTES:U, CE:U, KoT:U	Master: out-of-turn. Boon. Only usable when a vampire controlled by another Methuselah is going into torpor. Put this card on that vampire to prevent that vampire from going to torpor (combat still ends, if any). This vampire cannot bleed you. Burn this card if this vampire rescues a vampire you control from torpor.	playerNLibrary
minorcurse	Minor Curse	vampire-the-eternal-struggle/httb/Vtes-HttB-MinorCurse.jpg	library	Action	Action				mal			HttB	HttB:R	+1 stealth action. [mal] (D) Put this card on any minion. This minion's controller doesn't replace cards played by this minion until the end of the action. [mal] is not a Discipline. [MAL] As above, but the cards are not replaced until the discard phase of that turn.	playerNLibrary
minorirritation	Minor Irritation	vampire-the-eternal-struggle/kot/Vtes-KoT-MinorIrritation.jpg	library	Reaction	Reaction							KoT	Third:C, KoT:C/PT4	Only usable when this vampire successfully blocks an ally or a younger vampire (play before combat, if any). This vampire doesn't lock for successfully blocking.	playerNLibrary
mirrorimage	Mirror Image	vampire-the-eternal-struggle/lotn/Vtes-LotN-MirrorImage.jpg	library	Action Modifier/Combat	Action Modifier				chi		1	LotN	FN:C2/PR, LotN:PR2, POD:DTC	[chi] [ACTION MODIFIER] +1 stealth. [CHI] [COMBAT] Strike: combat ends. If this vampire was blocked while performing a non-bleed action, the action continues as if unblocked.	playerNLibrary
mirrorwalk	Mirror Walk	vampire-the-eternal-struggle/sv5/Vtes-SV5-MirrorWalk.jpg	library	Action Modifier	Action Modifier				tha			SV5	Third:C, KoT:C, SP:PwN6, V5:PTr6, SV5:PDeath3	Do not replace until your next discard phase. [tha] +1 stealth. [THA] As above, and if this action is blocked, lock the blocking minion and end the action before block resolution.	playerNLibrary
mirrorsvisage	Mirror's Visage	vampire-the-eternal-struggle/lotn/Vtes-LotN-MirrorsVisage.jpg	library	Action Modifier	Action Modifier				chi		1	LotN	LotN:R, POD:DTC	[chi] Only usable if this vampire is blocked, before block resolution. Unlock this vampire, lock the blocking minion, and end the action. This vampire cannot perform actions again this turn. [CHI] +2 stealth if this is an undirected action, otherwise +1 stealth.	playerNLibrary
misdirection	Misdirection	vampire-the-eternal-struggle/sv5/Vtes-SV5-Misdirection.jpg	library	Master	Master					1		SV5	Jyhad:C, VTES:C, SW:PL, FN:PS, CE:PM2/PV, LoB:PI, FB:PV2, V5:PTr1/PV1, NB:PV1, SV5:PCathari2	Lock a minion.	playerNLibrary
missingvoicethe	Missing Voice, The	vampire-the-eternal-struggle/lob/Vtes-LoB-MissingVoiceThe.jpg	library	Action Modifier	Action Modifier				mel/cel			LoB	BL:C2, LoB:C, POD:DTC	[cel] Requires a vampire with capacity 5 or more. Vampires with capacity 4 or less get -1 intercept. [mel] Allies and younger vampires get -1 intercept. [MEL] +1 stealth.	playerNLibrary
mistakenidentity	Mistaken Identity	vampire-the-eternal-struggle/sw/Vtes-SW-MistakenIdentity.jpg	library	Reaction	Reaction						1	SW	Sabbat:U, SW:R/PB	Only usable if a Ventrue antitribu is hunting. The action fails and the acting vampire goes to torpor.	playerNLibrary
mistrust	Mistrust	vampire-the-eternal-struggle/bh/Vtes-BH-Mistrust.jpg	library	Master	Master					1		BH	BH:R	Master. Burn a scarce vampire in torpor or move a ready scarce vampire to his or her controller's uncontrolled region, with all cards and counters on him or her (which are out of play as long as the vampire remains out of play).	playerNLibrary
mithraeumlondonthe	Mithraeum, London, The	vampire-the-eternal-struggle/fol/Vtes-FoL-MithraeumLondonThe.jpg	library	Master	Master					1		FoL	FoL:1	Unique location. Mithraic Mysteries. If you do not control Mithras during your influence phase, you can search your crypt for 1 copy of him, reveal it, and move it to your uncontrolled region (shuffle afterward). During your unlock phase, you can add 1 blood to Mithras or a Mithraic Mysteries member (the target must be controlled).	playerNLibrary
mithraiccultist	Mithraic Cultist	vampire-the-eternal-struggle/fol/Vtes-FoL-MithraicCultist.jpg	library	Master	Master							FoL	FoL:3	Trifle. Put this card on a vampire you control who is not Mithras. This vampire is a Mithraic Mysteries member. This vampire gets +1 vote while you control Mithras. This vampire gets +1 intercept during actions directed at Mithras or a Mithraic Mysteries card or member. A vampire can have only one Mithraic Cultist.	playerNLibrary
mobconnections	Mob Connections	vampire-the-eternal-struggle/nb3/Vtes-NB3-MobConnections.jpg	library	Master	Master							NB3	Jyhad:U, VTES:U, Sabbat:U, SW:PB, CE:PB/PTr, LoB:PO, Third:U, NB3:PL1, SV5:PDeath1	Unique. Put this card in play. You can lock this card to give a minion you control 1 press, only usable to continue combat. Minions can burn this card as a (D) action.	playerNLibrary
mobrule	Mob Rule	vampire-the-eternal-struggle/kmw/Vtes-KMW-MobRule.jpg	library	Action Modifier/Reaction	Action Modifier							KMW	Anarchs:C, KMW:PAn3	Only usable during a referendum. Each vampire with a capacity above 4 can burn blood to gain votes. A vampire gains 1 vote for each blood he or she burns. A vampire with a capacity above 7 gains an additional vote for each blood he or she burns.	playerNLibrary
mobilehqoperationantigen	Mobile HQ, Operation Antigen	vampire-the-eternal-struggle/fol/Vtes-FoL-MobileHQOperationAntigen.jpg	library	Master	Master					2		FoL	FoL:1	Unique location. Operation Antigen. An Operation Antigen ally you control can lock this location to attempt to enter combat with a vampire as a +1 stealth (D) action. You can lock this location to add enough life to an Operation Antigen ally you control to reach their starting life. You can lock this location and burn 2 pool to cancel an action card that targets an Operation Antigen card you control as it is played; its cost is not paid.	playerNLibrary
moisekasavubu	Moise Kasavubu	vampire-the-eternal-struggle/nor/Vtes-NoR-MoiseKasavubu.jpg	library	Ally	Ally					2		NoR	NoR:R	Unique mortal with 1 life. 0 strength, 0 bleed. Requires a ready imbued. Moise may strike for 2R damage. He may take a +1 stealth action to search your library (shuffle afterward) or hand for an equipment and move it to any ready imbued you control (that imbued must meet the requirements and pay the cost as normal).	playerNLibrary
mokoleblood	Mokole Blood	vampire-the-eternal-struggle/lotn/Vtes-LotN-MokoleBlood.jpg	library	Equipment	Equipment	Ministry				1		LotN	LotN:R, POD:DTC	Unique. Search your library (shuffle afterward) andor ash heap for up to four cards requiring Serpentis [ser] and put them on this card, face down and out of play (you can look at the cards at any time). This Follower of Set can play cards from this equipment as if from your hand (requirements and cost apply as normal). Burn this equipment if it has no cards on it.	playerNLibrary
molestunneling	Mole's Tunneling	vampire-the-eternal-struggle/httbr/Vtes-HttBR-MolesTunneling.jpg	library	Action Modifier	Action Modifier				spi/ani		1	HttBR	HttB:C/B2	[ani] Only usable if an ally or younger vampire attempts to block. Allies and younger vampires get -1 intercept. [spi] +1 stealth. [SPI] Burn 1 blood to get +2 stealth.	playerNLibrary
molethe	Mole, The	vampire-the-eternal-struggle/anarchs/Vtes-Anarchs-MoleThe.jpg	library	Reaction	Reaction				ani/cel/dom			Anarchs	Anarchs:C2/PAB4	Requires a ready anarch. Only usable when a non-anarch minion is acting. [ani] Only usable by a locked vampire. This vampire unlocks and attempts to block. [cel] +1 intercept. Not usable if the acting minion has Celerity [cel]. [dom] Only usable when you are being bled by a younger vampire. Lock this vampire to cause the action to fail.	playerNLibrary
molotovcocktail	Molotov Cocktail	vampire-the-eternal-struggle/sp/Vtes-SP-MolotovCocktail.jpg	library	Combat	Combat							SP	Anarchs:C, SP:PwN3	Ranged strike: put this card on this minion; it becomes a weapon equipment that can strike: 2R aggravated damage, not usable the round it is put in play. Burn after use or at the end of combat.	playerNLibrary
momentarydelay	Momentary Delay	vampire-the-eternal-struggle/httbr/Vtes-HttBR-MomentaryDelay.jpg	library	Action Modifier	Action Modifier							HttBR	HttB:C/A2	Requires a vampire with capacity 7 or more. Only usable after resolution of an action blocked by an ally or a vampire with capacity 5 or less. Not usable if, during this action, more than 1 round of combat has occurred or this vampire has lost 3 or more blood or ended combat before the press step. The action continues as if unblocked.	playerNLibrary
momentumsedge	Momentum's Edge	vampire-the-eternal-struggle/kot/Vtes-KoT-MomentumsEdge.jpg	library	Master	Master							KoT	Gehenna:R, KoT:R	Unique master. Only usable if you have one or more victory points. Put this card in play. You may lock this card during your unlock phase to gain 1 pool.	playerNLibrary
monasteryofshadows	Monastery of Shadows	vampire-the-eternal-struggle/25th/Vtes-25th-MonasteryOfShadows.jpg	library	Master	Master					3		25th	KoT:R, Anthology:1, SP:PoS1, 25th:1	Unique location. +1 hand size. Lock to give a vampire with capacity 8 or more +1 stealth.	playerNLibrary
monkeywrench	Monkey Wrench	vampire-the-eternal-struggle/nb2/Vtes-NB2-MonkeyWrench.jpg	library	Action Modifier	Action Modifier						X	NB2	TR:C, V5A:PB2, NB2:PG1	Requires an Anarch. Only usable during a bleed action. +X bleed (limited). X must be 1, 2 or 3.	playerNLibrary
monocleofclarity	Monocle of Clarity	vampire-the-eternal-struggle/kot/Vtes-KoT-MonocleOfClarity.jpg	library	Equipment	Equipment							KoT	Jyhad:R, CE:R, KoT:R	Unique equipment. During your unlock phase, if bearer is ready, you can ask any Methuselah a yes-or-no question pertaining to the game. He or she must answer "yes" or "no" truthfully. If the question pertains to the future, the answer is not binding.	playerNLibrary
monomancy	Monomancy	vampire-the-eternal-struggle/third/Vtes-Third-Monomancy.jpg	library	Action	Action							Third	Sabbat:U, SW:U, Third:PTz	+1 stealth action. Requires a ready Sabbat vampire. (D) Enter combat with a ready Sabbat vampire controlled by another Methuselah. That vampire may end combat before range is chosen during the first round of combat. If he or she does so, put this card on him or her; that vampire gets -1 bleed.	playerNLibrary
