databaseId	name	imageUrl	cardBack	type	set	culture	element	traits	initiative	life	speed	experience	damage	setNumbers	text	loadGroupId
set5_05-011	Itzcoatl	anachronism/set5/Anachronism-Set5-Itzcoatl.jpg	default	Warrior	set5	aztec	aether	warrior/male	0	9	4	5	0	11	Ixhuacayotlani: After you hit with a basic attack, gain +2 experience.	playerNWarrior
set5_05-012	Teyaotenyiliztli	anachronism/set5/Anachronism-Set5-Teyaotenyiliztli.jpg	default	Inspiration	set5	aztec	fire	inspiration/quest	3	0	0	0	0	12	Patiyotl: Twice each round, if you are an earth or aether warrior, when you hit an adjacent opponent who is not in your basic attack grid with a basic attack, deal 1 damage to the defender.	playerNPool
set5_05-013	Macuahuitl	anachronism/set5/Anachronism-Set5-Macuahuitl.jpg	default	Weapon	set5	aztec		weapon/bludgeon/sword(1 hand)	3	0	0	0	2	13	Atlacapetlachi: After you miss with this weapon, you may immediately make a basic attack against the same opponent at +1.	playerNPool
set5_05-014	Cuauhcuachimalli	anachronism/set5/Anachronism-Set5-Cuauhcuachimalli.jpg	default	Armor	set5	aztec		armor/torso/head/mystic	1	0	0	0	0	14	Tlamatiliztli - Reveal: you gain +2 experience.  Cuauhchicauhtilizli: If you are dealt more than 2 damage from any one opponent in a round, you may attack twice with one of your weapons on your next turn.	playerNPool
set5_05-015	Teponaztli	anachronism/set5/Anachronism-Set5-Teponaztli.jpg	default	Special	set5	aztec		special/item(1 hand)	8	0	0	0	0	15	Amoixnahuamiquitlalhacuicatl: If you are not a fire or metal warrior damage from attacks cannot be reduced.  Teoyohtica: You may use another special card in this game.	playerNPool
set5_05-016	Moctezuma II	anachronism/set5/Anachronism-Set5-MoctezumaII.jpg	default	Warrior	set5	aztec	aether	warrior/male	0	8	3	2	1	16	Tezcatiliztli: At the start of each round, if you did not win initiative gain +1 speed for that round.	playerNWarrior
set5_05-017	Quetzalcoatl	anachronism/set5/Anachronism-Set5-Quetzalcoatl.jpg	default	Inspiration	set5	aztec	wood	inspiration/deity	3	0	0	0	0	17	Ixnamicealiztli: Ties are won by the warrior with less life instead of by the warrior with the higher experience.	playerNPool
set5_05-018	Tecpatl	anachronism/set5/Anachronism-Set5-Tecpatl.jpg	default	Weapon	set5	aztec		weapon/knife(1 hand)	4	0	0	0	1	18	Mictilia: When you hit with this weapon, if the defender has more life than your warrior, this attack deals +2 damage.	playerNPool
set5_05-019	Copilli	anachronism/set5/Anachronism-Set5-Copilli.jpg	default	Armor	set5	aztec		armor/head	2	0	0	0	0	19	Ixcuepa: Twice each turn, if you have previously been hit this turn, you may re-roll your defense roll.	playerNPool
set5_05-020	Tlimatli	anachronism/set5/Anachronism-Set5-Tlimatli.jpg	default	Special	set5	aztec		special/item	7	0	0	0	0	20	Cempacca: Once each turn, after one or more of your dice are re-rolled, the roll gains +2.	playerNPool
set5_05-021	Tlacaelel	anachronism/set5/Anachronism-Set5-Tlacaelel.jpg	default	Warrior	set5	aztec	metal	warrior/male	0	7	3	7	0	21	Ohuipetlachiuh: When you hit with a basic attack, the defender chooses to either get -1 to all of their rolls on their next turn or for you to gain 1 life.  If the attack was a critical hit, apply both options.	playerNWarrior
set5_05-022	Huitzilopochtli	anachronism/set5/Anachronism-Set5-Huitzilopochtli.jpg	default	Inspiration	set5	aztec	fire	inspiration/deity	6	0	0	0	0	22	Axittomoctli: At the end of each round, deal 1 damage to all adjacent non-fire warriors.	playerNPool
set5_05-023	Tematlatl	anachronism/set5/Anachronism-Set5-Tematlatl.jpg	default	Weapon	set5	aztec		weapon/ranged/bludgeon(1 hand)	9	0	0	0	1	23	Quilitli: You may use another weapon.  Zotlahuaxoxoliztli: If you hit with this weapon, the defender's next defense roll gets -2.	playerNPool
set5_05-024	Ichcahuipilli	anachronism/set5/Anachronism-Set5-Ichcahuipilli.jpg	default	Armor	set5	aztec		armor/torso	6	0	0	0	0	24	Cuachicpalli: Once each round, after you hit a warrior with a basic attack, your defense rolls against that warrior gain +2 until the start of your next turn.	playerNPool
set5_05-025	Xochivaovotl	anachronism/set5/Anachronism-Set5-Xochivaovotl.jpg	default	Special	set5	aztec		special/quest	6	0	0	0	0	25	Aacquicualnezcayotl - Action: Once each round, make a basic attack against an adjacent opponent at +1. If the attack hits, gain 1 life.  Otherwise, your attack rolls this round gain +1.	playerNPool
set5_05-026	Hijikata Toshizo	anachronism/set5/Anachronism-Set5-HijikataToshizo.jpg	default	Warrior	set5	japanese	fire	warrior/male	0	7	3	6	1	26	Taikyuuryoku: At the start of each round, if you won initiative attacks against you that round cannot be critical hits or deal more than their base damage.	playerNWarrior
set5_05-027	Kyokuchu-Hatto	anachronism/set5/Anachronism-Set5-KyokuchuHatto.jpg	default	Inspiration	set5	japanese	metal	inspiration/code	1	0	0	0	0	27	Chuusei: Warriors cannot gain speed. Each time an opposing warrior reveals a support card of a type that they already have in play, they get -1 speed that round.	playerNPool
set5_05-028	Izuminokami-Kanesada	anachronism/set5/Anachronism-Set5-IzuminokamiKanesada.jpg	default	Weapon	set5	japanese		weapon/sword(2 hands)	4	0	0	0	1	28	Ryuudouteki na Kougeki: After you miss with this weapon, you may move one space.  Hayauchi: The next cad you reveal gains +5 initiative.	playerNPool
set5_05-029	Haori	anachronism/set5/Anachronism-Set5-Haori.jpg	default	Armor	set5	japanese		armor/torso	4	0	0	0	0	29	Gishiki - Reveal: You gain +3 experience.  Dentou: Your other support cards gain +2 initiative.  Opponents cannot reduce damage from your basic attacks.	playerNPool
set5_05-030	Ishida-Sanyaku	anachronism/set5/Anachronism-Set5-IshidaSanyaku.jpg	default	Special	set5	japanese		special/ability	5	0	0	0	0	30	Doutei: If your first action on any of your turns is to move, your attack rolls that turn gain +2.	playerNPool
set5_05-031	Minamoto No Yoshitsune	anachronism/set5/Anachronism-Set5-MinamotoNoYoshitsune.jpg	default	Warrior	set5	japanese	earth	warrior/male	0	6	3	6	1	31	Mukouryokuka: At the start of each round, if you won initiative, opponents cannot attack you with weapons that round.	playerNWarrior
set5_05-032	Genji	anachronism/set5/Anachronism-Set5-Genji.jpg	default	Inspiration	set5	japanese	metal	inspiration/ally	5	0	0	0	0	32	Hangeki: If you are hit twice in one round, during the next round, you gain +1 speed and your attack rolls gain +1.	playerNPool
set5_05-033	Usumidori	anachronism/set5/Anachronism-Set5-Usumidori.jpg	default	Weapon	set5	japanese		weapon/sword(2 hands)	6	0	0	0	2	33	Subayai Kougeki: When you hit with this weapon, the attacker and defender each roll one die and add his or her warrior's experience.  If you total is higher, you gain +1 speed on your next turn.	playerNPool
set5_05-034	Akaitoodoshi-yori	anachronism/set5/Anachronism-Set5-AkaitoodoshiYori.jpg	default	Armor	set5	japanese		armor/torso/legs/arms	2	0	0	0	0	34	Seikaku na Soubi: If you have a sword in play, your attack and defense rolls gain +1.	playerNPool
set5_05-035	Rikutosanryaku	anachronism/set5/Anachronism-Set5-Rikutosanryaku.jpg	default	Special	set5	japanese		special/tome	5	0	0	0	0	35	Mittsu no Himtsu: After an attack or defense roll is made, you may discard this card.  If you do, that player's next roll of the same type is set to the value of the current roll -1.	playerNPool
set5_05-036	Sanada Nobushige	anachronism/set5/Anachronism-Set5-SanadaNobushige.jpg	default	Warrior	set5	japanese	wood	warrior/male	0	7	3	8	1	36	Kandai na Bougyo: When you hit an opponent, you may choose for the attack to deal -1 damage to a minimum of 0.  If you do , reduce the damage of the next attack that hits you by 2, to a min of 0.	playerNWarrior
set5_05-037	Rokumonsenmon	anachronism/set5/Anachronism-Set5-Rokumonsenmon.jpg	default	Inspiration	set5	japanese	metal	inspiration/code	4	0	0	0	0	37	Rokumonsen: You cannot discard this card.  Kesshi no Kakugo: your attack rolls gain +1 and your attacks deal +1 damage.  After you make an attack, add a counter to this card.  When you place the sixth counter on this card you lose that game.	playerNPool
set5_05-038	muramasa	anachronism/set5/Anachronism-Set5-Muramasa.jpg	default	Weapon	set5	japanese		weapon/sword(2 hands)	6	0	0	0	3	38	Densetsuteki: This weapon's damage cannot be increased or reduced by card abilities.	playerNPool
set5_05-039	Akazonae	anachronism/set5/Anachronism-Set5-Akazonae.jpg	default	Armor	set5	japanese		armor/torso/legs/arms	2	0	0	0	0	39	Azayaka na Aka: At the start of each round, roll one die.  If the number is odd, your defense rolls gain +1 this round.  Otherwise, your attack rolls gain +1 this round.  If you have a Japanese inspiration and the roll is greater than 3, you gain +1 speed this round.	playerNPool
set5_05-040	Sanadamaru	anachronism/set5/Anachronism-Set5-Sanadamaru.jpg	default	Special	set5	japanese		special/location	0	0	0	0	0	40	Toride: Once each game after you are hit, if this card is in play or in your discard pile, you may have the tit deal -1 damage, to a minimum of 0.  If this card is in your discard pile, you may not use this ability again this match.	playerNPool
set5_05-041	Takeda Shingen	anachronism/set5/Anachronism-Set5-TakedaShingen.jpg	default	Warrior	set5	japanese	fire	warrior/male	0	7	3	9	1	41	Saisho no Ichigeki: If you make the first attack of the game and that attack hits, you gain 2 life and your attack rolls gain +1 for the rest of the game.	playerNWarrior
set5_05-042	Furinkazan	anachronism/set5/Anachronism-Set5-Furinkazan.jpg	default	Inspiration	set5	japanese	aether	inspiration/mystic	5	0	0	0	0	42	Roukou: You win ties with warriors that do not have the Roukou ability, regardless of experience.	playerNPool
set5_05-043	Jin-Dachi	anachronism/set5/Anachronism-Set5-JinDachi.jpg	default	Weapon	set5	japanese		weapon/sword(2 hands)	8	0	0	0	2	43	Sinchou na Kougeki: When you hit with this weapon, the attacker add defender each roll one die and add his or her warrior's experience.  If your total is higher, your attack rolls gain +1 for the rest of the game.	playerNPool
set5_05-044	Touseigusoku	anachronism/set5/Anachronism-Set5-Touseigusoku.jpg	default	Armor	set5	japanese		armor/torso/legs/arms	2	0	0	0	0	44	Danryokusei: After you are hit, your defense rolls gain +1 to a max of a +3 bonus from this card.	playerNPool
set5_05-045	Gunpai	anachronism/set5/Anachronism-Set5-Gunpai.jpg	default	Special	set5	japanese		special/item	5	0	0	0	0	45	Senjutsu: If you have an armor card in play, your rolls that are doubles gain +2, and your opponent's rolls that are doubles get -2.	playerNPool
set5_05-046	Uesugi Kenshin	anachronism/set5/Anachronism-Set5-UesugiKenshin.jpg	default	Warrior	set5	japanese	wind	warrior/male	0	7	3	4	1	46	Ikusa-Gami: If the fist attack against you this game hits, you gain +4 experience and the +1 speed for the rest of the game.	playerNWarrior
set5_05-047	Kawanakajima	anachronism/set5/Anachronism-Set5-Kawanakajima.jpg	default	Inspiration	set5	japanese	earth	inspiration/location	3	0	0	0	0	47	Ittei no Shouri: If you did not win initiative for the current round, your attack rolls gain +2.  Tatakai ni Fukki: Once each match, after one of your other cards is discarded, you may put this card into play from your discard pile.	playerNPool
set5_05-048	Azukinagamitsu	anachronism/set5/Anachronism-Set5-Azukinagamitsu.jpg	default	Weapon	set5	japanese		weapon/sword(2 hands)	3	0	0	0	2	48	Kyouiteki na Surudose: When you attack with this weapon, if the attack roll is greater than the higher of the defender's experience or the defense roll without bonuses, deal 1 damage to the defender.	playerNPool
set5_05-049	Kusubekawasugakeodoshi	anachronism/set5/Anachronism-Set5-Kusubekawasugakeodoshi.jpg	default	Armor	set5	japanese		armor/torso/legs/arms	4	0	0	0	0	49	Juusoubi: Reduce the damage you take from opposing card abilities by 1, to a minimum of 0.  Fukushuu: After you are damaged by an opponent's non-weapon support card, you may discard this card to discard the opposing card.	playerNPool
set5_05-050	Hata Bi	anachronism/set5/Anachronism-Set5-HataBi.jpg	default	Special	set5	japanese		special/item	9	0	0	0	0	50	Senshi no Inori - Reveal: If you took the last turn of the previous round and won initiative this round, your attack rolls this round that are less than 9 are set to 9.  Netsujou: You may use another special card in this game.	playerNPool
set5_05-051	Amr Ibn Al-A'as	anachronism/set5/Anachronism-Set5-AmrIbnAlAas.jpg	default	Warrior	set5	saracen	aether	warrior/male	0	7	3	6	1	51	Musaada: At the start of each round, you may choose another warrior.  That warrior's defense rolls gain +1 that round.  Motatarref: Once each round, if you have an inspiration in play, you may re-roll one of your defense rolls.	playerNWarrior
set5_05-052	Masjid Ahl Ar-Rayah	anachronism/set5/Anachronism-Set5-MasjidAhlArRayah.jpg	default	Inspiration	set5	saracen	earth	inspiration/location	2	0	0	0	0	52	Taabbud - Reveal: Gain 1 life.  Adfaa Ehtramat: Once each match, at the start of a round, if this card is in your discard pile and you have less life than any opponent, gain 1 life.	playerNPool
set5_05-053	Ras Al Asad	anachronism/set5/Anachronism-Set5-RasAlAsad.jpg	default	Weapon	set5	saracen		weapon/bludgeon(1 hand)	5	0	0	0	2	53	Mukhief: Attack rolls with this weapon that are less than the defender's initiative are set to the defender's initiative.	playerNPool
set5_05-054	Al Derra	anachronism/set5/Anachronism-Set5-AlDerra.jpg	default	Armor	set5	saracen		armor/shield(1 hand)	5	0	0	0	0	54	Darb: When you are hit, if the defense roll plus three is greater than the attack roll, deal 1 damage to the attacker.	playerNPool
set5_05-055	Reaaia Elahiia	anachronism/set5/Anachronism-Set5-ReaaiaElahiia.jpg	default	Special	set5	saracen		special/ability	7	0	0	0	0	55	Saleh: After you make a defense roll, you may discard this card or one of your inspiration cards.  If you do, set one die of the defense roll to any number.	playerNPool
set5_05-056	Harun Al-Rashid	anachronism/set5/Anachronism-Set5-HarunAlRashid.jpg	default	Warrior	set5	saracen	wind	warrior/male	0	7	3	8	1	56	Ghazu: At the end of each round choose an opponent.  That opponent may choose to get -6 initiative on the next round.  If they do not, you gain +1 speed for the next round.	playerNWarrior
set5_05-057	Al-Khayzuran	anachronism/set5/Anachronism-Set5-AlKhayzuran.jpg	default	Inspiration	set5	saracen	wind	inspiration/female	3	0	0	0	0	57	Reaaia: Once this game, before initiative is determined for a round, if you revealed a support card that round set your opponent's initiative for the round to your life.  Thanaa: If you are a wind warrior, your first roll of each turn gains +1.	playerNPool
set5_05-058	Kaws	anachronism/set5/Anachronism-Set5-Kaws.jpg	default	Weapon	set5	saracen		weapon/ranged(2 hands)	9	0	0	0	1	58	Galied - Action: Once each round, if you have a cavalry card in play, make an attack with this weapon at +2.  Pasche: Critical hits with this weapon deal +1 damage.	playerNPool
set5_05-059	Ran	anachronism/set5/Anachronism-Set5-Ran.jpg	default	Armor	set5	saracen		armor/legs	3	0	0	0	0	59	Talik: You may use an another armor card in this game.  While you have two armor cards your attack rolls gain +1.  Anied: If you have less speed than the attacker attacks against you deal -1 damage, to a minimum of 1.	playerNPool
set5_05-060	Alf Layla Wa-Layla	anachronism/set5/Anachronism-Set5-AlfLaylaWaLayla.jpg	default	Special	set5	saracen		special/tome	2	0	0	0	0	60	Hekaiat Kabl Elnaum: At the end of each round name a card type.  After initiative is determined next round any opponent who revealed a card of the named type chooses to either discard the card or get -2 to all rolls that round.	playerNPool
set5_05-061	Maowvia	anachronism/set5/Anachronism-Set5-Maowvia.jpg	default	Warrior	set5	saracen	water	warrior/female/cavalry	0	6	3	6	1	61	Mutauag: When you are attacked, you may reduce the value of a die in the attack roll by 1.	playerNWarrior
set5_05-062	Alnabi Mosa	anachronism/set5/Anachronism-Set5-AlnabiMosa.jpg	default	Inspiration	set5	saracen	earth	inspiration/ally/male	6	0	0	0	0	62	Nasiha: Each roll, change each die that is a 1 to a 3, and each die that is a 6 to a 4.	playerNPool
set5_05-063	Sahm	anachronism/set5/Anachronism-Set5-Sahm.jpg	default	Weapon	set5	saracen		weapon/polearm/ranged(1 hand)	5	0	0	0	2	63	Taan: When you attack with this weapon, you may choose to roll one less die.  If you do, add your initiative to the attack roll.	playerNPool
set5_05-064	Gabal El Taur	anachronism/set5/Anachronism-Set5-GabalElTaur.jpg	default	Armor	set5	saracen		armor/cavalry	4	0	0	0	0	64	Lammah: Once each turn, you may re-roll one die of one of your defense rolls.  If you have another cavalry card in play, once each round you may re-roll an opponent's defense roll.  If you have two cards of the same type in play, discard this card.	playerNPool
set5_05-065	Mesbah	anachronism/set5/Anachronism-Set5-Mesbah.jpg	default	Special	set5	saracen		special/ally/cavalry	6	0	0	0	0	65	Tassannut: When you attack, the total defense roll bonus cannot be greater than +1.  Sharr: When you roll doubles on any roll, your next roll gains +2.	playerNPool
set5_05-066	Salah Ad-Din	anachronism/set5/Anachronism-Set5-SalahAdDin.jpg	default	Warrior	set5	saracen	wind	warrior/male	0	9	3	5	1	66	Saria - Action: one each round, move two spaces.	playerNWarrior
set5_05-067	Al Madina Al Mokadassa	anachronism/set5/Anachronism-Set5-AlMadinaAlMokadassa.jpg	default	Inspiration	set5	saracen	earth	inspiration/location	1	0	0	0	0	67	Bait El Arwah: All players' attacks deal +1 damage.  All players' defense rolls gain +2 and may gain no other bonuses.	playerNPool
set5_05-068	Saif Damashki	anachronism/set5/Anachronism-Set5-SaifDamashki.jpg	default	Weapon	set5	saracen		weapon/sword(1 hand)	5	0	0	0	2	68	Hadid Malfuf: When you attack with this weapon, the defender rolls one extra die.  You choose one die to exclude from the defense roll.	playerNPool
set5_05-069	Bargustuwan	anachronism/set5/Anachronism-Set5-Bargustuwan.jpg	default	Armor	set5	saracen		armor/cavalry	4	0	0	0	0	69	Derra Elhosan: Your cavalry cards cannot be discarded by an opponent's card abilities.  Amr Belmotarada: Once each round, after an opponent uses an action ability, or moves out of a space in your warrior's basic attack grid, you may move one space.	playerNPool
set5_05-070	Khaimat Hemaya Men Alraml	anachronism/set5/Anachronism-Set5-KhaimatHemayaMenAlraml.jpg	default	Special	set5	saracen		special/shield(1 hand)	7	0	0	0	0	70	Ghadab: Your attack rolls gain +2.  When you attack, if the defense roll is doubles, discard this card after the attack.	playerNPool
set5_05-071	Tariq Ibn Ziyad	anachronism/set5/Anachronism-Set5-TariqIbnZiyad.jpg	default	Warrior	set5	saracen	earth	warrior/male	0	6	3	7	1	71	Takawa: All of your rolls get -1.  Reduce all damage you take by 1, to a minimum of 1.	playerNWarrior
set5_05-072	Hadis Kaiim	anachronism/set5/Anachronism-Set5-HadisKaiim.jpg	default	Inspiration	set5	saracen	metal	inspiration/ability	8	0	0	0	0	72	Khauf Aledrab: Before initiative is determined each round, roll two dice.  If this value is greater than any opponent's experience, that opponent gets -2 initiative each round while this card is in play.  Otherwise, you gain +3 experience.	playerNPool
set5_05-073	Balltat Harb	anachronism/set5/Anachronism-Set5-BalltatHarb.jpg	default	Weapon	set5	saracen		weapon/axe(2 hands)	4	0	0	0	2	73	La Mubalie: You may attack twice each round with this weapon if the defender has no support cards that require hands to use.  Kataa: The second attack made with this weapon each round deals +1 damage.	playerNPool
set5_05-074	Khauza	anachronism/set5/Anachronism-Set5-Khauza.jpg	default	Armor	set5	saracen		armor/head	5	0	0	0	0	74	Harab: When you would take damage from an opponent's card ability, if you have that amount or more experience, you may lose that experience.  If you do, reduce the damage to 0.	playerNPool
set5_05-075	Jabal Tariq	anachronism/set5/Anachronism-Set5-JabalTariq.jpg	default	Special	set5	saracen		special/location	5	0	0	0	0	75	Mohattem Elamwag - Reveal: Place this card in your warrior's space.  Maazul: Attack rolls made against a warrior in this space cannot gain a larger bonus than the defender's bonus to the defense roll.	playerNPool
set5_05-076	Carlos V	anachronism/set5/Anachronism-Set5-CarlosV.jpg	default	Warrior	set5	spanish	wood	warrior/male	0	6	3	4	1	76	Posicion Legitima: At the start of each round, if you lose initiative, gain 1 life.	playerNWarrior
set5_05-077	Mercurino Gattinara	anachronism/set5/Anachronism-Set5-MercurinoGattinara.jpg	default	Inspiration	set5	spanish	fire	inspiration/ally/male	1	0	0	0	0	77	Incitar Asalto - Reveal: Your defense rolls this round get -1.  your attack rolls this round gain +3.	playerNPool
set5_05-078	Alabarda Espanola	anachronism/set5/Anachronism-Set5-AlabardaEspanola.jpg	default	Weapon	set5	spanish		weapon/polearm(2 hands)	7	0	0	0	2	78	Perimetro Impenetrable: Once each round, when an opponent moves into a space in this weapon's attack grid, you may make an attack with this weapon.	playerNPool
set5_05-079	Escudo De Carlos V	anachronism/set5/Anachronism-Set5-EscudoDeCarlosV.jpg	default	Armor	set5	spanish		armor/shield(1 hand)	6	0	0	0	0	79	Mantener Terreno: When you are attacked, the attacker cannot re-roll any die. Reduce the damage of all critical hits made against you to 1.	playerNPool
set5_05-080	Ballestero Vasco	anachronism/set5/Anachronism-Set5-BallesteroVasco.jpg	default	Special	set5	spanish		special/ally	7	0	0	0	0	80	Desplegar - Reveal: Place this card in any space in the arena.  If an opposing warrior ever move into this cards space, discard this card.  Disparar - Action: Once each round, make a basic attack at +2 against any opposing warrior not adjacent to this card's space.	playerNPool
set5_05-081	El Cid	anachronism/set5/Anachronism-Set5-ElCid.jpg	default	Warrior	set5	spanish	wind	warrior/male	0	7	3	8	1	81	Maniobra Estrategica: Once each round, before you make an attack or use an action ability, you may move one space.	playerNWarrior
set5_05-082	Santiago Matamoros	anachronism/set5/Anachronism-Set5-SantiagoMatamoros.jpg	default	Inspiration	set5	spanish	wood	inspiration/ally/male	1	0	0	0	0	82	Confesion: Once each round, when you are attacked and the attacker rolls doubles, the attack deals -1 damage, to a minimum of 1, and you gain 1 life.	playerNPool
set5_05-083	Tizona Y Colada	anachronism/set5/Anachronism-Set5-TizonaYColada.jpg	default	Weapon	set5	spanish		weapon/sword(2 hands)	6	0	0	0	2	83	Ataque en Pareja - Action: once each round, if you have attacked with this weapon and moved this turn, make an attack with this weapon against an adjacent opponent at +2.	playerNPool
set5_05-084	Cota Corta	anachronism/set5/Anachronism-Set5-CotaCorta.jpg	default	Armor	set5	spanish		armor/torso	0	0	0	0	0	84	Afortunado: When you are attacked with a weapon, if you have less experience than the attacker, your defense roll gains +1.  Malla Resistente: While you are in an opponent's basic attack grid and he or she is not in your basic attack grid, your defense rolls gain +2.	playerNPool
set5_05-085	Babieca	anachronism/set5/Anachronism-Set5-Babieca.jpg	default	Special	set5	spanish		special/cavalry	2	0	0	0	0	85	Galope: Once each round, if you are a wind warrior, after you are hit with an attack, you may move to any unoccupied space adjacent to the attacker.	playerNPool
set5_05-086	El Gran Capitan	anachronism/set5/Anachronism-Set5-ElGranCapitan.jpg	default	Warrior	set5	spanish	metal	warrior/male	0	7	3	5	1	86	Maestro de Armas: Your attack and defense rolls gain +2 against an opponent with a weapon of the same type as your weapon.	playerNWarrior
set5_05-087	Vasallo De La Reina	anachronism/set5/Anachronism-Set5-VasalloDeLaReina.jpg	default	Inspiration	set5	spanish	wind	inspiration/title	3	0	0	0	0	87	Decreto Imperial - Reveal: Roll one die.  If it is equal or greater than your life, move an opposing warrior one space.  If this moves them into a space in any of your attack grids, you may immediately make an attack against them.	playerNPool
set5_05-088	Pica De Infante	anachronism/set5/Anachronism-Set5-PicaDeInfante.jpg	default	Weapon	set5	spanish		weapon/polearm(2 hands)	4	0	0	0	2	88	Desgarrar: Once each round, after an opponent uses an action to move into a space in this weapon's attack grid, roll two dice.  If the total is less than the opponent's experience, they must discard one of their non-weapon support cards.	playerNPool
set5_05-089	Armadura Completa	anachronism/set5/Anachronism-Set5-ArmaduraCompleta.jpg	default	Armor	set5	spanish		armor/torso	2	0	0	0	0	89	Irrompible - Reveal: for this round, weapon attacks made against you deal -2 damage, to a minimum of 0.	playerNPool
set5_05-090	Formacion De Piqueros	anachronism/set5/Anachronism-Set5-FormacionDePiqueros.jpg	default	Special	set5	spanish		special/ability	4	0	0	0	0	90	Piquero: Your attack rolls with polearms gain +2.  Trabajo en Equipo - Reveal: You may choose another warrior.  That warrior's attacks with polearms deal +1 damage.	playerNPool
set5_05-091	Hernan Cortes	anachronism/set5/Anachronism-Set5-HernanCortes.jpg	default	Warrior	set5	spanish	earth	warrior/male	0	8	3	5	1	91	Reflejos Rapidos: Your attack and defense rolls gain +1 against warriors with more speed than your warrior.	playerNWarrior
set5_05-092	La Malinche	anachronism/set5/Anachronism-Set5-LaMalinche.jpg	default	Inspiration	set5	spanish	water	inspiration/female	6	0	0	0	0	92	Negociar: Once each round, when you make a roll, if no opponent has a card that matches your warrior's culture, you may re-roll one die of any player's attack or defense roll.  If you are an earth or metal warrior, you may give the re-roll +1 or -1.	playerNPool
set5_05-093	Arcabuz	anachronism/set5/Anachronism-Set5-Arcabuz.jpg	default	Weapon	set5	spanish		weapon/ranged(2 hands)	8	0	0	0	2	93	Abrir Fuego: Attacking with this weapon requires an additional action.  Diana: When you attack with this weapon, if the attack roll is even and the attack hits, it deals +2 damage.	playerNPool
set5_05-094	Hombreras	anachronism/set5/Anachronism-Set5-Hombreras.jpg	default	Armor	set5	spanish		armor/arms	4	0	0	0	0	94	Desviar: When you make an attack roll, if any die is a 1, your defense rolls on the defender's next turn gain +1.	playerNPool
set5_05-095	Oro Azteca	anachronism/set5/Anachronism-Set5-OroAzteca.jpg	default	Special	set5	spanish		special/quest	4	0	0	0	0	95	Tentar: At the start of each round, roll one die.  If the result is greater than the number of your face-down support cards, your attacks deal +1 damage that round.	playerNPool
set5_05-096	Isabella I of Castile	anachronism/set5/Anachronism-Set5-IsabellaIOfCastile.jpg	default	Warrior	set5	spanish	aether	warrior/female	0	6	4	3	1	96	Sancion: Players cannot use abilities on weapon cards.  At the start of each round, if you did not win initiative and have less life than all opponent, this ability affects only your opponents that round.	playerNWarrior
set5_05-097	Fernando II De Aragon	anachronism/set5/Anachronism-Set5-FernandoIIDeAragon.jpg	default	Inspiration	set5	spanish	water	inspiration/ally/male	7	0	0	0	0	97	Pasion: If you have a female card in play, your attack rolls gain +2 and critical hits against you deal +1 damage.  Piedad: You may play another inspiration card in this game.	playerNPool
set5_05-098	Ropera Toledana	anachronism/set5/Anachronism-Set5-RoperaToledana.jpg	default	Weapon	set5	spanish		weapon/sword(1 hand)	3	0	0	0	1	98	Impulso - Action: Make an attack with this weapon, if possible.	playerNPool
set5_05-099	Fervor Religioso	anachronism/set5/Anachronism-Set5-FervorReligioso.jpg	default	Armor	set5	spanish		armor/ability	8	0	0	0	0	99	Impulso Vital: Opponents may not use abilities on items or mystic cards.	playerNPool
set5_05-100	La Inquisicion Espanola	anachronism/set5/Anachronism-Set5-LaInquisicionEspanola.jpg	default	Special	set5	spanish		special/quest	7	0	0	0	0	100	Confiscar - Reveal: You may discard a tome.  Perseguir: Once each turn, after an opposing warrior uses an ability on a deity card, you may make a basic attack on that warrior at +2.	playerNPool
set6_06-001	Cao Cao	anachronism/set6/Anachronism-Set6-CaoCao.jpg	default	Warrior	set6	chinese	wind	warrior/male	0	7	3	4	1	1	Bu ke gong puo: When you are  hit, you may give your next roll -2.  If you do, reduce the damage of the attack to 2.	playerNWarrior
set6_06-002	Wei Guo	anachronism/set6/Anachronism-Set6-WeiGuo.jpg	default	Inspiration	set6	chinese	earth	inspiration/quest	1	0	0	0	0	2	Zhi zun - Reveal: If your warrior in the previous game this match was chinese, gain 1 life and +3 experience.  Yao qou zun jing: Once each game, before a player makes a roll, if this card is in play or in your discard pile, that roll can not be re-rolled or modified.	playerNPool
set6_06-003	Yi Tian Dao	anachronism/set6/Anachronism-Set6-YiTianDao.jpg	default	Weapon	set6	chinese		weapon/sword(1 hand)	5	0	0	0	2	3	Er Lun da ji: After you miss with this weapon, if the difference between the dice in the attack roll was greater than 2, you may immediately make an attack with this weapon, if possible.  That attack deals +1 damage.	playerNPool
set6_06-004	Guandu Hu Cheng He	anachronism/set6/Anachronism-Set6-GuanduHuChengHe.jpg	default	Armor	set6	chinese		armor/location	5	0	0	0	0	4	Fang yu zhen di: Your defense rolls gain +1.  While you have less than 4 life, your defense rolls gain an additional +2 and attacks against you can not deal more than their base damage.  Your defense rolls can not gain bonuses from abilities on your other cards.	playerNPool
set6_06-005	Jue Ying	anachronism/set6/Anachronism-Set6-JueYing.jpg	default	Special	set6	chinese		special/cavalry	9	0	0	0	0	5	Wu zhe bi - Reveal: You may move one space diagonally.  Kuai shu jue duan: Once each turn, after you roll a 1, you may move one space.	playerNPool
