databaseId	name	imageUrl	cardBack	type	deck	alignment	attribute	power	resistance	control	rarity	errata	text	packName	set	loadGroupId
Limited_Multinational_Oil_Corporations	Multinational Oil Companies	inwo/limited-edition/Inwo-LimitedEdition-MultinationalOilCompanies.jpg	puppet	Organization	Puppet	Corporate		6/4	4	3	U			Limited Edition	Limited	playerNGroupDeck
Limited_NSA	N.S.A.	inwo/limited-edition/Inwo-LimitedEdition-NSA.jpg	puppet	Organization	Puppet	Government	Computer, Secret	5/2	4	3	R			Limited Edition	Limited	playerNGroupDeck
Limited_NASA	NASA	inwo/limited-edition/Inwo-LimitedEdition-NASA.jpg	puppet	Organization	Puppet	Government	Space	2	4	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_NATO	NATO	inwo/limited-edition/Inwo-LimitedEdition-NATO.jpg	puppet	Organization	Puppet	Violent		3/2	3	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_Nephews_of_God	Nephews of God	inwo/limited-edition/Inwo-LimitedEdition-NephewsOfGod.jpg	puppet	Organization	Puppet	Conservative, Fanatic		1	4	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Ninjas	Ninjas	inwo/limited-edition/Inwo-LimitedEdition-Ninjas.jpg	puppet	Organization	Puppet	Violent	Magic	1	7	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Nuclear_Power_Companies	Nuclear Power Companies	inwo/limited-edition/Inwo-LimitedEdition-NuclearPowerCompanies.jpg	puppet	Organization	Puppet	Conservative, Corporate	Science	4	4	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Offshore_Banks	Offshore Banks	inwo/limited-edition/Inwo-LimitedEdition-OffshoreBanks.jpg	puppet	Organization	Puppet	Criminal	Bank	2/2	2	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_OPEC	OPEC	inwo/limited-edition/Inwo-LimitedEdition-OPEC.jpg	puppet	Organization	Puppet	Conservative		*	4	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Paranoids	Paranoids	inwo/limited-edition/Inwo-LimitedEdition-Paranoids.jpg	puppet	Organization	Puppet			0	6	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Phone_Company	Phone Company	inwo/limited-edition/Inwo-LimitedEdition-PhoneCompany.jpg	puppet	Organization	Puppet	Corporate	Computer, Science	5/3	6	2	U			Limited Edition	Limited	playerNGroupDeck
Limited_Phone_Phreaks	Phone Phreaks	inwo/limited-edition/Inwo-LimitedEdition-PhonePhreaks.jpg	puppet	Organization	Puppet	Liberal, Criminal	Computer, Science	1/1	1	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Pollsters	Pollsters	inwo/limited-edition/Inwo-LimitedEdition-Pollsters.jpg	puppet	Organization	Puppet		Media	2/2	4	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_Post_Office	Post Office	inwo/limited-edition/Inwo-LimitedEdition-PostOffice.jpg	puppet	Organization	Puppet	Government	Computer	4/3	3	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Professional_Sports	Professional Sports	inwo/limited-edition/Inwo-LimitedEdition-ProfessionalSports.jpg	puppet	Organization	Puppet	Violent, Fanatic		2	4	2	U			Limited Edition	Limited	playerNGroupDeck
Limited_Psychiatrists	Psychiatrists	inwo/limited-edition/Inwo-LimitedEdition-Psychiatrists.jpg	puppet	Organization	Puppet	Weird		2/2	6	0	U			Limited Edition	Limited	playerNGroupDeck
Limited_Punk_Rockers	Punk Rockers	inwo/limited-edition/Inwo-LimitedEdition-PunkRockers.jpg	puppet	Organization	Puppet	Weird	Media	1	4	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Pyramid_Marketing_Schemes	Pyramid Marketing Schemes	inwo/limited-edition/Inwo-LimitedEdition-PyramidMarketingSchemes.jpg	puppet	Organization	Puppet	Straight		1	2	1	S			Limited Edition	Limited	playerNGroupDeck
Limited_Recording_Industry	Recording Industry	inwo/limited-edition/Inwo-LimitedEdition-RecordingIndustry.jpg	puppet	Organization	Puppet	Corporate	Media	2	1	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Red_Cross	Red Cross	inwo/limited-edition/Inwo-LimitedEdition-RedCross.jpg	puppet	Organization	Puppet	Peaceful		2	4	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_Reformed_Church_of_Satan	Reformed Church of Satan	inwo/limited-edition/Inwo-LimitedEdition-ReformedChurchOfSatan.jpg	puppet	Organization	Puppet	Weird, Fanatic	Church, Magic	2	4	2	U			Limited Edition	Limited	playerNGroupDeck
Limited_Religious_Reich	Religious Reich	inwo/limited-edition/Inwo-LimitedEdition-ReligiousReich.jpg	puppet	Organization	Puppet	Conservative, Straight	Church	3/1	5	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Republicans	Republicans	inwo/limited-edition/Inwo-LimitedEdition-Republicans.jpg	puppet	Organization	Puppet	Conservative		5/4	4	2	U			Limited Edition	Limited	playerNGroupDeck
Limited_Rifkinites	Rifkinites	inwo/limited-edition/Inwo-LimitedEdition-Rifkinites.jpg	puppet	Organization	Puppet	Fanatic	Green	2	4	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_Robot_Sea_Monsters	Robot Sea Monsters	inwo/limited-edition/Inwo-LimitedEdition-RobotSeaMonsters.jpg	puppet	Organization	Puppet	Violent	Computer, Science, Secret	1/1	6	0	U			Limited Edition	Limited	playerNGroupDeck
Limited_Rosicrucians	Rosicrucians	inwo/limited-edition/Inwo-LimitedEdition-Rosicrucians.jpg	puppet	Organization	Puppet		Magic, Secret	1/1	4	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_SMOF	S.M.O.F.	inwo/limited-edition/Inwo-LimitedEdition-SMOF.jpg	puppet	Organization	Puppet	Weird		1	1	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_Saturday_Morning_Cartoons	Saturday Morning Cartoons	inwo/limited-edition/Inwo-LimitedEdition-SaturdayMorningCartoons.jpg	puppet	Organization	Puppet	Violent	Media	1/1	4	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Savings_and_Loans	Savings and Loans	inwo/limited-edition/Inwo-LimitedEdition-SavingsAndLoans.jpg	puppet	Organization	Puppet	Straight, Criminal	Bank	2	3	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_Science_Fiction_Fans	Science Fiction Fans	inwo/limited-edition/Inwo-LimitedEdition-ScienceFictionFans.jpg	puppet	Organization	Puppet	Weird		1	5	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Secret_Service	Secret Service	inwo/limited-edition/Inwo-LimitedEdition-SecretService.jpg	puppet	Organization	Puppet	Government, Violent		2	3	0	R			Limited Edition	Limited	playerNGroupDeck
Limited_Secular_Humanists	Secular Humanists	inwo/limited-edition/Inwo-LimitedEdition-SecularHumanists.jpg	puppet	Organization	Puppet	Liberal		2	5	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Semiconscious_Liberation_Army	Semiconscious Liberation Army	inwo/limited-edition/Inwo-LimitedEdition-SemiconsciousLiberationArmy.jpg	puppet	Organization	Puppet	Liberal, Violent, Weird, Criminal	Communist	1	8	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Society_for_Creative_Anarchism	Society for Creative Anarchism	inwo/limited-edition/Inwo-LimitedEdition-SocietyForCreativeAnarchism.jpg	puppet	Organization	Puppet	Violent, Weird		1	4	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_South_American_Nazis	South American Nazis	inwo/limited-edition/Inwo-LimitedEdition-SouthAmericanNazis.jpg	puppet	Organization	Puppet	Conservative, Violent		4/1	6	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_Subliminals	Subliminals	inwo/limited-edition/Inwo-LimitedEdition-Subliminals.jpg	puppet	Organization	Puppet		Secret	2/2	4	0	R			Limited Edition	Limited	playerNGroupDeck
Limited_Supreme_Court	Supreme Court	inwo/limited-edition/Inwo-LimitedEdition-SupremeCourt.jpg	puppet	Organization	Puppet	Government, Peaceful		3/3	6	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_Survivalists	Survivalists	inwo/limited-edition/Inwo-LimitedEdition-Survivalists.jpg	puppet	Organization	Puppet	Conservative, Violent, Fanatic		1	3	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Tabloids	Tabloids	inwo/limited-edition/Inwo-LimitedEdition-Tabloids.jpg	puppet	Organization	Puppet	Weird	Media	2/2	3	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Telephone_Psychics	Telephone Psychics	inwo/limited-edition/Inwo-LimitedEdition-TelephonePsychics.jpg	puppet	Organization	Puppet	Peaceful, Criminal		2	4	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Templars	Templars	inwo/limited-edition/Inwo-LimitedEdition-Templars.jpg	puppet	Organization	Puppet	Conservative	Magic, Secret	3	6	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_The_Mafia	The Mafia	inwo/limited-edition/Inwo-LimitedEdition-TheMafia.jpg	puppet	Organization	Puppet	Violent, Criminal		6	7	3	R			Limited Edition	Limited	playerNGroupDeck
Limited_The_Men_In_Black	The Men In Black	inwo/limited-edition/Inwo-LimitedEdition-TheMenInBlack.jpg	puppet	Organization	Puppet	Weird, Criminal	Secret	2/2	6	0	R			Limited Edition	Limited	playerNGroupDeck
Limited_Tobacco_Companies	Tobacco Companies	inwo/limited-edition/Inwo-LimitedEdition-TobaccoCompanies.jpg	puppet	Organization	Puppet	Corporate, Straight		4	3	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Trading_Card_Games	Trading Card Games	inwo/limited-edition/Inwo-LimitedEdition-TradingCardGames.jpg	puppet	Organization	Puppet	Weird		1	2	0	S			Limited Edition	Limited	playerNGroupDeck
Limited_Trekkies	Trekkies	inwo/limited-edition/Inwo-LimitedEdition-Trekkies.jpg	puppet	Organization	Puppet	Corporate, Weird, Fanatic		1	4	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Triliberal_Commission	Triliberal Commission	inwo/limited-edition/Inwo-LimitedEdition-TriliberalCommission.jpg	puppet	Organization	Puppet	Liberal, Straight		5	6	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_TV_Preachers	TV Preachers	inwo/limited-edition/Inwo-LimitedEdition-TVPreachers.jpg	puppet	Organization	Puppet	Straight, Fanatic	Church, Media	3/3	6	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Underground_Newspapers	Underground Newspapers	inwo/limited-edition/Inwo-LimitedEdition-UndergroundNewspapers.jpg	puppet	Organization	Puppet	Liberal	Green, Media	1/1	5	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_United_Nations	United Nations	inwo/limited-edition/Inwo-LimitedEdition-UnitedNations.jpg	puppet	Organization	Puppet	Liberal		1	3	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Urban_Gangs	Urban Gangs	inwo/limited-edition/Inwo-LimitedEdition-UrbanGangs.jpg	puppet	Organization	Puppet	Violent		1	2	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Vampires	Vampires	inwo/limited-edition/Inwo-LimitedEdition-Vampires.jpg	puppet	Organization	Puppet	Weird	Magic, Secret	2	5	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Video_Games	Video Games	inwo/limited-edition/Inwo-LimitedEdition-VideoGames.jpg	puppet	Organization	Puppet		Computer	2	3	1	C	Gives +1 Power to all your other (i.e. not itself) Computer Groups.		Limited Edition	Limited	playerNGroupDeck
Limited_Voudonistas	Voudonistas	inwo/limited-edition/Inwo-LimitedEdition-Voudonistas.jpg	puppet	Organization	Puppet	Violent	Magic	1/1	6	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_WITCH	W.I.T.C.H.	inwo/limited-edition/Inwo-LimitedEdition-WITCH.jpg	puppet	Organization	Puppet	Violent, Weird, Fanatic	Magic	3/2	6	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Wall_Street	Wall Street	inwo/limited-edition/Inwo-LimitedEdition-WallStreet.jpg	puppet	Organization	Puppet	Corporate	Bank	4	3	3	C			Limited Edition	Limited	playerNGroupDeck
Limited_Wargamers	Wargamers	inwo/limited-edition/Inwo-LimitedEdition-Wargamers.jpg	puppet	Organization	Puppet	Weird	Computer	1	5	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Al_Gore	Al Gore	inwo/limited-edition/Inwo-LimitedEdition-AlGore.jpg	puppet	Personality	Puppet	Liberal, Government	Computer, Green	1/1	4	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Bill_Clinton	Bill Clinton	inwo/limited-edition/Inwo-LimitedEdition-BillClinton.jpg	puppet	Personality	Puppet	Liberal (Sometimes), Government, Straight		4	2	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Bjorne	Bjorne	inwo/limited-edition/Inwo-LimitedEdition-Bjorne.jpg	puppet	Personality	Puppet	Peaceful	Media	1	4	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Count_Dracula	Count Dracula	inwo/limited-edition/Inwo-LimitedEdition-CountDracula.jpg	puppet	Personality	Puppet	Violent	Magic	2	7	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_Dan_Quayle	Dan Quayle	inwo/limited-edition/Inwo-LimitedEdition-DanQuayle.jpg	puppet	Personality	Puppet	Conservative, Straight		1	1	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Elvis	Elvis	inwo/limited-edition/Inwo-LimitedEdition-Elvis.jpg	puppet	Personality	Puppet			1/1	4	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_Fidel_Castro	Fidel Castro	inwo/limited-edition/Inwo-LimitedEdition-FidelCastro.jpg	puppet	Personality	Puppet	Liberal, Government	Communist	1	6	0	U			Limited Edition	Limited	playerNGroupDeck
Limited_George_Bush	George Bush	inwo/limited-edition/Inwo-LimitedEdition-GeorgeBush.jpg	puppet	Personality	Puppet	Conservative (Sometimes), Straight		2	3	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Gordo_Remora	Gordo Remora	inwo/limited-edition/Inwo-LimitedEdition-GordoRemora.jpg	puppet	Personality	Puppet	Liberal	Media	1	0	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Hillary_Clinton	Hillary Clinton	inwo/limited-edition/Inwo-LimitedEdition-HillaryClinton.jpg	puppet	Personality	Puppet	Liberal		2	4	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Imelda_Marcos	Imelda Marcos	inwo/limited-edition/Inwo-LimitedEdition-ImeldaMarcos.jpg	puppet	Personality	Puppet	Criminal		1*	1	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Jimmy_Hoffa	Jimmy Hoffa	inwo/limited-edition/Inwo-LimitedEdition-JimmyHoffa.jpg	puppet	Personality	Puppet	Criminal		2	3	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_Manuel_Noriega	Manuel Noriega	inwo/limited-edition/Inwo-LimitedEdition-ManuelNoriega.jpg	puppet	Personality	Puppet	Government, Violent, Criminal		1	2	0	U			Limited Edition	Limited	playerNGroupDeck
Limited_Margaret_Thatcher	Margaret Thatcher	inwo/limited-edition/Inwo-LimitedEdition-MargaretThatcher.jpg	puppet	Personality	Puppet	Conservative, Government, Straight		1	6	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Media_Sensation	Media Sensation	inwo/limited-edition/Inwo-LimitedEdition-MediaSensation.jpg	puppet	Personality	Puppet		Media	1	1	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Nancy_Reagan	Nancy Reagan	inwo/limited-edition/Inwo-LimitedEdition-NancyReagan.jpg	puppet	Personality	Puppet	Conservative, Straight	Media	2	6	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_Ollie_North	Ollie North	inwo/limited-edition/Inwo-LimitedEdition-OllieNorth.jpg	puppet	Personality	Puppet	Conservative, Criminal		1	2	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Prince_Charles	Prince Charles	inwo/limited-edition/Inwo-LimitedEdition-PrinceCharles.jpg	puppet	Personality	Puppet	Conservative	Green	2	5	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Princess_Di	Princess Di	inwo/limited-edition/Inwo-LimitedEdition-PrincessDi.jpg	puppet	Personality	Puppet	Liberal, Peaceful, Straight		2	5	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Ronald_Reagan	Ronald Reagan	inwo/limited-edition/Inwo-LimitedEdition-RonaldReagan.jpg	puppet	Personality	Puppet	Conservative, Straight	Media	2	1	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Ross_Perot	Ross Perot	inwo/limited-edition/Inwo-LimitedEdition-RossPerot.jpg	puppet	Personality	Puppet	Conservative, Straight		2	6	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_Saddam_Hussein	Saddam Hussein	inwo/limited-edition/Inwo-LimitedEdition-SaddamHussein.jpg	puppet	Personality	Puppet	Government, Violent		2	4	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Brazil	Brazil	inwo/limited-edition/Inwo-LimitedEdition-Brazil.jpg	puppet	Place	Puppet	Government	Coastal, Huge, Nation	3	3	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_California	California	inwo/limited-edition/Inwo-LimitedEdition-California.jpg	puppet	Place	Puppet	Liberal, Government, Weird	Coastal, Green, Huge	5	2	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Canada	Canada	inwo/limited-edition/Inwo-LimitedEdition-Canada.jpg	puppet	Place	Puppet	Liberal, Government, Peaceful	Coastal, Green, Huge, Nation	3	4	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_Center_for_Disease_Control	Center for Disease Control	inwo/limited-edition/Inwo-LimitedEdition-CenterForDiseaseControl.jpg	puppet	Place	Puppet	Government, Peaceful	Science	1	2	0	U			Limited Edition	Limited	playerNGroupDeck
Limited_China	China	inwo/limited-edition/Inwo-LimitedEdition-China.jpg	puppet	Place	Puppet	Government	Coastal, Communist, Huge, Nation	4	4	1	R	Explicitly gets its +20 defense against Disasters.		Limited Edition	Limited	playerNGroupDeck
Limited_Dinosaur_Park	Dinosaur Park	inwo/limited-edition/Inwo-LimitedEdition-DinosaurPark.jpg	puppet	Place	Puppet	Corporate	Science	1	3	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_England	England	inwo/limited-edition/Inwo-LimitedEdition-England.jpg	puppet	Place	Puppet	Government	Coastal, Huge, Nation	2/2	6	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Finland	Finland	inwo/limited-edition/Inwo-LimitedEdition-Finland.jpg	puppet	Place	Puppet	Liberal, Government	Coastal, Computer, Nation	2	5	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_France	France	inwo/limited-edition/Inwo-LimitedEdition-France.jpg	puppet	Place	Puppet	Liberal, Government	Coastal, Huge, Nation	3	5	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Germany	Germany	inwo/limited-edition/Inwo-LimitedEdition-Germany.jpg	puppet	Place	Puppet	Conservative, Government		4	3	0	R			Limited Edition	Limited	playerNGroupDeck
Limited_Hawaii	Hawaii	inwo/limited-edition/Inwo-LimitedEdition-Hawaii.jpg	puppet	Place	Puppet	Corporate	Coastal	1	2	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Hollywood	Hollywood	inwo/limited-edition/Inwo-LimitedEdition-Hollywood.jpg	puppet	Place	Puppet	Liberal	Media	3/3	0	2	U			Limited Edition	Limited	playerNGroupDeck
Limited_Israel	Israel	inwo/limited-edition/Inwo-LimitedEdition-Israel.jpg	puppet	Place	Puppet	Government, Violent	Coastal, Nation	3/3	8	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_Italy	Italy	inwo/limited-edition/Inwo-LimitedEdition-Italy.jpg	puppet	Place	Puppet	Liberal, Government	Coastal, Nation	3	6	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_Japan	Japan	inwo/limited-edition/Inwo-LimitedEdition-Japan.jpg	puppet	Place	Puppet	Government, Peaceful	Coastal, Computer, Nation	6/4	8	3	C			Limited Edition	Limited	playerNGroupDeck
Limited_Las_Vegas	Las Vegas	inwo/limited-edition/Inwo-LimitedEdition-LasVegas.jpg	puppet	Place	Puppet	Corporate		2	1	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Moonbase	Moonbase	inwo/limited-edition/Inwo-LimitedEdition-Moonbase.jpg	puppet	Place	Puppet		Computer, Science, Space	3	6	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_New_York	New York	inwo/limited-edition/Inwo-LimitedEdition-NewYork.jpg	puppet	Place	Puppet	Government, Violent, Criminal	Coastal	7	8	3	U			Limited Edition	Limited	playerNGroupDeck
Limited_Orbit_One	Orbit One	inwo/limited-edition/Inwo-LimitedEdition-OrbitOne.jpg	puppet	Place	Puppet		Computer, Science, Space	2	5	3	U	Can be affected by a Nuclear Disaster, but not an Earthquake.		Limited Edition	Limited	playerNGroupDeck
Limited_Pentagon	Pentagon	inwo/limited-edition/Inwo-LimitedEdition-Pentagon.jpg	puppet	Place	Puppet	Government, Violent, Straight		6	6	3	C			Limited Edition	Limited	playerNGroupDeck
Limited_Russia	Russia	inwo/limited-edition/Inwo-LimitedEdition-Russia.jpg	puppet	Place	Puppet	Government, Violent	Coastal, Huge, Nation	4	5	3	C			Limited Edition	Limited	playerNGroupDeck
Limited_Silicon_Valley	Silicon Valley	inwo/limited-edition/Inwo-LimitedEdition-SiliconValley.jpg	puppet	Place	Puppet		Coastal, Computer, Science	3/2	3	0	U			Limited Edition	Limited	playerNGroupDeck
Limited_Stonehenge	Stonehenge	inwo/limited-edition/Inwo-LimitedEdition-Stonehenge.jpg	puppet	Place	Puppet		Magic	3/3	4	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Switzerland	Switzerland	inwo/limited-edition/Inwo-LimitedEdition-Switzerland.jpg	puppet	Place	Puppet	Conservative, Government	Nation	1	6	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Texas	Texas	inwo/limited-edition/Inwo-LimitedEdition-Texas.jpg	puppet	Place	Puppet	Conservative, Government, Violent	Coastal, Huge	6	6	3	R			Limited Edition	Limited	playerNGroupDeck
Limited_The_Great_Pyramid	The Great Pyramid	inwo/limited-edition/Inwo-LimitedEdition-TheGreatPyramid.jpg	puppet	Place	Puppet		Magic	2/2	4	1	S			Limited Edition	Limited	playerNGroupDeck
Limited_Vatican_City	Vatican City	inwo/limited-edition/Inwo-LimitedEdition-VaticanCity.jpg	puppet	Place	Puppet	Conservative, Peaceful	Church, Nation	4/4	6	3	C			Limited Edition	Limited	playerNGroupDeck
Limited_Angels_Feather	Angel's Feather	inwo/limited-edition/Inwo-LimitedEdition-AngelsFeather.jpg	puppet	Resource	Puppet	Artifact, Magic, Unique					C			Limited Edition	Limited	playerNGroupDeck
Limited_Ark_of_the_Covenant	Ark of the Covenant	inwo/limited-edition/Inwo-LimitedEdition-ArkOfTheCovenant.jpg	puppet	Resource	Puppet	Artifact, Magic, Unique					R			Limited Edition	Limited	playerNGroupDeck
Limited_Bigfoot	Bigfoot	inwo/limited-edition/Inwo-LimitedEdition-Bigfoot.jpg	puppet	Resource	Puppet	Unique	ACTION				C			Limited Edition	Limited	playerNGroupDeck
Limited_Book_of_Kells	Book of Kells	inwo/limited-edition/Inwo-LimitedEdition-BookOfKells.jpg	puppet	Resource	Puppet	Artifact, Magic, Unique					U			Limited Edition	Limited	playerNGroupDeck
Limited_Center_for_Weird_Studies	Center for Weird Studies	inwo/limited-edition/Inwo-LimitedEdition-CenterForWeirdStudies.jpg	puppet	Resource	Puppet	Unique					C			Limited Edition	Limited	playerNGroupDeck
Limited_Clipper_Chip	Clipper Chip	inwo/limited-edition/Inwo-LimitedEdition-ClipperChip.jpg	puppet	Resource	Puppet						C	Limited to one per player.		Limited Edition	Limited	playerNGroupDeck
Limited_Crystal_Skull	Crystal Skull	inwo/limited-edition/Inwo-LimitedEdition-CrystalSkull.jpg	puppet	Resource	Puppet	Artifact, Magic, Unique					R			Limited Edition	Limited	playerNGroupDeck
Limited_Cyborg_Soldiers	Cyborg Soldiers	inwo/limited-edition/Inwo-LimitedEdition-CyborgSoldiers.jpg	puppet	Resource	Puppet	Gadget					R			Limited Edition	Limited	playerNGroupDeck
Limited_Death_Mask	Death Mask	inwo/limited-edition/Inwo-LimitedEdition-DeathMask.jpg	puppet	Resource	Puppet	Artifact, Magic, Unique					U			Limited Edition	Limited	playerNGroupDeck
Limited_Earthquake_Projector	Earthquake Projector	inwo/limited-edition/Inwo-LimitedEdition-EarthquakeProjector.jpg	puppet	Resource	Puppet	Gadget	ACTION				C			Limited Edition	Limited	playerNGroupDeck
Limited_Eliza	Eliza	inwo/limited-edition/Inwo-LimitedEdition-Eliza.jpg	puppet	Resource	Puppet	Gadget					U	Limited to one per Group.		Limited Edition	Limited	playerNGroupDeck
Limited_Flying_Saucer	Flying Saucer	inwo/limited-edition/Inwo-LimitedEdition-FlyingSaucer.jpg	puppet	Resource	Puppet	Artifact, Gadget, Unique					C			Limited Edition	Limited	playerNGroupDeck
Limited_Hallucinations	Hallucinations	inwo/limited-edition/Inwo-LimitedEdition-Hallucinations.jpg	puppet	Resource	Puppet		ACTION				C			Limited Edition	Limited	playerNGroupDeck
Limited_Hammer_of_Thor	Hammer of Thor	inwo/limited-edition/Inwo-LimitedEdition-HammerOfThor.jpg	puppet	Resource	Puppet	Artifact, Magic, Unique	ACTION				C			Limited Edition	Limited	playerNGroupDeck
Limited_Hidden_City	Hidden City	inwo/limited-edition/Inwo-LimitedEdition-HiddenCity.jpg	puppet	Resource	Puppet	Unique					U			Limited Edition	Limited	playerNGroupDeck
Limited_Hitlers_Brain	Hitler's Brain	inwo/limited-edition/Inwo-LimitedEdition-HitlersBrain.jpg	puppet	Resource	Puppet	Artifact, Unique					R			Limited Edition	Limited	playerNGroupDeck
Limited_Immortality_Serum	Immortality Serum	inwo/limited-edition/Inwo-LimitedEdition-ImmortalitySerum.jpg	puppet	Resource	Puppet						R			Limited Edition	Limited	playerNGroupDeck
Limited_Loch_Ness_Monster	Loch Ness Monster	inwo/limited-edition/Inwo-LimitedEdition-LochNessMonster.jpg	puppet	Resource	Puppet	Unique	ACTION				C			Limited Edition	Limited	playerNGroupDeck
Limited_Mercenaries	Mercenaries	inwo/limited-edition/Inwo-LimitedEdition-Mercenaries.jpg	puppet	Resource	Puppet		ACTION				C			Limited Edition	Limited	playerNGroupDeck
Limited_Midas_Mill	Midas Mill	inwo/limited-edition/Inwo-LimitedEdition-MidasMill.jpg	puppet	Resource	Puppet	Artifact, Gadget, Unique					C			Limited Edition	Limited	playerNGroupDeck
Limited_Necronomicon	Necronomicon	inwo/limited-edition/Inwo-LimitedEdition-Necronomicon.jpg	puppet	Resource	Puppet	Artifact, Magic, Unique					U			Limited Edition	Limited	playerNGroupDeck
Limited_Orbital_Mind_Control_Lasers	Orbital Mind Control Lasers	inwo/limited-edition/Inwo-LimitedEdition-OrbitalMindControlLasers.jpg	puppet	Resource	Puppet	Gadget, Unique	ACTION				C			Limited Edition	Limited	playerNGroupDeck
Limited_Perpetual_Motion_Machine	Perpetual Motion Machine	inwo/limited-edition/Inwo-LimitedEdition-PerpetualMotionMachine.jpg	puppet	Resource	Puppet	Artifact, Gadget, Unique					R			Limited Edition	Limited	playerNGroupDeck
Limited_Principia_Discordia	Principia Discordia	inwo/limited-edition/Inwo-LimitedEdition-PrincipiaDiscordia.jpg	puppet	Resource	Puppet	Artifact, Unique					C			Limited Edition	Limited	playerNGroupDeck
Limited_Rogue_Boomer	Rogue Boomer	inwo/limited-edition/Inwo-LimitedEdition-RogueBoomer.jpg	puppet	Resource	Puppet						C			Limited Edition	Limited	playerNGroupDeck
